,ISIN,Produkt Name,Produkttyp,Basiswert,Begebungsdatum,Brief,Geld
342,DE000MA5MAN0,"Mini-Future | Long | Churchill Capital Corp | 20,00 | 17,6991",Mini-Future,Churchill Capital Corp,02.03.2021,-,"0,860 EUR"
343,DE000MA5M6X9,"Turbo | Long | DAX ® | 13.810,00 | 19.03.21",Turbo,DAX ®,02.03.2021,"2,840 EUR","2,830 EUR"
344,DE000MA5M7P3,"Turbo | Long | DAX ® | 13.900,00 | 31.03.21",Turbo,DAX ®,02.03.2021,"1,950 EUR","1,940 EUR"
345,DE000MA5M694,"Mini-Future | Long | DAX ® | 13.860,00 | 13.688,8888",Mini-Future,DAX ®,02.03.2021,"3,640 EUR","3,630 EUR"
346,DE000MA5M8E5,"Turbo | Long | CAC 40 ® | 5.740,00 | 19.03.21",Turbo,CAC 40 ®,02.03.2021,"1,000 EUR","0,990 EUR"
347,DE000MA5M728,"Turbo | Long | DAX ® | 13.830,00 | 19.03.21",Turbo,DAX ®,02.03.2021,"2,640 EUR","2,630 EUR"
348,DE000MA5M2Q2,"Turbo Open End | Long | DAX ® | 13.450,00",Turbo Open End,DAX ®,02.03.2021,"6,270 EUR","6,260 EUR"
349,DE000MA5MCM8,"Turbo Open End | Short | DAX ® | 16.400,00",Turbo Open End,DAX ®,02.03.2021,"23,550 EUR","23,540 EUR"
350,DE000MA5M6Q3,"Turbo | Long | DAX ® | 13.790,00 | 19.03.21",Turbo,DAX ®,02.03.2021,"3,030 EUR","3,020 EUR"
351,DE000MA5M6Y7,"Turbo | Long | DAX ® | 13.810,00 | 18.06.21",Turbo,DAX ®,02.03.2021,"2,870 EUR","2,860 EUR"
352,DE000MA5M6W1,"Turbo | Long | DAX ® | 13.800,00 | 30.04.21",Turbo,DAX ®,02.03.2021,"2,930 EUR","2,920 EUR"
353,DE000MA5MCP1,"Turbo Open End | Short | DAX ® | 16.200,00",Turbo Open End,DAX ®,02.03.2021,"21,560 EUR","21,550 EUR"
354,DE000MA5M306,"Turbo Open End | Long | DAX ® | 13.790,00",Turbo Open End,DAX ®,02.03.2021,"2,930 EUR","2,920 EUR"
355,DE000MA5M7K4,"Turbo | Long | DAX ® | 13.900,00 | 21.05.21",Turbo,DAX ®,02.03.2021,"1,970 EUR","1,960 EUR"
356,DE000MA5M322,"Turbo Open End | Long | DAX ® | 13.810,00",Turbo Open End,DAX ®,02.03.2021,"2,730 EUR","2,720 EUR"
357,DE000MA5M637,"Mini-Future | Long | DAX ® | 13.800,00 | 13.629,6296",Mini-Future,DAX ®,02.03.2021,"4,250 EUR","4,240 EUR"
358,DE000MA5M2L3,"Mini-Future | Long | Canadian Solar | 46,00 | 40,3508",Mini-Future,Canadian Solar,02.03.2021,"0,720 EUR","0,680 EUR"
359,DE000MA5M389,"Turbo Open End | Long | DAX ® | 13.870,00",Turbo Open End,DAX ®,02.03.2021,"2,140 EUR","2,120 EUR"
360,DE000MA5M7H0,"Turbo | Long | DAX ® | 13.890,00 | 19.03.21",Turbo,DAX ®,02.03.2021,"2,060 EUR","2,050 EUR"
361,DE000MA5M6B5,"Mini-Future | Long | DAX ® | 13.880,00 | 13.708,6419",Mini-Future,DAX ®,02.03.2021,"3,460 EUR","3,450 EUR"
362,DE000MA5MCT3,"Turbo Open End | Short | DAX ® | 14.120,00",Turbo Open End,DAX ®,02.03.2021,"1,570 EUR","0,870 EUR"
363,DE000MA5M710,"Turbo | Long | DAX ® | 13.830,00 | 18.06.21",Turbo,DAX ®,02.03.2021,"2,670 EUR","2,660 EUR"
364,DE000MA5M2Y6,"Turbo Open End | Long | DAX ® | 13.530,00",Turbo Open End,DAX ®,02.03.2021,"5,480 EUR","5,470 EUR"
365,DE000MA5MCK2,"Turbo Open End | Short | DAX ® | 17.000,00",Turbo Open End,DAX ®,02.03.2021,"29,560 EUR","29,550 EUR"
366,DE000MA5MCL0,"Turbo Open End | Short | DAX ® | 16.500,00",Turbo Open End,DAX ®,02.03.2021,"24,560 EUR","24,550 EUR"
367,DE000MA5M744,"Turbo | Long | DAX ® | 13.840,00 | 18.06.21",Turbo,DAX ®,02.03.2021,"2,570 EUR","2,550 EUR"
368,DE000MA5M645,"Mini-Future | Long | DAX ® | 13.810,00 | 13.639,5061",Mini-Future,DAX ®,02.03.2021,"4,140 EUR","4,130 EUR"
369,DE000MA5M348,"Turbo Open End | Long | DAX ® | 13.830,00",Turbo Open End,DAX ®,02.03.2021,"2,530 EUR","2,520 EUR"
370,DE000MA5M6C3,"Mini-Future | Long | DAX ® | 13.890,00 | 13.718,5185",Mini-Future,DAX ®,02.03.2021,"3,360 EUR","3,350 EUR"
371,DE000MA5M6D1,"Mini-Future | Long | DAX ® | 13.900,00 | 13.728,395",Mini-Future,DAX ®,02.03.2021,"3,260 EUR","3,250 EUR"
372,DE000MA5M3A4,"Turbo Open End | Long | DAX ® | 13.890,00",Turbo Open End,DAX ®,02.03.2021,"1,930 EUR","1,920 EUR"
373,DE000MA5MCS5,"Turbo Open End | Short | DAX ® | 14.130,00",Turbo Open End,DAX ®,02.03.2021,"1,570 EUR","0,990 EUR"
374,DE000MA5M7G2,"Turbo | Long | DAX ® | 13.880,00 | 19.03.21",Turbo,DAX ®,02.03.2021,"2,150 EUR","2,140 EUR"
375,DE000MA5M6Z4,"Turbo | Long | DAX ® | 13.820,00 | 18.06.21",Turbo,DAX ®,02.03.2021,"2,770 EUR","2,760 EUR"
376,DE000MA5M7F4,"Turbo | Long | DAX ® | 13.880,00 | 18.06.21",Turbo,DAX ®,02.03.2021,"2,180 EUR","2,170 EUR"
377,DE000MA5M686,"Mini-Future | Long | DAX ® | 13.850,00 | 13.679,0123",Mini-Future,DAX ®,02.03.2021,"3,760 EUR","3,750 EUR"
378,DE000MA5M397,"Turbo Open End | Long | DAX ® | 13.880,00",Turbo Open End,DAX ®,02.03.2021,"2,050 EUR","2,040 EUR"
379,DE000MA5M0V6,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.110,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"1,120 EUR","0,740 EUR"
380,DE000MA5M736,"Turbo | Long | DAX ® | 13.840,00 | 19.03.21",Turbo,DAX ®,02.03.2021,"2,540 EUR","2,520 EUR"
381,DE000MA5M7B3,"Turbo | Long | DAX ® | 13.860,00 | 18.06.21",Turbo,DAX ®,02.03.2021,"2,370 EUR","2,350 EUR"
382,DE000MA5M629,"Mini-Future | Long | DAX ® | 13.790,00 | 13.619,753",Mini-Future,DAX ®,02.03.2021,"4,350 EUR","4,340 EUR"
383,DE000MA5M6R1,"Turbo | Long | DAX ® | 13.800,00 | 18.06.21",Turbo,DAX ®,02.03.2021,"2,960 EUR","2,950 EUR"
384,DE000MA5M0H5,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 16.800,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"27,550 EUR","27,540 EUR"
385,DE000MA5LXU9,"X-Turbo | Short | DAX ® / X-DAX ® | 13.960,00 | 18.06.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
386,DE000MA5M3B2,"Turbo Open End | Long | DAX ® | 13.900,00",Turbo Open End,DAX ®,02.03.2021,"1,840 EUR","1,830 EUR"
387,DE000MA5MCQ9,"Turbo Open End | Short | DAX ® | 16.000,00",Turbo Open End,DAX ®,02.03.2021,"19,570 EUR","19,560 EUR"
388,DE000MA5M1V4,"X-Turbo | Long | DAX ® / X-DAX ® | 13.880,00 | 18.06.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,180 EUR","2,160 EUR"
389,DE000MA5M2S8,"Turbo Open End | Long | DAX ® | 13.470,00",Turbo Open End,DAX ®,02.03.2021,"6,070 EUR","6,060 EUR"
390,DE000MA5LZE8,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.530,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"5,470 EUR","5,460 EUR"
391,DE000MA5M1E0,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 13.920,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
392,DE000MA5M2W0,"Turbo Open End | Long | DAX ® | 13.510,00",Turbo Open End,DAX ®,02.03.2021,"5,680 EUR","5,670 EUR"
393,DE000MA5LZQ2,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.870,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"2,120 EUR","2,100 EUR"
394,DE000MA5MLB2,"Optionsschein | Call | Daimler | 60,00 | 16.12.22",Optionsschein,Daimler,02.03.2021,"1,430 EUR","1,370 EUR"
395,DE000MA5MLJ5,"Optionsschein | Call | Daimler | 100,00 | 16.09.22",Optionsschein,Daimler,02.03.2021,"0,209 EUR","0,158 EUR"
396,DE000MA5M355,"Turbo Open End | Long | DAX ® | 13.840,00",Turbo Open End,DAX ®,02.03.2021,"2,430 EUR","2,410 EUR"
397,DE000MA5MCR7,"Turbo Open End | Short | DAX ® | 14.140,00",Turbo Open End,DAX ®,02.03.2021,"1,570 EUR","1,110 EUR"
398,DE000MA5MCJ4,"Turbo Open End | Short | DAX ® | 17.200,00",Turbo Open End,DAX ®,02.03.2021,"31,550 EUR","31,540 EUR"
399,DE000MA5M1S0,"X-Turbo | Long | DAX ® / X-DAX ® | 13.860,00 | 19.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,330 EUR","2,310 EUR"
400,DE000MA5MJ42,"Optionsschein | Call | BMW | 106,00 | 16.09.22",Optionsschein,BMW,02.03.2021,"0,185 EUR","0,124 EUR"
401,DE000MA5M7N8,"Turbo | Long | DAX ® | 13.900,00 | 19.03.21",Turbo,DAX ®,02.03.2021,"1,960 EUR","1,950 EUR"
402,DE000MA5M116,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.050,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
403,DE000MA5M1M3,"X-Turbo | Long | DAX ® / X-DAX ® | 13.800,00 | 18.06.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,950 EUR","2,940 EUR"
404,DE000MA5M6V3,"Turbo | Long | DAX ® | 13.800,00 | 21.05.21",Turbo,DAX ®,02.03.2021,"2,960 EUR","2,950 EUR"
405,DE000MA5MBN8,"Turbo Open End | Long | Cellnex Telecom | 42,00",Turbo Open End,Cellnex Telecom,02.03.2021,"0,370 EUR","0,340 EUR"
406,DE000MA5LZN9,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.850,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"2,340 EUR","2,330 EUR"
407,DE000MA5LZK5,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.820,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"2,630 EUR","2,620 EUR"
408,DE000MA5LXT1,"X-Turbo | Short | DAX ® / X-DAX ® | 13.980,00 | 19.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
409,DE000MA5M157,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.010,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
410,DE000MA5M793,"Turbo | Long | DAX ® | 13.850,00 | 18.06.21",Turbo,DAX ®,02.03.2021,"2,470 EUR","2,460 EUR"
411,DE000MA5M2Z3,"Turbo Open End | Long | DAX ® | 13.540,00",Turbo Open End,DAX ®,02.03.2021,"5,390 EUR","5,380 EUR"
412,DE000MA5LYN2,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.760,00 | 13.623,7623",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"4,300 EUR","4,290 EUR"
413,DE000MA5M1Q4,"X-Turbo | Long | DAX ® / X-DAX ® | 13.840,00 | 18.06.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,560 EUR","2,540 EUR"
414,DE000MA5M181,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 13.980,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
415,DE000MA5LZM1,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.840,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"2,430 EUR","2,410 EUR"
416,DE000MA5MSA9,"Optionsschein | Call | BNP Paribas | 62,50 | 17.09.21",Optionsschein,BNP Paribas,02.03.2021,-,"0,094 EUR"
417,DE000MA5M1P6,"X-Turbo | Long | DAX ® / X-DAX ® | 13.820,00 | 18.06.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,750 EUR","2,740 EUR"
418,DE000MA5M1F7,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 13.910,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
419,DE000MA5M0W4,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.100,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
420,DE000MA5M1T8,"X-Turbo | Long | DAX ® / X-DAX ® | 13.860,00 | 18.06.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,360 EUR","2,340 EUR"
421,DE000MA5M7A5,"Turbo | Long | DAX ® | 13.850,00 | 19.03.21",Turbo,DAX ®,02.03.2021,"2,450 EUR","2,440 EUR"
422,DE000MA5M1Z5,"X-Turbo | Long | DAX ® / X-DAX ® | 13.900,00 | 30.04.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"1,960 EUR","1,940 EUR"
423,DE000MA5M0L7,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 16.400,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"23,550 EUR","23,540 EUR"
424,DE000MA5M363,"Turbo Open End | Long | DAX ® | 13.850,00",Turbo Open End,DAX ®,02.03.2021,"2,340 EUR","2,330 EUR"
425,DE000MA5M0S2,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.140,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"1,150 EUR","1,100 EUR"
426,DE000MA5LZR0,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.880,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"2,040 EUR","2,020 EUR"
427,DE000MA5MCU1,"Turbo Open End | Short | DAX ® | 14.110,00",Turbo Open End,DAX ®,02.03.2021,"1,570 EUR","0,750 EUR"
428,DE000MA5M314,"Turbo Open End | Long | DAX ® | 13.800,00",Turbo Open End,DAX ®,02.03.2021,"2,830 EUR","2,820 EUR"
429,DE000MA5LZP4,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.860,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"2,230 EUR","2,210 EUR"
430,DE000MA5LYL6,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.740,00 | 13.603,9603",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"4,510 EUR","4,500 EUR"
431,DE000MA5M1J9,"X-Turbo | Long | DAX ® / X-DAX ® | 13.800,00 | 30.04.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,930 EUR","2,920 EUR"
432,DE000MA5M1N1,"X-Turbo | Long | DAX ® / X-DAX ® | 13.820,00 | 19.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,730 EUR","2,720 EUR"
433,DE000MA5LXS3,"X-Turbo | Short | DAX ® / X-DAX ® | 13.980,00 | 18.06.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
434,DE000MA5M199,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 13.970,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
435,DE000MA5LZ92,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.470,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"6,070 EUR","6,060 EUR"
436,DE000MA5LYC5,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.660,00 | 13.524,7524",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"5,290 EUR","5,280 EUR"
437,DE000MA5M2U4,"Turbo Open End | Long | DAX ® | 13.490,00",Turbo Open End,DAX ®,02.03.2021,"5,880 EUR","5,870 EUR"
438,DE000MA5M1W2,"X-Turbo | Long | DAX ® / X-DAX ® | 13.900,00 | 19.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"1,950 EUR","1,930 EUR"
439,DE000MA5M1U6,"X-Turbo | Long | DAX ® / X-DAX ® | 13.880,00 | 19.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,140 EUR","2,120 EUR"
440,DE000MA5M2V2,"Turbo Open End | Long | DAX ® | 13.500,00",Turbo Open End,DAX ®,02.03.2021,"5,770 EUR","5,760 EUR"
441,DE000MA5LZB4,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.500,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"5,760 EUR","5,750 EUR"
442,DE000MA5MLS6,"Optionsschein | Call | ASML | 440,00 | 16.09.22",Optionsschein,ASML,02.03.2021,"9,040 EUR","8,960 EUR"
443,DE000MA5M7Q1,"Turbo | Long | DAX ® | 13.900,00 | 30.04.21",Turbo,DAX ®,02.03.2021,"1,970 EUR","1,960 EUR"
444,DE000MA5M1X0,"X-Turbo | Long | DAX ® / X-DAX ® | 13.900,00 | 21.05.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"1,960 EUR","1,940 EUR"
445,DE000MA5M124,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.040,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
446,DE000MA5M1Y8,"X-Turbo | Long | DAX ® / X-DAX ® | 13.900,00 | 18.06.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"1,980 EUR","1,960 EUR"
447,DE000MA5M108,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.060,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
448,DE000MA5LYM4,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.750,00 | 13.613,8613",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"4,400 EUR","4,390 EUR"
449,DE000MA5LZD0,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.520,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"5,580 EUR","5,570 EUR"
450,DE000MA5M1L5,"X-Turbo | Long | DAX ® / X-DAX ® | 13.800,00 | 31.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,920 EUR","2,910 EUR"
451,DE000MA5M1R2,"X-Turbo | Long | DAX ® / X-DAX ® | 13.840,00 | 19.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,530 EUR","2,510 EUR"
452,DE000MA5LXX3,"X-Turbo | Short | DAX ® / X-DAX ® | 13.940,00 | 18.06.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
453,DE000MA5M678,"Mini-Future | Long | DAX ® | 13.840,00 | 13.669,1358",Mini-Future,DAX ®,02.03.2021,"3,850 EUR","3,840 EUR"
454,DE000MA5LXZ8,"X-Turbo | Short | DAX ® / X-DAX ® | 13.920,00 | 18.06.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
455,DE000MA5M0N3,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 16.200,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"21,560 EUR","21,550 EUR"
456,DE000MA5M165,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.000,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
457,DE000MA5LZC2,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.510,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"5,670 EUR","5,660 EUR"
458,DE000MA5M0F9,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 17.200,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"31,550 EUR","31,540 EUR"
459,DE000MA5M1H3,"X-Turbo | Long | DAX ® / X-DAX ® | 13.800,00 | 16.04.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,910 EUR","2,900 EUR"
460,DE000MA5M1G5,"X-Turbo | Long | DAX ® / X-DAX ® | 13.800,00 | 19.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,910 EUR","2,900 EUR"
461,DE000MA5M0R4,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.950,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"9,150 EUR","9,140 EUR"
462,DE000MA5M173,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 13.990,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
463,DE000MA5MFL3,"Optionsschein | Call | Deutsche Bank | 12,50 | 16.09.22",Optionsschein,Deutsche Bank,02.03.2021,"1,270 EUR","1,210 EUR"
464,DE000MA5LZ76,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.450,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"6,270 EUR","6,260 EUR"
465,DE000MA5LYF8,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.690,00 | 13.554,4554",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"5,000 EUR","4,990 EUR"
466,DE000MA5LZ68,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.440,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"6,360 EUR","6,350 EUR"
467,DE000MA5MJY8,"Optionsschein | Call | Deutsche Bank | 14,50 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,110 EUR","0,090 EUR"
468,DE000MA5M132,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.030,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
469,DE000MA5LYH4,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.710,00 | 13.574,2574",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"4,790 EUR","4,780 EUR"
470,DE000MA5M0Z7,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.070,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
471,DE000MA5MJM3,"Optionsschein | Call | Deutsche Bank | 11,75 | 17.06.22",Optionsschein,Deutsche Bank,02.03.2021,"1,320 EUR","1,300 EUR"
472,DE000MA5M1D2,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 13.930,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
473,DE000MA5MJF7,"Optionsschein | Call | Deutsche Bank | 9,75 | 17.12.21",Optionsschein,Deutsche Bank,02.03.2021,"1,840 EUR","1,820 EUR"
474,DE000MA5LXW5,"X-Turbo | Short | DAX ® / X-DAX ® | 13.940,00 | 19.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
475,DE000MA5M0X2,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.090,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
476,DE000MA5M0U8,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.120,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"1,120 EUR","0,860 EUR"
477,DE000MA5M1A8,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 13.960,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
478,DE000MA5LYJ0,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.720,00 | 13.584,1584",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"4,700 EUR","4,690 EUR"
479,DE000MA5MFT6,"Optionsschein | Call | Deutsche Bank | 14,50 | 16.09.22",Optionsschein,Deutsche Bank,02.03.2021,"0,820 EUR","0,760 EUR"
480,DE000MA5M0P8,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 16.000,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"19,560 EUR","19,550 EUR"
481,DE000MA5MK56,"Optionsschein | Call | Deutsche Bank | 15,75 | 18.03.22",Optionsschein,Deutsche Bank,02.03.2021,"0,360 EUR","0,340 EUR"
482,DE000MA5MCN6,"Turbo Open End | Short | DAX ® | 16.300,00",Turbo Open End,DAX ®,02.03.2021,"22,560 EUR","22,550 EUR"
483,DE000MA5M207,"X-Turbo | Long | DAX ® / X-DAX ® | 13.900,00 | 31.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"1,940 EUR","1,920 EUR"
484,DE000MA5M0Y0,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.080,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
485,DE000MA5LYD3,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.670,00 | 13.534,6534",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"5,200 EUR","5,190 EUR"
486,DE000MA5MK80,"Optionsschein | Call | Deutsche Bank | 16,00 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,068 EUR","0,048 EUR"
487,DE000MA5M0J1,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 16.600,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"25,560 EUR","25,550 EUR"
488,DE000MA5LXY1,"X-Turbo | Short | DAX ® / X-DAX ® | 13.920,00 | 19.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
489,DE000MA5MG45,"Optionsschein | Call | Deutsche Bank | 17,00 | 16.12.22",Optionsschein,Deutsche Bank,02.03.2021,"0,630 EUR","0,570 EUR"
490,DE000MA5MJJ9,"Optionsschein | Call | Deutsche Bank | 11,25 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,580 EUR","0,560 EUR"
491,DE000MA5MFR0,"Optionsschein | Call | Deutsche Bank | 14,00 | 16.09.22",Optionsschein,Deutsche Bank,02.03.2021,"0,910 EUR","0,850 EUR"
492,DE000MA5MRP9,"Optionsschein | Call | Continental | 105,00 | 18.03.22",Optionsschein,Continental,02.03.2021,"2,360 EUR","2,320 EUR"
493,DE000MA5MK64,"Optionsschein | Call | Deutsche Bank | 15,75 | 17.12.21",Optionsschein,Deutsche Bank,02.03.2021,"0,249 EUR","0,229 EUR"
494,DE000MA5LYE1,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.680,00 | 13.544,5544",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"5,100 EUR","5,090 EUR"
495,DE000MA5LZL3,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.830,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"2,530 EUR","2,520 EUR"
496,DE000MA5M0K9,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 16.500,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"24,560 EUR","24,550 EUR"
497,DE000MA5MR18,"Optionsschein | Call | Carrefour | 16,00 | 17.12.21",Optionsschein,Carrefour,02.03.2021,-,"0,710 EUR"
498,DE000MA5MKA6,"Optionsschein | Call | Deutsche Bank | 17,00 | 17.12.21",Optionsschein,Deutsche Bank,02.03.2021,"0,179 EUR","0,159 EUR"
