,ISIN,Produkt Name,Produkttyp,Basiswert,Begebungsdatum,Brief,Geld
499,DE000MA5MKB4,"Optionsschein | Call | Deutsche Bank | 17,00 | 17.09.21",Optionsschein,Deutsche Bank,02.03.2021,"0,109 EUR","0,089 EUR"
500,DE000MA5M1K7,"X-Turbo | Long | DAX ® / X-DAX ® | 13.800,00 | 21.05.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"2,950 EUR","2,940 EUR"
501,DE000MA5M140,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.020,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
502,DE000MA5MKC2,"Optionsschein | Call | Deutsche Bank | 17,00 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,054 EUR","0,034 EUR"
503,DE000MA5M0Q6,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 15.720,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"16,790 EUR","16,780 EUR"
504,DE000MA5MG11,"Optionsschein | Call | Deutsche Bank | 16,00 | 16.12.22",Optionsschein,Deutsche Bank,02.03.2021,"0,750 EUR","0,690 EUR"
505,DE000MA5M769,"Turbo | Long | DAX ® | 13.850,00 | 16.04.21",Turbo,DAX ®,02.03.2021,"2,440 EUR","2,430 EUR"
506,DE000MA5MJE0,"Optionsschein | Call | Deutsche Bank | 9,75 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"1,330 EUR","1,310 EUR"
507,DE000MA5MJG5,"Optionsschein | Call | Deutsche Bank | 10,25 | 17.12.21",Optionsschein,Deutsche Bank,02.03.2021,"1,570 EUR","1,550 EUR"
508,DE000MA5LYG6,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.700,00 | 13.564,3564",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"4,890 EUR","4,880 EUR"
509,DE000MA5MK49,"Optionsschein | Call | Deutsche Bank | 15,75 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,073 EUR","0,053 EUR"
510,DE000MA5LZS8,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.890,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"1,940 EUR","1,920 EUR"
511,DE000MA5MJQ4,"Optionsschein | Call | Deutsche Bank | 12,50 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,280 EUR","0,260 EUR"
512,DE000MA5LXR5,"Mini-Future | Short | Copper May21 | 4,30 | 4,5264",Mini-Future,Copper May21,02.03.2021,"0,270 EUR","0,260 EUR"
513,DE000MA5MFS8,"Optionsschein | Call | Deutsche Bank | 14,00 | 16.12.22",Optionsschein,Deutsche Bank,02.03.2021,"1,070 EUR","1,010 EUR"
514,DE000MA5M1B6,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 13.950,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
515,DE000MA5MFP4,"Optionsschein | Call | Deutsche Bank | 13,50 | 16.09.22",Optionsschein,Deutsche Bank,02.03.2021,"1,010 EUR","0,950 EUR"
516,DE000MA5LZT6,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.900,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"1,840 EUR","1,820 EUR"
517,DE000MA5MFZ3,"Optionsschein | Call | Deutsche Bank | 15,75 | 17.06.22",Optionsschein,Deutsche Bank,02.03.2021,"0,470 EUR","0,450 EUR"
518,DE000MA5MJP6,"Optionsschein | Call | Deutsche Bank | 12,25 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,320 EUR","0,300 EUR"
519,DE000MA5MKE8,"Optionsschein | Call | Deutsche Börse | 122,50 | 17.06.22",Optionsschein,Deutsche Börse,02.03.2021,"2,100 EUR","2,070 EUR"
520,DE000MA5MMC8,"Optionsschein | Call | ASML | 610,00 | 18.06.21",Optionsschein,ASML,02.03.2021,"0,620 EUR","0,540 EUR"
521,DE000MA5LYK8,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.730,00 | 13.594,0594",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"4,600 EUR","4,590 EUR"
522,DE000MA5MJR2,"Optionsschein | Call | Deutsche Bank | 12,75 | 17.06.22",Optionsschein,Deutsche Bank,02.03.2021,"1,010 EUR","0,990 EUR"
523,DE000MA5MK07,"Optionsschein | Call | Deutsche Bank | 15,50 | 17.09.21",Optionsschein,Deutsche Bank,02.03.2021,"0,166 EUR","0,146 EUR"
524,DE000MA5MKD0,"Optionsschein | Call | Deutsche Börse | 120,00 | 16.12.22",Optionsschein,Deutsche Börse,02.03.2021,"2,530 EUR","2,460 EUR"
525,DE000MA5ML30,"Optionsschein | Call | Deutsche Börse | 205,00 | 18.03.22",Optionsschein,Deutsche Börse,02.03.2021,"0,109 EUR","0,085 EUR"
526,DE000MA5M1C4,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 13.940,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
527,DE000MA5MKF5,"Optionsschein | Call | Deutsche Börse | 125,00 | 16.09.22",Optionsschein,Deutsche Börse,02.03.2021,"2,110 EUR","2,040 EUR"
528,DE000MA5MJK7,"Optionsschein | Call | Deutsche Bank | 11,50 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,500 EUR","0,480 EUR"
529,DE000MA5MFN9,"Optionsschein | Call | Deutsche Bank | 13,00 | 16.09.22",Optionsschein,Deutsche Bank,02.03.2021,"1,130 EUR","1,070 EUR"
530,DE000MA5MJU6,"Optionsschein | Call | Deutsche Bank | 13,25 | 18.03.22",Optionsschein,Deutsche Bank,02.03.2021,"0,720 EUR","0,700 EUR"
531,DE000MA5MLA4,"Optionsschein | Call | Deutsche Börse | 220,00 | 16.12.22",Optionsschein,Deutsche Börse,02.03.2021,"0,234 EUR","0,173 EUR"
532,DE000MA5MJV4,"Optionsschein | Call | Deutsche Bank | 13,25 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,189 EUR","0,169 EUR"
533,DE000MA5MKM1,"Optionsschein | Call | Deutsche Börse | 135,00 | 18.06.21",Optionsschein,Deutsche Börse,02.03.2021,"0,690 EUR","0,660 EUR"
534,DE000MA5MK15,"Optionsschein | Call | Deutsche Bank | 15,50 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,078 EUR","0,058 EUR"
535,DE000MA5MFU4,"Optionsschein | Call | Deutsche Bank | 14,50 | 16.12.22",Optionsschein,Deutsche Bank,02.03.2021,"0,970 EUR","0,910 EUR"
536,DE000MA5MG37,"Optionsschein | Call | Deutsche Bank | 17,00 | 17.06.22",Optionsschein,Deutsche Bank,02.03.2021,"0,360 EUR","0,340 EUR"
537,DE000MA5M0M5,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 16.300,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"22,560 EUR","22,550 EUR"
538,DE000MA5MFW0,"Optionsschein | Call | Deutsche Bank | 15,00 | 16.12.22",Optionsschein,Deutsche Bank,02.03.2021,"0,890 EUR","0,830 EUR"
539,DE000MA5MKL3,"Optionsschein | Call | Deutsche Börse | 130,00 | 17.12.21",Optionsschein,Deutsche Börse,02.03.2021,"1,390 EUR","1,360 EUR"
540,DE000MA5ML71,"Optionsschein | Call | Deutsche Börse | 210,00 | 16.09.22",Optionsschein,Deutsche Börse,02.03.2021,"0,207 EUR","0,146 EUR"
541,DE000MA5MKV2,"Optionsschein | Call | Deutsche Börse | 190,00 | 16.09.22",Optionsschein,Deutsche Börse,02.03.2021,"0,300 EUR","0,230 EUR"
542,DE000MA5MK98,"Optionsschein | Call | Deutsche Bank | 17,00 | 18.03.22",Optionsschein,Deutsche Bank,02.03.2021,"0,270 EUR","0,250 EUR"
543,DE000MA5MR26,"Optionsschein | Call | Carrefour | 16,00 | 18.06.21",Optionsschein,Carrefour,02.03.2021,-,"0,310 EUR"
544,DE000MA5LZH1,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.800,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"2,820 EUR","2,810 EUR"
545,DE000MA5MK72,"Optionsschein | Call | Deutsche Bank | 15,75 | 17.09.21",Optionsschein,Deutsche Bank,02.03.2021,"0,154 EUR","0,134 EUR"
546,DE000MA5LZF5,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.540,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"5,370 EUR","5,360 EUR"
547,DE000MA5LXV7,"X-Turbo | Short | DAX ® / X-DAX ® | 13.960,00 | 19.03.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,-,"0,001 EUR"
548,DE000MA5MFQ2,"Optionsschein | Call | Deutsche Bank | 13,50 | 16.12.22",Optionsschein,Deutsche Bank,02.03.2021,"1,180 EUR","1,120 EUR"
549,DE000MA5ML22,"Optionsschein | Call | Deutsche Börse | 205,00 | 16.09.22",Optionsschein,Deutsche Börse,02.03.2021,"0,224 EUR","0,163 EUR"
550,DE000MA5MG60,"Optionsschein | Call | Delivery Hero | 110,00 | 17.12.21",Optionsschein,Delivery Hero,02.03.2021,"1,800 EUR","1,750 EUR"
551,DE000MA5MJH3,"Optionsschein | Call | Deutsche Bank | 10,75 | 17.12.21",Optionsschein,Deutsche Bank,02.03.2021,"1,320 EUR","1,300 EUR"
552,DE000MA5ML14,"Optionsschein | Call | Deutsche Börse | 200,00 | 16.12.22",Optionsschein,Deutsche Börse,02.03.2021,"0,310 EUR","0,240 EUR"
553,DE000MA5MJN1,"Optionsschein | Call | Deutsche Bank | 12,25 | 17.06.22",Optionsschein,Deutsche Bank,02.03.2021,"1,160 EUR","1,140 EUR"
554,DE000MA5MBX7,"Turbo Open End | Long | Deutsche Post | 22,50",Turbo Open End,Deutsche Post,02.03.2021,"2,020 EUR","2,000 EUR"
555,DE000MA5MKX8,"Optionsschein | Call | Deutsche Börse | 195,00 | 16.12.22",Optionsschein,Deutsche Börse,02.03.2021,"0,350 EUR","0,280 EUR"
556,DE000MA5MJT8,"Optionsschein | Call | Deutsche Bank | 13,25 | 17.06.22",Optionsschein,Deutsche Bank,02.03.2021,"0,890 EUR","0,870 EUR"
557,DE000MA5MK31,"Optionsschein | Call | Deutsche Bank | 15,50 | 17.12.21",Optionsschein,Deutsche Bank,02.03.2021,"0,270 EUR","0,250 EUR"
558,DE000MA5MKK5,"Optionsschein | Call | Deutsche Börse | 130,00 | 18.06.21",Optionsschein,Deutsche Börse,02.03.2021,"0,980 EUR","0,950 EUR"
559,DE000MA5ML06,"Optionsschein | Call | Deutsche Börse | 200,00 | 16.09.22",Optionsschein,Deutsche Börse,02.03.2021,"0,245 EUR","0,184 EUR"
560,DE000MA5MKJ7,"Optionsschein | Call | Deutsche Börse | 127,50 | 17.06.22",Optionsschein,Deutsche Börse,02.03.2021,"1,810 EUR","1,780 EUR"
561,DE000MA5M5N2,"Turbo Open End | Short | Dow Jones Industrial Average ® | 35.000,00",Turbo Open End,Dow Jones Industrial Average ®,02.03.2021,"29,310 EUR","29,290 EUR"
562,DE000MA5MFY6,"Optionsschein | Call | Deutsche Bank | 15,50 | 16.12.22",Optionsschein,Deutsche Bank,02.03.2021,"0,810 EUR","0,750 EUR"
563,DE000MA5MFM1,"Optionsschein | Call | Deutsche Bank | 13,00 | 16.12.22",Optionsschein,Deutsche Bank,02.03.2021,"1,310 EUR","1,250 EUR"
564,DE000MA5MFK5,"Optionsschein | Call | Deutsche Bank | 12,50 | 16.12.22",Optionsschein,Deutsche Bank,02.03.2021,"1,450 EUR","1,390 EUR"
565,DE000MA5MKZ3,"Optionsschein | Call | Deutsche Börse | 195,00 | 17.12.21",Optionsschein,Deutsche Börse,02.03.2021,"0,096 EUR","0,072 EUR"
566,DE000MA5M0T0,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 14.130,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"1,120 EUR","0,970 EUR"
567,DE000MA5MG52,"Optionsschein | Call | Delivery Hero | 100,00 | 17.12.21",Optionsschein,Delivery Hero,02.03.2021,"2,280 EUR","2,230 EUR"
568,DE000MA5LYS1,"Turbo Open End | Short | EUR/SEK | 11,25",Turbo Open End,EUR/SEK,02.03.2021,"11,120 EUR","11,090 EUR"
569,DE000MA5LXL8,"Turbo | Long | Deutsche Lufthansa | 10,00 | 18.06.21",Turbo,Deutsche Lufthansa,02.03.2021,"3,080 EUR","2,940 EUR"
570,DE000MA5M3G1,"Mini-Future | Long | EHang Holdings | 25,00 | 21,7391",Mini-Future,EHang Holdings,02.03.2021,"2,090 EUR","2,040 EUR"
571,DE000MA5MKR0,"Optionsschein | Call | Deutsche Börse | 185,00 | 18.06.21",Optionsschein,Deutsche Börse,02.03.2021,"0,040 EUR","0,016 EUR"
572,DE000MA5MC49,"Turbo Open End | Long | Elis | 14,00",Turbo Open End,Elis,02.03.2021,-,"0,950 EUR"
573,DE000MA5MKW0,"Optionsschein | Call | Deutsche Börse | 190,00 | 16.12.22",Optionsschein,Deutsche Börse,02.03.2021,"0,390 EUR","0,320 EUR"
574,DE000MA5MGF3,"Optionsschein | Call | Beiersdorf | 80,00 | 18.06.21",Optionsschein,Beiersdorf,02.03.2021,"0,640 EUR","0,610 EUR"
575,DE000MA5M6J8,"Mini-Future | Short | EUR/USD | 1,222 | 1,2343",Mini-Future,EUR/USD,02.03.2021,"2,100 EUR","2,090 EUR"
576,DE000MA5M5M4,"Turbo Open End | Short | Dow Jones Industrial Average ® | 36.000,00",Turbo Open End,Dow Jones Industrial Average ®,02.03.2021,"37,550 EUR","37,530 EUR"
577,DE000MA5M9S3,"Turbo Open End | Short | EUR/USD | 1,215",Turbo Open End,EUR/USD,02.03.2021,"0,700 EUR","0,500 EUR"
578,DE000MA5MKQ2,"Optionsschein | Call | Deutsche Börse | 165,00 | 18.06.21",Optionsschein,Deutsche Börse,02.03.2021,"0,072 EUR","0,048 EUR"
579,DE000MA5ML48,"Optionsschein | Call | Deutsche Börse | 205,00 | 17.12.21",Optionsschein,Deutsche Börse,02.03.2021,"0,078 EUR","0,054 EUR"
580,DE000MA5LXN4,"Turbo | Long | Dialog Semiconductor | 60,00 | 18.06.21",Turbo,Dialog Semiconductor,02.03.2021,-,"4,000 EUR"
581,DE000MA5MJL5,"Optionsschein | Call | Deutsche Bank | 11,75 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,440 EUR","0,420 EUR"
582,DE000MA5MDW5,"Mini-Future | Long | Dialog Semiconductor | 57,50 | 53,4883",Mini-Future,Dialog Semiconductor,02.03.2021,-,"1,040 EUR"
583,DE000MA5M5L6,"Turbo Open End | Short | Dow Jones Industrial Average ® | 38.000,00",Turbo Open End,Dow Jones Industrial Average ®,02.03.2021,"54,040 EUR","54,020 EUR"
584,DE000MA5MJ83,"Optionsschein | Call | BMW | 116,00 | 16.09.22",Optionsschein,BMW,02.03.2021,"0,138 EUR","0,077 EUR"
585,DE000MA5MDR5,"Mini-Future | Long | Exasol | 20,00 | 17,7777",Mini-Future,Exasol,02.03.2021,"5,220 EUR","3,900 EUR"
586,DE000MA5LYZ6,"Turbo Open End | Long | EUR/SEK | 10,05",Turbo Open End,EUR/SEK,02.03.2021,"0,830 EUR","0,800 EUR"
587,DE000MA5MG29,"Optionsschein | Call | Deutsche Bank | 17,00 | 16.09.22",Optionsschein,Deutsche Bank,02.03.2021,"0,510 EUR","0,450 EUR"
588,DE000MA5MBF4,"Turbo Open End | Long | Deutsche Lufthansa | 10,00",Turbo Open End,Deutsche Lufthansa,02.03.2021,"3,060 EUR","2,920 EUR"
589,DE000MA5LZG3,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.790,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"2,910 EUR","2,900 EUR"
590,DE000MA5MR59,"Optionsschein | Call | Credit Suisse | 17,00 | 17.12.21",Optionsschein,Credit Suisse,02.03.2021,-,-
591,DE000MA5MBS7,"Turbo Open End | Long | easyJet | 9,00",Turbo Open End,easyJet,02.03.2021,-,"1,400 EUR"
592,DE000MA5MKY6,"Optionsschein | Call | Deutsche Börse | 195,00 | 16.09.22",Optionsschein,Deutsche Börse,02.03.2021,"0,270 EUR","0,200 EUR"
593,DE000MA5MDT1,"Mini-Future | Long | Dr Hoenle | 44,00 | 39,1111",Mini-Future,Dr Hoenle,02.03.2021,"0,880 EUR","0,730 EUR"
594,DE000MA5MKG3,"Optionsschein | Call | Deutsche Börse | 125,00 | 16.12.22",Optionsschein,Deutsche Börse,02.03.2021,"2,240 EUR","2,170 EUR"
595,DE000MA5LZ84,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.460,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"6,160 EUR","6,150 EUR"
596,DE000MA5MDG8,"Mini-Future | Long | Eiffage | 85,00 | 77,9816",Mini-Future,Eiffage,02.03.2021,-,"0,860 EUR"
597,DE000MA5M9T1,"Turbo Open End | Short | EUR/USD | 1,214",Turbo Open End,EUR/USD,02.03.2021,"0,700 EUR","0,420 EUR"
598,DE000MA5M413,"Mini-Future | Short | Elis | 20,00 | 22,472",Mini-Future,Elis,02.03.2021,-,"7,740 EUR"
599,DE000MA5M447,"Mini-Future | Short | fiserv. | 120,00 | 125,00",Mini-Future,fiserv.,02.03.2021,-,"0,710 EUR"
600,DE000MA5MEB7,"Mini-Future | Long | GK Software | 110,00 | 103,7735",Mini-Future,GK Software,02.03.2021,"1,730 EUR","1,320 EUR"
601,DE000MA5MKS8,"Optionsschein | Call | Deutsche Börse | 185,00 | 16.12.22",Optionsschein,Deutsche Börse,02.03.2021,"0,440 EUR","0,370 EUR"
602,DE000MA5M6L4,"Mini-Future | Short | EUR/USD | 1,218 | 1,2303",Mini-Future,EUR/USD,02.03.2021,"1,770 EUR","1,760 EUR"
603,DE000MA5MKU4,"Optionsschein | Call | Deutsche Börse | 185,00 | 16.09.22",Optionsschein,Deutsche Börse,02.03.2021,"0,340 EUR","0,270 EUR"
604,DE000MA5MFV2,"Optionsschein | Call | Deutsche Bank | 15,00 | 16.09.22",Optionsschein,Deutsche Bank,02.03.2021,"0,740 EUR","0,680 EUR"
605,DE000MA5MJW2,"Optionsschein | Call | Deutsche Bank | 13,25 | 17.09.21",Optionsschein,Deutsche Bank,02.03.2021,"0,370 EUR","0,350 EUR"
606,DE000MA5LXM6,"Turbo | Long | Deutsche Lufthansa | 10,00 | 19.03.21",Turbo,Deutsche Lufthansa,02.03.2021,"3,160 EUR","3,020 EUR"
607,DE000MA5MNV6,"Optionsschein | Call | Credit Agricole | 15,00 | 17.12.21",Optionsschein,Credit Agricole,02.03.2021,-,"0,270 EUR"
608,DE000MA5M496,"Turbo | Short | EUR/USD | 1,215 | 18.06.21",Turbo,EUR/USD,02.03.2021,"0,880 EUR","0,520 EUR"
609,DE000MA5LZA6,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.490,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"5,870 EUR","5,860 EUR"
610,DE000MA5M9V7,"Turbo Open End | Short | EUR/USD | 1,212",Turbo Open End,EUR/USD,02.03.2021,"0,700 EUR","0,250 EUR"
611,DE000MA5M249,"Turbo Open End | Short | Christian Dior | 600,00",Turbo Open End,Christian Dior,02.03.2021,-,"1,200 EUR"
612,DE000MA5M5Y9,"Turbo Open End | Long | Dow Jones Industrial Average ® | 28.800,00",Turbo Open End,Dow Jones Industrial Average ®,02.03.2021,"22,680 EUR","22,660 EUR"
613,DE000MA5M9J2,"Turbo Open End | Long | DraftKings | 55,00",Turbo Open End,DraftKings,02.03.2021,"1,370 EUR","1,350 EUR"
614,DE000MA5M3R8,"Turbo Open End | Short | Chegg | 110,00",Turbo Open End,Chegg,02.03.2021,-,"1,090 EUR"
615,DE000MA5M9U9,"Turbo Open End | Short | EUR/USD | 1,213",Turbo Open End,EUR/USD,02.03.2021,"0,700 EUR","0,330 EUR"
616,DE000MA5MF04,"Mini-Future | Long | Global Fashion | 13,00 | 11,5044",Mini-Future,Global Fashion,02.03.2021,"2,880 EUR","2,600 EUR"
617,DE000MA5LZ01,"Turbo | Short | Gold | 1.900,00 | 18.06.21",Turbo,Gold,02.03.2021,"14,160 EUR","14,120 EUR"
618,DE000MA5M9X3,"Turbo Open End | Short | EUR/USD | 1,21",Turbo Open End,EUR/USD,02.03.2021,"0,700 EUR","0,080 EUR"
619,DE000MA5MJZ5,"Optionsschein | Call | Deutsche Bank | 15,50 | 17.06.22",Optionsschein,Deutsche Bank,02.03.2021,"0,500 EUR","0,480 EUR"
620,DE000MA5MCE5,"Turbo Open End | Long | EXOR | 65,00",Turbo Open End,EXOR,02.03.2021,-,"0,390 EUR"
621,DE000MA5MA25,"Turbo Open End | Short | GBP/USD | 1,57",Turbo Open End,GBP/USD,02.03.2021,"14,370 EUR","14,350 EUR"
622,DE000MA5MFX8,"Optionsschein | Call | Deutsche Bank | 15,50 | 16.09.22",Optionsschein,Deutsche Bank,02.03.2021,"0,670 EUR","0,610 EUR"
623,DE000MA5LYT9,"Faktor-Zertifikat | 8,00 | Long | Gold Apr21",Faktor-Zertifikat,Gold Apr21,02.03.2021,"9,410 EUR","9,400 EUR"
624,DE000MA5M9E3,"Turbo Open End | Long | Five9 | 160,00",Turbo Open End,Five9,02.03.2021,"2,620 EUR","2,530 EUR"
625,DE000MA5M090,"Turbo Open End | Short | Gold | 1.910,00",Turbo Open End,Gold,02.03.2021,"14,690 EUR","14,650 EUR"
626,DE000MA5MKT6,"Optionsschein | Call | Deutsche Börse | 185,00 | 17.12.21",Optionsschein,Deutsche Börse,02.03.2021,"0,126 EUR","0,102 EUR"
627,DE000MA5MFJ7,"Mini-Future | Long | Aumann | 14,00 | 12,7272",Mini-Future,Aumann,02.03.2021,"0,212 EUR","0,185 EUR"
628,DE000MA5MDM6,"Mini-Future | Long | EMS-Chemie Holding | 800,00 | 747,6635",Mini-Future,EMS-Chemie Holding,02.03.2021,-,-
629,DE000MA5MEZ6,"Mini-Future | Long | Global Fashion | 12,00 | 10,6194",Mini-Future,Global Fashion,02.03.2021,"3,760 EUR","3,480 EUR"
630,DE000MA5LY85,"Turbo | Long | Gold | 1.560,00 | 19.03.21",Turbo,Gold,02.03.2021,"15,070 EUR","15,030 EUR"
631,DE000MA5ML55,"Optionsschein | Call | Deutsche Börse | 205,00 | 16.12.22",Optionsschein,Deutsche Börse,02.03.2021,"0,290 EUR","0,220 EUR"
632,DE000MA5M7U3,"Turbo Open End | Short | Dow Jones Industrial Average ® | 35.000,00",Turbo Open End,Dow Jones Industrial Average ®,02.03.2021,"2,940 EUR","2,930 EUR"
633,DE000MA5M9L8,"Turbo Open End | Long | Glu Mobile | 11,50",Turbo Open End,Glu Mobile,02.03.2021,-,"0,870 EUR"
634,DE000MA5MJS0,"Optionsschein | Call | Deutsche Bank | 12,75 | 18.06.21",Optionsschein,Deutsche Bank,02.03.2021,"0,242 EUR","0,222 EUR"
635,DE000MA5M4B0,"Turbo | Short | EUR/USD | 1,21 | 19.03.21",Turbo,EUR/USD,02.03.2021,"0,880 EUR","0,080 EUR"
636,DE000MA5MG03,"Optionsschein | Call | Deutsche Bank | 16,00 | 16.09.22",Optionsschein,Deutsche Bank,02.03.2021,"0,610 EUR","0,550 EUR"
637,DE000MA5M5D3,"Faktor-Zertifikat | 1,50 | Long | EHang Holdings",Faktor-Zertifikat,EHang Holdings,02.03.2021,"9,180 EUR","9,040 EUR"
638,DE000MA5M3E6,"Mini-Future | Long | JD.com | 93,00 | 84,5454",Mini-Future,JD.com,02.03.2021,"1,050 EUR","1,040 EUR"
639,DE000MA5LY77,"Turbo | Long | Gold | 1.560,00 | 18.06.21",Turbo,Gold,02.03.2021,"15,200 EUR","15,160 EUR"
640,DE000MA5M2J7,"Mini-Future | Long | Fiverr International | 240,00 | 208,6956",Mini-Future,Fiverr International,02.03.2021,"6,550 EUR","6,260 EUR"
641,DE000MA5M9K0,"Turbo Open End | Long | Glu Mobile | 11,00",Turbo Open End,Glu Mobile,02.03.2021,-,"1,280 EUR"
642,DE000MA5M611,"Mini-Future | Long | MDAX ® | 31.200,00 | 30.588,2352",Mini-Future,MDAX ®,02.03.2021,-,"1,230 EUR"
643,DE000MA5ML97,"Optionsschein | Call | Deutsche Börse | 220,00 | 16.09.22",Optionsschein,Deutsche Börse,02.03.2021,"0,182 EUR","0,121 EUR"
644,DE000MA5MAC3,"Mini-Future | Long | mercado libre | 1.600,00 | 1.454,5454",Mini-Future,mercado libre,02.03.2021,"1,610 EUR","1,500 EUR"
645,DE000MA5MAE9,"Mini-Future | Long | Equifax | 140,00 | 129,6296",Mini-Future,Equifax,02.03.2021,"3,100 EUR","3,060 EUR"
646,DE000MA5M3D8,"Mini-Future | Long | JD.com | 92,00 | 83,6363",Mini-Future,JD.com,02.03.2021,"1,130 EUR","1,120 EUR"
647,DE000MA5M0C6,"Turbo Open End | Short | Gold | 1.895,00",Turbo Open End,Gold,02.03.2021,"13,460 EUR","13,420 EUR"
648,DE000MA5MEY9,"Mini-Future | Long | Dufry | 50,00 | 47,619",Mini-Future,Dufry,02.03.2021,-,-
649,DE000MA5M6H2,"Mini-Future | Short | EUR/USD | 1,224 | 1,2363",Mini-Future,EUR/USD,02.03.2021,"2,270 EUR","2,260 EUR"
650,DE000MA5ME62,"Mini-Future | Long | Lisi | 20,00 | 18,3486",Mini-Future,Lisi,02.03.2021,-,"2,720 EUR"
651,DE000MA5M0A0,"Turbo Open End | Short | Gold | 1.905,00",Turbo Open End,Gold,02.03.2021,"14,280 EUR","14,240 EUR"
652,DE000MA5M4A2,"Turbo | Short | EUR/USD | 1,21 | 18.06.21",Turbo,EUR/USD,02.03.2021,"0,880 EUR","0,080 EUR"
653,DE000MA5M6K6,"Mini-Future | Short | EUR/USD | 1,22 | 1,2323",Mini-Future,EUR/USD,02.03.2021,"1,940 EUR","1,930 EUR"
654,DE000MA5M6M2,"Mini-Future | Short | EUR/USD | 1,216 | 1,2282",Mini-Future,EUR/USD,02.03.2021,"1,600 EUR","1,590 EUR"
655,DE000MA5MJX0,"Optionsschein | Call | Deutsche Bank | 13,25 | 17.12.21",Optionsschein,Deutsche Bank,02.03.2021,"0,550 EUR","0,530 EUR"
656,DE000MA5LXK0,"Turbo Open End | Short | Gold Apr21 | 1.900,00",Turbo Open End,Gold Apr21,02.03.2021,"14,020 EUR","14,010 EUR"
657,DE000MA5M3Q0,"Turbo Open End | Short | Glu Mobile | 14,00",Turbo Open End,Glu Mobile,02.03.2021,-,"1,190 EUR"
658,DE000MA5MCH8,"Turbo Open End | Short | MDAX ® | 35.600,00",Turbo Open End,MDAX ®,02.03.2021,-,"3,780 EUR"
659,DE000MA5M3C0,"Mini-Future | Long | JD.com | 91,00 | 82,7272",Mini-Future,JD.com,02.03.2021,"1,200 EUR","1,190 EUR"
660,DE000MA5MGD8,"Optionsschein | Call | Beiersdorf | 79,00 | 18.06.21",Optionsschein,Beiersdorf,02.03.2021,"0,710 EUR","0,680 EUR"
661,DE000MA5ML63,"Optionsschein | Call | Deutsche Börse | 210,00 | 16.12.22",Optionsschein,Deutsche Börse,02.03.2021,"0,270 EUR","0,200 EUR"
662,DE000MA5MF12,"Mini-Future | Long | Freenet | 17,50 | 16,5094",Mini-Future,Freenet,02.03.2021,"0,226 EUR","0,206 EUR"
663,DE000MA5MC64,"Turbo Open End | Long | Inditex | 26,00",Turbo Open End,Inditex,02.03.2021,-,"0,230 EUR"
664,DE000MA5MK23,"Optionsschein | Call | Deutsche Bank | 15,50 | 18.03.22",Optionsschein,Deutsche Bank,02.03.2021,"0,380 EUR","0,360 EUR"
