"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,,
"DV05W3;""Kakao Future"";""Endlos Turbo Long"";""Endlos"";""16:31:43"";""DZ BANK"";""1","18 EUR"";""1","21 EUR""",
"DFP2ZV;""EUR/ZAR"";""Endlos Turbo Long"";""Endlos"";""16:20:24"";""DZ BANK"";""3","36 EUR"";""3","43 EUR""",
"DFP2XX;""EUR/CAD"";""Endlos Turbo Long"";""Endlos"";""16:22:45"";""DZ BANK"";""0","87 EUR"";""0","89 EUR""",
"DV05XC;""Kaffee Future"";""Endlos Turbo Long"";""Endlos"";""16:15:12"";""DZ BANK"";""0","49 EUR"";""0","50 EUR""",
"DFP2YD;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:25:38"";""DZ BANK"";""1","00 EUR"";""1","01 EUR""",
"DV05WS;""Brent Crude Future Contract"";""Endlos Turbo Long"";""Endlos"";""16:29:40"";""DZ BANK"";""0","31 EUR"";""0","32 EUR""",
"DFP2YE;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:28:04"";""DZ BANK"";""0","82 EUR"";""0","83 EUR""",
"DV05XE;""Gold-Future"";""Endlos Turbo Long"";""Endlos"";""16:26:59"";""DZ BANK"";""18","799999 EUR"";""18","799999 EUR""",
"DV05WW;""WTI Crude Oil Future (NYMEX)"";""Endlos Turbo Long"";""Endlos"";""16:28:21"";""DZ BANK"";""0","40 EUR"";""0","41 EUR""",
"DFP2YC;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:30:50"";""DZ BANK"";""1","08 EUR"";""1","09 EUR""",
"DFP2ZY;""EUR/ZAR"";""Endlos Turbo Long"";""Endlos"";""16:22:10"";""DZ BANK"";""2","43 EUR"";""2","50 EUR""",
"DFP2ZT;""EUR/ZAR"";""Endlos Turbo Long"";""Endlos"";""16:19:13"";""DZ BANK"";""4","02 EUR"";""4","09 EUR""",
"DV05W7;""Kaffee Future"";""Endlos Turbo Long"";""Endlos"";""16:25:24"";""DZ BANK"";""1","21 EUR"";""1","22 EUR""",
"DV05W4;""Kakao Future"";""Endlos Turbo Long"";""Endlos"";""16:32:36"";""DZ BANK"";""1","00 EUR"";""1","03 EUR""",
"DFP2X9;""EUR/CZK"";""Endlos Turbo Long"";""Endlos"";""16:16:56"";""DZ BANK"";""2","09 EUR"";""2","29 EUR""",
"DV05XB;""Kaffee Future"";""Endlos Turbo Long"";""Endlos"";""16:25:36"";""DZ BANK"";""0","57 EUR"";""0","58 EUR""",
"DV05YU;""Euro Bund Future"";""Endlos Turbo Long"";""Endlos"";""16:30:34"";""DZ BANK"";""11","72 EUR"";""11","73 EUR""",
"DFP2XN;""EUR/AUD"";""Endlos Turbo Long"";""Endlos"";""16:21:09"";""DZ BANK"";""2","46 EUR"";""2","48 EUR""",
"DV05W6;""Kakao Future"";""Endlos Turbo Long"";""Endlos"";""16:17:31"";""DZ BANK"";""0","54 EUR"";""0","57 EUR""",
"DV05W5;""Kakao Future"";""Endlos Turbo Long"";""Endlos"";""16:32:05"";""DZ BANK"";""0","78 EUR"";""0","81 EUR""",
"DFP2ZW;""EUR/ZAR"";""Endlos Turbo Long"";""Endlos"";""16:20:24"";""DZ BANK"";""3","03 EUR"";""3","10 EUR""",
"DV05W0;""Kakao Future"";""Endlos Turbo Long"";""Endlos"";""16:10:37"";""DZ BANK"";""1","70 EUR"";""1","73 EUR""",
"DV05W1;""Kakao Future"";""Endlos Turbo Long"";""Endlos"";""16:21:06"";""DZ BANK"";""1","53 EUR"";""1","56 EUR""",
"DFP2YA;""EUR/CZK"";""Endlos Turbo Long"";""Endlos"";""16:16:56"";""DZ BANK"";""1","82 EUR"";""2","02 EUR""",
"DV05D3;""Qualcomm Inc."";""Endlos Turbo Long"";""Endlos"";""16:21:27"";""DZ BANK"";""4","45 EUR"";""4","46 EUR""",
"DFP2R7;""EUR/CHF"";""Endlos Turbo Long"";""Endlos"";""16:33:49"";""DZ BANK"";""0","66 EUR"";""0","67 EUR""",
"DFP2TE;""EUR/JPY"";""Endlos Turbo Long"";""Endlos"";""16:30:37"";""DZ BANK"";""0","62 EUR"";""0","63 EUR""",
"DV05E9;""Beiersdorf AG"";""Endlos Turbo Long"";""Endlos"";""16:34:20"";""DZ BANK"";""0","12 EUR"";""0","13 EUR""",
"DFP2TG;""EUR/JPY"";""Endlos Turbo Long"";""Endlos"";""16:26:27"";""DZ BANK"";""0","46 EUR"";""0","47 EUR""",
"DV05HK;""Infineon Technologies AG"";""Endlos Turbo Long"";""Endlos"";""16:12:54"";""DZ BANK"";""0","42 EUR"";""0","43 EUR""",
"DV05KM;""Telecom Italia S.p.A."";""Endlos Turbo Long"";""Endlos"";""16:23:34"";""DZ BANK"";""0","023 EUR"";""0","053 EUR""",
"DFP2R8;""EUR/CHF"";""Endlos Turbo Long"";""Endlos"";""16:33:49"";""DZ BANK"";""0","57 EUR"";""0","58 EUR""",
"DV05GK;""ECKERT & ZIEGLER"";""Endlos Turbo Long"";""Endlos"";""16:20:03"";""DZ BANK"";""0","18 EUR"";""0","33 EUR""",
"DV05F0;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""16:28:49"";""DZ BANK"";""1","16 EUR"";""1","18 EUR""",
"DV05HC;""Henkel AG & Co. KGaA Vz."";""Endlos Turbo Long"";""Endlos"";""16:10:06"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DV05G8;""HelloFresh SE"";""Endlos Turbo Long"";""Endlos"";""16:26:41"";""DZ BANK"";""0","22 EUR"";""0","25 EUR""",
"DFP2TC;""EUR/JPY"";""Endlos Turbo Long"";""Endlos"";""16:26:27"";""DZ BANK"";""0","77 EUR"";""0","78 EUR""",
"DV05FN;""COVESTRO AG"";""Endlos Turbo Long"";""Endlos"";""16:21:49"";""DZ BANK"";""0","16 EUR"";""0","17 EUR""",
"DFP2SZ;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:10:55"";""DZ BANK"";""1","72 EUR"";""1","73 EUR""",
"DFP2SW;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:25:38"";""DZ BANK"";""1","91 EUR"";""1","92 EUR""",
"DFP2SX;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:28:04"";""DZ BANK"";""1","73 EUR"";""1","74 EUR""",
"DV05G2;""HeidelbergCement AG"";""Endlos Turbo Long"";""Endlos"";""16:28:37"";""DZ BANK"";""0","14 EUR"";""0","15 EUR""",
"DV05ER;""Twitter Inc."";""Endlos Turbo Long"";""Endlos"";""16:18:52"";""DZ BANK"";""0","41 EUR"";""0","42 EUR""",
"DV05EQ;""Twitter Inc."";""Endlos Turbo Long"";""Endlos"";""16:30:28"";""DZ BANK"";""0","63 EUR"";""0","64 EUR""",
"DV05J7;""Singulus Technologies AG"";""Endlos Turbo Long"";""Endlos"";""16:04:40"";""DZ BANK"";""0","37 EUR"";""0","57 EUR""",
"DV05KG;""Südzucker AG"";""Endlos Turbo Long"";""Endlos"";""16:19:17"";""DZ BANK"";""0","36 EUR"";""0","39 EUR""",
"DV05HF;""HORNBACH HOLD.ST O.N."";""Endlos Turbo Long"";""Endlos"";""16:34:16"";""DZ BANK"";""0","43 EUR"";""0","46 EUR""",
"DV05HL;""Infineon Technologies AG"";""Endlos Turbo Long"";""Endlos"";""16:29:36"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DFP2S1;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:25:33"";""DZ BANK"";""1","33 EUR"";""1","34 EUR""",
"DFP2ST;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:24:01"";""DZ BANK"";""2","24 EUR"";""2","25 EUR""",
"DV05HH;""Inditex S.A."";""Endlos Turbo Long"";""Endlos"";""16:20:07"";""DZ BANK"";""0","10 EUR"";""0","11 EUR""",
"DFP2SY;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:25:38"";""DZ BANK"";""1","68 EUR"";""1","69 EUR""",
"DV05D5;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""16:16:17"";""DZ BANK"";""0","39 EUR"";""0","45 EUR""",
"DFP2TB;""EUR/JPY"";""Endlos Turbo Long"";""Endlos"";""16:25:30"";""DZ BANK"";""0","84 EUR"";""0","85 EUR""",
"DV05GR;""Fraport AG"";""Endlos Turbo Long"";""Endlos"";""16:18:43"";""DZ BANK"";""0","36 EUR"";""0","37 EUR""",
"DV05CU;""Apple Inc."";""Endlos Turbo Long"";""Endlos"";""16:15:36"";""DZ BANK"";""2","55 EUR"";""2","56 EUR""",
"DV05DQ;""Netflix Inc."";""Endlos Turbo Long"";""Endlos"";""16:19:14"";""DZ BANK"";""0","11 EUR"";""0","14 EUR""",
"DV05JP;""RWE AG"";""Endlos Turbo Long"";""Endlos"";""16:20:30"";""DZ BANK"";""0","17 EUR"";""0","18 EUR""",
"DV05DL;""Intel Corporation"";""Endlos Turbo Long"";""Endlos"";""16:14:58"";""DZ BANK"";""0","11 EUR"";""0","15 EUR""",
"DV05CV;""Apple Inc."";""Endlos Turbo Long"";""Endlos"";""16:31:08"";""DZ BANK"";""0","18 EUR"";""0","35 EUR""",
"DFP2TD;""EUR/JPY"";""Endlos Turbo Long"";""Endlos"";""16:27:23"";""DZ BANK"";""0","69 EUR"";""0","70 EUR""",
"DV05HG;""Hypoport AG"";""Endlos Turbo Long"";""Endlos"";""16:10:08"";""DZ BANK"";""4","91 EUR"";""5","11 EUR""",
"DFP2R6;""EUR/CHF"";""Endlos Turbo Long"";""Endlos"";""16:13:56"";""DZ BANK"";""0","80 EUR"";""0","81 EUR""",
"DV05DM;""MasterCard Inc."";""Endlos Turbo Long"";""Endlos"";""16:25:29"";""DZ BANK"";""0","89 EUR"";""0","90 EUR""",
"DV05JR;""S+T AG (Z.REG.MK.Z.)O.N."";""Endlos Turbo Long"";""Endlos"";""16:25:46"";""DZ BANK"";""0","22 EUR"";""0","23 EUR""",
"DFP2S9;""EUR/JPY"";""Endlos Turbo Long"";""Endlos"";""16:27:24"";""DZ BANK"";""1","00 EUR"";""1","01 EUR""",
"DFP2SV;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:25:33"";""DZ BANK"";""2","02 EUR"";""2","03 EUR""",
"DV05KX;""Vonovia SE"";""Endlos Turbo Long"";""Endlos"";""16:22:45"";""DZ BANK"";""0","071 EUR"";""0","091 EUR""",
"DV05M3;""DAX (Performance)"";""Endlos Turbo Long"";""Endlos"";""16:21:18"";""DZ BANK"";""1","55 EUR"";""1","56 EUR""",
"DV05GE;""E.ON SE"";""Endlos Turbo Long"";""Endlos"";""16:17:49"";""DZ BANK"";""0","25 EUR"";""0","26 EUR""",
"DFP2TA;""EUR/JPY"";""Endlos Turbo Long"";""Endlos"";""16:27:16"";""DZ BANK"";""0","92 EUR"";""0","93 EUR""",
"DV05FS;""Daimler AG"";""Endlos Turbo Long"";""Endlos"";""16:26:57"";""DZ BANK"";""0","15 EUR"";""0","16 EUR""",
"DV05CW;""Apple Inc."";""Endlos Turbo Long"";""Endlos"";""16:14:04"";""DZ BANK"";""0","15 EUR"";""0","35 EUR""",
"DFP2SU;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:23:58"";""DZ BANK"";""2","13 EUR"";""2","14 EUR""",
"DV05FG;""BMW AG"";""Endlos Turbo Long"";""Endlos"";""16:16:50"";""DZ BANK"";""0","20 EUR"";""0","21 EUR""",
"DV05EX;""Allianz SE"";""Endlos Turbo Long"";""Endlos"";""16:11:41"";""DZ BANK"";""0","31 EUR"";""0","32 EUR""",
"DV05J1;""Siemens AG"";""Endlos Turbo Long"";""Endlos"";""16:22:43"";""DZ BANK"";""0","056 EUR"";""0","076 EUR""",
"DV05F3;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""16:28:57"";""DZ BANK"";""0","76 EUR"";""0","78 EUR""",
"DV05D7;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""16:22:07"";""DZ BANK"";""0","33 EUR"";""0","45 EUR""",
"DFP2S2;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:25:38"";""DZ BANK"";""1","22 EUR"";""1","23 EUR""",
"DV05EA;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""16:25:12"";""DZ BANK"";""0","11 EUR"";""0","45 EUR""",
"DV05H6;""Merck KGaA"";""Endlos Turbo Long"";""Endlos"";""16:12:49"";""DZ BANK"";""1","96 EUR"";""1","98 EUR""",
"DV05KD;""Software AG"";""Endlos Turbo Long"";""Endlos"";""16:19:48"";""DZ BANK"";""0","09 EUR"";""0","11 EUR""",
"DV05G3;""HeidelbergCement AG"";""Endlos Turbo Long"";""Endlos"";""16:18:34"";""DZ BANK"";""0","10 EUR"";""0","11 EUR""",
"DV05CN;""Alphabet Inc. Class-C-Namensaktie"";""Endlos Turbo Long"";""Endlos"";""16:22:47"";""DZ BANK"";""0","20 EUR"";""0","30 EUR""",
"DV05CN;""Alphabet Inc. Class-C-Namensaktie"";""Endlos Turbo Long"";""Endlos"";""16:22:47"";""DZ BANK"";""0","20 EUR"";""0","30 EUR""",
"DFP2S0;""EUR/GBP"";""Endlos Turbo Long"";""Endlos"";""16:25:38"";""DZ BANK"";""1","45 EUR"";""1","46 EUR""",
"DV05D8;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""16:25:12"";""DZ BANK"";""0","23 EUR"";""0","45 EUR""",
"DV05G1;""Hapag-Lloyd AG"";""Endlos Turbo Long"";""Endlos"";""16:09:51"";""DZ BANK"";""1","16 EUR"";""1","26 EUR""",
"DV05G4;""HeidelbergCement AG"";""Endlos Turbo Long"";""Endlos"";""16:12:36"";""DZ BANK"";""0","065 EUR"";""0","085 EUR""",
"DV05GY;""GFT TECHNOLOGIES"";""Endlos Turbo Long"";""Endlos"";""16:18:21"";""DZ BANK"";""0","95 EUR"";""1","15 EUR""",
"DV05D6;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""16:16:17"";""DZ BANK"";""0","33 EUR"";""0","45 EUR""",
"DV05FY;""Deutsche Boerse AG"";""Endlos Turbo Long"";""Endlos"";""16:28:59"";""DZ BANK"";""0","60 EUR"";""0","61 EUR""",
"DV05GN;""Evotec AG"";""Endlos Turbo Long"";""Endlos"";""16:24:17"";""DZ BANK"";""0","14 EUR"";""0","15 EUR""",
"DV05D9;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""16:16:06"";""DZ BANK"";""0","17 EUR"";""0","45 EUR""",
"DV05JT;""SAP SE"";""Endlos Turbo Long"";""Endlos"";""16:21:19"";""DZ BANK"";""0","64 EUR"";""0","66 EUR""",
"DV05EU;""ADVA Optical Networking SE"";""Endlos Turbo Long"";""Endlos"";""16:12:18"";""DZ BANK"";""0","41 EUR"";""0","44 EUR""",
"DV05HB;""Henkel AG & Co. KGaA Vz."";""Endlos Turbo Long"";""Endlos"";""16:26:51"";""DZ BANK"";""1","04 EUR"";""1","05 EUR""",
"DV05F2;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""16:28:48"";""DZ BANK"";""0","93 EUR"";""0","95 EUR""",
"DV05FA;""Beiersdorf AG"";""Endlos Turbo Long"";""Endlos"";""16:32:25"";""DZ BANK"";""0","005 EUR"";""0","025 EUR""",
"DFP2TF;""EUR/JPY"";""Endlos Turbo Long"";""Endlos"";""16:11:46"";""DZ BANK"";""0","39 EUR"";""0","40 EUR""",
"DV05F1;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""16:27:38"";""DZ BANK"";""1","06 EUR"";""1","08 EUR""",
"DV05DJ;""Goldman Sachs Group Inc."";""Endlos Turbo Long"";""Endlos"";""16:17:26"";""DZ BANK"";""1","04 EUR"";""1","40 EUR""",
"DV05KW;""Vonovia SE"";""Endlos Turbo Long"";""Endlos"";""16:16:54"";""DZ BANK"";""0","71 EUR"";""0","72 EUR""",
"DFP2R9;""EUR/CHF"";""Endlos Turbo Long"";""Endlos"";""16:12:37"";""DZ BANK"";""0","51 EUR"";""0","52 EUR""",
"DV05FL;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""16:28:33"";""DZ BANK"";""0","25 EUR"";""0","26 EUR""",
"DV05FR;""CROPENERGIES"";""Endlos Turbo Long"";""Endlos"";""16:24:22"";""DZ BANK"";""0","26 EUR"";""0","30 EUR""",
"DFP2SB;""EUR/CHF"";""Endlos Turbo Long"";""Endlos"";""16:10:21"";""DZ BANK"";""0","31 EUR"";""0","32 EUR""",
"DV05HV;""Jenoptik AG"";""Endlos Turbo Long"";""Endlos"";""16:11:52"";""DZ BANK"";""0","10 EUR"";""0","11 EUR""",
"DV05D2;""Pfizer Inc."";""Endlos Turbo Long"";""Endlos"";""16:33:41"";""DZ BANK"";""0","04 EUR"";""0","17 EUR""",
"DV05J0;""Siemens AG"";""Endlos Turbo Long"";""Endlos"";""16:11:53"";""DZ BANK"";""0","15 EUR"";""0","16 EUR""",
"DFP2SA;""EUR/CHF"";""Endlos Turbo Long"";""Endlos"";""16:19:16"";""DZ BANK"";""0","45 EUR"";""0","46 EUR""",
"DV05HJ;""Infineon Technologies AG"";""Endlos Turbo Long"";""Endlos"";""16:12:57"";""DZ BANK"";""0","56 EUR"";""0","57 EUR""",
"DV04EL;""Euro Bund Future"";""Endlos Turbo Long"";""Endlos"";""16:29:34"";""DZ BANK"";""9","68 EUR"";""9","69 EUR""",
"DV04TS;""Deutsche EuroShop AG"";""Endlos Turbo Long"";""Endlos"";""16:11:03"";""DZ BANK"";""0","20 EUR"";""0","21 EUR""",
"DV04TH;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""16:32:40"";""DZ BANK"";""0","48 EUR"";""0","49 EUR""",
"DV04UW;""Hochtief AG"";""Endlos Turbo Long"";""Endlos"";""16:20:10"";""DZ BANK"";""0","053 EUR"";""0","093 EUR""",
"DFP2L4;""EUR/JPY"";""Endlos Turbo Long"";""Endlos"";""16:25:30"";""DZ BANK"";""1","01 EUR"";""1","02 EUR""",
"DV04TT;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""16:27:38"";""DZ BANK"";""1","22 EUR"";""1","24 EUR""",
"DV04WB;""RWE AG"";""Endlos Turbo Long"";""Endlos"";""16:20:30"";""DZ BANK"";""0","15 EUR"";""0","16 EUR""",
"DV04TV;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""16:27:38"";""DZ BANK"";""0","98 EUR"";""1","00 EUR""",
"DV04W5;""va-Q-tec AG"";""Endlos Turbo Long"";""Endlos"";""16:01:18"";""DZ BANK"";""0","29 EUR"";""0","31 EUR""",
"DV04SU;""Continental AG"";""Endlos Turbo Long"";""Endlos"";""16:29:31"";""DZ BANK"";""0","30 EUR"";""0","31 EUR""",
"DV04SZ;""COVESTRO AG"";""Endlos Turbo Long"";""Endlos"";""16:20:09"";""DZ BANK"";""0","10 EUR"";""0","11 EUR""",
"DV04CC;""Platin"";""Endlos Turbo Long"";""Endlos"";""15:54:32"";""DZ BANK"";""3","53 EUR"";""3","68 EUR""",
"DV04U3;""ING Groep N.V."";""Endlos Turbo Long"";""Endlos"";""16:25:05"";""DZ BANK"";""0","21 EUR"";""0","24 EUR""",
"DV04VM;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Long"";""Endlos"";""16:14:07"";""DZ BANK"";""0","77 EUR"";""0","79 EUR""",
"DV04QY;""Apple Inc."";""Endlos Turbo Long"";""Endlos"";""16:17:15"";""DZ BANK"";""1","10 EUR"";""1","11 EUR""",
"DV04UG;""Eni S.p.A."";""Endlos Turbo Long"";""Endlos"";""16:19:07"";""DZ BANK"";""0","14 EUR"";""0","15 EUR""",
"DV04SL;""BNP Paribas S.A."";""Endlos Turbo Long"";""Endlos"";""16:24:11"";""DZ BANK"";""0","10 EUR"";""0","11 EUR""",
"DV04WQ;""Sixt AG"";""Endlos Turbo Long"";""Endlos"";""16:16:36"";""DZ BANK"";""0","79 EUR"";""0","81 EUR""",
"DV04WC;""RWE AG"";""Endlos Turbo Long"";""Endlos"";""16:21:36"";""DZ BANK"";""0","11 EUR"";""0","12 EUR""",
"DFP2ML;""EUR/SEK"";""Endlos Turbo Long"";""Endlos"";""16:27:26"";""DZ BANK"";""1","38 EUR"";""1","42 EUR""",
"DV04DP;""WTI Crude Oil Future (NYMEX)"";""Endlos Turbo Long"";""Endlos"";""16:29:29"";""DZ BANK"";""1","65 EUR"";""1","66 EUR""",
"DV04U1;""Hugo Boss AG"";""Endlos Turbo Long"";""Endlos"";""16:06:34"";""DZ BANK"";""0","27 EUR"";""0","28 EUR""",
"DV04SR;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""16:25:08"";""DZ BANK"";""0","21 EUR"";""0","22 EUR""",
"DV04CA;""Platin"";""Endlos Turbo Long"";""Endlos"";""16:25:33"";""DZ BANK"";""3","94 EUR"";""4","04 EUR""",
"DV04W1;""TUI AG"";""Endlos Turbo Long"";""Endlos"";""16:12:48"";""DZ BANK"";""0","66 EUR"";""0","68 EUR""",
"DV04RW;""Allianz SE"";""Endlos Turbo Long"";""Endlos"";""16:28:06"";""DZ BANK"";""0","46 EUR"";""0","47 EUR""",
"DV04VG;""Medigene AG"";""Endlos Turbo Long"";""Endlos"";""16:25:55"";""DZ BANK"";""0","34 EUR"";""0","44 EUR""",
"DV04RD;""General Electric Co."";""Endlos Turbo Long"";""Endlos"";""16:14:42"";""DZ BANK"";""0","25 EUR"";""0","26 EUR""",
"DV04XS;""ZOOPLUS AG"";""Endlos Turbo Long"";""Endlos"";""16:06:42"";""DZ BANK"";""0","57 EUR"";""0","62 EUR""",
"DV04RV;""Allianz SE"";""Endlos Turbo Long"";""Endlos"";""16:28:07"";""DZ BANK"";""0","56 EUR"";""0","57 EUR""",
"DV04R3;""AXA S.A."";""Endlos Turbo Long"";""Endlos"";""16:32:43"";""DZ BANK"";""0","12 EUR"";""0","13 EUR""",
"DV04SV;""Continental AG"";""Endlos Turbo Long"";""Endlos"";""16:29:32"";""DZ BANK"";""0","18 EUR"";""0","19 EUR""",
"DV04TG;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""16:19:21"";""DZ BANK"";""0","52 EUR"";""0","53 EUR""",
"DV04VL;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Long"";""Endlos"";""16:16:39"";""DZ BANK"";""0","86 EUR"";""0","88 EUR""",
"DV04R0;""Aroundtown SA"";""Endlos Turbo Long"";""Endlos"";""16:26:52"";""DZ BANK"";""0","27 EUR"";""0","29 EUR""",
"DV04V7;""Repsol S.A."";""Endlos Turbo Long"";""Endlos"";""16:24:15"";""DZ BANK"";""0","25 EUR"";""0","27 EUR""",
"DV04TW;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""16:27:38"";""DZ BANK"";""0","86 EUR"";""0","88 EUR""",
"DV04Q8;""Caterpillar Inc."";""Endlos Turbo Long"";""Endlos"";""16:17:28"";""DZ BANK"";""0","43 EUR"";""0","90 EUR""",
"DV04WA;""RWE AG"";""Endlos Turbo Long"";""Endlos"";""16:20:30"";""DZ BANK"";""0","44 EUR"";""0","45 EUR""",
"DV04TJ;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""16:21:07"";""DZ BANK"";""0","40 EUR"";""0","42 EUR""",
"DV04DN;""WTI Crude Oil Future (NYMEX)"";""Endlos Turbo Long"";""Endlos"";""16:28:09"";""DZ BANK"";""2","05 EUR"";""2","06 EUR""",
"DV04DQ;""WTI Crude Oil Future (NYMEX)"";""Endlos Turbo Long"";""Endlos"";""16:29:57"";""DZ BANK"";""1","22 EUR"";""1","23 EUR""",
"DV04DC;""Brent Crude Future Contract"";""Endlos Turbo Long"";""Endlos"";""16:28:46"";""DZ BANK"";""1","07 EUR"";""1","08 EUR""",
"DV04CE;""Platin"";""Endlos Turbo Long"";""Endlos"";""15:45:51"";""DZ BANK"";""1","91 EUR"";""2","06 EUR""",
"DV04CB;""Platin"";""Endlos Turbo Long"";""Endlos"";""16:30:05"";""DZ BANK"";""2","92 EUR"";""3","00 EUR""",
"DV04VJ;""MTU Aero Engines AG"";""Endlos Turbo Long"";""Endlos"";""16:15:08"";""DZ BANK"";""0","48 EUR"";""0","50 EUR""",
"DV04V2;""PVA TEPLA AG ORD NPV"";""Endlos Turbo Long"";""Endlos"";""16:12:21"";""DZ BANK"";""0","26 EUR"";""0","27 EUR""",
"DV04UP;""HeidelbergCement AG"";""Endlos Turbo Long"";""Endlos"";""16:28:41"";""DZ BANK"";""0","10 EUR"";""0","11 EUR""",
"DV04UM;""Grenke AG"";""Endlos Turbo Long"";""Endlos"";""16:06:21"";""DZ BANK"";""0","60 EUR"";""0","66 EUR""",
"DV04S0;""COVESTRO AG"";""Endlos Turbo Long"";""Endlos"";""16:18:05"";""DZ BANK"";""0","069 EUR"";""0","089 EUR""",
"DV04B0;""Gold-Future"";""Endlos Turbo Long"";""Endlos"";""16:26:45"";""DZ BANK"";""17","26 EUR"";""17","26 EUR""",
"DV04TA;""Crédit Agricole S.A."";""Endlos Turbo Long"";""Endlos"";""16:12:20"";""DZ BANK"";""0","41 EUR"";""0","42 EUR""",
