"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,,
"DV03W2;""Siemens AG"";""Endlos Turbo Short"";""Endlos"";""16:11:56"";""DZ BANK"";""3","44 EUR"";""3","45 EUR""",
"DV03XD;""Tag Immobilien AG"";""Endlos Turbo Short"";""Endlos"";""16:16:20"";""DZ BANK"";""0","16 EUR"";""0","17 EUR""",
"DV03VQ;""Heidelberger Druckmaschinen AG"";""Endlos Turbo Short"";""Endlos"";""16:26:19"";""DZ BANK"";""0","25 EUR"";""0","27 EUR""",
"DV03XX;""Wacker Chemie AG"";""Endlos Turbo Short"";""Endlos"";""16:33:59"";""DZ BANK"";""0","86 EUR"";""0","87 EUR""",
"DV03VG;""GEA Group AG"";""Endlos Turbo Short"";""Endlos"";""16:26:39"";""DZ BANK"";""0","23 EUR"";""0","24 EUR""",
"DV03VU;""Iberdrola S.A."";""Endlos Turbo Short"";""Endlos"";""16:32:25"";""DZ BANK"";""0","57 EUR"";""0","58 EUR""",
"DV03V0;""JPMorgan Chase & Co."";""Endlos Turbo Short"";""Endlos"";""16:25:29"";""DZ BANK"";""7","37 EUR"";""7","38 EUR""",
"DFP2KL;""EUR/CAD"";""Endlos Turbo Short"";""Endlos"";""16:21:23"";""DZ BANK"";""0","001 EUR"";"" -- EUR""",,
"DV03PE;""Platin"";""Endlos Turbo Short"";""Endlos"";""16:30:51"";""DZ BANK"";""9","59 EUR"";""9","69 EUR""",
"DV03TN;""Air Liquide S.A."";""Endlos Turbo Short"";""Endlos"";""16:10:03"";""DZ BANK"";""1","01 EUR"";""1","02 EUR""",
"DV03XR;""Vivendi S.A."";""Endlos Turbo Short"";""Endlos"";""16:21:53"";""DZ BANK"";""0","20 EUR"";""0","21 EUR""",
"DV03TK;""Adobe"";""Endlos Turbo Short"";""Endlos"";""16:17:50"";""DZ BANK"";""0","22 EUR"";""0","23 EUR""",
"DV03WT;""RWE AG"";""Endlos Turbo Short"";""Endlos"";""16:08:59"";""DZ BANK"";""0","14 EUR"";""0","15 EUR""",
"DV03T6;""Carl Zeiss Meditec AG"";""Endlos Turbo Short"";""Endlos"";""16:28:23"";""DZ BANK"";""1","04 EUR"";""1","05 EUR""",
"DV03V5;""Metro AG"";""Endlos Turbo Short"";""Endlos"";""16:19:20"";""DZ BANK"";""0","94 EUR"";""0","96 EUR""",
"DV03V2;""KWS SAAT AG"";""Endlos Turbo Short"";""Endlos"";""15:56:35"";""DZ BANK"";""0","22 EUR"";""0","24 EUR""",
"DV03XM;""Unilever Rg"";""Endlos Turbo Short"";""Endlos"";""16:24:46"";""DZ BANK"";""0","20 EUR"";""0","21 EUR""",
"DV03U8;""Evotec AG"";""Endlos Turbo Short"";""Endlos"";""16:24:01"";""DZ BANK"";""0","34 EUR"";""0","35 EUR""",
"DV03UJ;""Danone S.A."";""Endlos Turbo Short"";""Endlos"";""16:29:47"";""DZ BANK"";""2","90 EUR"";""2","91 EUR""",
"DFP2LA;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""16:22:37"";""DZ BANK"";""0","41 EUR"";""0","43 EUR""",
"DV03V8;""MorphoSys AG"";""Endlos Turbo Short"";""Endlos"";""16:33:57"";""DZ BANK"";""0","66 EUR"";""0","67 EUR""",
"DV03V6;""Microsoft Corporation"";""Endlos Turbo Short"";""Endlos"";""16:11:14"";""DZ BANK"";""1","06 EUR"";""1","07 EUR""",
"DV03WG;""Prosus N.V."";""Endlos Turbo Short"";""Endlos"";""16:21:46"";""DZ BANK"";""1","12 EUR"";""1","13 EUR""",
"DV03VY;""Infineon Technologies AG"";""Endlos Turbo Short"";""Endlos"";""16:13:03"";""DZ BANK"";""1","08 EUR"";""1","09 EUR""",
"DV03X0;""Zalando SE"";""Endlos Turbo Short"";""Endlos"";""16:11:05"";""DZ BANK"";""1","29 EUR"";""1","30 EUR""",
"DV03WM;""Repsol S.A."";""Endlos Turbo Short"";""Endlos"";""16:24:15"";""DZ BANK"";""1","08 EUR"";""1","10 EUR""",
"DV03VE;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""16:24:58"";""DZ BANK"";""1","44 EUR"";""1","45 EUR""",
"DV03XN;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""16:15:54"";""DZ BANK"";""1","65 EUR"";""1","71 EUR""",
"DV03U7;""Enel S.p.A."";""Endlos Turbo Short"";""Endlos"";""16:26:49"";""DZ BANK"";""0","51 EUR"";""0","52 EUR""",
"DV03TR;""Amazon.com Inc."";""Endlos Turbo Short"";""Endlos"";""16:22:34"";""DZ BANK"";""2","13 EUR"";""2","14 EUR""",
"DV03WZ;""SFC ENERGY AG"";""Endlos Turbo Short"";""Endlos"";""16:12:39"";""DZ BANK"";""9","43 EUR"";""9","53 EUR""",
"DFP2LB;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""16:22:37"";""DZ BANK"";""0","53 EUR"";""0","55 EUR""",
"DV03T2;""Bechtle AG"";""Endlos Turbo Short"";""Endlos"";""16:15:19"";""DZ BANK"";""1","04 EUR"";""1","06 EUR""",
"DV03VC;""Freeport-McMoRan Copper & Gold Inc."";""Endlos Turbo Short"";""Endlos"";""16:29:34"";""DZ BANK"";""23","809999 EUR"";""23","82 EUR""",
"DV03T4;""Beiersdorf AG"";""Endlos Turbo Short"";""Endlos"";""16:17:00"";""DZ BANK"";""0","29 EUR"";""0","30 EUR""",
"DV03TM;""Ahold Delhaize NV"";""Endlos Turbo Short"";""Endlos"";""16:12:54"";""DZ BANK"";""0","11 EUR"";""0","12 EUR""",
"DV03VA;""Fielmann AG"";""Endlos Turbo Short"";""Endlos"";""16:13:52"";""DZ BANK"";""0","53 EUR"";""0","54 EUR""",
"DV03TL;""AEGON N.V."";""Endlos Turbo Short"";""Endlos"";""16:27:26"";""DZ BANK"";""2","00 EUR"";""2","01 EUR""",
"DV03WC;""NIKE Inc."";""Endlos Turbo Short"";""Endlos"";""16:20:46"";""DZ BANK"";""0","85 EUR"";""0","86 EUR""",
"DV04A6;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""16:17:38"";""DZ BANK"";""5","13 EUR"";""5","14 EUR""",
"DV03U5;""Draegerwerk AG & CO. KGAA Vz."";""Endlos Turbo Short"";""Endlos"";""16:07:45"";""DZ BANK"";""0","40 EUR"";""0","42 EUR""",
"DV03VZ;""Intel Corporation"";""Endlos Turbo Short"";""Endlos"";""16:17:12"";""DZ BANK"";""0","30 EUR"";""0","31 EUR""",
"DV03WF;""PAYPAL HOLDINGS INC."";""Endlos Turbo Short"";""Endlos"";""16:16:17"";""DZ BANK"";""2","88 EUR"";""2","89 EUR""",
"DV03WK;""PVA TEPLA AG ORD NPV"";""Endlos Turbo Short"";""Endlos"";""16:12:21"";""DZ BANK"";""0","60 EUR"";""0","61 EUR""",
"DV03VS;""Henkel AG & Co. KGaA Vz."";""Endlos Turbo Short"";""Endlos"";""16:20:47"";""DZ BANK"";""0","45 EUR"";""0","46 EUR""",
"DV03XF;""Tesla Inc"";""Endlos Turbo Short"";""Endlos"";""16:21:37"";""DZ BANK"";""0","91 EUR"";"" -- EUR""",,
"DV03VF;""Fresenius SE & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""16:09:58"";""DZ BANK"";""0","93 EUR"";""0","94 EUR""",
"DV03V7;""Microsoft Corporation"";""Endlos Turbo Short"";""Endlos"";""16:25:49"";""DZ BANK"";""2","96 EUR"";""2","97 EUR""",
"DV03WN;""Repsol S.A."";""Endlos Turbo Short"";""Endlos"";""16:24:45"";""DZ BANK"";""5","54 EUR"";""5","56 EUR""",
"DV03WE;""Orange S.A."";""Endlos Turbo Short"";""Endlos"";""16:22:28"";""DZ BANK"";""0","38 EUR"";""0","39 EUR""",
"DV03TU;""Autodesk Inc."";""Endlos Turbo Short"";""Endlos"";""16:11:14"";""DZ BANK"";""2","51 EUR"";""3","00 EUR""",
"DV03TZ;""Bauer AG"";""Endlos Turbo Short"";""Endlos"";""16:21:59"";""DZ BANK"";""0","82 EUR"";""1","00 EUR""",
"DV03UK;""Delivery Hero SE"";""Endlos Turbo Short"";""Endlos"";""16:22:46"";""DZ BANK"";""1","79 EUR"";""1","84 EUR""",
"DV03W9;""Square Inc."";""Endlos Turbo Short"";""Endlos"";""16:34:15"";""DZ BANK"";""5","20 EUR"";""5","23 EUR""",
"DV03FS;""Kering S.A."";""Endlos Turbo Short"";""Endlos"";""16:31:23"";""DZ BANK"";""0","17 EUR"";""0","18 EUR""",
"DV03G1;""Singulus Technologies AG"";""Endlos Turbo Short"";""Endlos"";""16:04:41"";""DZ BANK"";""2","01 EUR"";""2","21 EUR""",
"DV027H;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""16:11:18"";""DZ BANK"";""19","09 EUR"";""19","15 EUR""",
"DV03FB;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""16:13:20"";""DZ BANK"";""0","41 EUR"";""0","42 EUR""",
"DV027G;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""16:11:19"";""DZ BANK"";""18","75 EUR"";""18","809999 EUR""",
"DV03E8;""Evotec AG"";""Endlos Turbo Short"";""Endlos"";""16:33:53"";""DZ BANK"";""0","58 EUR"";""0","59 EUR""",
"DV03GD;""Porsche Automobil Holding SE"";""Endlos Turbo Short"";""Endlos"";""16:11:34"";""DZ BANK"";""3","08 EUR"";""3","09 EUR""",
"DV03E4;""E.ON SE"";""Endlos Turbo Short"";""Endlos"";""16:18:36"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DFP2HQ;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""16:22:41"";""DZ BANK"";""0","65 EUR"";""0","67 EUR""",
"DV03FY;""LPKF Laser & Electronics AG"";""Endlos Turbo Short"";""Endlos"";""16:26:55"";""DZ BANK"";""0","64 EUR"";""0","66 EUR""",
"DV027X;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""16:21:39"";""DZ BANK"";""6","95 EUR"";""7","05 EUR""",
"DV03GA;""Northern Data AG"";""Endlos Turbo Short"";""Endlos"";""16:17:02"";""DZ BANK"";""3","67 EUR"";""3","76 EUR""",
"DV03G0;""Singulus Technologies AG"";""Endlos Turbo Short"";""Endlos"";""16:04:40"";""DZ BANK"";""1","37 EUR"";""1","57 EUR""",
"DV03GG;""Qualcomm Inc."";""Endlos Turbo Short"";""Endlos"";""16:19:10"";""DZ BANK"";""6","63 EUR"";""6","64 EUR""",
"DV027Y;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""16:22:19"";""DZ BANK"";""7","28 EUR"";""7","38 EUR""",
"DFP2HR;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""16:22:41"";""DZ BANK"";""0","83 EUR"";""0","85 EUR""",
"DV03D4;""Bechtle AG"";""Endlos Turbo Short"";""Endlos"";""16:15:20"";""DZ BANK"";""1","68 EUR"";""1","70 EUR""",
"DV03F0;""Manz Automation AG"";""Endlos Turbo Short"";""Endlos"";""16:25:52"";""DZ BANK"";""3","36 EUR"";""3","46 EUR""",
"DV027Z;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""16:22:19"";""DZ BANK"";""7","61 EUR"";""7","71 EUR""",
"DV03EJ;""Commerzbank AG"";""Endlos Turbo Short"";""Endlos"";""16:19:51"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DV03F2;""Merck KGaA"";""Endlos Turbo Short"";""Endlos"";""16:32:15"";""DZ BANK"";""0","55 EUR"";""0","57 EUR""",
"DV027L;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""16:11:18"";""DZ BANK"";""20","07 EUR"";""20","129999 EUR""",
"DV03DU;""Advanced Micro Devices Inc."";""Endlos Turbo Short"";""Endlos"";""16:22:07"";""DZ BANK"";""0","58 EUR"";""0","59 EUR""",
"DFP2HS;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""16:22:41"";""DZ BANK"";""0","99 EUR"";""1","01 EUR""",
"DV03HU;""Vonovia SE"";""Endlos Turbo Short"";""Endlos"";""16:28:32"";""DZ BANK"";""0","14 EUR"";""0","15 EUR""",
"DV03ER;""Daimler AG"";""Endlos Turbo Short"";""Endlos"";""16:26:57"";""DZ BANK"";""1","94 EUR"";""1","95 EUR""",
"DV027J;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""16:30:18"";""DZ BANK"";""19","559999 EUR"";""19","620001 EUR""",
"DV03G7;""Süss Microtec AG"";""Endlos Turbo Short"";""Endlos"";""16:16:24"";""DZ BANK"";""1","34 EUR"";""1","54 EUR""",
"DV03EM;""CROPENERGIES"";""Endlos Turbo Short"";""Endlos"";""16:21:45"";""DZ BANK"";""1","70 EUR"";""1","74 EUR""",
"DV03HV;""ZOOPLUS AG"";""Endlos Turbo Short"";""Endlos"";""16:06:42"";""DZ BANK"";""3","44 EUR"";""3","49 EUR""",
"DV03HD;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""16:15:46"";""DZ BANK"";""2","75 EUR"";""2","81 EUR""",
"DV03FH;""Henkel AG & Co. KGaA Vz."";""Endlos Turbo Short"";""Endlos"";""16:15:15"";""DZ BANK"";""0","37 EUR"";""0","38 EUR""",
"DV03GP;""RWE AG"";""Endlos Turbo Short"";""Endlos"";""16:28:12"";""DZ BANK"";""0","20 EUR"";""0","21 EUR""",
"DV03D1;""Barrick Gold Corporation"";""Endlos Turbo Short"";""Endlos"";""16:11:57"";""DZ BANK"";""1","63 EUR"";""1","64 EUR""",
"DV03F3;""MTU Aero Engines AG"";""Endlos Turbo Short"";""Endlos"";""16:14:51"";""DZ BANK"";""1","82 EUR"";""1","84 EUR""",
"DV03FP;""Jungheinrich AG"";""Endlos Turbo Short"";""Endlos"";""16:18:22"";""DZ BANK"";""0","33 EUR"";""0","34 EUR""",
"DV03JQ;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""16:29:30"";""DZ BANK"";""8","54 EUR"";""8","55 EUR""",
"DV03DY;""Apple Inc."";""Endlos Turbo Short"";""Endlos"";""16:17:51"";""DZ BANK"";""0","87 EUR"";""0","88 EUR""",
"DV03FX;""Leoni AG"";""Endlos Turbo Short"";""Endlos"";""16:34:09"";""DZ BANK"";""1","57 EUR"";""1","60 EUR""",
"DV03JP;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""16:28:29"";""DZ BANK"";""8","29 EUR"";""8","30 EUR""",
"DV03FA;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""16:24:57"";""DZ BANK"";""0","29 EUR"";""0","30 EUR""",
"DV03E7;""Engie S.A."";""Endlos Turbo Short"";""Endlos"";""16:19:48"";""DZ BANK"";""0","94 EUR"";""0","95 EUR""",
"DV03FZ;""Manz Automation AG"";""Endlos Turbo Short"";""Endlos"";""16:25:52"";""DZ BANK"";""1","12 EUR"";""1","22 EUR""",
"DV03D8;""Beiersdorf AG"";""Endlos Turbo Short"";""Endlos"";""16:34:18"";""DZ BANK"";""0","90 EUR"";""0","91 EUR""",
"DV03EK;""Compugroup Medical SE und Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""16:27:19"";""DZ BANK"";""1","06 EUR"";""1","08 EUR""",
"DV03GV;""Shop Apotheke Europe N.V."";""Endlos Turbo Short"";""Endlos"";""16:27:15"";""DZ BANK"";""3","67 EUR"";""3","72 EUR""",
"DV03HH;""Volkswagen AG"";""Endlos Turbo Short"";""Endlos"";""16:27:28"";""DZ BANK"";""5","35 EUR"";""5","37 EUR""",
"DV03EQ;""Daimler AG"";""Endlos Turbo Short"";""Endlos"";""16:25:12"";""DZ BANK"";""0","14 EUR"";""0","15 EUR""",
"DV03G4;""SMA Solar Technology AG"";""Endlos Turbo Short"";""Endlos"";""16:22:04"";""DZ BANK"";""0","67 EUR"";""0","68 EUR""",
"DV03HT;""Volkswagen AG Vz."";""Endlos Turbo Short"";""Endlos"";""16:21:33"";""DZ BANK"";""8","26 EUR"";""8","27 EUR""",
"DV03E6;""Encavis AG"";""Endlos Turbo Short"";""Endlos"";""16:24:04"";""DZ BANK"";""2","81 EUR"";""2","85 EUR""",
"DV027W;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""16:25:07"";""DZ BANK"";""2","03 EUR"";""2","13 EUR""",
"DV03E9;""Facebook Inc."";""Endlos Turbo Short"";""Endlos"";""16:15:38"";""DZ BANK"";""1","40 EUR"";""1","41 EUR""",
"DV03GN;""RWE AG"";""Endlos Turbo Short"";""Endlos"";""16:10:03"";""DZ BANK"";""0","11 EUR"";""0","12 EUR""",
"DV027P;""Nickel Future"";""Endlos Turbo Short"";""Endlos"";""16:18:15"";""DZ BANK"";""8","44 EUR"";""8","50 EUR""",
"DV03GT;""Scout24 AG "";""Endlos Turbo Short"";""Endlos"";""16:05:33"";""DZ BANK"";""4","64 EUR"";""4","65 EUR""",
"DV03FJ;""Hochtief AG"";""Endlos Turbo Short"";""Endlos"";""16:26:28"";""DZ BANK"";""1","21 EUR"";""1","22 EUR""",
"DV03JR;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""16:28:58"";""DZ BANK"";""9","00 EUR"";""9","01 EUR""",
"DV03E3;""DIC Asset AG"";""Endlos Turbo Short"";""Endlos"";""16:21:23"";""DZ BANK"";""1","47 EUR"";""1","51 EUR""",
"DV027K;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""16:11:19"";""DZ BANK"";""19","74 EUR"";""19","799999 EUR""",
"DV03E5;""ECKERT & ZIEGLER"";""Endlos Turbo Short"";""Endlos"";""16:16:48"";""DZ BANK"";""0","93 EUR"";""1","03 EUR""",
"DV03G3;""SLM Solutions Group AG"";""Endlos Turbo Short"";""Endlos"";""16:16:44"";""DZ BANK"";""3","71 EUR"";""3","85 EUR""",
"DV03HC;""va-Q-tec AG"";""Endlos Turbo Short"";""Endlos"";""16:01:18"";""DZ BANK"";""0","51 EUR"";""0","53 EUR""",
"DV02VK;""Aurubis AG"";""Endlos Turbo Short"";""Endlos"";""16:12:42"";""DZ BANK"";""4","12 EUR"";""4","13 EUR""",
"DV02V2;""Carl Zeiss Meditec AG"";""Endlos Turbo Short"";""Endlos"";""16:28:24"";""DZ BANK"";""1","40 EUR"";""1","42 EUR""",
"DV02VM;""Barrick Gold Corporation"";""Endlos Turbo Short"";""Endlos"";""16:00:54"";""DZ BANK"";""2","18 EUR"";""2","19 EUR""",
"DV02W2;""Freeport-McMoRan Copper & Gold Inc."";""Endlos Turbo Short"";""Endlos"";""16:26:58"";""DZ BANK"";""17","92 EUR"";""17","93 EUR""",
"DV02VQ;""Bauer AG"";""Endlos Turbo Short"";""Endlos"";""16:21:59"";""DZ BANK"";""1","52 EUR"";""1","70 EUR""",
"DV02Z9;""Euro Bund Future"";""Endlos Turbo Short"";""Endlos"";""16:29:34"";""DZ BANK"";""1","78 EUR"";""1","79 EUR""",
"DV02W3;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""16:24:57"";""DZ BANK"";""0","49 EUR"";""0","50 EUR""",
"DV020B;""Euro Bund Future"";""Endlos Turbo Short"";""Endlos"";""16:30:30"";""DZ BANK"";""2","26 EUR"";""2","27 EUR""",
"DV02W5;""Goldman Sachs Group Inc."";""Endlos Turbo Short"";""Endlos"";""16:14:11"";""DZ BANK"";""3","20 EUR"";""3","21 EUR""",
"DV02XV;""Leoni AG"";""Endlos Turbo Short"";""Endlos"";""16:34:10"";""DZ BANK"";""2","33 EUR"";""2","36 EUR""",
"DV02Y7;""Westwing Group AG"";""Endlos Turbo Short"";""Endlos"";""16:30:17"";""DZ BANK"";""0","67 EUR"";""0","69 EUR""",
"DV02VZ;""Booking Holdings Inc."";""Endlos Turbo Short"";""Endlos"";""16:20:50"";""DZ BANK"";""2","59 EUR"";""2","80 EUR""",
"DV02YH;""SFC ENERGY AG"";""Endlos Turbo Short"";""Endlos"";""16:12:39"";""DZ BANK"";""4","54 EUR"";""4","64 EUR""",
"DV02WY;""ElringKlinger AG"";""Endlos Turbo Short"";""Endlos"";""16:30:34"";""DZ BANK"";""1","11 EUR"";""1","15 EUR""",
"DV02XU;""Lanxess AG"";""Endlos Turbo Short"";""Endlos"";""16:18:19"";""DZ BANK"";""0","26 EUR"";""0","27 EUR""",
"DV02YV;""TeamViewer AG"";""Endlos Turbo Short"";""Endlos"";""15:52:59"";""DZ BANK"";""1","88 EUR"";""1","89 EUR""",
"DV02Y4;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""16:15:47"";""DZ BANK"";""4","95 EUR"";""5","01 EUR""",
"DV02XG;""home24 Br"";""Endlos Turbo Short"";""Endlos"";""16:24:19"";""DZ BANK"";""0","56 EUR"";""0","58 EUR""",
"DV02YA;""q.beyond AG"";""Endlos Turbo Short"";""Endlos"";""16:22:44"";""DZ BANK"";""1","39 EUR"";""1","41 EUR""",
"DV02X0;""MorphoSys AG"";""Endlos Turbo Short"";""Endlos"";""16:11:08"";""DZ BANK"";""0","86 EUR"";""0","87 EUR""",
"DV020A;""Euro Bund Future"";""Endlos Turbo Short"";""Endlos"";""16:30:29"";""DZ BANK"";""2","01 EUR"";""2","02 EUR""",
"DV02RE;""Brent Crude Future Contract"";""Endlos Turbo Short"";""Endlos"";""16:28:09"";""DZ BANK"";""29","84 EUR"";""29","84 EUR""",
"DV02VF;""ASML Holding N.V."";""Endlos Turbo Short"";""Endlos"";""16:33:44"";""DZ BANK"";""4","00 EUR"";""4","02 EUR""",
"DV02V1;""Capgemini S.A."";""Endlos Turbo Short"";""Endlos"";""16:15:19"";""DZ BANK"";""4","96 EUR"";""4","97 EUR""",
"DV02VG;""Aumann Br"";""Endlos Turbo Short"";""Endlos"";""16:13:07"";""DZ BANK"";""0","19 EUR"";""0","23 EUR""",
"DV02VJ;""Aurubis AG"";""Endlos Turbo Short"";""Endlos"";""16:14:43"";""DZ BANK"";""0","94 EUR"";""0","95 EUR""",
"DV02YQ;""SNP SCHNEID.-NEUREIT.O.N."";""Endlos Turbo Short"";""Endlos"";""16:16:45"";""DZ BANK"";""0","63 EUR"";""0","68 EUR""",
"DV02XC;""Heidelberger Druckmaschinen AG"";""Endlos Turbo Short"";""Endlos"";""16:21:18"";""DZ BANK"";""0","21 EUR"";""0","23 EUR""",
"DV02Y3;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""16:15:54"";""DZ BANK"";""3","54 EUR"";""3","60 EUR""",
"DV02YB;""Qualcomm Inc."";""Endlos Turbo Short"";""Endlos"";""16:26:59"";""DZ BANK"";""1","07 EUR"";""1","08 EUR""",
"DV02VW;""Bertrandt AG"";""Endlos Turbo Short"";""Endlos"";""16:12:02"";""DZ BANK"";""0","73 EUR"";""0","76 EUR""",
"DV02YK;""SGL Carbon SE"";""Endlos Turbo Short"";""Endlos"";""16:29:01"";""DZ BANK"";""0","81 EUR"";""0","83 EUR""",
"DV02W4;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""16:32:08"";""DZ BANK"";""1","84 EUR"";""1","85 EUR""",
"DV02XQ;""K+S AG"";""Endlos Turbo Short"";""Endlos"";""16:11:13"";""DZ BANK"";""0","55 EUR"";""0","57 EUR""",
"DV02XW;""Leoni AG"";""Endlos Turbo Short"";""Endlos"";""16:34:09"";""DZ BANK"";""2","99 EUR"";""3","02 EUR""",
"DV02WJ;""Daimler AG"";""Endlos Turbo Short"";""Endlos"";""16:11:39"";""DZ BANK"";""3","39 EUR"";""3","40 EUR""",
"DV02YP;""SLM Solutions Group AG"";""Endlos Turbo Short"";""Endlos"";""16:16:44"";""DZ BANK"";""7","41 EUR"";""7","55 EUR""",
"DV02Y2;""UmweltBank"";""Endlos Turbo Short"";""Endlos"";""15:57:11"";""DZ BANK"";""0","61 EUR"";""0","62 EUR""",
"DV02YN;""SLM Solutions Group AG"";""Endlos Turbo Short"";""Endlos"";""16:16:44"";""DZ BANK"";""5","27 EUR"";""5","41 EUR""",
"DV02X5;""PAYPAL HOLDINGS INC."";""Endlos Turbo Short"";""Endlos"";""16:16:17"";""DZ BANK"";""3","97 EUR"";""3","98 EUR""",
"DV02VS;""Bayer AG"";""Endlos Turbo Short"";""Endlos"";""16:27:02"";""DZ BANK"";""1","73 EUR"";""1","74 EUR""",
"DV02X3;""NVIDIA Corp."";""Endlos Turbo Short"";""Endlos"";""16:14:05"";""DZ BANK"";""0","56 EUR"";""0","60 EUR""",
"DV02V4;""Caterpillar Inc."";""Endlos Turbo Short"";""Endlos"";""16:14:17"";""DZ BANK"";""2","01 EUR"";""2","03 EUR""",
"DV02YC;""Rheinmetall AG"";""Endlos Turbo Short"";""Endlos"";""16:31:36"";""DZ BANK"";""0","36 EUR"";""0","37 EUR""",
"DV02WN;""Deutsche Boerse AG"";""Endlos Turbo Short"";""Endlos"";""16:28:03"";""DZ BANK"";""0","30 EUR"";""0","31 EUR""",
"DV02RJ;""WTI Crude Oil Future (NYMEX)"";""Endlos Turbo Short"";""Endlos"";""16:27:31"";""DZ BANK"";""30","51 EUR"";""30","51 EUR""",
"DV02VH;""Aumann Br"";""Endlos Turbo Short"";""Endlos"";""16:13:06"";""DZ BANK"";""0","22 EUR"";""0","26 EUR""",
"DV02YS;""Square Inc."";""Endlos Turbo Short"";""Endlos"";""16:34:15"";""DZ BANK"";""13","25 EUR"";""13","28 EUR""",
"DV056Q;""GFT TECHNOLOGIES"";""Mini-Future Long"";""Endlos"";""16:18:20"";""DZ BANK"";""1","07 EUR"";""1","27 EUR""",
"DV055D;""Bechtle AG"";""Mini-Future Long"";""Endlos"";""16:16:12"";""DZ BANK"";""1","05 EUR"";""1","07 EUR""",
"DV05Y6;""DAX (Performance)"";""Mini-Future Long"";""Endlos"";""16:20:48"";""DZ BANK"";""7","51 EUR"";""7","52 EUR""",
"DV05Y3;""DAX (Performance)"";""Mini-Future Long"";""Endlos"";""16:21:36"";""DZ BANK"";""8","36 EUR"";""8","37 EUR""",
"DV05ZE;""DAX (Performance)"";""Mini-Future Long"";""Endlos"";""16:19:40"";""DZ BANK"";""5","64 EUR"";""5","65 EUR""",
"DV0579;""Siemens AG"";""Mini-Future Long"";""Endlos"";""16:22:43"";""DZ BANK"";""0","68 EUR"";""0","69 EUR""",
"DV056X;""home24 Br"";""Mini-Future Long"";""Endlos"";""16:24:19"";""DZ BANK"";""0","52 EUR"";""0","54 EUR""",
"DV05WJ;""Brent Crude Future Contract"";""Mini-Future Long"";""Endlos"";""16:29:06"";""DZ BANK"";""2","72 EUR"";""2","73 EUR""",
"DV05Y9;""DAX (Performance)"";""Mini-Future Long"";""Endlos"";""16:20:55"";""DZ BANK"";""6","72 EUR"";""6","73 EUR""",
"DV0583;""Vonovia SE"";""Mini-Future Long"";""Endlos"";""16:07:26"";""DZ BANK"";""0","33 EUR"";""0","34 EUR""",
"DV058J;""Südzucker AG"";""Mini-Future Long"";""Endlos"";""16:19:18"";""DZ BANK"";""0","75 EUR"";""0","78 EUR""",
"DV05ZF;""DAX (Performance)"";""Mini-Future Long"";""Endlos"";""16:21:11"";""DZ BANK"";""5","28 EUR"";""5","29 EUR""",
"DV05ZA;""DAX (Performance)"";""Mini-Future Long"";""Endlos"";""16:19:43"";""DZ BANK"";""6","65 EUR"";""6","66 EUR""",
"DV055S;""Continental AG"";""Mini-Future Long"";""Endlos"";""16:34:28"";""DZ BANK"";""0","68 EUR"";""0","69 EUR""",
"DV05ZD;""DAX (Performance)"";""Mini-Future Long"";""Endlos"";""16:20:47"";""DZ BANK"";""5","75 EUR"";""5","76 EUR""",
"DV0586;""Wacker Chemie AG"";""Mini-Future Long"";""Endlos"";""16:33:46"";""DZ BANK"";""0","60 EUR"";""0","61 EUR""",
