"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,
"DV05SE;""Gerresheimer AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:52"";""DZ BANK"";""99","11 %"";""99","59 %"""
"DV05QB;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:57:04"";""DZ BANK"";""99","52 %"";""99","92 %"""
"DV05T1;""Norma Group AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""103","10 %"";""103","35 %"""
"DV05TS;""L'Oreal S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:38"";""DZ BANK"";""99","35 %"";""99","75 %"""
"DV05V1;""Uniper SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""100","04 %"";""100","34 %"""
"DV05V8;""Vivendi S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:53"";""DZ BANK"";""100","88 %"";""101","28 %"""
"DV05SP;""Hamburger Hafen und Logistik AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:11"";""DZ BANK"";""103","69 %"";""104","19 %"""
"DV05R0;""Enel S.p.A."";""Aktienanleihe Classic"";""17.03.2022"";""21:59:53"";""DZ BANK"";""97","28 %"";""97","68 %"""
"DV05TQ;""Krones AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:51"";""DZ BANK"";""98","89 %"";""99","56 %"""
"DV05VQ;""TeamViewer AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:52"";""DZ BANK"";""102","33 %"";""102","71 %"""
"DV05QH;""Air Liquide S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:48"";""DZ BANK"";""96","91 %"";""97","71 %"""
"DV05SR;""Hella GmbH & Co KGaA"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:57"";""DZ BANK"";""101","81 %"";""102","31 %"""
"DV05TT;""LEG Immobilien AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""98","33 %"";""99","28 %"""
"DV05UM;""Rational AG"";""Aktienanleihe Classic"";""18.03.2022"";""19:57:15"";""DZ BANK"";""100","04 %"";""104","10 %"""
"DV05V2;""Varta AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:29"";""DZ BANK"";""101","54 %"";""101","96 %"""
"DV05QA;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:48"";""DZ BANK"";""99","69 %"";""100","09 %"""
"DV05VB;""Stellantis N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:49"";""DZ BANK"";""104","97 %"";""105","37 %"""
"DV05QT;""AUTO1 Group SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:12"";""DZ BANK"";""107","38 %"";""107","75 %"""
"DV05QF;""Ahold Delhaize NV"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:39"";""DZ BANK"";""98","71 %"";""99","11 %"""
"DV05RL;""Deutsche EuroShop AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:28"";""DZ BANK"";""105","16 %"";""105","41 %"""
"DV05R1;""Engie S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:53"";""DZ BANK"";""96","94 %"";"" -- %""",
"DV05T6;""Koninklijke Philips N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:51"";""DZ BANK"";""98","40 %"";""98","80 %"""
"DV05QE;""Ahold Delhaize NV"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:35"";""DZ BANK"";""98","95 %"";""99","35 %"""
"DV05VZ;""Unicredito Italiano S.p.A."";""Aktienanleihe Classic"";""17.03.2022"";""21:59:52"";""DZ BANK"";""99","10 %"";""99","50 %"""
"DV05P6;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:57:01"";""DZ BANK"";""100","40 %"";""100","80 %"""
"DV05UK;""Qiagen N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:51"";""DZ BANK"";""100","53 %"";""101","33 %"""
"DV05V6;""Vinci S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:55"";""DZ BANK"";""97","82 %"";""98","22 %"""
"DV05RC;""Capgemini S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:35"";""DZ BANK"";""99","56 %"";""100","11 %"""
"DV05QG;""Air Liquide S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:48"";""DZ BANK"";""97","86 %"";""98","66 %"""
"DV05VE;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""100","43 %"";""100","95 %"""
"DV05WD;""Vossloh AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:35"";""DZ BANK"";""100","18 %"";""100","53 %"""
"DV05VH;""Süss Microtec AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:53"";""DZ BANK"";""106","72 %"";""106","97 %"""
"DV05VV;""Telefónica S.A."";""Aktienanleihe Classic"";""18.03.2022"";""19:27:52"";""DZ BANK"";""96","86 %"";""97","66 %"""
"DV05UV;""S+T AG (Z.REG.MK.Z.)O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""105","55 %"";""105","80 %"""
"DV05SM;""GRAND CITY PROPERTIES S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:56:11"";""DZ BANK"";""102","72 %"";""102","97 %"""
"DV05RN;""Deutz AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""104","55 %"";""104","80 %"""
"DV05Q2;""Bertrandt AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:24"";""DZ BANK"";""103","52 %"";""104","02 %"""
"DV05RM;""Deutz AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""103","52 %"";""103","77 %"""
"DV05VT;""TeamViewer AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""102","87 %"";""103","22 %"""
"DV05UE;""q.beyond AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:06"";""DZ BANK"";""105","29 %"";""106","04 %"""
"DV05RU;""Électricité de France S.A. (EdF)"";""Aktienanleihe Classic"";""18.03.2022"";""21:53:04"";""DZ BANK"";""97","53 %"";"" -- %""",
"DV05RZ;""Enel S.p.A."";""Aktienanleihe Classic"";""17.03.2022"";""21:59:53"";""DZ BANK"";""98","08 %"";""98","48 %"""
"DV05VA;""Stellantis N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:49"";""DZ BANK"";""105","09 %"";""105","49 %"""
"DV05SL;""GFT TECHNOLOGIES"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:05"";""DZ BANK"";""103","73 %"";""103","98 %"""
"DV05RE;""Carrefour S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:48"";""DZ BANK"";""98","97 %"";""99","05 %"""
"DV05T5;""Pfeiffer Vacuum Technology AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:57"";""DZ BANK"";""102","74 %"";""104","94 %"""
"DV05U3;""SGL Carbon SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""101","38 %"";""101","63 %"""
"DV05U7;""Software AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:39"";""DZ BANK"";""101","16 %"";""101","51 %"""
"DV05R3;""Eni S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""21:59:45"";""DZ BANK"";""98","62 %"";""99","02 %"""
"DV05T4;""Pfeiffer Vacuum Technology AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:57"";""DZ BANK"";""103","56 %"";""105","13 %"""
"DV05SD;""Gerresheimer AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:52"";""DZ BANK"";""99","88 %"";""100","18 %"""
"DV05V7;""Vivendi S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:53"";""DZ BANK"";""99","70 %"";""100","10 %"""
"DV05UL;""Rational AG"";""Aktienanleihe Classic"";""18.03.2022"";""19:50:13"";""DZ BANK"";""100","45 %"";""103","77 %"""
"DV05UW;""SAF Holland SE"";""Aktienanleihe Classic"";""17.12.2021"";""21:47:35"";""DZ BANK"";""103","87 %"";""104","12 %"""
"DV05WC;""Vossloh AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:35"";""DZ BANK"";""100","79 %"";""101","04 %"""
"DV05U1;""Schneider Electric S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:53"";""DZ BANK"";""99","03 %"";""99","83 %"""
"DV05P3;""Adyen"";""Aktienanleihe Classic"";""17.12.2021"";""21:57:01"";""DZ BANK"";""98","76 %"";""99","16 %"""
"DV05RA;""Capgemini S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:47"";""DZ BANK"";""99","19 %"";""99","74 %"""
"DV05S9;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:42"";""DZ BANK"";""102","91 %"";""103","16 %"""
"DV05S1;""Inditex S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:30"";""DZ BANK"";""102","35 %"";""102","75 %"""
"DV05TU;""Leoni AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""101","14 %"";""101","39 %"""
"DV05RP;""DWS Group GmbH & Co. KGaA"";""Aktienanleihe Classic"";""17.12.2021"";""21:56:12"";""DZ BANK"";""98","98 %"";""99","23 %"""
"DV05TU;""Leoni AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""101","14 %"";""101","39 %"""
"DV05VU;""Telefónica Deutschland Holding AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""93","60 %"";""94","60 %"""
"DV05SA;""Fielmann AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""99","85 %"";""100","35 %"""
"DV05UG;""Qiagen N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""100","52 %"";""101","32 %"""
"DV05Q0;""BayWa AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:11"";""DZ BANK"";""103","54 %"";""104","04 %"""
"DV05VW;""Telefónica S.A."";""Aktienanleihe Classic"";""18.03.2022"";""19:27:52"";""DZ BANK"";""96","47 %"";""97","27 %"""
"DV05VL;""Symrise AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""100","29 %"";""100","84 %"""
"DV05QR;""AUTO1 Group SE"";""Aktienanleihe Classic"";""17.12.2021"";""21:56:12"";""DZ BANK"";""106","09 %"";""106","46 %"""
"DV05Q1;""Bertrandt AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:24"";""DZ BANK"";""103","40 %"";""103","90 %"""
"DV05SG;""Gerresheimer AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""99","97 %"";""100","42 %"""
"DV05QS;""AUTO1 Group SE"";""Aktienanleihe Classic"";""17.12.2021"";""21:56:12"";""DZ BANK"";""105","07 %"";""105","60 %"""
"DV05U0;""Sartorius AG VZ."";""Aktienanleihe Classic"";""18.03.2022"";""21:42:51"";""DZ BANK"";""100","31 %"";""102","61 %"""
"DV05TR;""L'Oreal S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:35"";""DZ BANK"";""99","63 %"";""100","03 %"""
"DV05TJ;""Klöckner & Co. AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:48"";""DZ BANK"";""103","45 %"";""104","25 %"""
"DV05SV;""HORNBACH HOLD.ST O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:23"";""DZ BANK"";""103","37 %"";""103","67 %"""
"DV05RW;""ELMOS SEMICONDUCTOR AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:53"";""DZ BANK"";""101","22 %"";""101","47 %"""
"DV05RR;""ECKERT & ZIEGLER"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""103","98 %"";""104","83 %"""
"DV05TK;""Knorr-Bremse AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""101","57 %"";""101","84 %"""
"DV05QD;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:57:00"";""DZ BANK"";""99","22 %"";""99","62 %"""
"DV05RG;""Crédit Agricole S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:58:57"";""DZ BANK"";""94","78 %"";""95","58 %"""
"DV05Q8;""CANCOM SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""101","93 %"";""102","38 %"""
"DV05ST;""Hella GmbH & Co KGaA"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:57"";""DZ BANK"";""102","56 %"";""103","06 %"""
"DV05T8;""Prosus N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:53"";""DZ BANK"";""100","42 %"";""100","82 %"""
"DV05QV;""Banco Bilbao Vizcaya Argentaria"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:51"";""DZ BANK"";""101","27 %"";""102","07 %"""
"DV05US;""RTL Group S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""97","84 %"";""98","26 %"""
"DV05UD;""Puma SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""104","47 %"";""104","97 %"""
"DV05SY;""Iberdrola S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:35"";""DZ BANK"";""98","65 %"";""99","05 %"""
"DV05WE;""WASHTEC AG O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:58:58"";""DZ BANK"";""103","48 %"";""103","98 %"""
"DV05S4;""Intesa Sanpaolo S.p.A."";""Aktienanleihe Classic"";""17.03.2022"";""21:59:53"";""DZ BANK"";""97","33 %"";""97","73 %"""
"DV05T7;""Koninklijke Philips N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""98","10 %"";""98","50 %"""
"DV05S2;""Inditex S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:34"";""DZ BANK"";""102","53 %"";""102","93 %"""
"DV05UR;""RTL Group S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""97","51 %"";""98","14 %"""
"DV05SJ;""GFT TECHNOLOGIES"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:05"";""DZ BANK"";""102","60 %"";""102","85 %"""
"DV05VP;""Talanx AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""99","82 %"";""100","12 %"""
"DV05U5;""Software AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:39"";""DZ BANK"";""101","03 %"";""101","40 %"""
"DV05R6;""EssilorLuxottica"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:53"";""DZ BANK"";""99","56 %"";""99","96 %"""
"DV05TD;""Kering S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""99","74 %"";""100","14 %"""
"DV05VM;""Tag Immobilien AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""99","84 %"";""100","11 %"""
"DV05TY;""NEMETSCHEK"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""102","34 %"";""102","66 %"""
"DV05UT;""RTL Group S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""97","22 %"";""97","82 %"""
"DV05TW;""LPKF Laser & Electronics AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:04"";""DZ BANK"";""105","39 %"";""106","14 %"""
"DV05S6;""IVU TRAFFIC TECHNOLOGIES"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:11"";""DZ BANK"";""104","01 %"";""104","28 %"""
"DV05RJ;""Dermapharm"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""99","21 %"";""99","71 %"""
"DV05QL;""ASML Holding N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:52"";""DZ BANK"";""99","43 %"";""99","83 %"""
"DV05RQ;""DWS Group GmbH & Co. KGaA"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:12"";""DZ BANK"";""98","63 %"";""98","88 %"""
"DV05S3;""Intesa Sanpaolo S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""21:59:53"";""DZ BANK"";""98","32 %"";""98","72 %"""
"DV05T9;""Prosus N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:53"";""DZ BANK"";""100","24 %"";""100","64 %"""
"DV05TP;""Krones AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:51"";""DZ BANK"";""100","15 %"";""100","65 %"""
"DV05SW;""HORNBACH HOLD.ST O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:23"";""DZ BANK"";""102","88 %"";""103","28 %"""
"DV05QK;""ArcelorMittal S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:49"";""DZ BANK"";""100","76 %"";""101","56 %"""
"DV05UZ;""Sartorius AG VZ."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:37"";""DZ BANK"";""100","11 %"";""103","54 %"""
"DV05T0;""Norma Group AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:38"";""DZ BANK"";""103","01 %"";""103","26 %"""
"DV05TL;""Koenig & Bauer AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:34:40"";""DZ BANK"";""103","51 %"";"" -- %""",
"DV05UC;""Puma SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""104","16 %"";""104","66 %"""
"DV05TH;""Klöckner & Co. AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:48"";""DZ BANK"";""102","54 %"";""103","34 %"""
"DV05UQ;""Repsol S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:40:08"";""DZ BANK"";""99","49 %"";""99","89 %"""
"DV05TG;""Kion Group AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:51"";""DZ BANK"";""102","87 %"";""103","37 %"""
"DV05RY;""Enel S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""21:59:39"";""DZ BANK"";""98","41 %"";""98","81 %"""
"DV05P4;""Adyen"";""Aktienanleihe Classic"";""17.12.2021"";""21:57:04"";""DZ BANK"";""98","62 %"";""99","02 %"""
"DV05U2;""Schneider Electric S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:53"";""DZ BANK"";""98","92 %"";""99","72 %"""
"DV05V9;""Volkswagen AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""98","85 %"";""100","18 %"""
"DV05VD;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""100","72 %"";""101","04 %"""
"DV05TZ;""NEMETSCHEK"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""102","63 %"";""102","95 %"""
"DV05WB;""Volkswagen AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""98","91 %"";""100","21 %"""
"DV05RT;""Électricité de France S.A. (EdF)"";""Aktienanleihe Classic"";""17.12.2021"";""21:53:04"";""DZ BANK"";""97","61 %"";"" -- %""",
"DV05QX;""Banco Santander S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:46"";""DZ BANK"";""100","16 %"";""100","96 %"""
"DV05SS;""Hella GmbH & Co KGaA"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:57"";""DZ BANK"";""101","65 %"";""102","15 %"""
"DV05RK;""Deutsche EuroShop AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:27"";""DZ BANK"";""104","94 %"";""105","19 %"""
"DV05RS;""ECKERT & ZIEGLER"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""104","98 %"";""105","81 %"""
"DV05V5;""Vinci S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""98","02 %"";""98","42 %"""
"DV05V4;""VERBIO"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:56"";""DZ BANK"";""106","39 %"";""106","64 %"""
"DV05VK;""Symrise AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""100","69 %"";""101","07 %"""
"DV05UA;""Prosus N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:53"";""DZ BANK"";""101","05 %"";""101","45 %"""
"DV05S7;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:42"";""DZ BANK"";""102","33 %"";""102","58 %"""
"DV05QC;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:57:00"";""DZ BANK"";""99","29 %"";""99","69 %"""
"DV05QP;""Aumann Br"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:24"";""DZ BANK"";""101","09 %"";""101","59 %"""
"DV05TE;""Kering S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:53"";""DZ BANK"";""99","54 %"";""99","94 %"""
"DV05QJ;""ArcelorMittal S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:49"";""DZ BANK"";""100","75 %"";""101","55 %"""
"DV05P5;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:57:01"";""DZ BANK"";""100","53 %"";""100","93 %"""
"DV05T2;""Patrizia AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:53"";""DZ BANK"";""100","82 %"";""101","10 %"""
"DV05R2;""Engie S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:53"";""DZ BANK"";""96","36 %"";"" -- %""",
"DV05RV;""ELMOS SEMICONDUCTOR AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:53"";""DZ BANK"";""100","91 %"";""101","16 %"""
"DV05V0;""Uniper SE"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:56"";""DZ BANK"";""100","08 %"";""100","38 %"""
"DV05WA;""Volkswagen AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""99","29 %"";""100","27 %"""
"DV05TN;""Krones AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:51"";""DZ BANK"";""98","54 %"";""99","24 %"""
"DV05UN;""Rational AG"";""Aktienanleihe Classic"";""18.03.2022"";""19:57:50"";""DZ BANK"";""99","34 %"";""104","18 %"""
"DV05U6;""Software AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:39"";""DZ BANK"";""101","35 %"";""101","60 %"""
"DV05UX;""SAF Holland SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:47:35"";""DZ BANK"";""104","25 %"";""104","50 %"""
"DV05R5;""EssilorLuxottica"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:53"";""DZ BANK"";""99","99 %"";""100","39 %"""
"DV05SK;""GFT TECHNOLOGIES"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:05"";""DZ BANK"";""103","94 %"";""104","19 %"""
"DV05VX;""Traton SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""101","52 %"";""101","80 %"""
"DV05P2;""ADVA Optical Networking SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:34"";""DZ BANK"";""104","07 %"";""104","32 %"""
"DV05SN;""Hamburger Hafen und Logistik AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:11"";""DZ BANK"";""103","38 %"";""103","88 %"""
"DV05Q7;""BNP Paribas S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""97","99 %"";""98","79 %"""
"DV05QQ;""Aumann Br"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:24"";""DZ BANK"";""100","97 %"";""101","47 %"""
"DV05RF;""Crédit Agricole S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:58:57"";""DZ BANK"";""95","22 %"";""96","02 %"""
"DV05Q4;""BNP Paribas S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""98","54 %"";""99","34 %"""
"DV05WF;""WASHTEC AG O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:58:58"";""DZ BANK"";""103","21 %"";""103","71 %"""
"DV05S8;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:42"";""DZ BANK"";""101","97 %"";""102","34 %"""
"DV05WH;""ZOOPLUS AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:11"";""DZ BANK"";""103","38 %"";""105","28 %"""
"DV05RD;""Carrefour S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:36"";""DZ BANK"";""99","20 %"";""99","28 %"""
