"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,
"DV05Q9;""Capgemini S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:35"";""DZ BANK"";""99","82 %"";""100","15 %"""
"DV05QM;""ASML Holding N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""99","77 %"";""100","17 %"""
"DV05RH;""CTS Eventim AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:23"";""DZ BANK"";""102","26 %"";""102","86 %"""
"DV05T3;""Patrizia AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:53"";""DZ BANK"";""101","55 %"";""101","80 %"""
"DV05Q3;""Bertrandt AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:24"";""DZ BANK"";""103","35 %"";""103","85 %"""
"DV05TA;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:42"";""DZ BANK"";""102","43 %"";""102","80 %"""
"DV05TF;""Kion Group AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:51"";""DZ BANK"";""101","84 %"";""102","34 %"""
"DV05V3;""VERBIO"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:56"";""DZ BANK"";""105","24 %"";""105","49 %"""
"DV05S5;""IVU TRAFFIC TECHNOLOGIES"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:11"";""DZ BANK"";""104","49 %"";""104","74 %"""
"DV05QN;""ASML Holding N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""99","50 %"";""99","90 %"""
"DV05VG;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""100","97 %"";""101","49 %"""
"DV05RB;""Capgemini S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:48"";""DZ BANK"";""100","05 %"";""100","37 %"""
"DV05QY;""Banco Santander S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:22"";""DZ BANK"";""100","71 %"";""101","51 %"""
"DV05VR;""TeamViewer AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:52"";""DZ BANK"";""103","05 %"";""103","30 %"""
"DV05P8;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:57:04"";""DZ BANK"";""100","02 %"";""100","42 %"""
"DV05RX;""Enel S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""21:59:53"";""DZ BANK"";""99","08 %"";""99","48 %"""
"DV05UP;""Repsol S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:40:08"";""DZ BANK"";""99","79 %"";""100","19 %"""
"DV05S0;""Inditex S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:47"";""DZ BANK"";""102","18 %"";""102","58 %"""
"DV05UB;""Prosus N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:53"";""DZ BANK"";""100","71 %"";""101","11 %"""
"DV05UU;""S+T AG (Z.REG.MK.Z.)O.N."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""104","72 %"";""104","97 %"""
"DV05TB;""Jenoptik AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:28"";""DZ BANK"";""103","33 %"";""103","58 %"""
"DV05U4;""SMA Solar Technology AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:09"";""DZ BANK"";""101","95 %"";""102","45 %"""
"DV05UH;""Qiagen N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:47"";""DZ BANK"";""99","94 %"";""100","74 %"""
"DV05TM;""Koenig & Bauer AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:34:40"";""DZ BANK"";""104","20 %"";"" -- %""",
"DV05U9;""Stellantis N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:49"";""DZ BANK"";""105","06 %"";""105","46 %"""
"DV05VY;""Unicredito Italiano S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""21:59:34"";""DZ BANK"";""99","72 %"";""100","12 %"""
"DV05QU;""AUTO1 Group SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:12"";""DZ BANK"";""106","26 %"";""106","76 %"""
"DV05R7;""EssilorLuxottica"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:30"";""DZ BANK"";""100","04 %"";""100","44 %"""
"DV05UY;""Sartorius AG VZ."";""Aktienanleihe Classic"";""17.12.2021"";""21:42:51"";""DZ BANK"";""99","73 %"";""102","10 %"""
"DV05UJ;""Qiagen N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""101","04 %"";""101","84 %"""
"DV05SH;""GFT TECHNOLOGIES"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:05"";""DZ BANK"";""102","78 %"";""103","03 %"""
"DV05VN;""Talanx AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:50"";""DZ BANK"";""99","73 %"";""100","03 %"""
"DV05VF;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""101","22 %"";""101","57 %"""
"DV05SB;""Fuchs Petrolub SE Vz."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""101","03 %"";""101","28 %"""
"DV05TX;""Medigene AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:11"";""DZ BANK"";""107","60 %"";""108","10 %"""
"DV05SU;""Hella GmbH & Co KGaA"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:57"";""DZ BANK"";""102","36 %"";""102","86 %"""
"DV05P9;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:48"";""DZ BANK"";""99","79 %"";""100","19 %"""
"DV05SX;""Iberdrola S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:31"";""DZ BANK"";""99","44 %"";""99","84 %"""
"DV05SZ;""Inditex S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:58:39"";""DZ BANK"";""101","75 %"";""102","15 %"""
"DV05SC;""Fuchs Petrolub SE Vz."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:50"";""DZ BANK"";""100","29 %"";""100","59 %"""
"DV041B;""Merck KGaA"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:28"";""DZ BANK"";""99","11 %"";""99","51 %"""
"DV041C;""MorphoSys AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:49"";""DZ BANK"";""100","89 %"";""101","26 %"""
"DV041D;""Muenchener Rueckversicherungs AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:51"";""DZ BANK"";""96","46 %"";""96","86 %"""
"DV0406;""Fraport AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:50"";""DZ BANK"";""101","19 %"";""101","69 %"""
"DV0402;""BMW AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:52"";""DZ BANK"";""97","72 %"";""98","12 %"""
"DV041F;""Nordex AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:51"";""DZ BANK"";""97","62 %"";""98","12 %"""
"DV041H;""Total SE"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:51"";""DZ BANK"";""95","67 %"";""96","07 %"""
"DV0401;""Bilfinger SE"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:28"";""DZ BANK"";""94","80 %"";""95","20 %"""
"DV0405;""Evonik Industries AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:50"";""DZ BANK"";""97","72 %"";""97","97 %"""
"DV0400;""Beiersdorf AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:45:05"";""DZ BANK"";""98","75 %"";""99","15 %"""
"DV041J;""United Internet AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:51"";""DZ BANK"";""99","47 %"";""99","72 %"""
"DV041A;""LVMH Moët Hennessy Louis Vuitton S.E."";""Aktienanleihe Classic"";""16.03.2022"";""21:59:36"";""DZ BANK"";""98","13 %"";""98","53 %"""
"DV041E;""Nokia Corp."";""Aktienanleihe Classic"";""16.03.2022"";""21:55:45"";""DZ BANK"";""100","82 %"";""101","62 %"""
"DV041G;""Royal Dutch Shell plc"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:41"";""DZ BANK"";""99","46 %"";""99","86 %"""
"DV0409;""Linde PLC"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:52"";""DZ BANK"";""98","23 %"";""98","63 %"""
"DV041K;""Wacker Chemie AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:51"";""DZ BANK"";""101","00 %"";""101","40 %"""
"DV0404;""Dürr AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:27"";""DZ BANK"";""99","22 %"";""99","72 %"""
"DV0403;""Compagnie de Saint-Gobain S.A."";""Aktienanleihe Classic"";""16.03.2022"";""21:59:36"";""DZ BANK"";""97","95 %"";""98","35 %"""
"DV040Z;""Aurubis AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:56:13"";""DZ BANK"";""100","16 %"";""100","69 %"""
"DV0408;""ING Groep N.V."";""Aktienanleihe Classic"";""16.03.2022"";""21:59:37"";""DZ BANK"";""97","11 %"";""97","51 %"""
"DV0407;""Hugo Boss AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:57:16"";""DZ BANK"";""103","32 %"";""103","82 %"""
"DFP2J7;""Deutsche Post AG"";""Aktienanleihe Classic"";""20.08.2021"";""21:59:47"";""DZ BANK"";""98","09 %"";""98","89 %"""
"DFP2G5;""Kering S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:53"";""DZ BANK"";""97","50 %"";""97","90 %"""
"DFP2G3;""Allianz SE"";""Aktienanleihe Classic"";""21.01.2022"";""21:59:28"";""DZ BANK"";""100","34 %"";""100","74 %"""
"DFP2G4;""Vonovia SE"";""Aktienanleihe Classic"";""21.01.2022"";""21:59:50"";""DZ BANK"";""99","48 %"";""99","88 %"""
"DFP2G2;""Hugo Boss AG"";""Aktienanleihe Classic"";""21.01.2022"";""21:57:16"";""DZ BANK"";""102","25 %"";""102","75 %"""
"DFP2CR;""Hamburger Hafen und Logistik AG"";""Aktienanleihe Classic"";""16.08.2021"";""21:56:11"";""DZ BANK"";""99","12 %"";""99","62 %"""
"DV02L7;""Kering S.A."";""Aktienanleihe Classic"";""10.09.2021"";""21:59:53"";""DZ BANK"";""99","57 %"";""99","97 %"""
"DFP2FV;""Kering S.A."";""Aktienanleihe Classic"";""10.09.2021"";""21:58:56"";""DZ BANK"";""99","62 %"";""100","02 %"""
"DV04G5;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:37"";""DZ BANK"";""98","56 %"";""99","06 %"""
"DV04GU;""Danone S.A."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:53"";""DZ BANK"";""101","59 %"";""102","09 %"""
"DV04HL;""Repsol S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:40:08"";""DZ BANK"";""100","06 %"";""100","56 %"""
"DV04H4;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:50"";""DZ BANK"";""99","28 %"";""99","78 %"""
"DV04HQ;""RWE AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:52"";""DZ BANK"";""99","70 %"";""100","20 %"""
"DV04G2;""Engie S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:52"";""DZ BANK"";""98","77 %"";""99","27 %"""
"DV04G0;""Deutsche Telekom AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:58:52"";""DZ BANK"";""100","31 %"";""100","81 %"""
"DV04H0;""TUI AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:47"";""DZ BANK"";""102","22 %"";"" -- %""",
"DV04H5;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:50"";""DZ BANK"";""99","19 %"";""99","69 %"""
"DV04HH;""ProSiebenSat.1 Media SE"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:51"";""DZ BANK"";""99","69 %"";""100","19 %"""
"DV04HH;""ProSiebenSat.1 Media SE"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:51"";""DZ BANK"";""99","69 %"";""100","19 %"""
"DV04G7;""Henkel AG & Co. KGaA Vz."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:47"";""DZ BANK"";""99","17 %"";""99","67 %"""
"DV04GV;""Danone S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:52"";""DZ BANK"";""101","53 %"";""102","03 %"""
"DV04G4;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:37"";""DZ BANK"";""99","13 %"";""99","63 %"""
"DV04GF;""BASF SE"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:51"";""DZ BANK"";""99","08 %"";""99","58 %"""
"DV04G9;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.12.2021"";""21:33:00"";""DZ BANK"";""97","23 %"";""97","73 %"""
"DV04HA;""Infineon Technologies AG"";""Aktienanleihe Protect"";""16.03.2022"";""21:33:00"";""DZ BANK"";""97","28 %"";""97","78 %"""
"DV04GW;""Danone S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:52"";""DZ BANK"";""101","44 %"";""101","94 %"""
"DV04HZ;""Total SE"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:52"";""DZ BANK"";""101","23 %"";""101","73 %"""
"DV04GX;""Deutsche Bank AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:30"";""DZ BANK"";""102","33 %"";""102","83 %"""
"DV04G3;""Fresenius Medical Care AG & Co. KGaA"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:51"";""DZ BANK"";""99","87 %"";""100","37 %"""
"DV04HM;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:45"";""DZ BANK"";""102","05 %"";""102","55 %"""
"DV04GB;""Airbus Group SE"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:37"";""DZ BANK"";""100","98 %"";""101","48 %"""
"DV04H7;""Vonovia SE"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:47"";""DZ BANK"";""99","56 %"";""100","06 %"""
"DV04HY;""Société Générale S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:35"";""DZ BANK"";""100","88 %"";""101","38 %"""
"DV04H6;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:50"";""DZ BANK"";""99","13 %"";""99","63 %"""
"DV04HK;""Repsol S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:40:08"";""DZ BANK"";""100","71 %"";""101","21 %"""
"DV04GD;""Airbus Group SE"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:03"";""DZ BANK"";""100","76 %"";""101","26 %"""
"DV04GQ;""Crédit Agricole S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:52"";""DZ BANK"";""100","25 %"";""100","75 %"""
"DV04HT;""Sanofi S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:52"";""DZ BANK"";""99","17 %"";""99","67 %"""
"DV04GC;""Airbus Group SE"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:51"";""DZ BANK"";""101","13 %"";""101","63 %"""
"DV04HR;""RWE AG"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:47"";""DZ BANK"";""100","01 %"";""100","51 %"""
"DV04GZ;""Deutsche Lufthansa AG"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:52"";""DZ BANK"";""101","71 %"";"" -- %""",
"DV04G8;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:33:00"";""DZ BANK"";""97","21 %"";""97","71 %"""
"DV04F9;""AEGON N.V."";""Aktienanleihe Protect"";""15.12.2021"";""21:41:04"";""DZ BANK"";""99","12 %"";""99","62 %"""
"DV04GM;""Continental AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:47"";""DZ BANK"";""100","59 %"";""101","09 %"""
"DV04HU;""Sanofi S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:52"";""DZ BANK"";""99","49 %"";""99","99 %"""
"DV04HD;""Linde PLC"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:50"";""DZ BANK"";""99","44 %"";""99","94 %"""
"DV04GP;""Crédit Agricole S.A."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:52"";""DZ BANK"";""100","48 %"";""100","98 %"""
"DV04HP;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:45"";""DZ BANK"";""102","38 %"";""102","88 %"""
"DV04G6;""Henkel AG & Co. KGaA Vz."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:47"";""DZ BANK"";""99","14 %"";""99","64 %"""
"DV04GN;""Continental AG"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:35"";""DZ BANK"";""100","58 %"";""101","08 %"""
"DV04HS;""RWE AG"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:47"";""DZ BANK"";""99","73 %"";""100","23 %"""
"DV04F8;""AEGON N.V."";""Aktienanleihe Protect"";""15.09.2021"";""21:41:04"";""DZ BANK"";""99","22 %"";""99","72 %"""
"DV04GA;""AEGON N.V."";""Aktienanleihe Protect"";""16.03.2022"";""21:41:04"";""DZ BANK"";""98","84 %"";""99","34 %"""
"DV04GH;""BNP Paribas S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:37"";""DZ BANK"";""100","95 %"";""101","45 %"""
"DV04HC;""K+S AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:34"";""DZ BANK"";""101","17 %"";""101","67 %"""
"DV04GS;""Daimler AG"";""Aktienanleihe Protect"";""15.12.2021"";""21:58:06"";""DZ BANK"";""98","58 %"";""99","08 %"""
"DV04GE;""Allianz SE"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:48"";""DZ BANK"";""101","55 %"";""102","05 %"""
"DV04GT;""Daimler AG"";""Aktienanleihe Protect"";""16.03.2022"";""21:58:05"";""DZ BANK"";""98","73 %"";""99","23 %"""
"DV04H3;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:50"";""DZ BANK"";""99","10 %"";""99","60 %"""
"DV04H2;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:50"";""DZ BANK"";""99","12 %"";""99","62 %"""
"DV04GK;""Commerzbank AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:27"";""DZ BANK"";""101","31 %"";""101","81 %"""
"DV04G1;""E.ON SE"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:29"";""DZ BANK"";""99","38 %"";""99","88 %"""
"DV04HW;""Société Générale S.A."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:31"";""DZ BANK"";""100","48 %"";""100","98 %"""
"DV04HV;""SAP SE"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:51"";""DZ BANK"";""98","71 %"";""99","21 %"""
"DV04GJ;""BNP Paribas S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:34"";""DZ BANK"";""100","89 %"";""101","39 %"""
"DV04HN;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:45"";""DZ BANK"";""102","55 %"";""103","05 %"""
"DV04H1;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:50"";""DZ BANK"";""99","14 %"";""99","64 %"""
"DV04GR;""Daimler AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:55"";""DZ BANK"";""99","05 %"";""99","55 %"""
"DV04GL;""Commerzbank AG"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:47"";""DZ BANK"";""101","79 %"";""102","29 %"""
"DV04GG;""BMW AG"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:50"";""DZ BANK"";""99","47 %"";""99","97 %"""
"DV04HJ;""Repsol S.A."";""Aktienanleihe Protect"";""15.09.2021"";""21:40:08"";""DZ BANK"";""100","00 %"";""100","50 %"""
"DV04HB;""ING Groep N.V."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:41"";""DZ BANK"";""100","90 %"";""101","40 %"""
"DV04GY;""Deutsche Lufthansa AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:19"";""DZ BANK"";""101","25 %"";"" -- %""",
"DV04HE;""Merck KGaA"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:28"";""DZ BANK"";""99","72 %"";""100","22 %"""
"DV04HF;""Merck KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:28"";""DZ BANK"";""99","82 %"";""100","32 %"""
"DV04HX;""Société Générale S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:35"";""DZ BANK"";""100","75 %"";""101","25 %"""
"DV04JY;""Deutsche Lufthansa AG"";""Bonus Cap"";""18.03.2022"";""21:58:55"";""DZ BANK"";""10","14 EUR"";""10","19 EUR"""
"DV04J7;""Deutsche Post AG"";""Bonus Cap"";""18.03.2022"";""21:59:47"";""DZ BANK"";""48","03 EUR"";""48","13 EUR"""
"DV04KB;""RWE AG"";""Bonus Cap"";""17.09.2021"";""21:59:34"";""DZ BANK"";""33","80 EUR"";""33","85 EUR"""
"DV04KU;""RWE AG"";""Bonus Cap"";""17.03.2023"";""21:59:35"";""DZ BANK"";""30","37 EUR"";""30","47 EUR"""
"DV04K5;""Volkswagen AG Vz."";""Bonus Cap"";""17.09.2021"";""21:59:50"";""DZ BANK"";""146","79 EUR"";""146","84 EUR"""
"DV04KQ;""RWE AG"";""Bonus Cap"";""16.09.2022"";""21:59:47"";""DZ BANK"";""26","53 EUR"";""26","63 EUR"""
"DV04KR;""RWE AG"";""Bonus Cap"";""16.12.2022"";""21:59:52"";""DZ BANK"";""30","60 EUR"";""30","70 EUR"""
"DV04K1;""Volkswagen AG Vz."";""Bonus Cap"";""18.06.2021"";""21:59:50"";""DZ BANK"";""151","60 EUR"";""151","65 EUR"""
"DV04KV;""RWE AG"";""Bonus Cap"";""17.03.2023"";""21:59:37"";""DZ BANK"";""33","99 EUR"";""34","09 EUR"""
"DV04JQ;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""21:58:55"";""DZ BANK"";""10","43 EUR"";""10","48 EUR"""
"DV04JL;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""21:58:47"";""DZ BANK"";""12","27 EUR"";""12","32 EUR"""
"DV04JN;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""21:58:47"";""DZ BANK"";""12","04 EUR"";""12","09 EUR"""
"DV04JC;""Daimler AG"";""Bonus Cap"";""16.12.2022"";""21:53:09"";""DZ BANK"";""71","01 EUR"";""71","11 EUR"""
"DV04KY;""SAP SE"";""Bonus Cap"";""17.06.2022"";""21:59:51"";""DZ BANK"";""90","32 EUR"";""90","37 EUR"""
"DV04KL;""RWE AG"";""Bonus Cap"";""17.06.2022"";""21:59:34"";""DZ BANK"";""35","31 EUR"";""35","41 EUR"""
"DV04K3;""Volkswagen AG Vz."";""Bonus Cap"";""18.06.2021"";""21:59:50"";""DZ BANK"";""177","64 EUR"";""177","74 EUR"""
"DV04K9;""Volkswagen AG Vz."";""Bonus Cap"";""17.12.2021"";""21:59:50"";""DZ BANK"";""161","76 EUR"";""161","81 EUR"""
"DV04JA;""Daimler AG"";""Bonus Cap"";""18.06.2021"";""21:58:06"";""DZ BANK"";""70","69 EUR"";""70","79 EUR"""
"DV04KA;""RWE AG"";""Bonus Cap"";""18.06.2021"";""21:55:50"";""DZ BANK"";""34","39 EUR"";""34","49 EUR"""
"DV04JJ;""Deutsche Lufthansa AG"";""Bonus Cap"";""18.06.2021"";""21:59:52"";""DZ BANK"";""10","80 EUR"";""10","90 EUR"""
"DV04J1;""Deutsche Lufthansa AG"";""Bonus Cap"";""18.03.2022"";""21:58:44"";""DZ BANK"";""9","85 EUR"";""9","90 EUR"""
"DV04JR;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.12.2021"";""21:59:52"";""DZ BANK"";""11","79 EUR"";""11","84 EUR"""
"DV04KD;""RWE AG"";""Bonus Cap"";""17.12.2021"";""21:58:57"";""DZ BANK"";""23","90 EUR"";""23","95 EUR"""
"DV04LD;""Volkswagen AG Vz."";""Bonus Cap"";""17.06.2022"";""21:59:50"";""DZ BANK"";""157","07 EUR"";""157","12 EUR"""
"DV04LE;""Volkswagen AG Vz."";""Bonus Cap"";""17.06.2022"";""21:59:50"";""DZ BANK"";""146","12 EUR"";""146","17 EUR"""
"DV04JP;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""21:58:55"";""DZ BANK"";""9","17 EUR"";""9","22 EUR"""
"DV04K2;""Volkswagen AG Vz."";""Bonus Cap"";""18.06.2021"";""21:59:50"";""DZ BANK"";""164","80 EUR"";""164","85 EUR"""
"DV04KN;""RWE AG"";""Bonus Cap"";""16.09.2022"";""21:59:37"";""DZ BANK"";""30","99 EUR"";""31","09 EUR"""
"DV04KZ;""SAP SE"";""Bonus Cap"";""17.03.2023"";""21:59:51"";""DZ BANK"";""87","64 EUR"";""87","69 EUR"""
"DV04LF;""Volkswagen AG Vz."";""Bonus Cap"";""16.09.2022"";""21:59:50"";""DZ BANK"";""152","09 EUR"";""152","14 EUR"""
"DV04JU;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.12.2021"";""21:58:47"";""DZ BANK"";""8","94 EUR"";""8","99 EUR"""
"DV04KF;""RWE AG"";""Bonus Cap"";""18.03.2022"";""21:59:23"";""DZ BANK"";""27","98 EUR"";""28","03 EUR"""
"DV04KC;""RWE AG"";""Bonus Cap"";""17.12.2021"";""21:59:34"";""DZ BANK"";""28","45 EUR"";""28","50 EUR"""
"DV04J3;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.06.2022"";""21:58:44"";""DZ BANK"";""9","82 EUR"";""9","92 EUR"""
"DV04KJ;""RWE AG"";""Bonus Cap"";""18.03.2022"";""21:59:34"";""DZ BANK"";""27","67 EUR"";""27","72 EUR"""
"DV04KT;""RWE AG"";""Bonus Cap"";""16.12.2022"";""21:59:47"";""DZ BANK"";""26","27 EUR"";""26","37 EUR"""
"DV04H8;""adidas AG"";""Bonus Cap"";""17.09.2021"";""21:59:51"";""DZ BANK"";""240","17 EUR"";""240","22 EUR"""
"DV04JW;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.12.2021"";""21:59:52"";""DZ BANK"";""10","00 EUR"";""10","05 EUR"""
"DV04KX;""SAP SE"";""Bonus Cap"";""17.06.2022"";""21:59:47"";""DZ BANK"";""109","36 EUR"";""109","41 EUR"""
"DV04K8;""Volkswagen AG Vz."";""Bonus Cap"";""17.12.2021"";""21:59:50"";""DZ BANK"";""153","09 EUR"";""153","14 EUR"""
"DV04H9;""BASF SE"";""Bonus Cap"";""17.06.2022"";""21:59:51"";""DZ BANK"";""81","92 EUR"";""81","97 EUR"""
"DV04LC;""Volkswagen AG Vz."";""Bonus Cap"";""18.03.2022"";""21:59:50"";""DZ BANK"";""150","27 EUR"";""150","32 EUR"""
"DV04J6;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.03.2023"";""21:59:52"";""DZ BANK"";""11","72 EUR"";""11","82 EUR"""
"DV04JM;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""21:58:47"";""DZ BANK"";""10","66 EUR"";""10","71 EUR"""
"DV04KP;""RWE AG"";""Bonus Cap"";""16.09.2022"";""21:59:37"";""DZ BANK"";""34","80 EUR"";""34","90 EUR"""
