"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,,
"DV06PF;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV068N;""Süss Microtec AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07AB;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PA;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV066E;""MasterCard Inc."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV063J;""Deutsche Bank AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061M;""AUTO1 Group SE"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LJ;""Palladium"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV067H;""Koninklijke Philips N.V."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV066Y;""Nokia Corp."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV067H;""Koninklijke Philips N.V."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0698;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP22N;""EUR/HUF"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07FM;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP23E;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV068V;""Telefónica S.A."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV068U;""Telefónica Deutschland Holding AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0688;""Uniper SE"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06K3;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0663;""Norma Group AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064W;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061D;""Allianz SE"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064C;""Electronic Arts Inc."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0680;""ThyssenKrupp AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06N5;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0667;""Northern Data AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LY;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07E8;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06N2;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP237;""EUR/ZAR"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06N2;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0682;""TUI AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07E9;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06NT;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PK;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP213;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV069V;""Westwing Group AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064V;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064R;""Fraport AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LB;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0605;""Air Liquide S.A."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0657;""Leoni AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV069G;""VISA Inc."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV069D;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0691;""Euro Stoxx 50 (Kursindex) EUR"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06NQ;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV063Y;""Deutsche Lufthansa AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV067F;""PAYPAL HOLDINGS INC."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV068F;""Siemens Energy AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07FC;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0641;""Gilead Sciences Inc."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LM;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV060Z;""Adobe"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07E7;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0606;""Airbus Group SE"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV066K;""MorphoSys AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP23Z;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LV;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV060T;""Aareal Bank AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV068D;""Shop Apotheke Europe N.V."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06N0;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP22M;""EUR/GBP"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0692;""Euro Stoxx 50 (Kursindex) EUR"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0623;""COVESTRO AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PV;""Nickel Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV066J;""Microsoft Corporation"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV060U;""Aareal Bank AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP224;""EUR/NOK"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV067M;""PVA TEPLA AG ORD NPV"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LX;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061E;""Amazon.com Inc."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV065T;""Intel Corporation"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06K8;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07FB;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064L;""EssilorLuxottica"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061S;""Banco Santander S.A."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0687;""Union Pacific Corp."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP22W;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06N4;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0659;""Linde PLC"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV062C;""BMW AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06P9;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06QN;""Baumwolle Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06K4;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PW;""Nickel Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PC;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06QA;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06P4;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07FP;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LC;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV065M;""home24 Br"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PN;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0686;""Unicredito Italiano S.p.A."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV062G;""Carl Zeiss Meditec AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP23C;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP22V;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PM;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061L;""Aumann Br"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0668;""NVIDIA Corp."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0648;""Heidelberger Druckmaschinen AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV060Y;""adidas AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0625;""Danone S.A."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV060V;""Aareal Bank AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06P6;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0638;""Draegerwerk AG & CO. KGAA Vz."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV066X;""Nokia Corp."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0674;""SAP SE"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PS;""Blei Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0620;""Continental AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP22B;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP235;""EUR/ZAR"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP22B;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV062F;""CANCOM SE"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PQ;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV065C;""HelloFresh SE"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061N;""Autodesk Inc."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV062V;""Commerzbank AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0693;""Euro Stoxx 50 (Kursindex) EUR"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP216;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06NR;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV065S;""ING Groep N.V."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06MM;""Aluminium Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06QC;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06NU;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0681;""TUI AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PJ;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV066H;""Merck KGaA"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LU;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0694;""Euro Stoxx 50 (Kursindex) EUR"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV069L;""Volkswagen AG Vz."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06P5;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV065U;""Intesa Sanpaolo S.p.A."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07FR;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06K2;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP23W;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV067S;""Repsol S.A."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0640;""Gerresheimer AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP212;""EUR/CAD"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061T;""Barrick Gold Corporation"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP211;""EUR/CAD"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV067N;""PVA TEPLA AG ORD NPV"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06N7;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0614;""Bayer AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0611;""Bayer AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061H;""ArcelorMittal S.A."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV068L;""Square Inc."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV067U;""Royal Dutch Shell plc"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0603;""Adyen"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061F;""Anheuser-Busch InBev"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064K;""Eni S.p.A."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06N1;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0683;""TUI AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06K5;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LW;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV069K;""Volkswagen AG Vz."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06N8;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06K6;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV062E;""Booking Holdings Inc."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06QG;""Zink Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07FE;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0631;""Deutsche Post AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06P8;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV067D;""Patrizia AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0630;""DEUTSCHE PFAND AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0624;""Daimler AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP23B;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064A;""E.ON SE"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061B;""AIXTRON AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06NZ;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06K0;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06K0;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV061U;""BASF SE"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0617;""Beiersdorf AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0655;""LEG Immobilien AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0660;""Nordex AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0653;""Lanxess AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LS;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06NS;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV065X;""K+S AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064E;""ElringKlinger AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06PP;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LN;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV06LK;""Palladium"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV063L;""Deutsche Bank AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV062J;""Caterpillar Inc."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0649;""Heidelberger Druckmaschinen AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07FF;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064G;""Encavis AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064J;""Engie S.A."";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV0637;""Deutz AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV068Z;""ThyssenKrupp AG"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP214;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV064X;""Fresenius SE & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DFP22R;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
