"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,,
"DV04CS;""Platin"";""Endlos Turbo Short"";""Endlos"";""21:59:58"";""DZ BANK"";""37","17 EUR"";""37","32 EUR""",
"DV04DU;""WTI Crude Oil Future (NYMEX)"";""Endlos Turbo Short"";""Endlos"";""22:00:00"";""DZ BANK"";""30","11 EUR"";""30","11 EUR""",
"DV03W8;""Société Générale S.A."";""Endlos Turbo Short"";""Endlos"";""21:58:03"";""DZ BANK"";""0","91 EUR"";""0","94 EUR""",
"DV03W3;""Siemens Energy AG"";""Endlos Turbo Short"";""Endlos"";""21:56:13"";""DZ BANK"";""0","25 EUR"";""0","31 EUR""",
"DV03W5;""SMA Solar Technology AG"";""Endlos Turbo Short"";""Endlos"";""21:58:11"";""DZ BANK"";""1","17 EUR"";""1","29 EUR""",
"DV03W2;""Siemens AG"";""Endlos Turbo Short"";""Endlos"";""21:59:23"";""DZ BANK"";""3","32 EUR"";""3","37 EUR""",
"DV03V4;""Merck KGaA"";""Endlos Turbo Short"";""Endlos"";""21:58:55"";""DZ BANK"";""0","19 EUR"";""0","25 EUR""",
"DV03XD;""Tag Immobilien AG"";""Endlos Turbo Short"";""Endlos"";""21:56:12"";""DZ BANK"";""0","15 EUR"";""0","21 EUR""",
"DV03VQ;""Heidelberger Druckmaschinen AG"";""Endlos Turbo Short"";""Endlos"";""21:58:03"";""DZ BANK"";""0","19 EUR"";""0","34 EUR""",
"DV03XX;""Wacker Chemie AG"";""Endlos Turbo Short"";""Endlos"";""21:59:24"";""DZ BANK"";""0","59 EUR"";""0","74 EUR""",
"DV03VG;""GEA Group AG"";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""0","19 EUR"";""0","25 EUR""",
"DV03VU;""Iberdrola S.A."";""Endlos Turbo Short"";""Endlos"";""21:58:40"";""DZ BANK"";""0","46 EUR"";""0","76 EUR""",
"DV03V0;""JPMorgan Chase & Co."";""Endlos Turbo Short"";""Endlos"";""21:59:37"";""DZ BANK"";""6","98 EUR"";""6","99 EUR""",
"DFP2KL;""EUR/CAD"";""Endlos Turbo Short"";""Endlos"";""21:59:57"";""DZ BANK"";""0","20 EUR"";""0","22 EUR""",
"DV03PE;""Platin"";""Endlos Turbo Short"";""Endlos"";""21:59:58"";""DZ BANK"";""5","98 EUR"";""6","13 EUR""",
"DV03TN;""Air Liquide S.A."";""Endlos Turbo Short"";""Endlos"";""21:59:36"";""DZ BANK"";""0","69 EUR"";"" -- EUR""",,
"DV03XR;""Vivendi S.A."";""Endlos Turbo Short"";""Endlos"";""21:58:03"";""DZ BANK"";""0","19 EUR"";""0","22 EUR""",
"DV03TK;""Adobe"";""Endlos Turbo Short"";""Endlos"";""21:55:35"";""DZ BANK"";""0","22 EUR"";""0","23 EUR""",
"DV03WT;""RWE AG"";""Endlos Turbo Short"";""Endlos"";""21:59:52"";""DZ BANK"";""0","21 EUR"";""0","22 EUR""",
"DV03T6;""Carl Zeiss Meditec AG"";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""0","76 EUR"";""1","09 EUR""",
"DV03WW;""SCHAEFFLER AG INHABER-VORZUGSAKT.O.ST. O.N."";""Endlos Turbo Short"";""Endlos"";""21:58:05"";""DZ BANK"";""0","27 EUR"";""0","42 EUR""",
"DV03V5;""Metro AG"";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""0","78 EUR"";""0","99 EUR""",
"DV03V2;""KWS SAAT AG"";""Endlos Turbo Short"";""Endlos"";""21:59:49"";""DZ BANK"";""0","35 EUR"";""0","47 EUR""",
"DV03XM;""Unilever Rg"";""Endlos Turbo Short"";""Endlos"";""21:59:21"";""DZ BANK"";""0","13 EUR"";""0","17 EUR""",
"DV03UJ;""Danone S.A."";""Endlos Turbo Short"";""Endlos"";""21:59:53"";""DZ BANK"";""2","69 EUR"";""2","74 EUR""",
"DV03U8;""Evotec AG"";""Endlos Turbo Short"";""Endlos"";""21:58:52"";""DZ BANK"";""0","30 EUR"";""0","36 EUR""",
"DFP2LA;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""22:00:00"";""DZ BANK"";""1","23 EUR"";""1","25 EUR""",
"DFP2KE;""EUR/AUD"";""Endlos Turbo Short"";""Endlos"";""21:59:58"";""DZ BANK"";""0","51 EUR"";""0","53 EUR""",
"DV03V8;""MorphoSys AG"";""Endlos Turbo Short"";""Endlos"";""21:59:27"";""DZ BANK"";""0","50 EUR"";""0","62 EUR""",
"DFP2K9;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""22:00:00"";""DZ BANK"";""1","11 EUR"";""1","13 EUR""",
"DV03V6;""Microsoft Corporation"";""Endlos Turbo Short"";""Endlos"";""21:59:43"";""DZ BANK"";""1","15 EUR"";""1","16 EUR""",
"DV03WG;""Prosus N.V."";""Endlos Turbo Short"";""Endlos"";""21:59:30"";""DZ BANK"";""1","01 EUR"";""1","07 EUR""",
"DV03VY;""Infineon Technologies AG"";""Endlos Turbo Short"";""Endlos"";""21:33:00"";""DZ BANK"";""1","21 EUR"";""1","27 EUR""",
"DV03X0;""Zalando SE"";""Endlos Turbo Short"";""Endlos"";""21:59:30"";""DZ BANK"";""1","23 EUR"";""1","41 EUR""",
"DV03WM;""Repsol S.A."";""Endlos Turbo Short"";""Endlos"";""21:35:31"";""DZ BANK"";""0","99 EUR"";""1","05 EUR""",
"DFP2KD;""EUR/AUD"";""Endlos Turbo Short"";""Endlos"";""21:59:58"";""DZ BANK"";""0","38 EUR"";""0","40 EUR""",
"DV03VE;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""1","41 EUR"";""1","43 EUR""",
"DV03XN;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""21:58:29"";""DZ BANK"";""1","58 EUR"";""1","76 EUR""",
"DV03U7;""Enel S.p.A."";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""0","54 EUR"";""0","60 EUR""",
"DV03TR;""Amazon.com Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""2","11 EUR"";""2","12 EUR""",
"DV03WZ;""SFC ENERGY AG"";""Endlos Turbo Short"";""Endlos"";""21:59:38"";""DZ BANK"";""9","93 EUR"";""10","23 EUR""",
"DFP2LB;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""22:00:00"";""DZ BANK"";""1","35 EUR"";""1","37 EUR""",
"DV03VC;""Freeport-McMoRan Copper & Gold Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""21","89 EUR"";""21","90 EUR""",
"DV03T2;""Bechtle AG"";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""0","94 EUR"";""1","21 EUR""",
"DV03VA;""Fielmann AG"";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""0","53 EUR"";""0","62 EUR""",
"DV03TM;""Ahold Delhaize NV"";""Endlos Turbo Short"";""Endlos"";""21:59:53"";""DZ BANK"";""0","08 EUR"";""0","12 EUR""",
"DV03T4;""Beiersdorf AG"";""Endlos Turbo Short"";""Endlos"";""21:36:01"";""DZ BANK"";""0","15 EUR"";""0","18 EUR""",
"DFP2KC;""EUR/AUD"";""Endlos Turbo Short"";""Endlos"";""21:59:58"";""DZ BANK"";""0","25 EUR"";""0","27 EUR""",
"DV03TL;""AEGON N.V."";""Endlos Turbo Short"";""Endlos"";""21:41:04"";""DZ BANK"";""1","98 EUR"";""2","02 EUR""",
"DV03WC;""NIKE Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:21"";""DZ BANK"";""0","78 EUR"";""0","79 EUR""",
"DV04A6;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""21:59:54"";""DZ BANK"";""5","31 EUR"";""5","34 EUR""",
"DV03VZ;""Intel Corporation"";""Endlos Turbo Short"";""Endlos"";""21:59:46"";""DZ BANK"";""0","29 EUR"";""0","30 EUR""",
"DV03U5;""Draegerwerk AG & CO. KGAA Vz."";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""0","36 EUR"";""0","54 EUR""",
"DV03WF;""PAYPAL HOLDINGS INC."";""Endlos Turbo Short"";""Endlos"";""21:59:39"";""DZ BANK"";""2","95 EUR"";""2","96 EUR""",
"DV03WK;""PVA TEPLA AG ORD NPV"";""Endlos Turbo Short"";""Endlos"";""21:37:10"";""DZ BANK"";""0","62 EUR"";""0","65 EUR""",
"DV03VS;""Henkel AG & Co. KGaA Vz."";""Endlos Turbo Short"";""Endlos"";""21:58:53"";""DZ BANK"";""0","39 EUR"";""0","43 EUR""",
"DV03XF;""Tesla Inc"";""Endlos Turbo Short"";""Endlos"";""21:59:31"";""DZ BANK"";""0","82 EUR"";"" -- EUR""",,
"DV03VF;""Fresenius SE & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""0","93 EUR"";""0","95 EUR""",
"DV03V7;""Microsoft Corporation"";""Endlos Turbo Short"";""Endlos"";""21:59:53"";""DZ BANK"";""3","11 EUR"";""3","12 EUR""",
"DV03WN;""Repsol S.A."";""Endlos Turbo Short"";""Endlos"";""21:40:08"";""DZ BANK"";""5","46 EUR"";""5","52 EUR""",
"DV03WE;""Orange S.A."";""Endlos Turbo Short"";""Endlos"";""21:59:12"";""DZ BANK"";""0","17 EUR"";""0","29 EUR""",
"DV03TU;""Autodesk Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:53"";""DZ BANK"";""2","16 EUR"";""3","00 EUR""",
"DV03TZ;""Bauer AG"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""0","10 EUR"";""1","30 EUR""",
"DV03UK;""Delivery Hero SE"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""1","50 EUR"";""1","78 EUR""",
"DV03W9;""Square Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:47"";""DZ BANK"";""4","52 EUR"";""4","55 EUR""",
"DV03FS;""Kering S.A."";""Endlos Turbo Short"";""Endlos"";""21:59:53"";""DZ BANK"";""0","17 EUR"";""0","23 EUR""",
"DFP2G7;""EUR/AUD"";""Endlos Turbo Short"";""Endlos"";""21:59:57"";""DZ BANK"";""0","76 EUR"";""0","78 EUR""",
"DV03G1;""Singulus Technologies AG"";""Endlos Turbo Short"";""Endlos"";""21:58:16"";""DZ BANK"";""1","71 EUR"";""2","31 EUR""",
"DV027H;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""19:59:00"";""DZ BANK"";""17","65 EUR"";""17","74 EUR""",
"DV03FB;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""21:59:49"";""DZ BANK"";""0","38 EUR"";""0","40 EUR""",
"DV027G;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""19:59:00"";""DZ BANK"";""17","32 EUR"";""17","41 EUR""",
"DV03E8;""Evotec AG"";""Endlos Turbo Short"";""Endlos"";""21:56:13"";""DZ BANK"";""0","53 EUR"";""0","59 EUR""",
"DV03GD;""Porsche Automobil Holding SE"";""Endlos Turbo Short"";""Endlos"";""21:59:27"";""DZ BANK"";""3","22 EUR"";""3","37 EUR""",
"DV03E4;""E.ON SE"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""0","28 EUR"";""0","32 EUR""",
"DFP2HQ;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""22:00:00"";""DZ BANK"";""1","47 EUR"";""1","49 EUR""",
"DV03FY;""LPKF Laser & Electronics AG"";""Endlos Turbo Short"";""Endlos"";""21:58:04"";""DZ BANK"";""0","60 EUR"";""0","66 EUR""",
"DV027X;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""19:57:59"";""DZ BANK"";""6","52 EUR"";""6","67 EUR""",
"DV03GA;""Northern Data AG"";""Endlos Turbo Short"";""Endlos"";""17:29:56"";""DZ BANK"";""2","68 EUR"";""2","88 EUR""",
"DV03G0;""Singulus Technologies AG"";""Endlos Turbo Short"";""Endlos"";""21:58:16"";""DZ BANK"";""1","06 EUR"";""1","66 EUR""",
"DV03GG;""Qualcomm Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:46"";""DZ BANK"";""6","64 EUR"";""6","65 EUR""",
"DV027Y;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""19:57:59"";""DZ BANK"";""6","85 EUR"";""7","00 EUR""",
"DFP2HR;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""22:00:00"";""DZ BANK"";""1","65 EUR"";""1","67 EUR""",
"DV03D4;""Bechtle AG"";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""1","58 EUR"";""1","85 EUR""",
"DV03F0;""Manz Automation AG"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""3","39 EUR"";""3","69 EUR""",
"DV027Z;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""19:57:59"";""DZ BANK"";""7","18 EUR"";""7","33 EUR""",
"DV03EJ;""Commerzbank AG"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""0","15 EUR"";""0","18 EUR""",
"DV03F2;""Merck KGaA"";""Endlos Turbo Short"";""Endlos"";""21:58:55"";""DZ BANK"";""0","45 EUR"";""0","51 EUR""",
"DV03DU;""Advanced Micro Devices Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:35"";""DZ BANK"";""0","68 EUR"";""0","69 EUR""",
"DV027L;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""19:59:00"";""DZ BANK"";""18","63 EUR"";""18","72 EUR""",
"DFP2HS;""EUR/NZD"";""Endlos Turbo Short"";""Endlos"";""22:00:00"";""DZ BANK"";""1","83 EUR"";""1","85 EUR""",
"DV03HU;""Vonovia SE"";""Endlos Turbo Short"";""Endlos"";""21:58:48"";""DZ BANK"";""0","15 EUR"";""0","18 EUR""",
"DV03ER;""Daimler AG"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""2","02 EUR"";""2","04 EUR""",
"DV027J;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""19:59:00"";""DZ BANK"";""17","97 EUR"";""18","06 EUR""",
"DV03G7;""Süss Microtec AG"";""Endlos Turbo Short"";""Endlos"";""21:58:53"";""DZ BANK"";""0","78 EUR"";""1","41 EUR""",
"DV03EM;""CROPENERGIES"";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""1","32 EUR"";""1","62 EUR""",
"DV03HV;""ZOOPLUS AG"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""3","17 EUR"";""3","62 EUR""",
"DV03HD;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""21:58:29"";""DZ BANK"";""2","68 EUR"";""2","86 EUR""",
"DV03FH;""Henkel AG & Co. KGaA Vz."";""Endlos Turbo Short"";""Endlos"";""21:58:47"";""DZ BANK"";""0","30 EUR"";""0","34 EUR""",
"DV03GP;""RWE AG"";""Endlos Turbo Short"";""Endlos"";""21:58:50"";""DZ BANK"";""0","25 EUR"";""0","26 EUR""",
"DV03D1;""Barrick Gold Corporation"";""Endlos Turbo Short"";""Endlos"";""21:59:52"";""DZ BANK"";""1","32 EUR"";""1","33 EUR""",
"DV03FP;""Jungheinrich AG"";""Endlos Turbo Short"";""Endlos"";""21:58:51"";""DZ BANK"";""0","26 EUR"";""0","32 EUR""",
"DV03F3;""MTU Aero Engines AG"";""Endlos Turbo Short"";""Endlos"";""21:59:34"";""DZ BANK"";""1","46 EUR"";""1","64 EUR""",
"DV03JQ;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""22:00:00"";""DZ BANK"";""8","25 EUR"";""8","26 EUR""",
"DV03DY;""Apple Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""0","98 EUR"";""0","99 EUR""",
"DV03FX;""Leoni AG"";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""1","62 EUR"";""1","86 EUR""",
"DV03JP;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""22:00:00"";""DZ BANK"";""8","04 EUR"";""8","05 EUR""",
"DV03FA;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""0","26 EUR"";""0","28 EUR""",
"DV03E7;""Engie S.A."";""Endlos Turbo Short"";""Endlos"";""21:58:55"";""DZ BANK"";""0","58 EUR"";"" -- EUR""",,
"DV03FZ;""Manz Automation AG"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""1","14 EUR"";""1","44 EUR""",
"DV03D8;""Beiersdorf AG"";""Endlos Turbo Short"";""Endlos"";""20:58:15"";""DZ BANK"";""0","72 EUR"";""0","75 EUR""",
"DV03EK;""Compugroup Medical SE und Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""0","83 EUR"";""1","01 EUR""",
"DV03GV;""Shop Apotheke Europe N.V."";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""3","27 EUR"";""3","81 EUR""",
"DV03HH;""Volkswagen AG"";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""5","53 EUR"";""5","83 EUR""",
"DV03EQ;""Daimler AG"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""0","22 EUR"";""0","24 EUR""",
"DV03G4;""SMA Solar Technology AG"";""Endlos Turbo Short"";""Endlos"";""21:58:09"";""DZ BANK"";""0","76 EUR"";""0","88 EUR""",
"DV03HT;""Volkswagen AG Vz."";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""8","56 EUR"";""8","62 EUR""",
"DV03E6;""Encavis AG"";""Endlos Turbo Short"";""Endlos"";""21:59:35"";""DZ BANK"";""2","38 EUR"";"" -- EUR""",,
"DFP2G8;""EUR/AUD"";""Endlos Turbo Short"";""Endlos"";""21:59:58"";""DZ BANK"";""0","89 EUR"";""0","91 EUR""",
"DV027W;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""19:57:10"";""DZ BANK"";""1","59 EUR"";""1","74 EUR""",
"DV03E9;""Facebook Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:53"";""DZ BANK"";""1","65 EUR"";""1","66 EUR""",
"DV03GN;""RWE AG"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""0","17 EUR"";""0","18 EUR""",
"DV027P;""Nickel Future"";""Endlos Turbo Short"";""Endlos"";""19:59:00"";""DZ BANK"";""8","40 EUR"";""8","49 EUR""",
"DV03GT;""Scout24 AG "";""Endlos Turbo Short"";""Endlos"";""21:58:04"";""DZ BANK"";""4","67 EUR"";""4","76 EUR""",
"DV03FJ;""Hochtief AG"";""Endlos Turbo Short"";""Endlos"";""21:59:34"";""DZ BANK"";""0","85 EUR"";""1","12 EUR""",
"DV03JR;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""21:59:59"";""DZ BANK"";""8","45 EUR"";""8","46 EUR""",
"DV03E3;""DIC Asset AG"";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""1","44 EUR"";""1","68 EUR""",
"DV03E5;""ECKERT & ZIEGLER"";""Endlos Turbo Short"";""Endlos"";""21:58:05"";""DZ BANK"";""0","92 EUR"";""1","22 EUR""",
"DV027K;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""19:59:00"";""DZ BANK"";""18","30 EUR"";""18","39 EUR""",
"DFP2G6;""EUR/AUD"";""Endlos Turbo Short"";""Endlos"";""21:59:58"";""DZ BANK"";""0","63 EUR"";""0","65 EUR""",
"DV03G3;""SLM Solutions Group AG"";""Endlos Turbo Short"";""Endlos"";""21:59:37"";""DZ BANK"";""3","03 EUR"";""3","51 EUR""",
"DV03HC;""va-Q-tec AG"";""Endlos Turbo Short"";""Endlos"";""21:58:03"";""DZ BANK"";""0","59 EUR"";""0","68 EUR""",
"DV02VK;""Aurubis AG"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""4","07 EUR"";""4","25 EUR""",
"DV02V2;""Carl Zeiss Meditec AG"";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""1","12 EUR"";""1","45 EUR""",
"DV02VM;""Barrick Gold Corporation"";""Endlos Turbo Short"";""Endlos"";""21:59:52"";""DZ BANK"";""1","87 EUR"";""1","88 EUR""",
"DV02W2;""Freeport-McMoRan Copper & Gold Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""16","27 EUR"";""16","28 EUR""",
"DV02VQ;""Bauer AG"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""0","80 EUR"";""2","00 EUR""",
"DV02Z9;""Euro Bund Future"";""Endlos Turbo Short"";""Endlos"";""21:59:30"";""DZ BANK"";""2","97 EUR"";""2","98 EUR""",
"DV02W3;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""0","46 EUR"";""0","48 EUR""",
"DV020B;""Euro Bund Future"";""Endlos Turbo Short"";""Endlos"";""21:59:30"";""DZ BANK"";""3","47 EUR"";""3","48 EUR""",
"DV02W5;""Goldman Sachs Group Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:39"";""DZ BANK"";""2","63 EUR"";""2","64 EUR""",
"DV02XV;""Leoni AG"";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""2","39 EUR"";""2","63 EUR""",
"DV02Y7;""Westwing Group AG"";""Endlos Turbo Short"";""Endlos"";""21:58:05"";""DZ BANK"";""0","70 EUR"";""0","76 EUR""",
"DV02VZ;""Booking Holdings Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:43"";""DZ BANK"";""2","51 EUR"";""2","80 EUR""",
"DV02YH;""SFC ENERGY AG"";""Endlos Turbo Short"";""Endlos"";""21:59:38"";""DZ BANK"";""5","04 EUR"";""5","34 EUR""",
"DV02WY;""ElringKlinger AG"";""Endlos Turbo Short"";""Endlos"";""21:58:03"";""DZ BANK"";""1","22 EUR"";""1","76 EUR""",
"DV02XU;""Lanxess AG"";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""0","29 EUR"";""0","33 EUR""",
"DV02YV;""TeamViewer AG"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""1","80 EUR"";""1","89 EUR""",
"DV02Y4;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""21:58:29"";""DZ BANK"";""4","88 EUR"";""5","06 EUR""",
"DV02XG;""home24 Br"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""0","54 EUR"";""0","60 EUR""",
"DV02YA;""q.beyond AG"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""1","35 EUR"";""1","41 EUR""",
"DV02X0;""MorphoSys AG"";""Endlos Turbo Short"";""Endlos"";""21:58:58"";""DZ BANK"";""0","75 EUR"";""0","87 EUR""",
"DV020A;""Euro Bund Future"";""Endlos Turbo Short"";""Endlos"";""21:59:30"";""DZ BANK"";""3","22 EUR"";""3","23 EUR""",
"DV02RE;""Brent Crude Future Contract"";""Endlos Turbo Short"";""Endlos"";""21:59:58"";""DZ BANK"";""28","78 EUR"";""28","78 EUR""",
"DV02VF;""ASML Holding N.V."";""Endlos Turbo Short"";""Endlos"";""21:59:52"";""DZ BANK"";""4","27 EUR"";""4","51 EUR""",
"DV02V1;""Capgemini S.A."";""Endlos Turbo Short"";""Endlos"";""21:59:35"";""DZ BANK"";""4","96 EUR"";""5","08 EUR""",
"DV02VJ;""Aurubis AG"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""0","89 EUR"";""1","07 EUR""",
"DV02VG;""Aumann Br"";""Endlos Turbo Short"";""Endlos"";""21:59:24"";""DZ BANK"";""0","13 EUR"";""0","25 EUR""",
"DV02YQ;""SNP SCHNEID.-NEUREIT.O.N."";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""0","39 EUR"";""0","54 EUR""",
"DV02XC;""Heidelberger Druckmaschinen AG"";""Endlos Turbo Short"";""Endlos"";""21:58:03"";""DZ BANK"";""0","15 EUR"";""0","30 EUR""",
"DV02Y3;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""21:58:29"";""DZ BANK"";""3","47 EUR"";""3","65 EUR""",
"DV02YB;""Qualcomm Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""1","10 EUR"";""1","11 EUR""",
"DV02YK;""SGL Carbon SE"";""Endlos Turbo Short"";""Endlos"";""21:58:45"";""DZ BANK"";""0","87 EUR"";""1","05 EUR""",
"DV02VW;""Bertrandt AG"";""Endlos Turbo Short"";""Endlos"";""21:58:04"";""DZ BANK"";""0","59 EUR"";""0","71 EUR""",
"DV02W4;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""21:59:49"";""DZ BANK"";""1","82 EUR"";""1","84 EUR""",
"DV02XQ;""K+S AG"";""Endlos Turbo Short"";""Endlos"";""21:59:51"";""DZ BANK"";""0","57 EUR"";""0","63 EUR""",
"DV02XW;""Leoni AG"";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""3","04 EUR"";""3","28 EUR""",
"DV02WJ;""Daimler AG"";""Endlos Turbo Short"";""Endlos"";""21:58:02"";""DZ BANK"";""3","48 EUR"";""3","50 EUR""",
"DV02YP;""SLM Solutions Group AG"";""Endlos Turbo Short"";""Endlos"";""21:58:53"";""DZ BANK"";""6","72 EUR"";""7","20 EUR""",
"DV02Y2;""UmweltBank"";""Endlos Turbo Short"";""Endlos"";""21:58:03"";""DZ BANK"";""0","60 EUR"";""0","66 EUR""",
"DV02YN;""SLM Solutions Group AG"";""Endlos Turbo Short"";""Endlos"";""21:58:53"";""DZ BANK"";""4","59 EUR"";""5","07 EUR""",
"DV02X5;""PAYPAL HOLDINGS INC."";""Endlos Turbo Short"";""Endlos"";""21:59:37"";""DZ BANK"";""4","04 EUR"";""4","05 EUR""",
"DV02VS;""Bayer AG"";""Endlos Turbo Short"";""Endlos"";""21:59:22"";""DZ BANK"";""1","61 EUR"";""1","63 EUR""",
"DV02X3;""NVIDIA Corp."";""Endlos Turbo Short"";""Endlos"";""21:59:50"";""DZ BANK"";""0","62 EUR"";""0","63 EUR""",
"DV02V4;""Caterpillar Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:41"";""DZ BANK"";""1","71 EUR"";""1","72 EUR""",
"DV02YC;""Rheinmetall AG"";""Endlos Turbo Short"";""Endlos"";""21:59:18"";""DZ BANK"";""0","21 EUR"";""0","35 EUR""",
"DV02WN;""Deutsche Boerse AG"";""Endlos Turbo Short"";""Endlos"";""21:59:47"";""DZ BANK"";""0","47 EUR"";""0","53 EUR""",
"DV02RJ;""WTI Crude Oil Future (NYMEX)"";""Endlos Turbo Short"";""Endlos"";""22:00:00"";""DZ BANK"";""29","25 EUR"";""29","25 EUR""",
"DV02VH;""Aumann Br"";""Endlos Turbo Short"";""Endlos"";""21:58:06"";""DZ BANK"";""0","16 EUR"";""0","28 EUR""",
"DV02YS;""Square Inc."";""Endlos Turbo Short"";""Endlos"";""21:59:47"";""DZ BANK"";""12","54 EUR"";""12","57 EUR""",
"DV02E4;""Singulus Technologies AG"";""Endlos Turbo Short"";""Endlos"";""21:58:16"";""DZ BANK"";""4","34 EUR"";""4","94 EUR""",
