"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,
"DV08J4;""RWE AG"";""Aktienanleihe Protect"";""14.03.2022"";""14:25:31"";""DZ BANK"";""99","550003 %"";""99","650002 %"""
"DV08KF;""SAP SE"";""Aktienanleihe Protect"";""13.06.2022"";""14:36:01"";""DZ BANK"";""100","110001 %"";""100","209999 %"""
"DV08JT;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""14.03.2022"";""14:36:16"";""DZ BANK"";""99","43 %"";""99","529999 %"""
"DV08KJ;""Siemens AG"";""Aktienanleihe Protect"";""14.03.2022"";""14:31:39"";""DZ BANK"";""99","699997 %"";""99","800003 %"""
"DV08JK;""E.ON SE"";""Aktienanleihe Protect"";""14.03.2022"";""14:38:06"";""DZ BANK"";""99","370003 %"";""99","470001 %"""
"DV08J2;""K+S AG"";""Aktienanleihe Protect"";""14.03.2022"";""14:28:28"";""DZ BANK"";""100","629997 %"";""100","730003 %"""
"DV08JX;""Infineon Technologies AG"";""Aktienanleihe Protect"";""14.03.2022"";""14:35:18"";""DZ BANK"";""99","18 %"";""99","279999 %"""
"DV08H6;""BASF SE"";""Aktienanleihe Protect"";""13.06.2022"";""14:25:23"";""DZ BANK"";""100","010002 %"";""100","110001 %"""
"DV08KD;""SAP SE"";""Aktienanleihe Protect"";""13.06.2022"";""14:36:02"";""DZ BANK"";""99","82 %"";""99","919998 %"""
"DV04G5;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""14:36:16"";""DZ BANK"";""99","879997 %"";""99","980003 %"""
"DV04GU;""Danone S.A."";""Aktienanleihe Protect"";""15.09.2021"";""14:32:03"";""DZ BANK"";""99","860001 %"";""99","959999 %"""
"DV04HL;""Repsol S.A."";""Aktienanleihe Protect"";""16.03.2022"";""14:24:05"";""DZ BANK"";""100","82 %"";""100","919998 %"""
"DV04H4;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.12.2021"";""14:19:24"";""DZ BANK"";""101","400002 %"";""101","50 %"""
"DV04HQ;""RWE AG"";""Aktienanleihe Protect"";""15.09.2021"";""14:21:42"";""DZ BANK"";""100","629997 %"";""100","730003 %"""
"DV04G2;""Engie S.A."";""Aktienanleihe Protect"";""15.12.2021"";""14:18:41"";""DZ BANK"";""97","900002 %"";""98","00 %"""
"DV04G0;""Deutsche Telekom AG"";""Aktienanleihe Protect"";""15.09.2021"";""14:20:51"";""DZ BANK"";""100","790001 %"";""100","889999 %"""
"DV04H0;""TUI AG"";""Aktienanleihe Protect"";""15.09.2021"";""14:35:54"";""DZ BANK"";""101","970001 %"";"" -- %""",
"DV04H5;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""16.03.2022"";""14:25:53"";""DZ BANK"";""100","82 %"";""100","919998 %"""
"DV04HH;""ProSiebenSat.1 Media SE"";""Aktienanleihe Protect"";""16.03.2022"";""14:36:25"";""DZ BANK"";""101","610001 %"";""101","709999 %"""
"DV04HG;""ProSiebenSat.1 Media SE"";""Aktienanleihe Protect"";""15.12.2021"";""14:36:26"";""DZ BANK"";""100","68 %"";""100","779999 %"""
"DV04G7;""Henkel AG & Co. KGaA Vz."";""Aktienanleihe Protect"";""16.03.2022"";""14:23:01"";""DZ BANK"";""99","660004 %"";""99","760002 %"""
"DV04G4;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""14:20:41"";""DZ BANK"";""100","139999 %"";""100","239998 %"""
"DV04GV;""Danone S.A."";""Aktienanleihe Protect"";""15.12.2021"";""14:32:02"";""DZ BANK"";""99","93 %"";""100","029999 %"""
"DV04GF;""BASF SE"";""Aktienanleihe Protect"";""15.12.2021"";""14:25:24"";""DZ BANK"";""100","370003 %"";""100","470001 %"""
"DV04G9;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.12.2021"";""14:34:18"";""DZ BANK"";""99","43 %"";""99","529999 %"""
"DV04GW;""Danone S.A."";""Aktienanleihe Protect"";""16.03.2022"";""14:32:02"";""DZ BANK"";""99","800003 %"";""99","900002 %"""
"DV04HA;""Infineon Technologies AG"";""Aktienanleihe Protect"";""16.03.2022"";""14:35:08"";""DZ BANK"";""99","449997 %"";""99","550003 %"""
"DV04HZ;""Total SE"";""Aktienanleihe Protect"";""15.09.2021"";""14:18:55"";""DZ BANK"";""101","029999 %"";""101","129997 %"""
"DV04GX;""Deutsche Bank AG"";""Aktienanleihe Protect"";""15.09.2021"";""14:25:12"";""DZ BANK"";""101","790001 %"";""101","889999 %"""
"DV04G3;""Fresenius Medical Care AG & Co. KGaA"";""Aktienanleihe Protect"";""15.09.2021"";""14:27:24"";""DZ BANK"";""100","959999 %"";""101","059998 %"""
"DV04HM;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""15.09.2021"";""14:37:24"";""DZ BANK"";""101","050003 %"";""101","150002 %"""
"DV04GB;""Airbus Group SE"";""Aktienanleihe Protect"";""15.09.2021"";""14:25:58"";""DZ BANK"";""100","639999 %"";""100","739998 %"""
"DV04H7;""Vonovia SE"";""Aktienanleihe Protect"";""16.03.2022"";""14:32:27"";""DZ BANK"";""100","620003 %"";""100","720001 %"""
"DV04HY;""Société Générale S.A."";""Aktienanleihe Protect"";""16.03.2022"";""14:25:37"";""DZ BANK"";""101","150002 %"";""101","25 %"""
"DV04H6;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""16.03.2022"";""14:35:06"";""DZ BANK"";""101","18 %"";""101","279999 %"""
"DV04HK;""Repsol S.A."";""Aktienanleihe Protect"";""15.12.2021"";""14:20:57"";""DZ BANK"";""101","050003 %"";""101","150002 %"""
"DV04GD;""Airbus Group SE"";""Aktienanleihe Protect"";""16.03.2022"";""14:24:07"";""DZ BANK"";""100","279999 %"";""100","379997 %"""
"DV04GQ;""Crédit Agricole S.A."";""Aktienanleihe Protect"";""16.03.2022"";""14:38:07"";""DZ BANK"";""100","50 %"";""100","599998 %"""
"DV04HT;""Sanofi S.A."";""Aktienanleihe Protect"";""15.12.2021"";""14:37:03"";""DZ BANK"";""99","620003 %"";""99","720001 %"""
"DV04GC;""Airbus Group SE"";""Aktienanleihe Protect"";""15.12.2021"";""14:35:02"";""DZ BANK"";""100","730003 %"";""100","830002 %"""
"DV04HR;""RWE AG"";""Aktienanleihe Protect"";""15.12.2021"";""14:25:41"";""DZ BANK"";""100","709999 %"";""100","809998 %"""
"DV04GZ;""Deutsche Lufthansa AG"";""Aktienanleihe Protect"";""16.03.2022"";""14:36:00"";""DZ BANK"";""102","839996 %"";"" -- %""",
"DV04G8;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.09.2021"";""14:35:04"";""DZ BANK"";""99","660004 %"";""99","760002 %"""
"DV04F9;""AEGON N.V."";""Aktienanleihe Protect"";""15.12.2021"";""14:26:07"";""DZ BANK"";""100","410004 %"";""100","510002 %"""
"DV04GM;""Continental AG"";""Aktienanleihe Protect"";""15.09.2021"";""14:22:04"";""DZ BANK"";""100","419998 %"";""100","519997 %"""
"DV04HU;""Sanofi S.A."";""Aktienanleihe Protect"";""16.03.2022"";""14:22:49"";""DZ BANK"";""100","019997 %"";""100","120003 %"""
"DV04HD;""Linde PLC"";""Aktienanleihe Protect"";""16.03.2022"";""14:27:17"";""DZ BANK"";""100","489998 %"";""100","589996 %"""
"DV04GP;""Crédit Agricole S.A."";""Aktienanleihe Protect"";""15.09.2021"";""14:29:23"";""DZ BANK"";""100","739998 %"";""100","839996 %"""
"DV04HP;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""16.03.2022"";""14:37:24"";""DZ BANK"";""101","019997 %"";""101","120003 %"""
"DV04G6;""Henkel AG & Co. KGaA Vz."";""Aktienanleihe Protect"";""15.09.2021"";""14:27:12"";""DZ BANK"";""99","739998 %"";""99","839996 %"""
"DV04GN;""Continental AG"";""Aktienanleihe Protect"";""15.12.2021"";""14:18:19"";""DZ BANK"";""100","389999 %"";""100","489998 %"""
"DV04HS;""RWE AG"";""Aktienanleihe Protect"";""16.03.2022"";""14:27:03"";""DZ BANK"";""100","489998 %"";""100","589996 %"""
"DV04F8;""AEGON N.V."";""Aktienanleihe Protect"";""15.09.2021"";""14:24:06"";""DZ BANK"";""100","400002 %"";""100","50 %"""
"DV04GA;""AEGON N.V."";""Aktienanleihe Protect"";""16.03.2022"";""14:24:06"";""DZ BANK"";""100","080002 %"";""100","18 %"""
"DV04GH;""BNP Paribas S.A."";""Aktienanleihe Protect"";""15.12.2021"";""14:38:13"";""DZ BANK"";""100","989998 %"";""101","089996 %"""
"DV04HC;""K+S AG"";""Aktienanleihe Protect"";""15.09.2021"";""14:36:15"";""DZ BANK"";""102","440002 %"";""102","540001 %"""
"DV04GS;""Daimler AG"";""Aktienanleihe Protect"";""15.12.2021"";""14:37:24"";""DZ BANK"";""100","459999 %"";""100","559998 %"""
"DV04GE;""Allianz SE"";""Aktienanleihe Protect"";""15.12.2021"";""14:37:58"";""DZ BANK"";""102","730003 %"";""102","830002 %"""
"DV04GT;""Daimler AG"";""Aktienanleihe Protect"";""16.03.2022"";""14:28:59"";""DZ BANK"";""100","599998 %"";""100","699997 %"""
"DV04H3;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.12.2021"";""14:21:23"";""DZ BANK"";""101","029999 %"";""101","129997 %"""
"DV04H2;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.09.2021"";""14:25:53"";""DZ BANK"";""101","279999 %"";""101","379997 %"""
"DV04GK;""Commerzbank AG"";""Aktienanleihe Protect"";""15.09.2021"";""14:31:56"";""DZ BANK"";""101","050003 %"";"" -- %""",
"DV04G1;""E.ON SE"";""Aktienanleihe Protect"";""15.12.2021"";""14:38:06"";""DZ BANK"";""99","529999 %"";""99","629997 %"""
"DV04HW;""Société Générale S.A."";""Aktienanleihe Protect"";""15.09.2021"";""14:31:55"";""DZ BANK"";""100","660004 %"";""100","760002 %"""
"DV04HV;""SAP SE"";""Aktienanleihe Protect"";""16.03.2022"";""14:38:25"";""DZ BANK"";""99","699997 %"";""99","800003 %"""
"DV04GJ;""BNP Paribas S.A."";""Aktienanleihe Protect"";""16.03.2022"";""14:25:37"";""DZ BANK"";""100","860001 %"";""100","959999 %"""
"DV04HN;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""15.12.2021"";""14:34:21"";""DZ BANK"";""101","209999 %"";""101","309998 %"""
"DV04H1;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.09.2021"";""14:22:57"";""DZ BANK"";""101","169998 %"";""101","269997 %"""
"DV04GR;""Daimler AG"";""Aktienanleihe Protect"";""15.09.2021"";""14:38:13"";""DZ BANK"";""100","989998 %"";""101","089996 %"""
"DV04GL;""Commerzbank AG"";""Aktienanleihe Protect"";""15.12.2021"";""14:31:57"";""DZ BANK"";""101","459999 %"";"" -- %""",
"DV04GG;""BMW AG"";""Aktienanleihe Protect"";""16.03.2022"";""14:36:04"";""DZ BANK"";""100","559998 %"";""100","660004 %"""
"DV04HJ;""Repsol S.A."";""Aktienanleihe Protect"";""15.09.2021"";""14:23:19"";""DZ BANK"";""100","370003 %"";""100","470001 %"""
"DV04HB;""ING Groep N.V."";""Aktienanleihe Protect"";""15.12.2021"";""14:36:28"";""DZ BANK"";""101","830002 %"";""101","93 %"""
"DV04GY;""Deutsche Lufthansa AG"";""Aktienanleihe Protect"";""15.09.2021"";""14:14:59"";""DZ BANK"";""102","57 %"";"" -- %""",
"DV04HE;""Merck KGaA"";""Aktienanleihe Protect"";""15.12.2021"";""14:26:09"";""DZ BANK"";""99","93 %"";""100","029999 %"""
"DV04HF;""Merck KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""14:24:50"";""DZ BANK"";""99","989998 %"";""100","089996 %"""
"DV04HX;""Société Générale S.A."";""Aktienanleihe Protect"";""15.12.2021"";""14:26:38"";""DZ BANK"";""101","010002 %"";""101","110001 %"""
"DV0780;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:17:16"";""DZ BANK"";""38","720001 EUR"";""38","73 EUR"""
"DV08BV;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:30:47"";""DZ BANK"";""39","93 EUR"";""39","939999 EUR"""
"DV08FJ;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:26:48"";""DZ BANK"";""37","349998 EUR"";""37","360001 EUR"""
"DV079D;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:25:14"";""DZ BANK"";""42","529999 EUR"";""42","540001 EUR"""
"DV0781;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:31:48"";""DZ BANK"";""43","209999 EUR"";""43","220001 EUR"""
"DV08CK;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:34:49"";""DZ BANK"";""42","970001 EUR"";""42","98 EUR"""
"DV08DE;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:34:58"";""DZ BANK"";""38","189999 EUR"";""38","200001 EUR"""
"DV08HN;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""16.12.2022"";""14:31:48"";""DZ BANK"";""36","220001 EUR"";""36","23 EUR"""
"DV08A1;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.12.2021"";""14:26:58"";""DZ BANK"";""42","41 EUR"";""42","419998 EUR"""
"DV08FA;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:26:53"";""DZ BANK"";""43","849998 EUR"";""43","860001 EUR"""
"DV08EQ;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:31:49"";""DZ BANK"";""36","900002 EUR"";""36","91 EUR"""
"DV078S;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.06.2021"";""14:12:52"";""DZ BANK"";""35","16 EUR"";""35","169998 EUR"""
"DV08AT;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.12.2021"";""14:25:14"";""DZ BANK"";""36","259998 EUR"";""36","27 EUR"""
"DV08FN;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:37:10"";""DZ BANK"";""40","060001 EUR"";""40","07 EUR"""
"DV078W;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:34:54"";""DZ BANK"";""43","470001 EUR"";""43","48 EUR"""
"DV08A9;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:18:36"";""DZ BANK"";""39","450001 EUR"";""39","459999 EUR"""
"DV08A9;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:18:36"";""DZ BANK"";""39","450001 EUR"";""39","459999 EUR"""
"DV079R;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.09.2021"";""14:25:19"";""DZ BANK"";""38","599998 EUR"";""38","610001 EUR"""
"DV0790;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.09.2021"";""14:34:58"";""DZ BANK"";""48","689999 EUR"";""48","700001 EUR"""
"DV08HG;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""16.12.2022"";""14:37:10"";""DZ BANK"";""37","610001 EUR"";""37","619999 EUR"""
"DV079Q;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.09.2021"";""14:17:14"";""DZ BANK"";""37","82 EUR"";""37","830002 EUR"""
"DV08FE;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:37:08"";""DZ BANK"";""48","040001 EUR"";""48","049999 EUR"""
"DV08E2;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:21"";""DZ BANK"";""48","540001 EUR"";""48","549999 EUR"""
"DV08CZ;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:34:55"";""DZ BANK"";""40","939999 EUR"";""40","950001 EUR"""
"DV08F1;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:26:48"";""DZ BANK"";""36","529999 EUR"";""36","540001 EUR"""
"DV08AC;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.09.2021"";""14:31:47"";""DZ BANK"";""39","950001 EUR"";""39","959999 EUR"""
"DV08GD;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:18"";""DZ BANK"";""47","00 EUR"";""47","009998 EUR"""
"DV08DH;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:26:47"";""DZ BANK"";""40","610001 EUR"";""40","619999 EUR"""
"DV0786;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:12:51"";""DZ BANK"";""38","529999 EUR"";""38","540001 EUR"""
"DV08F0;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:31:47"";""DZ BANK"";""35","849998 EUR"";""35","860001 EUR"""
"DV08DN;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:21"";""DZ BANK"";""47","009998 EUR"";""47","02 EUR"""
"DV08CU;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:23:42"";""DZ BANK"";""34","279999 EUR"";""34","290001 EUR"""
"DV08BA;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:21:29"";""DZ BANK"";""40","360001 EUR"";""40","369999 EUR"""
"DV08D7;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:15"";""DZ BANK"";""44","82 EUR"";""44","830002 EUR"""
"DV08BY;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:12:48"";""DZ BANK"";""42","59 EUR"";""42","599998 EUR"""
"DV079T;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.09.2021"";""14:37:10"";""DZ BANK"";""40","139999 EUR"";""40","150002 EUR"""
"DV08B3;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:30:47"";""DZ BANK"";""40","689999 EUR"";""40","700001 EUR"""
"DV08B0;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:21:28"";""DZ BANK"";""38","060001 EUR"";""38","07 EUR"""
"DV08GR;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.06.2022"";""14:25:17"";""DZ BANK"";""39","939999 EUR"";""39","950001 EUR"""
"DV08C6;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:18:38"";""DZ BANK"";""40","790001 EUR"";""40","799999 EUR"""
"DV08AJ;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.09.2021"";""14:25:16"";""DZ BANK"";""46","73 EUR"";""46","740002 EUR"""
"DV08C7;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:37:08"";""DZ BANK"";""41","59 EUR"";""41","599998 EUR"""
"DV0788;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:17:13"";""DZ BANK"";""34","919998 EUR"";""34","93 EUR"""
"DV08C5;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:17:13"";""DZ BANK"";""39","970001 EUR"";""39","98 EUR"""
"DV08BN;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:37:11"";""DZ BANK"";""38","25 EUR"";""38","259998 EUR"""
"DV08F2;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:26:50"";""DZ BANK"";""37","200001 EUR"";""37","209999 EUR"""
"DV08DL;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:37:07"";""DZ BANK"";""43","790001 EUR"";""43","799999 EUR"""
"DV079Y;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.09.2021"";""14:26:52"";""DZ BANK"";""45","610001 EUR"";""45","619999 EUR"""
"DV08CY;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:17:10"";""DZ BANK"";""40","119999 EUR"";""40","130001 EUR"""
"DV08AH;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.09.2021"";""14:25:17"";""DZ BANK"";""45","220001 EUR"";""45","23 EUR"""
"DV08HA;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""16.09.2022"";""14:25:15"";""DZ BANK"";""38","360001 EUR"";""38","369999 EUR"""
"DV08AX;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.12.2021"";""14:25:17"";""DZ BANK"";""39","009998 EUR"";""39","02 EUR"""
"DV0795;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.09.2021"";""14:21:29"";""DZ BANK"";""34","599998 EUR"";""34","610001 EUR"""
"DV08AU;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.12.2021"";""14:17:09"";""DZ BANK"";""36","959999 EUR"";""36","970001 EUR"""
"DV08GS;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.06.2022"";""14:34:53"";""DZ BANK"";""37","450001 EUR"";""37","459999 EUR"""
"DV08EM;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:17"";""DZ BANK"";""48","25 EUR"";""48","259998 EUR"""
"DV08DX;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:27:00"";""DZ BANK"";""48","259998 EUR"";""48","27 EUR"""
"DV08EN;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:26:53"";""DZ BANK"";""49","009998 EUR"";""49","02 EUR"""
"DV08CS;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:26:48"";""DZ BANK"";""44","490002 EUR"";""44","50 EUR"""
"DV08GA;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:22"";""DZ BANK"";""44","389999 EUR"";""44","400002 EUR"""
"DV08EG;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:18"";""DZ BANK"";""41","52 EUR"";""41","529999 EUR"""
"DV08DM;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:37:10"";""DZ BANK"";""45","400002 EUR"";""45","41 EUR"""
"DV08GY;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""16.09.2022"";""14:21:28"";""DZ BANK"";""39","279999 EUR"";""39","290001 EUR"""
"DV0782;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:17:13"";""DZ BANK"";""35","02 EUR"";""35","029999 EUR"""
"DV08EE;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:34:56"";""DZ BANK"";""40","02 EUR"";""40","029999 EUR"""
"DV08A3;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.12.2021"";""14:25:15"";""DZ BANK"";""45","119999 EUR"";""45","130001 EUR"""
"DV08GX;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.06.2022"";""14:27:02"";""DZ BANK"";""38","93 EUR"";""38","939999 EUR"""
"DV08HE;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""16.12.2022"";""14:31:48"";""DZ BANK"";""38","310001 EUR"";""38","32 EUR"""
"DV08EH;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:15"";""DZ BANK"";""43","02 EUR"";""43","029999 EUR"""
"DV079J;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:17:14"";""DZ BANK"";""38","080002 EUR"";""38","09 EUR"""
"DV08FB;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:21"";""DZ BANK"";""45","240002 EUR"";""45","25 EUR"""
"DV08EK;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:17"";""DZ BANK"";""46","009998 EUR"";""46","02 EUR"""
"DV08HC;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""16.12.2022"";""14:18:35"";""DZ BANK"";""38","959999 EUR"";""38","970001 EUR"""
"DV08GU;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.06.2022"";""14:26:51"";""DZ BANK"";""35","869999 EUR"";""35","880001 EUR"""
"DV08HJ;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""16.12.2022"";""14:18:38"";""DZ BANK"";""37","279999 EUR"";""37","290001 EUR"""
"DV08GM;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.06.2022"";""14:34:56"";""DZ BANK"";""38","799999 EUR"";""38","810001 EUR"""
"DV08EP;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:30:46"";""DZ BANK"";""33","900002 EUR"";""33","91 EUR"""
"DV0783;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:18:37"";""DZ BANK"";""35","91 EUR"";""35","919998 EUR"""
"DV08DR;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:25:21"";""DZ BANK"";""40","419998 EUR"";""40","43 EUR"""
"DV08CG;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:30:46"";""DZ BANK"";""40","419998 EUR"";""40","43 EUR"""
"DV078Y;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:30:47"";""DZ BANK"";""36","919998 EUR"";""36","93 EUR"""
"DV079H;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:17:14"";""DZ BANK"";""37","27 EUR"";""37","279999 EUR"""
"DV08G0;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""16.09.2022"";""14:26:50"";""DZ BANK"";""38","689999 EUR"";""38","700001 EUR"""
"DV08ET;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:18:35"";""DZ BANK"";""39","110001 EUR"";""39","119999 EUR"""
"DV08EW;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:27:02"";""DZ BANK"";""41","279999 EUR"";""41","290001 EUR"""
"DV08EA;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:37:12"";""DZ BANK"";""48","639999 EUR"";""48","650002 EUR"""
"DV078U;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""20.08.2021"";""14:15:01"";""DZ BANK"";""37","970001 EUR"";""37","98 EUR"""
"DV0798;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""17.09.2021"";""14:34:49"";""DZ BANK"";""36","919998 EUR"";""36","93 EUR"""
"DV08BT;""Euro Stoxx 50 (Kursindex) EUR"";""Bonus Cap"";""18.03.2022"";""14:30:48"";""DZ BANK"";""42","73 EUR"";""42","740002 EUR"""
