"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,
"DV05Q9;""Capgemini S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:10"";""DZ BANK"";""99","95 %"";""100","27 %"""
"DV05WH;""ZOOPLUS AG"";""Aktienanleihe Classic"";""18.03.2022"";""20:00:02"";""DZ BANK"";""102","69 %"";""104","94 %"""
"DV05RH;""CTS Eventim AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:54"";""DZ BANK"";""102","80 %"";""103","32 %"""
"DV05Q3;""Bertrandt AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:08"";""DZ BANK"";""102","06 %"";""102","81 %"""
"DV05T3;""Patrizia AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""101","71 %"";""101","96 %"""
"DV05TA;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:03"";""DZ BANK"";""103","52 %"";""103","87 %"""
"DV05TF;""Kion Group AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:09"";""DZ BANK"";""101","38 %"";""101","88 %"""
"DV05V3;""VERBIO"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:04"";""DZ BANK"";""104","27 %"";""104","52 %"""
"DV05S5;""IVU TRAFFIC TECHNOLOGIES"";""Aktienanleihe Classic"";""18.03.2022"";""21:49:37"";""DZ BANK"";""103","27 %"";""103","52 %"""
"DV05QN;""ASML Holding N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""100","23 %"";""100","63 %"""
"DV05RB;""Capgemini S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""100","17 %"";""100","50 %"""
"DV05VG;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:05"";""DZ BANK"";""100","84 %"";""101","47 %"""
"DV05QY;""Banco Santander S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""99","49 %"";""100","29 %"""
"DV05VR;""TeamViewer AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:49:44"";""DZ BANK"";""102","46 %"";""102","71 %"""
"DV05P8;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:10"";""DZ BANK"";""101","95 %"";""102","35 %"""
"DV05RX;""Enel S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""21:59:09"";""DZ BANK"";""99","19 %"";""99","59 %"""
"DV05UP;""Repsol S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:06"";""DZ BANK"";""99","39 %"";"" -- %""",
"DV05UB;""Prosus N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""100","83 %"";""101","23 %"""
"DV05S0;""Inditex S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""102","07 %"";""102","47 %"""
"DV05TB;""Jenoptik AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:00"";""DZ BANK"";""103","18 %"";""103","43 %"""
"DV05UU;""S+T AG (Z.REG.MK.Z.)O.N."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:08"";""DZ BANK"";""104","86 %"";""105","11 %"""
"DV05UH;""Qiagen N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:03"";""DZ BANK"";""100","46 %"";""101","26 %"""
"DV05U4;""SMA Solar Technology AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:10"";""DZ BANK"";""102","64 %"";""103","14 %"""
"DV05TM;""Koenig & Bauer AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:08"";""DZ BANK"";""104","42 %"";""104","92 %"""
"DV05U9;""Stellantis N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:09"";""DZ BANK"";""105","37 %"";""105","77 %"""
"DV05VY;""Unicredito Italiano S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""21:59:07"";""DZ BANK"";""99","02 %"";""99","42 %"""
"DV05R7;""EssilorLuxottica"";""Aktienanleihe Classic"";""18.03.2022"";""20:00:05"";""DZ BANK"";""100","11 %"";""100","51 %"""
"DV05QU;""AUTO1 Group SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:08:25"";""DZ BANK"";""106","44 %"";""106","94 %"""
"DV05UY;""Sartorius AG VZ."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:09"";""DZ BANK"";""99","48 %"";""102","26 %"""
"DV05UJ;""Qiagen N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:58:48"";""DZ BANK"";""101","37 %"";""102","17 %"""
"DV05SH;""GFT TECHNOLOGIES"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""103","01 %"";""103","26 %"""
"DV05VN;""Talanx AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:03"";""DZ BANK"";""99","76 %"";""100","06 %"""
"DV05VF;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:05"";""DZ BANK"";""101","06 %"";""101","46 %"""
"DV05SB;""Fuchs Petrolub SE Vz."";""Aktienanleihe Classic"";""18.03.2022"";""21:58:54"";""DZ BANK"";""100","72 %"";""100","97 %"""
"DV05TX;""Medigene AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:16"";""DZ BANK"";""106","28 %"";""106","78 %"""
"DV05SU;""Hella GmbH & Co KGaA"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:54"";""DZ BANK"";""102","16 %"";""102","66 %"""
"DV05P9;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:08"";""DZ BANK"";""101","81 %"";""102","21 %"""
"DV05SX;""Iberdrola S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""99","74 %"";""100","14 %"""
"DV05SZ;""Inditex S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""101","55 %"";""101","95 %"""
"DV05SC;""Fuchs Petrolub SE Vz."";""Aktienanleihe Classic"";""18.03.2022"";""21:58:54"";""DZ BANK"";""99","83 %"";""100","13 %"""
"DV041B;""Merck KGaA"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:05"";""DZ BANK"";""98","65 %"";""99","05 %"""
"DV041C;""MorphoSys AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:00"";""DZ BANK"";""100","29 %"";""100","84 %"""
"DV041D;""Muenchener Rueckversicherungs AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:00"";""DZ BANK"";""96","12 %"";""96","52 %"""
"DV0406;""Fraport AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:58:04"";""DZ BANK"";""101","45 %"";""101","72 %"""
"DV0402;""BMW AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:04"";""DZ BANK"";""97","97 %"";""98","37 %"""
"DV041F;""Nordex AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:58:13"";""DZ BANK"";""97","41 %"";""97","91 %"""
"DV041H;""Total SE"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:09"";""DZ BANK"";""95","05 %"";""95","45 %"""
"DV0401;""Bilfinger SE"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:00"";""DZ BANK"";""95","04 %"";""95","44 %"""
"DV0405;""Evonik Industries AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:07"";""DZ BANK"";""97","85 %"";""98","10 %"""
"DV0400;""Beiersdorf AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:55:26"";""DZ BANK"";""97","53 %"";""97","93 %"""
"DV041J;""United Internet AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:58:54"";""DZ BANK"";""99","32 %"";""99","57 %"""
"DV041A;""LVMH Moët Hennessy Louis Vuitton S.E."";""Aktienanleihe Classic"";""16.03.2022"";""21:59:07"";""DZ BANK"";""97","71 %"";""98","11 %"""
"DV041E;""Nokia Corp."";""Aktienanleihe Classic"";""16.03.2022"";""21:58:07"";""DZ BANK"";""100","08 %"";""100","88 %"""
"DV041G;""Royal Dutch Shell plc"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:03"";""DZ BANK"";""98","32 %"";""98","72 %"""
"DV0409;""Linde PLC"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:10"";""DZ BANK"";""98","04 %"";""98","44 %"""
"DV041K;""Wacker Chemie AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:09"";""DZ BANK"";""100","18 %"";""100","61 %"""
"DV0404;""Dürr AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:07"";""DZ BANK"";""98","11 %"";""98","61 %"""
"DV0403;""Compagnie de Saint-Gobain S.A."";""Aktienanleihe Classic"";""16.03.2022"";""21:59:07"";""DZ BANK"";""99","20 %"";""99","60 %"""
"DV040Z;""Aurubis AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:09"";""DZ BANK"";""100","12 %"";""100","44 %"""
"DV0408;""ING Groep N.V."";""Aktienanleihe Classic"";""16.03.2022"";""21:59:06"";""DZ BANK"";""96","48 %"";""96","88 %"""
"DV0407;""Hugo Boss AG"";""Aktienanleihe Classic"";""16.03.2022"";""21:59:00"";""DZ BANK"";""103","15 %"";""103","65 %"""
"DFP2J7;""Deutsche Post AG"";""Aktienanleihe Classic"";""20.08.2021"";""21:59:07"";""DZ BANK"";""97","97 %"";""98","77 %"""
"DFP2G5;""Kering S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""97","36 %"";""97","76 %"""
"DFP2G3;""Allianz SE"";""Aktienanleihe Classic"";""21.01.2022"";""21:59:04"";""DZ BANK"";""99","97 %"";""100","37 %"""
"DFP2G4;""Vonovia SE"";""Aktienanleihe Classic"";""21.01.2022"";""21:59:00"";""DZ BANK"";""99","57 %"";""99","97 %"""
"DFP2G2;""Hugo Boss AG"";""Aktienanleihe Classic"";""21.01.2022"";""21:59:00"";""DZ BANK"";""102","14 %"";""102","64 %"""
"DV04G5;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""21:58:16"";""DZ BANK"";""98","95 %"";""99","45 %"""
"DV04GU;""Danone S.A."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:09"";""DZ BANK"";""100","46 %"";""100","96 %"""
"DV04HL;""Repsol S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:05"";""DZ BANK"";""99","58 %"";""100","08 %"""
"DV04H4;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:08"";""DZ BANK"";""99","80 %"";""100","30 %"""
"DV04HQ;""RWE AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:04"";""DZ BANK"";""100","38 %"";""100","88 %"""
"DV04G2;""Engie S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:08"";""DZ BANK"";""98","11 %"";""98","61 %"""
"DV04G0;""Deutsche Telekom AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:58:57"";""DZ BANK"";""100","80 %"";""101","30 %"""
"DV04H0;""TUI AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:58:13"";""DZ BANK"";""102","24 %"";"" -- %""",
"DV04H5;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:08"";""DZ BANK"";""99","78 %"";""100","28 %"""
"DV04HH;""ProSiebenSat.1 Media SE"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:07"";""DZ BANK"";""100","13 %"";""100","63 %"""
"DV04HG;""ProSiebenSat.1 Media SE"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:07"";""DZ BANK"";""99","19 %"";""99","69 %"""
"DV04G7;""Henkel AG & Co. KGaA Vz."";""Aktienanleihe Protect"";""16.03.2022"";""21:54:14"";""DZ BANK"";""98","50 %"";""99","00 %"""
"DV04G4;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""21:58:16"";""DZ BANK"";""99","43 %"";""99","93 %"""
"DV04GV;""Danone S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:09"";""DZ BANK"";""100","49 %"";""100","99 %"""
"DV04GF;""BASF SE"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:09"";""DZ BANK"";""98","57 %"";""99","07 %"""
"DV04G9;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.12.2021"";""21:58:54"";""DZ BANK"";""99","82 %"";""100","32 %"""
"DV04GW;""Danone S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:06"";""DZ BANK"";""100","32 %"";""100","82 %"""
"DV04HA;""Infineon Technologies AG"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:02"";""DZ BANK"";""99","79 %"";""100","29 %"""
"DV04HZ;""Total SE"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:05"";""DZ BANK"";""100","58 %"";""101","08 %"""
"DV04GX;""Deutsche Bank AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:57:23"";""DZ BANK"";""100","89 %"";""101","39 %"""
"DV04G3;""Fresenius Medical Care AG & Co. KGaA"";""Aktienanleihe Protect"";""15.09.2021"";""21:58:16"";""DZ BANK"";""99","56 %"";""100","06 %"""
"DV04HM;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:10"";""DZ BANK"";""101","26 %"";""101","76 %"""
"DV04GB;""Airbus Group SE"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:02"";""DZ BANK"";""100","08 %"";""100","58 %"""
"DV04H7;""Vonovia SE"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:00"";""DZ BANK"";""99","81 %"";""100","31 %"""
"DV04HY;""Société Générale S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:07"";""DZ BANK"";""100","57 %"";""101","07 %"""
"DV04H6;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:08"";""DZ BANK"";""99","72 %"";""100","22 %"""
"DV04HK;""Repsol S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:05"";""DZ BANK"";""100","42 %"";""100","92 %"""
"DV04GD;""Airbus Group SE"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:07"";""DZ BANK"";""99","75 %"";""100","25 %"""
"DV04GQ;""Crédit Agricole S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:10"";""DZ BANK"";""99","56 %"";""100","06 %"""
"DV04HT;""Sanofi S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:06"";""DZ BANK"";""99","49 %"";""99","99 %"""
"DV04GC;""Airbus Group SE"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:07"";""DZ BANK"";""100","13 %"";""100","63 %"""
"DV04HR;""RWE AG"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:04"";""DZ BANK"";""100","35 %"";""100","85 %"""
"DV04GZ;""Deutsche Lufthansa AG"";""Aktienanleihe Protect"";""16.03.2022"";""21:58:13"";""DZ BANK"";""102","67 %"";"" -- %""",
"DV04G8;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:02"";""DZ BANK"";""99","96 %"";""100","46 %"""
"DV04F9;""AEGON N.V."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:10"";""DZ BANK"";""99","29 %"";""99","79 %"""
"DV04GM;""Continental AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:10"";""DZ BANK"";""100","31 %"";""100","81 %"""
"DV04HU;""Sanofi S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:09"";""DZ BANK"";""99","92 %"";""100","42 %"""
"DV04HD;""Linde PLC"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:10"";""DZ BANK"";""99","05 %"";""99","55 %"""
"DV04GP;""Crédit Agricole S.A."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:10"";""DZ BANK"";""99","87 %"";""100","37 %"""
"DV04HP;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""16.03.2022"";""21:58:58"";""DZ BANK"";""101","37 %"";""101","87 %"""
"DV04G6;""Henkel AG & Co. KGaA Vz."";""Aktienanleihe Protect"";""15.09.2021"";""21:54:14"";""DZ BANK"";""98","20 %"";""98","70 %"""
"DV04GN;""Continental AG"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:05"";""DZ BANK"";""100","29 %"";""100","79 %"""
"DV04HS;""RWE AG"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:04"";""DZ BANK"";""100","06 %"";""100","56 %"""
"DV04F8;""AEGON N.V."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:09"";""DZ BANK"";""99","22 %"";""99","72 %"""
"DV04GA;""AEGON N.V."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:09"";""DZ BANK"";""98","86 %"";""99","36 %"""
"DV04GH;""BNP Paribas S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:09"";""DZ BANK"";""99","74 %"";""100","24 %"""
"DV04HC;""K+S AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:04"";""DZ BANK"";""101","34 %"";""101","84 %"""
"DV04GS;""Daimler AG"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:07"";""DZ BANK"";""99","05 %"";""99","55 %"""
"DV04GE;""Allianz SE"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:09"";""DZ BANK"";""101","05 %"";""101","55 %"""
"DV04GT;""Daimler AG"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:07"";""DZ BANK"";""99","25 %"";""99","75 %"""
"DV04H3;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:08"";""DZ BANK"";""99","57 %"";""100","07 %"""
"DV04H2;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:08"";""DZ BANK"";""99","80 %"";""100","30 %"""
"DV04GK;""Commerzbank AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:43:44"";""DZ BANK"";""100","76 %"";"" -- %""",
"DV04G1;""E.ON SE"";""Aktienanleihe Protect"";""15.12.2021"";""21:58:25"";""DZ BANK"";""98","99 %"";""99","49 %"""
"DV04HV;""SAP SE"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:00"";""DZ BANK"";""98","76 %"";""99","26 %"""
"DV04HW;""Société Générale S.A."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:07"";""DZ BANK"";""99","91 %"";""100","41 %"""
"DV04GJ;""BNP Paribas S.A."";""Aktienanleihe Protect"";""16.03.2022"";""21:59:09"";""DZ BANK"";""99","70 %"";""100","20 %"""
"DV04HN;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:10"";""DZ BANK"";""101","70 %"";""102","20 %"""
"DV04H1;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:00"";""DZ BANK"";""99","84 %"";""100","34 %"""
"DV04GR;""Daimler AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:59:09"";""DZ BANK"";""99","52 %"";""100","02 %"""
"DV04GL;""Commerzbank AG"";""Aktienanleihe Protect"";""15.12.2021"";""21:43:44"";""DZ BANK"";""101","14 %"";"" -- %""",
"DV04GG;""BMW AG"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:09"";""DZ BANK"";""99","87 %"";""100","37 %"""
"DV04HJ;""Repsol S.A."";""Aktienanleihe Protect"";""15.09.2021"";""21:59:06"";""DZ BANK"";""99","58 %"";""100","08 %"""
"DV04HB;""ING Groep N.V."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:07"";""DZ BANK"";""100","55 %"";""101","05 %"""
"DV04GY;""Deutsche Lufthansa AG"";""Aktienanleihe Protect"";""15.09.2021"";""21:58:04"";""DZ BANK"";""101","93 %"";"" -- %""",
"DV04HE;""Merck KGaA"";""Aktienanleihe Protect"";""15.12.2021"";""21:59:05"";""DZ BANK"";""99","36 %"";""99","86 %"""
"DV04HF;""Merck KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""21:59:04"";""DZ BANK"";""99","49 %"";""99","99 %"""
"DV04HX;""Société Générale S.A."";""Aktienanleihe Protect"";""15.12.2021"";""21:59:07"";""DZ BANK"";""100","47 %"";""100","97 %"""
"DV06JR;""Sanofi S.A."";""Bonus Cap"";""18.03.2022"";""21:59:06"";""DZ BANK"";""82","39 EUR"";""82","44 EUR"""
"DV06HR;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.09.2021"";""21:58:13"";""DZ BANK"";""17","58 EUR"";""17","63 EUR"""
"DV06E1;""Beiersdorf AG"";""Bonus Cap"";""17.12.2021"";""21:58:57"";""DZ BANK"";""90","65 EUR"";""90","70 EUR"""
"DV06KN;""Zalando SE"";""Bonus Cap"";""18.03.2022"";""21:59:09"";""DZ BANK"";""86","25 EUR"";""86","30 EUR"""
"DV06G3;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.06.2022"";""21:54:14"";""DZ BANK"";""88","67 EUR"";""88","72 EUR"""
"DV06JM;""Repsol S.A."";""Bonus Cap"";""17.06.2022"";""21:56:54"";""DZ BANK"";""9","92 EUR"";""10","02 EUR"""
"DV06EH;""Air Liquide S.A."";""Bonus Cap"";""17.09.2021"";""21:59:06"";""DZ BANK"";""133","65 EUR"";""133","70 EUR"""
"DV06GY;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.12.2021"";""21:53:04"";""DZ BANK"";""75","00 EUR"";""75","05 EUR"""
"DV06GB;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""18.06.2021"";""21:53:45"";""DZ BANK"";""8","50 EUR"";""8","60 EUR"""
"DV06E5;""Beiersdorf AG"";""Bonus Cap"";""17.06.2022"";""21:58:55"";""DZ BANK"";""87","07 EUR"";""87","12 EUR"""
"DV06GU;""Eni S.p.A."";""Bonus Cap"";""17.06.2022"";""21:58:55"";""DZ BANK"";""8","50 EUR"";""8","60 EUR"""
"DV06G7;""Hugo Boss AG"";""Bonus Cap"";""17.12.2021"";""21:59:00"";""DZ BANK"";""32","89 EUR"";""32","94 EUR"""
"DV06JV;""Société Générale S.A."";""Bonus Cap"";""18.06.2021"";""21:59:07"";""DZ BANK"";""18","64 EUR"";""18","69 EUR"""
"DV06EL;""Air Liquide S.A."";""Bonus Cap"";""17.06.2022"";""21:59:06"";""DZ BANK"";""138","59 EUR"";""138","84 EUR"""
"DV06H2;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""21:59:07"";""DZ BANK"";""14","83 EUR"";""14","88 EUR"""
"DV06EG;""AEGON N.V."";""Bonus Cap"";""17.06.2022"";""21:58:11"";""DZ BANK"";""3","99 EUR"";""4","04 EUR"""
"DV06HG;""ING Groep N.V."";""Bonus Cap"";""18.03.2022"";""21:57:26"";""DZ BANK"";""10","04 EUR"";""10","09 EUR"""
"DV06GE;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""17.06.2022"";""21:58:59"";""DZ BANK"";""8","41 EUR"";""8","51 EUR"""
"DV06JK;""Repsol S.A."";""Bonus Cap"";""18.03.2022"";""21:57:14"";""DZ BANK"";""10","17 EUR"";""10","22 EUR"""
"DV06G0;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""18.03.2022"";""21:53:04"";""DZ BANK"";""80","96 EUR"";""81","01 EUR"""
"DV06GG;""Eni S.p.A."";""Bonus Cap"";""18.06.2021"";""21:58:55"";""DZ BANK"";""9","39 EUR"";""9","49 EUR"""
"DV06H6;""Repsol S.A."";""Bonus Cap"";""18.06.2021"";""21:50:28"";""DZ BANK"";""11","67 EUR"";""11","77 EUR"""
"DV06J6;""Unicredito Italiano S.p.A."";""Bonus Cap"";""18.06.2021"";""21:57:56"";""DZ BANK"";""7","62 EUR"";""7","72 EUR"""
"DV06HY;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""21:58:54"";""DZ BANK"";""16","99 EUR"";""17","04 EUR"""
"DV06ES;""Banco Santander S.A."";""Bonus Cap"";""17.09.2021"";""21:58:57"";""DZ BANK"";""2","62 EUR"";""2","67 EUR"""
"DV06GL;""Eni S.p.A."";""Bonus Cap"";""17.12.2021"";""21:58:55"";""DZ BANK"";""11","02 EUR"";""11","07 EUR"""
"DV06ED;""AEGON N.V."";""Bonus Cap"";""17.12.2021"";""21:50:41"";""DZ BANK"";""4","57 EUR"";""4","62 EUR"""
"DV06J4;""Symrise AG"";""Bonus Cap"";""17.06.2022"";""21:59:07"";""DZ BANK"";""108","71 EUR"";""108","76 EUR"""
"DV06EZ;""Beiersdorf AG"";""Bonus Cap"";""17.09.2021"";""21:58:55"";""DZ BANK"";""93","32 EUR"";""93","37 EUR"""
"DV06HV;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.12.2021"";""21:59:07"";""DZ BANK"";""16","35 EUR"";""16","40 EUR"""
"DV06H7;""Repsol S.A."";""Bonus Cap"";""18.06.2021"";""21:57:14"";""DZ BANK"";""11","39 EUR"";""11","49 EUR"""
"DV06GV;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""18.06.2021"";""21:50:32"";""DZ BANK"";""77","72 EUR"";""77","77 EUR"""
"DV06G1;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""18.03.2022"";""21:54:14"";""DZ BANK"";""73","79 EUR"";""73","84 EUR"""
"DV06JP;""Sanofi S.A."";""Bonus Cap"";""17.09.2021"";""21:59:06"";""DZ BANK"";""77","11 EUR"";""77","16 EUR"""
"DV06JL;""Repsol S.A."";""Bonus Cap"";""17.06.2022"";""21:56:54"";""DZ BANK"";""10","40 EUR"";""10","50 EUR"""
"DV06HM;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""21:58:54"";""DZ BANK"";""16","64 EUR"";""16","69 EUR"""
"DV06G8;""Hugo Boss AG"";""Bonus Cap"";""17.12.2021"";""21:59:00"";""DZ BANK"";""35","53 EUR"";""35","63 EUR"""
"DV06F3;""Delivery Hero SE"";""Bonus Cap"";""17.06.2022"";""21:59:04"";""DZ BANK"";""92","94 EUR"";""93","04 EUR"""
"DV06KT;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""21:59:09"";""DZ BANK"";""73","19 EUR"";""73","24 EUR"""
"DV06FD;""BNP Paribas S.A."";""Bonus Cap"";""17.12.2021"";""21:59:05"";""DZ BANK"";""44","06 EUR"";""44","11 EUR"""
"DV06FC;""BNP Paribas S.A."";""Bonus Cap"";""17.09.2021"";""21:59:09"";""DZ BANK"";""51","13 EUR"";""51","18 EUR"""
"DV06JW;""Société Générale S.A."";""Bonus Cap"";""18.06.2021"";""21:58:59"";""DZ BANK"";""18","40 EUR"";""18","45 EUR"""
"DV06FG;""BNP Paribas S.A."";""Bonus Cap"";""18.03.2022"";""21:59:10"";""DZ BANK"";""50","65 EUR"";""50","70 EUR"""
"DV06HK;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""21:56:52"";""DZ BANK"";""19","19 EUR"";""19","24 EUR"""
"DV06HF;""ING Groep N.V."";""Bonus Cap"";""17.12.2021"";""21:58:38"";""DZ BANK"";""9","63 EUR"";""9","73 EUR"""
"DV06F0;""Delivery Hero SE"";""Bonus Cap"";""18.03.2022"";""21:59:04"";""DZ BANK"";""100","07 EUR"";""100","17 EUR"""
"DV06KF;""Zalando SE"";""Bonus Cap"";""18.06.2021"";""21:59:09"";""DZ BANK"";""95","87 EUR"";""95","92 EUR"""
"DV06GQ;""Eni S.p.A."";""Bonus Cap"";""18.03.2022"";""21:58:55"";""DZ BANK"";""10","79 EUR"";""10","84 EUR"""
