"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,
"DV05WD;""Vossloh AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:00"";""DZ BANK"";""98","91 %"";""99","16 %"""
"DV05VE;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:05"";""DZ BANK"";""100","33 %"";""100","98 %"""
"DV05VH;""Süss Microtec AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:57:12"";""DZ BANK"";""106","10 %"";""106","37 %"""
"DV05UV;""S+T AG (Z.REG.MK.Z.)O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:08"";""DZ BANK"";""105","69 %"";""105","94 %"""
"DV05VV;""Telefónica S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""95","73 %"";""96","53 %"""
"DV05SM;""GRAND CITY PROPERTIES S.A."";""Aktienanleihe Classic"";""18.03.2022"";""20:00:02"";""DZ BANK"";""102","58 %"";""102","83 %"""
"DV05RN;""Deutz AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:16"";""DZ BANK"";""104","40 %"";""104","65 %"""
"DV05Q2;""Bertrandt AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:08"";""DZ BANK"";""102","48 %"";""103","06 %"""
"DV05RM;""Deutz AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:16"";""DZ BANK"";""103","37 %"";""103","62 %"""
"DV05UE;""q.beyond AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:13"";""DZ BANK"";""105","08 %"";""105","83 %"""
"DV05RU;""Électricité de France S.A. (EdF)"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""96","91 %"";""97","31 %"""
"DV05VT;""TeamViewer AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:05"";""DZ BANK"";""102","08 %"";""102","43 %"""
"DV05RZ;""Enel S.p.A."";""Aktienanleihe Classic"";""17.03.2022"";""21:59:09"";""DZ BANK"";""98","29 %"";""98","69 %"""
"DV05VA;""Stellantis N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""105","25 %"";""105","65 %"""
"DV05SL;""GFT TECHNOLOGIES"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""104","04 %"";""104","29 %"""
"DV05RE;""Carrefour S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""98","12 %"";""98","20 %"""
"DV05T5;""Pfeiffer Vacuum Technology AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:03"";""DZ BANK"";""101","38 %"";""103","58 %"""
"DV05U3;""SGL Carbon SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:35"";""DZ BANK"";""101","95 %"";""102","20 %"""
"DV05U7;""Software AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:57"";""DZ BANK"";""100","07 %"";""100","42 %"""
"DV05R3;""Eni S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""21:58:55"";""DZ BANK"";""97","92 %"";""98","32 %"""
"DV05T4;""Pfeiffer Vacuum Technology AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:03"";""DZ BANK"";""102","45 %"";""104","07 %"""
"DV05SD;""Gerresheimer AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:10"";""DZ BANK"";""100","56 %"";""100","83 %"""
"DV05V7;""Vivendi S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:06"";""DZ BANK"";""99","49 %"";""99","89 %"""
"DV05UL;""Rational AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:08"";""DZ BANK"";""99","34 %"";""104","84 %"""
"DV05UW;""SAF Holland SE"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:00"";""DZ BANK"";""104","08 %"";""104","33 %"""
"DV05WC;""Vossloh AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:00"";""DZ BANK"";""99","74 %"";""99","99 %"""
"DV05U1;""Schneider Electric S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:10"";""DZ BANK"";""98","48 %"";""99","28 %"""
"DV05P3;""Adyen"";""Aktienanleihe Classic"";""17.12.2021"";""21:56:10"";""DZ BANK"";""101","08 %"";""101","48 %"""
"DV05RA;""Capgemini S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:05"";""DZ BANK"";""99","39 %"";""99","94 %"""
"DV05S9;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:03"";""DZ BANK"";""103","55 %"";""103","80 %"""
"DV05S1;""Inditex S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""102","37 %"";""102","77 %"""
"DV05TU;""Leoni AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:08"";""DZ BANK"";""101","26 %"";""101","51 %"""
"DV05RP;""DWS Group GmbH & Co. KGaA"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:03"";""DZ BANK"";""99","25 %"";""99","52 %"""
"DV05SF;""Gerresheimer AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:10"";""DZ BANK"";""101","44 %"";""101","72 %"""
"DV05SA;""Fielmann AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:53"";""DZ BANK"";""100","06 %"";""100","58 %"""
"DV05VU;""Telefónica Deutschland Holding AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:06"";""DZ BANK"";""94","19 %"";""95","19 %"""
"DV05Q0;""BayWa AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:53:42"";""DZ BANK"";""103","06 %"";""103","56 %"""
"DV05UG;""Qiagen N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:58:48"";""DZ BANK"";""100","83 %"";""101","63 %"""
"DV05VW;""Telefónica S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""95","16 %"";""95","96 %"""
"DV05VL;""Symrise AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""99","91 %"";""100","54 %"""
"DV05QR;""AUTO1 Group SE"";""Aktienanleihe Classic"";""17.12.2021"";""21:08:25"";""DZ BANK"";""106","22 %"";""106","59 %"""
"DV05SG;""Gerresheimer AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:10"";""DZ BANK"";""100","93 %"";""101","36 %"""
"DV05Q1;""Bertrandt AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:08"";""DZ BANK"";""102","05 %"";""102","83 %"""
"DV05QS;""AUTO1 Group SE"";""Aktienanleihe Classic"";""17.12.2021"";""21:08:25"";""DZ BANK"";""105","25 %"";""105","77 %"""
"DV05U0;""Sartorius AG VZ."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""99","94 %"";""102","64 %"""
"DV05TR;""L'Oreal S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:58:59"";""DZ BANK"";""99","41 %"";""99","81 %"""
"DV05TJ;""Klöckner & Co. AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""102","83 %"";""103","63 %"""
"DV05SV;""HORNBACH HOLD.ST O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""103","50 %"";""103","75 %"""
"DV05RW;""ELMOS SEMICONDUCTOR AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:57:47"";""DZ BANK"";""100","64 %"";""100","99 %"""
"DV05RR;""ECKERT & ZIEGLER"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:08"";""DZ BANK"";""104","47 %"";""105","05 %"""
"DV05TK;""Knorr-Bremse AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""102","08 %"";""102","73 %"""
"DV05QD;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:09"";""DZ BANK"";""101","49 %"";""101","89 %"""
"DV05RG;""Crédit Agricole S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:06"";""DZ BANK"";""94","02 %"";""94","82 %"""
"DV05Q8;""CANCOM SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:12"";""DZ BANK"";""101","87 %"";""102","27 %"""
"DV05ST;""Hella GmbH & Co KGaA"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:54"";""DZ BANK"";""102","42 %"";""102","92 %"""
"DV05QV;""Banco Bilbao Vizcaya Argentaria"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""100","56 %"";""101","36 %"""
"DV05T8;""Prosus N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""100","42 %"";""100","82 %"""
"DV05SY;""Iberdrola S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""99","03 %"";""99","43 %"""
"DV05UD;""Puma SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""104","52 %"";""105","02 %"""
"DV05WE;""WASHTEC AG O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:58:56"";""DZ BANK"";""103","57 %"";""104","07 %"""
"DV05US;""RTL Group S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:08"";""DZ BANK"";""97","48 %"";""97","88 %"""
"DV05S4;""Intesa Sanpaolo S.p.A."";""Aktienanleihe Classic"";""17.03.2022"";""21:59:07"";""DZ BANK"";""97","21 %"";""97","61 %"""
"DV05T7;""Koninklijke Philips N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:05"";""DZ BANK"";""98","06 %"";""98","46 %"""
"DV05S2;""Inditex S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""102","48 %"";""102","88 %"""
"DV05UR;""RTL Group S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:08"";""DZ BANK"";""97","10 %"";""97","68 %"""
"DV05SJ;""GFT TECHNOLOGIES"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""102","92 %"";""103","17 %"""
"DV05VP;""Talanx AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""99","80 %"";""100","07 %"""
"DV05U5;""Software AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:54"";""DZ BANK"";""99","87 %"";""100","24 %"""
"DV05R6;""EssilorLuxottica"";""Aktienanleihe Classic"";""17.12.2021"";""20:31:16"";""DZ BANK"";""99","84 %"";""100","24 %"""
"DV05TD;""Kering S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""99","59 %"";""99","99 %"""
"DV05VM;""Tag Immobilien AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:55"";""DZ BANK"";""99","76 %"";""100","03 %"""
"DV05UT;""RTL Group S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:08"";""DZ BANK"";""96","88 %"";""97","43 %"""
"DV05TY;""NEMETSCHEK"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:57"";""DZ BANK"";""101","72 %"";""102","12 %"""
"DV05TW;""LPKF Laser & Electronics AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:53:07"";""DZ BANK"";""105","12 %"";""105","87 %"""
"DV05S6;""IVU TRAFFIC TECHNOLOGIES"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:06"";""DZ BANK"";""102","57 %"";""102","84 %"""
"DV05RJ;""Dermapharm"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:35"";""DZ BANK"";""99","34 %"";""99","84 %"""
"DV05QL;""ASML Holding N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:09"";""DZ BANK"";""100","21 %"";""100","61 %"""
"DV05RQ;""DWS Group GmbH & Co. KGaA"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:03"";""DZ BANK"";""98","90 %"";""99","15 %"""
"DV05T9;""Prosus N.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""100","33 %"";""100","73 %"""
"DV05S3;""Intesa Sanpaolo S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""21:59:07"";""DZ BANK"";""98","07 %"";""98","47 %"""
"DV05TP;""Krones AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:57"";""DZ BANK"";""99","21 %"";""99","71 %"""
"DV05SW;""HORNBACH HOLD.ST O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""103","07 %"";""103","35 %"""
"DV05QK;""ArcelorMittal S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""99","26 %"";""100","06 %"""
"DV05UZ;""Sartorius AG VZ."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""100","52 %"";""102","52 %"""
"DV05T0;""Norma Group AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:54"";""DZ BANK"";""102","08 %"";""102","33 %"""
"DV05TL;""Koenig & Bauer AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:08"";""DZ BANK"";""103","84 %"";""104","34 %"""
"DV05UC;""Puma SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""104","21 %"";""104","71 %"""
"DV05TG;""Kion Group AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""102","42 %"";""102","92 %"""
"DV05TH;""Klöckner & Co. AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""101","85 %"";""102","65 %"""
"DV05UQ;""Repsol S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:06"";""DZ BANK"";""99","10 %"";"" -- %""",
"DV05RY;""Enel S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""21:59:05"";""DZ BANK"";""98","70 %"";""99","10 %"""
"DV05P4;""Adyen"";""Aktienanleihe Classic"";""17.12.2021"";""21:56:07"";""DZ BANK"";""101","01 %"";""101","41 %"""
"DV05U2;""Schneider Electric S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""98","35 %"";""99","15 %"""
"DV05V9;""Volkswagen AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:09"";""DZ BANK"";""99","79 %"";""100","49 %"""
"DV05VD;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:09"";""DZ BANK"";""100","61 %"";""100","98 %"""
"DV05TZ;""NEMETSCHEK"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:57"";""DZ BANK"";""102","03 %"";""102","43 %"""
"DV05WB;""Volkswagen AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:08"";""DZ BANK"";""99","78 %"";""100","45 %"""
"DV05RT;""Électricité de France S.A. (EdF)"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""97","03 %"";""97","43 %"""
"DV05QX;""Banco Santander S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""99","19 %"";""99","99 %"""
"DV05SS;""Hella GmbH & Co KGaA"";""Aktienanleihe Classic"";""17.12.2021"";""21:56:54"";""DZ BANK"";""101","44 %"";""101","94 %"""
"DV05RK;""Deutsche EuroShop AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:04"";""DZ BANK"";""105","46 %"";""105","71 %"""
"DV05RS;""ECKERT & ZIEGLER"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:08"";""DZ BANK"";""105","47 %"";""106","02 %"""
"DV05V5;""Vinci S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:10"";""DZ BANK"";""97","73 %"";""98","13 %"""
"DV05V4;""VERBIO"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:04"";""DZ BANK"";""105","44 %"";""105","69 %"""
"DV05VK;""Symrise AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""100","38 %"";""100","83 %"""
"DV05UA;""Prosus N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""101","08 %"";""101","48 %"""
"DV05S7;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:03"";""DZ BANK"";""102","94 %"";""103","19 %"""
"DV05QC;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:09"";""DZ BANK"";""101","51 %"";""101","91 %"""
"DV05QP;""Aumann Br"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:08"";""DZ BANK"";""100","09 %"";""100","59 %"""
"DV05TE;""Kering S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:03"";""DZ BANK"";""99","48 %"";""99","88 %"""
"DV05QJ;""ArcelorMittal S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""99","42 %"";""100","22 %"""
"DV05P5;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""21:56:10"";""DZ BANK"";""102","17 %"";""102","57 %"""
"DV05T2;""Patrizia AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:59:07"";""DZ BANK"";""100","99 %"";""101","27 %"""
"DV05R2;""Engie S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""94","74 %"";""95","14 %"""
"DV05RV;""ELMOS SEMICONDUCTOR AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:57:47"";""DZ BANK"";""100","28 %"";""100","66 %"""
"DV05V0;""Uniper SE"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:13"";""DZ BANK"";""99","16 %"";""99","46 %"""
"DV05WA;""Volkswagen AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:08"";""DZ BANK"";""99","94 %"";""100","44 %"""
"DV05TN;""Krones AG"";""Aktienanleihe Classic"";""17.12.2021"";""21:58:57"";""DZ BANK"";""97","45 %"";""98","15 %"""
"DV05UN;""Rational AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:08"";""DZ BANK"";""97","72 %"";""105","72 %"""
"DV05U6;""Software AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:54"";""DZ BANK"";""100","54 %"";""100","79 %"""
"DV05UX;""SAF Holland SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:00"";""DZ BANK"";""104","58 %"";""104","83 %"""
"DV05R5;""EssilorLuxottica"";""Aktienanleihe Classic"";""17.12.2021"";""20:31:15"";""DZ BANK"";""100","03 %"";""100","43 %"""
"DV05SK;""GFT TECHNOLOGIES"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:07"";""DZ BANK"";""104","17 %"";""104","42 %"""
"DV05VX;""Traton SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:59:08"";""DZ BANK"";""101","10 %"";""101","38 %"""
"DV05P2;""ADVA Optical Networking SE"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:59"";""DZ BANK"";""105","02 %"";""105","27 %"""
"DV05SN;""Hamburger Hafen und Logistik AG"";""Aktienanleihe Classic"";""18.03.2022"";""21:52:54"";""DZ BANK"";""103","32 %"";""103","82 %"""
"DV05Q7;""BNP Paribas S.A."";""Aktienanleihe Classic"";""18.03.2022"";""21:59:09"";""DZ BANK"";""96","81 %"";""97","61 %"""
"DV05QQ;""Aumann Br"";""Aktienanleihe Classic"";""18.03.2022"";""21:58:08"";""DZ BANK"";""99","78 %"";""100","28 %"""
"DV05RF;""Crédit Agricole S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:06"";""DZ BANK"";""94","52 %"";""95","32 %"""
"DV05Q4;""BNP Paribas S.A."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:09"";""DZ BANK"";""97","49 %"";""98","29 %"""
"DV05WF;""WASHTEC AG O.N."";""Aktienanleihe Classic"";""18.03.2022"";""21:58:56"";""DZ BANK"";""103","09 %"";""103","59 %"""
"DV05S8;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""17.12.2021"";""21:59:03"";""DZ BANK"";""103","09 %"";""103","47 %"""
"DV05WH;""ZOOPLUS AG"";""Aktienanleihe Classic"";""18.03.2022"";""20:00:02"";""DZ BANK"";""102","69 %"";""104","94 %"""
"DV05QM;""ASML Holding N.V."";""Aktienanleihe Classic"";""18.03.2022"";""21:58:52"";""DZ BANK"";""100","38 %"";""100","78 %"""
