"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,
"DV06G8;""Hugo Boss AG"";""Bonus Cap"";""17.12.2021"";""15:18:21"";""DZ BANK"";""35","709999 EUR"";""35","73 EUR"""
"DV06F3;""Delivery Hero SE"";""Bonus Cap"";""17.06.2022"";""15:14:42"";""DZ BANK"";""93","040001 EUR"";""93","059998 EUR"""
"DV06KT;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""15:17:20"";""DZ BANK"";""73","129997 EUR"";""73","139999 EUR"""
"DV06FD;""BNP Paribas S.A."";""Bonus Cap"";""17.12.2021"";""15:15:11"";""DZ BANK"";""44","330002 EUR"";""44","34 EUR"""
"DV06FC;""BNP Paribas S.A."";""Bonus Cap"";""17.09.2021"";""15:25:43"";""DZ BANK"";""51","68 EUR"";""51","689999 EUR"""
"DV06JW;""Société Générale S.A."";""Bonus Cap"";""18.06.2021"";""15:11:55"";""DZ BANK"";""18","450001 EUR"";""18","459999 EUR"""
"DV06FG;""BNP Paribas S.A."";""Bonus Cap"";""18.03.2022"";""15:25:47"";""DZ BANK"";""51","080002 EUR"";""51","09 EUR"""
"DV06HK;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:16:50"";""DZ BANK"";""19","17 EUR"";""19","18 EUR"""
"DV06HF;""ING Groep N.V."";""Bonus Cap"";""17.12.2021"";""15:20:11"";""DZ BANK"";""9","66 EUR"";""9","68 EUR"""
"DV06F0;""Delivery Hero SE"";""Bonus Cap"";""18.03.2022"";""15:16:17"";""DZ BANK"";""100","099998 EUR"";""100","120003 EUR"""
"DV06KF;""Zalando SE"";""Bonus Cap"";""18.06.2021"";""15:18:55"";""DZ BANK"";""95","849998 EUR"";""95","860001 EUR"""
"DV06GQ;""Eni S.p.A."";""Bonus Cap"";""18.03.2022"";""15:03:59"";""DZ BANK"";""10","78 EUR"";""10","79 EUR"""
"DV06KP;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""15:19:53"";""DZ BANK"";""77","290001 EUR"";""77","300003 EUR"""
"DV06H1;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""15:03:05"";""DZ BANK"";""14","95 EUR"";""14","96 EUR"""
"DV06HA;""Hugo Boss AG"";""Bonus Cap"";""17.06.2022"";""15:18:21"";""DZ BANK"";""35","84 EUR"";""35","869999 EUR"""
"DV06FH;""BNP Paribas S.A."";""Bonus Cap"";""18.03.2022"";""15:14:44"";""DZ BANK"";""43","610001 EUR"";""43","619999 EUR"""
"DV06KA;""Vivendi S.A."";""Bonus Cap"";""17.12.2021"";""15:08:07"";""DZ BANK"";""31","620001 EUR"";""31","639999 EUR"""
"DV06JT;""Sanofi S.A."";""Bonus Cap"";""16.09.2022"";""15:08:10"";""DZ BANK"";""72","459999 EUR"";""72","480003 EUR"""
"DV06FJ;""BNP Paribas S.A."";""Bonus Cap"";""18.03.2022"";""15:25:47"";""DZ BANK"";""48","790001 EUR"";""48","799999 EUR"""
"DV06FF;""BNP Paribas S.A."";""Bonus Cap"";""17.12.2021"";""15:18:28"";""DZ BANK"";""55","02 EUR"";""55","040001 EUR"""
"DV06F6;""Deutsche Wohnen SE"";""Bonus Cap"";""17.06.2022"";""15:12:17"";""DZ BANK"";""40","830002 EUR"";""40","84 EUR"""
"DV06KJ;""Zalando SE"";""Bonus Cap"";""17.09.2021"";""15:16:27"";""DZ BANK"";""92","00 EUR"";""92","010002 EUR"""
"DV06JS;""Sanofi S.A."";""Bonus Cap"";""17.06.2022"";""15:09:13"";""DZ BANK"";""73","099998 EUR"";""73","120003 EUR"""
"DV06EV;""Banco Santander S.A."";""Bonus Cap"";""18.03.2022"";""15:11:16"";""DZ BANK"";""3","23 EUR"";""3","24 EUR"""
"DV06J5;""Symrise AG"";""Bonus Cap"";""17.06.2022"";""15:09:24"";""DZ BANK"";""89","629997 EUR"";""89","639999 EUR"""
"DV06KL;""Zalando SE"";""Bonus Cap"";""17.12.2021"";""15:17:20"";""DZ BANK"";""80","800003 EUR"";""80","809998 EUR"""
"DV06HB;""ING Groep N.V."";""Bonus Cap"";""18.06.2021"";""15:08:41"";""DZ BANK"";""9","38 EUR"";""9","40 EUR"""
"DV06FE;""BNP Paribas S.A."";""Bonus Cap"";""17.12.2021"";""15:13:44"";""DZ BANK"";""49","849998 EUR"";""49","860001 EUR"""
"DV06EU;""Banco Santander S.A."";""Bonus Cap"";""17.12.2021"";""15:02:18"";""DZ BANK"";""2","77 EUR"";""2","78 EUR"""
"DV06E8;""BNP Paribas S.A."";""Bonus Cap"";""18.06.2021"";""15:23:39"";""DZ BANK"";""46","959999 EUR"";""46","970001 EUR"""
"DV06HN;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:05:53"";""DZ BANK"";""18","07 EUR"";""18","08 EUR"""
"DV06F7;""Deutsche Wohnen SE"";""Bonus Cap"";""17.06.2022"";""15:12:42"";""DZ BANK"";""44","639999 EUR"";""44","650002 EUR"""
"DV06FL;""BNP Paribas S.A."";""Bonus Cap"";""17.06.2022"";""15:06:59"";""DZ BANK"";""47","139999 EUR"";""47","150002 EUR"""
"DV06J3;""Symrise AG"";""Bonus Cap"";""18.03.2022"";""15:12:50"";""DZ BANK"";""91","07 EUR"";""91","080002 EUR"""
"DV06HJ;""ING Groep N.V."";""Bonus Cap"";""17.06.2022"";""15:22:16"";""DZ BANK"";""9","74 EUR"";""9","76 EUR"""
"DV06HT;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.09.2021"";""15:25:05"";""DZ BANK"";""16","950001 EUR"";""16","959999 EUR"""
"DV06F9;""Deutsche Wohnen SE"";""Bonus Cap"";""16.09.2022"";""15:12:28"";""DZ BANK"";""35","950001 EUR"";""35","959999 EUR"""
"DV06E3;""Beiersdorf AG"";""Bonus Cap"";""18.03.2022"";""15:06:41"";""DZ BANK"";""89","449997 EUR"";""89","459999 EUR"""
"DV06F2;""Delivery Hero SE"";""Bonus Cap"";""17.06.2022"";""15:14:42"";""DZ BANK"";""107","169998 EUR"";""107","190002 EUR"""
"DV06GH;""Eni S.p.A."";""Bonus Cap"";""18.06.2021"";""15:19:28"";""DZ BANK"";""10","79 EUR"";""10","82 EUR"""
"DV06E0;""Beiersdorf AG"";""Bonus Cap"";""17.12.2021"";""15:09:36"";""DZ BANK"";""83","940002 EUR"";""83","949997 EUR"""
"DV06HU;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.09.2021"";""15:09:44"";""DZ BANK"";""15","47 EUR"";""15","48 EUR"""
"DV06E4;""Beiersdorf AG"";""Bonus Cap"";""17.06.2022"";""15:19:44"";""DZ BANK"";""81","389999 EUR"";""81","400002 EUR"""
"DV06HD;""ING Groep N.V."";""Bonus Cap"";""17.12.2021"";""15:15:34"";""DZ BANK"";""10","40 EUR"";""10","41 EUR"""
"DV06GP;""Eni S.p.A."";""Bonus Cap"";""17.12.2021"";""15:20:47"";""DZ BANK"";""9","69 EUR"";""9","71 EUR"""
"DV06FU;""Delivery Hero SE"";""Bonus Cap"";""17.09.2021"";""15:13:59"";""DZ BANK"";""104","949997 EUR"";""104","970001 EUR"""
"DV06HE;""ING Groep N.V."";""Bonus Cap"";""17.12.2021"";""15:08:25"";""DZ BANK"";""8","54 EUR"";""8","55 EUR"""
"DV06FR;""Delivery Hero SE"";""Bonus Cap"";""18.06.2021"";""15:16:44"";""DZ BANK"";""91","419998 EUR"";""91","440002 EUR"""
"DV06G2;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.06.2022"";""15:09:44"";""DZ BANK"";""81","75 EUR"";""81","760002 EUR"""
"DV06FK;""BNP Paribas S.A."";""Bonus Cap"";""17.06.2022"";""15:19:53"";""DZ BANK"";""55","400002 EUR"";""55","419998 EUR"""
"DV06FS;""Delivery Hero SE"";""Bonus Cap"";""17.09.2021"";""15:16:45"";""DZ BANK"";""91","040001 EUR"";""91","059998 EUR"""
"DV06J0;""Société Générale S.A."";""Bonus Cap"";""17.09.2021"";""15:12:41"";""DZ BANK"";""17","870001 EUR"";""17","879999 EUR"""
"DV06EM;""ArcelorMittal S.A."";""Bonus Cap"";""18.06.2021"";""15:06:53"";""DZ BANK"";""21","969999 EUR"";""22","00 EUR"""
"DV06HS;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.09.2021"";""15:05:53"";""DZ BANK"";""15","75 EUR"";""15","76 EUR"""
"DV06GT;""Eni S.p.A."";""Bonus Cap"";""17.06.2022"";""15:17:21"";""DZ BANK"";""11","13 EUR"";""11","16 EUR"""
"DV06GM;""Eni S.p.A."";""Bonus Cap"";""17.12.2021"";""15:23:59"";""DZ BANK"";""8","21 EUR"";""8","22 EUR"""
"DV06GZ;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.12.2021"";""15:10:59"";""DZ BANK"";""74","589996 EUR"";""74","599998 EUR"""
"DV06FZ;""Delivery Hero SE"";""Bonus Cap"";""17.12.2021"";""15:14:42"";""DZ BANK"";""95","019997 EUR"";""95","040001 EUR"""
"DV06EJ;""Air Liquide S.A."";""Bonus Cap"";""17.12.2021"";""15:06:20"";""DZ BANK"";""130","210007 EUR"";""130","220001 EUR"""
"DV06E7;""BNP Paribas S.A."";""Bonus Cap"";""18.06.2021"";""15:19:31"";""DZ BANK"";""43","189999 EUR"";""43","200001 EUR"""
"DV06FM;""Delivery Hero SE"";""Bonus Cap"";""18.06.2021"";""15:16:45"";""DZ BANK"";""94","199997 EUR"";""94","220001 EUR"""
"DV06G5;""Hugo Boss AG"";""Bonus Cap"";""17.09.2021"";""15:22:07"";""DZ BANK"";""36","240002 EUR"";""36","25 EUR"""
"DV06EF;""AEGON N.V."";""Bonus Cap"";""18.03.2022"";""15:12:35"";""DZ BANK"";""4","10 EUR"";""4","11 EUR"""
"DV06H8;""Repsol S.A."";""Bonus Cap"";""18.06.2021"";""15:08:08"";""DZ BANK"";""9","48 EUR"";""9","50 EUR"""
"DV06JZ;""Société Générale S.A."";""Bonus Cap"";""17.09.2021"";""15:18:17"";""DZ BANK"";""18","040001 EUR"";""18","049999 EUR"""
"DV06EK;""Air Liquide S.A."";""Bonus Cap"";""18.03.2022"";""15:11:51"";""DZ BANK"";""141","710007 EUR"";""141","720001 EUR"""
"DV06E6;""BNP Paribas S.A."";""Bonus Cap"";""18.06.2021"";""15:09:45"";""DZ BANK"";""58","18 EUR"";""58","189999 EUR"""
"DV06KE;""Zalando SE"";""Bonus Cap"";""18.06.2021"";""15:18:55"";""DZ BANK"";""86","690002 EUR"";""86","699997 EUR"""
"DV06FA;""BNP Paribas S.A."";""Bonus Cap"";""17.09.2021"";""15:24:55"";""DZ BANK"";""56","580002 EUR"";""56","59 EUR"""
"DV06EQ;""Banco Santander S.A."";""Bonus Cap"";""18.06.2021"";""14:58:48"";""DZ BANK"";""3","26 EUR"";""3","27 EUR"""
"DV06KK;""Zalando SE"";""Bonus Cap"";""17.12.2021"";""15:20:01"";""DZ BANK"";""73","050003 EUR"";""73","059998 EUR"""
"DV06H9;""Repsol S.A."";""Bonus Cap"";""18.06.2021"";""15:20:36"";""DZ BANK"";""11","03 EUR"";""11","05 EUR"""
"DV06JE;""Repsol S.A."";""Bonus Cap"";""17.12.2021"";""15:20:37"";""DZ BANK"";""10","48 EUR"";""10","49 EUR"""
"DV06FT;""Delivery Hero SE"";""Bonus Cap"";""17.09.2021"";""15:16:17"";""DZ BANK"";""106","800003 EUR"";""106","82 EUR"""
"DV06G6;""Hugo Boss AG"";""Bonus Cap"";""17.09.2021"";""15:17:34"";""DZ BANK"";""34","330002 EUR"";""34","349998 EUR"""
"DV06H3;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.06.2022"";""15:02:15"";""DZ BANK"";""15","87 EUR"";""15","88 EUR"""
"DV06JB;""Repsol S.A."";""Bonus Cap"";""17.09.2021"";""15:21:48"";""DZ BANK"";""9","26 EUR"";""9","27 EUR"""
"DV06F4;""Deutsche Wohnen SE"";""Bonus Cap"";""18.03.2022"";""15:13:16"";""DZ BANK"";""41","509998 EUR"";""41","52 EUR"""
"DV06HL;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:04:20"";""DZ BANK"";""18","51 EUR"";""18","52 EUR"""
"DV06GC;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""17.12.2021"";""15:12:34"";""DZ BANK"";""8","56 EUR"";""8","57 EUR"""
"DV06J7;""Unicredito Italiano S.p.A."";""Bonus Cap"";""17.12.2021"";""15:18:28"";""DZ BANK"";""9","20 EUR"";""9","22 EUR"""
"DV06G9;""Hugo Boss AG"";""Bonus Cap"";""17.06.2022"";""15:21:26"";""DZ BANK"";""32","869999 EUR"";""32","889999 EUR"""
"DV06ET;""Banco Santander S.A."";""Bonus Cap"";""17.12.2021"";""14:58:48"";""DZ BANK"";""2","56 EUR"";""2","57 EUR"""
"DV06H5;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""16.09.2022"";""15:06:59"";""DZ BANK"";""14","81 EUR"";""14","82 EUR"""
"DV06JJ;""Repsol S.A."";""Bonus Cap"";""18.03.2022"";""15:14:40"";""DZ BANK"";""10","64 EUR"";""10","65 EUR"""
"DV06J8;""Vivendi S.A."";""Bonus Cap"";""17.09.2021"";""15:18:14"";""DZ BANK"";""33","32 EUR"";""33","330002 EUR"""
"DV06KH;""Zalando SE"";""Bonus Cap"";""17.09.2021"";""15:19:53"";""DZ BANK"";""83","639999 EUR"";""83","650002 EUR"""
"DV06JX;""Société Générale S.A."";""Bonus Cap"";""17.09.2021"";""15:14:12"";""DZ BANK"";""22","940001 EUR"";""22","950001 EUR"""
"DV06KD;""Zalando SE"";""Bonus Cap"";""18.06.2021"";""15:21:20"";""DZ BANK"";""77","529999 EUR"";""77","540001 EUR"""
"DV06JU;""Société Générale S.A."";""Bonus Cap"";""18.06.2021"";""15:12:40"";""DZ BANK"";""22","91 EUR"";""22","92 EUR"""
"DV06EP;""ArcelorMittal S.A."";""Bonus Cap"";""16.09.2022"";""15:11:31"";""DZ BANK"";""19","00 EUR"";""19","02 EUR"""
"DV06FV;""Delivery Hero SE"";""Bonus Cap"";""17.12.2021"";""15:15:02"";""DZ BANK"";""102","599998 EUR"";""102","620003 EUR"""
"DV06EX;""Banco Santander S.A."";""Bonus Cap"";""17.06.2022"";""15:08:43"";""DZ BANK"";""2","67 EUR"";""2","68 EUR"""
"DV06H0;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""15:08:12"";""DZ BANK"";""16","379999 EUR"";""16","389999 EUR"""
"DV06GA;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""18.06.2021"";""15:19:01"";""DZ BANK"";""8","67 EUR"";""8","69 EUR"""
"DV06KR;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""15:16:51"";""DZ BANK"";""74","489998 EUR"";""74","50 EUR"""
"DV06JQ;""Sanofi S.A."";""Bonus Cap"";""17.12.2021"";""15:07:00"";""DZ BANK"";""75","610001 EUR"";""75","620003 EUR"""
"DV06HP;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:19:34"";""DZ BANK"";""14","93 EUR"";""14","94 EUR"""
"DV06FX;""Delivery Hero SE"";""Bonus Cap"";""17.12.2021"";""15:14:42"";""DZ BANK"";""113","580002 EUR"";""113","599998 EUR"""
"DV06E9;""BNP Paribas S.A."";""Bonus Cap"";""18.06.2021"";""15:17:12"";""DZ BANK"";""54","18 EUR"";""54","189999 EUR"""
"DV06JC;""Repsol S.A."";""Bonus Cap"";""17.09.2021"";""15:03:50"";""DZ BANK"";""10","79 EUR"";""10","80 EUR"""
"DV06KQ;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""15:15:02"";""DZ BANK"";""84","160004 EUR"";""84","169998 EUR"""
"DV06HH;""ING Groep N.V."";""Bonus Cap"";""18.03.2022"";""15:05:31"";""DZ BANK"";""8","35 EUR"";""8","36 EUR"""
"DV06FP;""Delivery Hero SE"";""Bonus Cap"";""18.06.2021"";""15:16:44"";""DZ BANK"";""93","540001 EUR"";""93","559998 EUR"""
"DV06GK;""Eni S.p.A."";""Bonus Cap"";""17.09.2021"";""15:12:28"";""DZ BANK"";""9","06 EUR"";""9","07 EUR"""
"DV06ER;""Banco Santander S.A."";""Bonus Cap"";""18.06.2021"";""14:58:48"";""DZ BANK"";""2","72 EUR"";""2","73 EUR"""
"DV06GF;""Eni S.p.A."";""Bonus Cap"";""18.06.2021"";""15:04:43"";""DZ BANK"";""8","65 EUR"";""8","67 EUR"""
"DV06FY;""Delivery Hero SE"";""Bonus Cap"";""17.12.2021"";""15:14:42"";""DZ BANK"";""97","199997 EUR"";""97","220001 EUR"""
"DV06JF;""Repsol S.A."";""Bonus Cap"";""17.12.2021"";""15:16:57"";""DZ BANK"";""11","88 EUR"";""11","89 EUR"""
"DV06GS;""Eni S.p.A."";""Bonus Cap"";""18.03.2022"";""15:08:07"";""DZ BANK"";""8","64 EUR"";""8","65 EUR"""
"DV06GW;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.09.2021"";""15:09:49"";""DZ BANK"";""76","370003 EUR"";""76","379997 EUR"""
"DV06HQ;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:05:53"";""DZ BANK"";""16","190001 EUR"";""16","200001 EUR"""
"DV06J2;""Symrise AG"";""Bonus Cap"";""18.06.2021"";""15:13:06"";""DZ BANK"";""97","720001 EUR"";""97","730003 EUR"""
"DV06J9;""Vivendi S.A."";""Bonus Cap"";""17.12.2021"";""15:23:21"";""DZ BANK"";""28","030001 EUR"";""28","040001 EUR"""
"DV06JG;""Repsol S.A."";""Bonus Cap"";""17.12.2021"";""15:14:38"";""DZ BANK"";""8","87 EUR"";""8","88 EUR"""
"DV06KB;""Vivendi S.A."";""Bonus Cap"";""18.03.2022"";""15:11:48"";""DZ BANK"";""31","280001 EUR"";""31","299999 EUR"""
"DV06HZ;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""15:13:21"";""DZ BANK"";""15","23 EUR"";""15","24 EUR"""
"DV06JY;""Société Générale S.A."";""Bonus Cap"";""17.09.2021"";""15:13:04"";""DZ BANK"";""21","540001 EUR"";""21","549999 EUR"""
"DV06JA;""Repsol S.A."";""Bonus Cap"";""17.09.2021"";""15:08:25"";""DZ BANK"";""11","17 EUR"";""11","18 EUR"""
"DV06HW;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.12.2021"";""15:11:34"";""DZ BANK"";""15","03 EUR"";""15","04 EUR"""
"DV06F1;""Delivery Hero SE"";""Bonus Cap"";""18.03.2022"";""15:16:17"";""DZ BANK"";""97","860001 EUR"";""97","879997 EUR"""
"DV06F8;""Deutsche Wohnen SE"";""Bonus Cap"";""17.06.2022"";""15:13:16"";""DZ BANK"";""36","119999 EUR"";""36","130001 EUR"""
"DV06FN;""Delivery Hero SE"";""Bonus Cap"";""18.06.2021"";""15:16:45"";""DZ BANK"";""111","339996 EUR"";""111","360001 EUR"""
"DV06FQ;""Delivery Hero SE"";""Bonus Cap"";""18.06.2021"";""15:16:45"";""DZ BANK"";""109","919998 EUR"";""109","940002 EUR"""
"DV06HX;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.12.2021"";""15:24:00"";""DZ BANK"";""15","89 EUR"";""15","90 EUR"""
"DV06EE;""AEGON N.V."";""Bonus Cap"";""18.03.2022"";""15:18:35"";""DZ BANK"";""3","81 EUR"";""3","82 EUR"""
"DV06GJ;""Eni S.p.A."";""Bonus Cap"";""17.09.2021"";""15:12:55"";""DZ BANK"";""8","44 EUR"";""8","45 EUR"""
"DV06EY;""Beiersdorf AG"";""Bonus Cap"";""17.09.2021"";""15:09:36"";""DZ BANK"";""85","760002 EUR"";""85","769997 EUR"""
"DV06KM;""Zalando SE"";""Bonus Cap"";""18.03.2022"";""15:16:26"";""DZ BANK"";""78","900002 EUR"";""78","910004 EUR"""
"DV06EN;""ArcelorMittal S.A."";""Bonus Cap"";""17.06.2022"";""15:11:55"";""DZ BANK"";""19","370001 EUR"";""19","389999 EUR"""
"DV06G4;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.06.2022"";""15:09:43"";""DZ BANK"";""79","830002 EUR"";""79","839996 EUR"""
"DV06KS;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""15:17:20"";""DZ BANK"";""73","639999 EUR"";""73","650002 EUR"""
"DV06E2;""Beiersdorf AG"";""Bonus Cap"";""18.03.2022"";""15:25:09"";""DZ BANK"";""82","639999 EUR"";""82","650002 EUR"""
"DV06JH;""Repsol S.A."";""Bonus Cap"";""17.12.2021"";""15:03:50"";""DZ BANK"";""10","02 EUR"";""10","03 EUR"""
"DV06H4;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""16.09.2022"";""15:24:01"";""DZ BANK"";""15","08 EUR"";""15","09 EUR"""
"DV06JN;""Sanofi S.A."";""Bonus Cap"";""18.06.2021"";""15:15:19"";""DZ BANK"";""68","809998 EUR"";""68","830002 EUR"""
"DV06EW;""Banco Santander S.A."";""Bonus Cap"";""17.06.2022"";""15:01:28"";""DZ BANK"";""3","16 EUR"";""3","17 EUR"""
"DV06J1;""Société Générale S.A."";""Bonus Cap"";""17.12.2021"";""15:12:34"";""DZ BANK"";""20","77 EUR"";""20","780001 EUR"""
"DV06KC;""Vivendi S.A."";""Bonus Cap"";""17.06.2022"";""15:11:48"";""DZ BANK"";""30","83 EUR"";""30","85 EUR"""
"DV06GR;""Eni S.p.A."";""Bonus Cap"";""18.03.2022"";""15:02:30"";""DZ BANK"";""10","17 EUR"";""10","18 EUR"""
"DV06FB;""BNP Paribas S.A."";""Bonus Cap"";""17.09.2021"";""15:09:22"";""DZ BANK"";""45","549999 EUR"";""45","560001 EUR"""
"DV06GX;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.09.2021"";""15:09:43"";""DZ BANK"";""75","68 EUR"";""75","690002 EUR"""
"DV06GD;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""18.03.2022"";""15:08:10"";""DZ BANK"";""8","44 EUR"";""8","45 EUR"""
"DV06KG;""Zalando SE"";""Bonus Cap"";""17.09.2021"";""15:19:56"";""DZ BANK"";""75","220001 EUR"";""75","230003 EUR"""
"DV06GN;""Eni S.p.A."";""Bonus Cap"";""17.12.2021"";""15:03:34"";""DZ BANK"";""8","75 EUR"";""8","76 EUR"""
"DV06HC;""ING Groep N.V."";""Bonus Cap"";""17.09.2021"";""15:05:07"";""DZ BANK"";""10","35 EUR"";""10","36 EUR"""
"DV06FW;""Delivery Hero SE"";""Bonus Cap"";""17.12.2021"";""15:14:42"";""DZ BANK"";""100","510002 EUR"";""100","529999 EUR"""
"DV06JD;""Repsol S.A."";""Bonus Cap"";""17.09.2021"";""15:08:09"";""DZ BANK"";""9","08 EUR"";""9","09 EUR"""
"DV06F5;""Deutsche Wohnen SE"";""Bonus Cap"";""18.03.2022"";""15:14:38"";""DZ BANK"";""36","700001 EUR"";""36","709999 EUR"""
"DV04JY;""Deutsche Lufthansa AG"";""Bonus Cap"";""18.03.2022"";""15:25:16"";""DZ BANK"";""10","35 EUR"";""10","36 EUR"""
"DV04J7;""Deutsche Post AG"";""Bonus Cap"";""18.03.2022"";""15:06:21"";""DZ BANK"";""47","82 EUR"";""47","84 EUR"""
"DV04KB;""RWE AG"";""Bonus Cap"";""17.09.2021"";""15:03:51"";""DZ BANK"";""33","970001 EUR"";""33","98 EUR"""
"DV04KU;""RWE AG"";""Bonus Cap"";""17.03.2023"";""15:13:44"";""DZ BANK"";""30","620001 EUR"";""30","639999 EUR"""
"DV04K5;""Volkswagen AG Vz."";""Bonus Cap"";""17.09.2021"";""15:24:58"";""DZ BANK"";""148","179993 EUR"";""148","190002 EUR"""
"DV04KQ;""RWE AG"";""Bonus Cap"";""16.09.2022"";""15:14:16"";""DZ BANK"";""26","73 EUR"";""26","75 EUR"""
"DV04KR;""RWE AG"";""Bonus Cap"";""16.12.2022"";""15:08:00"";""DZ BANK"";""30","82 EUR"";""30","84 EUR"""
"DV04K1;""Volkswagen AG Vz."";""Bonus Cap"";""18.06.2021"";""15:24:07"";""DZ BANK"";""152","820007 EUR"";""152","830002 EUR"""
"DV04KV;""RWE AG"";""Bonus Cap"";""17.03.2023"";""15:09:47"";""DZ BANK"";""34","290001 EUR"";""34","310001 EUR"""
"DV04JQ;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""15:18:48"";""DZ BANK"";""10","65 EUR"";""10","66 EUR"""
"DV04JL;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""15:13:39"";""DZ BANK"";""12","50 EUR"";""12","51 EUR"""
"DV04JN;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""15:25:45"";""DZ BANK"";""12","33 EUR"";""12","34 EUR"""
"DV04JC;""Daimler AG"";""Bonus Cap"";""16.12.2022"";""15:22:32"";""DZ BANK"";""72","279999 EUR"";""72","300003 EUR"""
"DV04KY;""SAP SE"";""Bonus Cap"";""17.06.2022"";""15:08:02"";""DZ BANK"";""90","32 EUR"";""90","330002 EUR"""
"DV04KL;""RWE AG"";""Bonus Cap"";""17.06.2022"";""15:14:39"";""DZ BANK"";""35","599998 EUR"";""35","619999 EUR"""
"DV04K3;""Volkswagen AG Vz."";""Bonus Cap"";""18.06.2021"";""15:23:40"";""DZ BANK"";""180","860001 EUR"";""180","869995 EUR"""
"DV04K9;""Volkswagen AG Vz."";""Bonus Cap"";""17.12.2021"";""15:23:41"";""DZ BANK"";""164","229996 EUR"";""164","240005 EUR"""
"DV04JA;""Daimler AG"";""Bonus Cap"";""18.06.2021"";""15:22:56"";""DZ BANK"";""71","690002 EUR"";""71","699997 EUR"""
"DV04KA;""RWE AG"";""Bonus Cap"";""18.06.2021"";""15:07:59"";""DZ BANK"";""34","48 EUR"";""34","50 EUR"""
"DV04JJ;""Deutsche Lufthansa AG"";""Bonus Cap"";""18.06.2021"";""15:05:19"";""DZ BANK"";""11","04 EUR"";""11","06 EUR"""
"DV04J1;""Deutsche Lufthansa AG"";""Bonus Cap"";""18.03.2022"";""15:07:42"";""DZ BANK"";""10","06 EUR"";""10","07 EUR"""
"DV04JR;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.12.2021"";""15:13:01"";""DZ BANK"";""12","07 EUR"";""12","08 EUR"""
"DV04KD;""RWE AG"";""Bonus Cap"";""17.12.2021"";""15:03:51"";""DZ BANK"";""24","00 EUR"";""24","01 EUR"""
"DV04LD;""Volkswagen AG Vz."";""Bonus Cap"";""17.06.2022"";""15:24:07"";""DZ BANK"";""159","419998 EUR"";""159","429993 EUR"""
"DV04LE;""Volkswagen AG Vz."";""Bonus Cap"";""17.06.2022"";""15:24:07"";""DZ BANK"";""147","789993 EUR"";""147","800003 EUR"""
"DV04JP;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""15:07:42"";""DZ BANK"";""9","28 EUR"";""9","29 EUR"""
"DV04K2;""Volkswagen AG Vz."";""Bonus Cap"";""18.06.2021"";""15:23:41"";""DZ BANK"";""166","979996 EUR"";""166","990005 EUR"""
"DV04KN;""RWE AG"";""Bonus Cap"";""16.09.2022"";""15:14:14"";""DZ BANK"";""31","219999 EUR"";""31","24 EUR"""
"DV04KZ;""SAP SE"";""Bonus Cap"";""17.03.2023"";""15:24:46"";""DZ BANK"";""87","620003 EUR"";""87","629997 EUR"""
"DV04LF;""Volkswagen AG Vz."";""Bonus Cap"";""16.09.2022"";""15:24:10"";""DZ BANK"";""153","960007 EUR"";""153","970001 EUR"""
