"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,,
"DV07PB;""Starbucks Corp."";""Mini-Future Short"";""Endlos"";""14:30:03"";""DZ BANK"";""2","51 EUR"";""2","53 EUR""",
"DV0750;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:25:52"";""DZ BANK"";""7","53 EUR"";""7","54 EUR""",
"DV07PF;""TAKKT AG"";""Mini-Future Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07K7;""Borussia Dortmund GmbH & Co. KGaA"";""Mini-Future Short"";""Endlos"";""--"";""DZ BANK"";"" -- EUR"";"" -- EUR""",,,
"DV07EZ;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:34:09"";""DZ BANK"";""3","52 EUR"";""3","53 EUR""",
"DV06UV;""Gerresheimer AG"";""Mini-Future Short"";""Endlos"";""14:17:27"";""DZ BANK"";""1","45 EUR"";""1","46 EUR""",
"DV06WS;""Sanofi S.A."";""Mini-Future Short"";""Endlos"";""14:30:39"";""DZ BANK"";""0","49 EUR"";""0","50 EUR""",
"DV06S7;""AUTO1 Group SE"";""Mini-Future Short"";""Endlos"";""14:36:07"";""DZ BANK"";""3","10 EUR"";""3","12 EUR""",
"DV06XN;""VERBIO"";""Mini-Future Short"";""Endlos"";""14:10:43"";""DZ BANK"";""0","30 EUR"";""0","31 EUR""",
"DV06U6;""Infineon Technologies AG"";""Mini-Future Short"";""Endlos"";""14:15:40"";""DZ BANK"";""1","33 EUR"";""1","34 EUR""",
"DV06V9;""OHB Technology AG"";""Mini-Future Short"";""Endlos"";""13:17:32"";""DZ BANK"";""0","47 EUR"";""0","50 EUR""",
"DV06WR;""SALESFORCE.COM"";""Mini-Future Short"";""Endlos"";""14:06:28"";""DZ BANK"";""2","14 EUR"";""2","17 EUR""",
"DV06SQ;""Aareal Bank AG"";""Mini-Future Short"";""Endlos"";""14:24:18"";""DZ BANK"";""0","24 EUR"";""0","25 EUR""",
"DV06V6;""Northern Data AG"";""Mini-Future Short"";""Endlos"";""14:36:02"";""DZ BANK"";""1","94 EUR"";""2","04 EUR""",
"DV06WL;""Qiagen N.V."";""Mini-Future Short"";""Endlos"";""14:28:15"";""DZ BANK"";""0","36 EUR"";""0","37 EUR""",
"DV06W3;""SNP SCHNEID.-NEUREIT.O.N."";""Mini-Future Short"";""Endlos"";""14:31:41"";""DZ BANK"";""1","33 EUR"";""1","38 EUR""",
"DV06TC;""Banco Santander S.A."";""Mini-Future Short"";""Endlos"";""14:05:08"";""DZ BANK"";""0","19 EUR"";""0","20 EUR""",
"DV06MF;""Brent Crude Future Contract"";""Mini-Future Short"";""Endlos"";""14:34:47"";""DZ BANK"";""4","90 EUR"";""4","91 EUR""",
"DV06WE;""Koninklijke Philips N.V."";""Mini-Future Short"";""Endlos"";""14:29:04"";""DZ BANK"";""0","26 EUR"";""0","27 EUR""",
"DV06XC;""ThyssenKrupp AG"";""Mini-Future Short"";""Endlos"";""14:36:18"";""DZ BANK"";""1","03 EUR"";""1","06 EUR""",
"DV06VD;""Krones AG"";""Mini-Future Short"";""Endlos"";""14:32:55"";""DZ BANK"";""0","76 EUR"";""0","77 EUR""",
"DV06TB;""Banco Bilbao Vizcaya Argentaria"";""Mini-Future Short"";""Endlos"";""14:30:54"";""DZ BANK"";""0","43 EUR"";""0","44 EUR""",
"DV06MB;""Silber-Future"";""Mini-Future Short"";""Endlos"";""14:23:46"";""DZ BANK"";""1","62 EUR"";""1","63 EUR""",
"DV06L1;""Gold-Future"";""Mini-Future Short"";""Endlos"";""14:21:40"";""DZ BANK"";""5","56 EUR"";""5","58 EUR""",
"DV06ME;""Silber-Future"";""Mini-Future Short"";""Endlos"";""14:38:15"";""DZ BANK"";""2","17 EUR"";""2","18 EUR""",
"DV06MD;""Silber-Future"";""Mini-Future Short"";""Endlos"";""14:38:15"";""DZ BANK"";""2","01 EUR"";""2","02 EUR""",
"DV06V2;""Norma Group AG"";""Mini-Future Short"";""Endlos"";""14:26:08"";""DZ BANK"";""0","33 EUR"";""0","34 EUR""",
"DV07EY;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:36:13"";""DZ BANK"";""1","99 EUR"";""2","00 EUR""",
"DV06WX;""SFC ENERGY AG"";""Mini-Future Short"";""Endlos"";""14:34:43"";""DZ BANK"";""2","84 EUR"";""3","14 EUR""",
"DV06UJ;""Eni S.p.A."";""Mini-Future Short"";""Endlos"";""14:25:14"";""DZ BANK"";""0","73 EUR"";""0","74 EUR""",
"DV06L7;""Gold-Future"";""Mini-Future Short"";""Endlos"";""14:21:43"";""DZ BANK"";""8","06 EUR"";""8","08 EUR""",
"DV06VX;""Newmont Mining Corporation"";""Mini-Future Short"";""Endlos"";""14:26:59"";""DZ BANK"";""0","60 EUR"";""0","62 EUR""",
"DV06WA;""OHB Technology AG"";""Mini-Future Short"";""Endlos"";""13:17:32"";""DZ BANK"";""1","22 EUR"";""1","25 EUR""",
"DV06XP;""Vestas Wind Systems A/S"";""Mini-Future Short"";""Endlos"";""14:36:05"";""DZ BANK"";""2","22 EUR"";""2","23 EUR""",
"DV06MC;""Silber-Future"";""Mini-Future Short"";""Endlos"";""14:34:04"";""DZ BANK"";""1","85 EUR"";""1","86 EUR""",
"DV06MG;""Brent Crude Future Contract"";""Mini-Future Short"";""Endlos"";""14:34:20"";""DZ BANK"";""26","49 EUR"";""26","49 EUR""",
"DV07E2;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:22:26"";""DZ BANK"";""64","510002 EUR"";""64","519997 EUR""",
"DV06XM;""Varta AG"";""Mini-Future Short"";""Endlos"";""14:18:30"";""DZ BANK"";""1","05 EUR"";""1","11 EUR""",
"DV06S6;""Aumann Br"";""Mini-Future Short"";""Endlos"";""14:18:01"";""DZ BANK"";""0","16 EUR"";""0","20 EUR""",
"DV06T1;""Danone S.A."";""Mini-Future Short"";""Endlos"";""14:17:25"";""DZ BANK"";""0","56 EUR"";""0","57 EUR""",
"DV06S9;""Autodesk Inc."";""Mini-Future Short"";""Endlos"";""14:28:19"";""DZ BANK"";""2","34 EUR"";""2","39 EUR""",
"DV06SX;""Air Liquide S.A."";""Mini-Future Short"";""Endlos"";""14:14:56"";""DZ BANK"";""0","84 EUR"";""0","85 EUR""",
"DV06MJ;""Baumwolle Future"";""Mini-Future Short"";""Endlos"";""14:19:29"";""DZ BANK"";""0","67 EUR"";""0","68 EUR""",
"DV06UR;""Freeport-McMoRan Copper & Gold Inc."";""Mini-Future Short"";""Endlos"";""14:18:51"";""DZ BANK"";""2","16 EUR"";"" -- EUR""",,
"DV06WU;""SAP SE"";""Mini-Future Short"";""Endlos"";""14:28:56"";""DZ BANK"";""2","87 EUR"";""2","88 EUR""",
"DV06TS;""Ceconomy AG"";""Mini-Future Short"";""Endlos"";""14:23:01"";""DZ BANK"";""0","52 EUR"";""0","54 EUR""",
"DV06XJ;""Union Pacific Corp."";""Mini-Future Short"";""Endlos"";""14:37:06"";""DZ BANK"";""1","29 EUR"";""1","39 EUR""",
"DV06TU;""Commerzbank AG"";""Mini-Future Short"";""Endlos"";""14:24:45"";""DZ BANK"";""0","43 EUR"";""0","44 EUR""",
"DV06L9;""Gold-Future"";""Mini-Future Short"";""Endlos"";""14:23:56"";""DZ BANK"";""8","98 EUR"";""9","00 EUR""",
"DV06VP;""McDonald's Corp."";""Mini-Future Short"";""Endlos"";""14:17:34"";""DZ BANK"";""1","42 EUR"";""1","44 EUR""",
"DV07EX;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:29:42"";""DZ BANK"";""1","84 EUR"";""2","00 EUR""",
"DV06L3;""Gold-Future"";""Mini-Future Short"";""Endlos"";""14:22:45"";""DZ BANK"";""6","47 EUR"";""6","49 EUR""",
"DV06UH;""Engie S.A."";""Mini-Future Short"";""Endlos"";""14:26:44"";""DZ BANK"";""1","32 EUR"";""1","33 EUR""",
"DV06VW;""Netflix Inc."";""Mini-Future Short"";""Endlos"";""14:21:01"";""DZ BANK"";""0","28 EUR"";""0","30 EUR""",
"DV06VC;""Koenig & Bauer AG"";""Mini-Future Short"";""Endlos"";""13:02:14"";""DZ BANK"";""0","35 EUR"";""0","37 EUR""",
"DV07E1;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:25:52"";""DZ BANK"";""63","50 EUR"";""63","509998 EUR""",
"DV07E4;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:19:58"";""DZ BANK"";""66","50 EUR"";""66","510002 EUR""",
"DV06VL;""LPKF Laser & Electronics AG"";""Mini-Future Short"";""Endlos"";""13:12:30"";""DZ BANK"";""0","35 EUR"";""0","36 EUR""",
"DV06L2;""Gold-Future"";""Mini-Future Short"";""Endlos"";""14:21:40"";""DZ BANK"";""5","98 EUR"";""6","00 EUR""",
"DV06L8;""Gold-Future"";""Mini-Future Short"";""Endlos"";""14:21:36"";""DZ BANK"";""8","46 EUR"";""8","48 EUR""",
"DV06UZ;""Hella GmbH & Co KGaA"";""Mini-Future Short"";""Endlos"";""14:34:15"";""DZ BANK"";""0","34 EUR"";""0","35 EUR""",
"DV06L6;""Gold-Future"";""Mini-Future Short"";""Endlos"";""14:21:36"";""DZ BANK"";""7","63 EUR"";""7","65 EUR""",
"DV07E3;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:19:06"";""DZ BANK"";""65","489998 EUR"";""65","50 EUR""",
"DV06VZ;""Nokia Corp."";""Mini-Future Short"";""Endlos"";""14:16:02"";""DZ BANK"";""0","38 EUR"";""0","42 EUR""",
"DV06T2;""Delivery Hero SE"";""Mini-Future Short"";""Endlos"";""14:37:30"";""DZ BANK"";""0","92 EUR"";""0","97 EUR""",
"DV06UF;""ElringKlinger AG"";""Mini-Future Short"";""Endlos"";""14:17:28"";""DZ BANK"";""2","09 EUR"";""2","17 EUR""",
"DV06MA;""Silber-Future"";""Mini-Future Short"";""Endlos"";""14:31:37"";""DZ BANK"";""1","49 EUR"";""1","50 EUR""",
"DV06L4;""Gold-Future"";""Mini-Future Short"";""Endlos"";""14:21:36"";""DZ BANK"";""6","80 EUR"";""6","82 EUR""",
"DV06VB;""Klöckner & Co. AG"";""Mini-Future Short"";""Endlos"";""14:14:57"";""DZ BANK"";""0","68 EUR"";""0","71 EUR""",
"DV06XF;""TUI AG"";""Mini-Future Short"";""Endlos"";""14:25:57"";""DZ BANK"";""0","71 EUR"";""0","83 EUR""",
"DV06UC;""Draegerwerk AG & CO. KGAA Vz."";""Mini-Future Short"";""Endlos"";""14:01:11"";""DZ BANK"";""0","52 EUR"";""0","54 EUR""",
"DV06WY;""SGL Carbon SE"";""Mini-Future Short"";""Endlos"";""14:36:56"";""DZ BANK"";""0","77 EUR"";""0","79 EUR""",
"DV06L5;""Gold-Future"";""Mini-Future Short"";""Endlos"";""14:21:41"";""DZ BANK"";""7","23 EUR"";""7","25 EUR""",
"DV06U8;""IVU TRAFFIC TECHNOLOGIES"";""Mini-Future Short"";""Endlos"";""13:13:15"";""DZ BANK"";""2","12 EUR"";""2","32 EUR""",
"DV06WD;""Pfeiffer Vacuum Technology AG"";""Mini-Future Short"";""Endlos"";""14:23:00"";""DZ BANK"";""1","85 EUR"";""1","91 EUR""",
"DV06TD;""Barrick Gold Corporation"";""Mini-Future Short"";""Endlos"";""14:36:19"";""DZ BANK"";""1","32 EUR"";""1","34 EUR""",
"DV06V1;""Nordex AG"";""Mini-Future Short"";""Endlos"";""14:18:13"";""DZ BANK"";""2","08 EUR"";""2","12 EUR""",
"DV06UB;""Deutsche Wohnen SE"";""Mini-Future Short"";""Endlos"";""14:36:22"";""DZ BANK"";""0","34 EUR"";""0","35 EUR""",
"DV06UE;""ELMOS SEMICONDUCTOR AG"";""Mini-Future Short"";""Endlos"";""14:07:44"";""DZ BANK"";""0","47 EUR"";""0","50 EUR""",
"DV07E0;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:19:10"";""DZ BANK"";""62","490002 EUR"";""62","50 EUR""",
"DV06VH;""Leoni AG"";""Mini-Future Short"";""Endlos"";""14:25:27"";""DZ BANK"";""1","45 EUR"";""1","49 EUR""",
"DV06WP;""Royal Dutch Shell plc"";""Mini-Future Short"";""Endlos"";""14:27:14"";""DZ BANK"";""0","13 EUR"";""0","14 EUR""",
"DV06UM;""Fielmann AG"";""Mini-Future Short"";""Endlos"";""14:30:46"";""DZ BANK"";""0","39 EUR"";""0","40 EUR""",
"DV058M;""Talanx AG"";""Mini-Future Short"";""Endlos"";""13:47:24"";""DZ BANK"";""2","34 EUR"";""2","35 EUR""",
"DV055F;""Beiersdorf AG"";""Mini-Future Short"";""Endlos"";""14:37:02"";""DZ BANK"";""0","75 EUR"";""0","76 EUR""",
"DV0578;""Shop Apotheke Europe N.V."";""Mini-Future Short"";""Endlos"";""14:22:58"";""DZ BANK"";""2","58 EUR"";""2","63 EUR""",
"DV0568;""JPMorgan Chase & Co."";""Mini-Future Short"";""Endlos"";""14:37:21"";""DZ BANK"";""9","12 EUR"";""9","14 EUR""",
"DV0580;""va-Q-tec AG"";""Mini-Future Short"";""Endlos"";""14:36:54"";""DZ BANK"";""0","32 EUR"";""0","33 EUR""",
"DV059A;""Westwing Group AG"";""Mini-Future Short"";""Endlos"";""14:20:38"";""DZ BANK"";""0","39 EUR"";""0","41 EUR""",
"DV056P;""General Electric Co."";""Mini-Future Short"";""Endlos"";""14:24:48"";""DZ BANK"";""6","28 EUR"";""6","30 EUR""",
"DV05Z1;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:19:22"";""DZ BANK"";""5","07 EUR"";""5","08 EUR""",
"DV058P;""Telefónica Deutschland Holding AG"";""Mini-Future Short"";""Endlos"";""14:36:43"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DV057G;""MasterCard Inc."";""Mini-Future Short"";""Endlos"";""14:25:00"";""DZ BANK"";""8","37 EUR"";""8","39 EUR""",
"DV0587;""The Walt Disney Co."";""Mini-Future Short"";""Endlos"";""14:37:22"";""DZ BANK"";""9","69 EUR"";""9","71 EUR""",
"DV05Z2;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:22:30"";""DZ BANK"";""5","39 EUR"";""5","40 EUR""",
"DV0565;""ING Groep N.V."";""Mini-Future Short"";""Endlos"";""14:31:05"";""DZ BANK"";""5","29 EUR"";""5","32 EUR""",
"DV0546;""Banco Bilbao Vizcaya Argentaria"";""Mini-Future Short"";""Endlos"";""14:29:38"";""DZ BANK"";""3","27 EUR"";""3","28 EUR""",
"DV0550;""Deutsche Bank AG"";""Mini-Future Short"";""Endlos"";""14:20:23"";""DZ BANK"";""5","79 EUR"";""5","80 EUR""",
"DV058U;""TUI AG"";""Mini-Future Short"";""Endlos"";""14:34:06"";""DZ BANK"";""3","31 EUR"";""3","43 EUR""",
"DV057D;""LEG Immobilien AG"";""Mini-Future Short"";""Endlos"";""14:26:35"";""DZ BANK"";""1","78 EUR"";""1","79 EUR""",
"DV055L;""Carrefour S.A."";""Mini-Future Short"";""Endlos"";""13:14:55"";""DZ BANK"";""0","14 EUR"";""0","15 EUR""",
"DV055N;""Ceconomy AG"";""Mini-Future Short"";""Endlos"";""14:23:01"";""DZ BANK"";""3","88 EUR"";""3","90 EUR""",
"DV0556;""Deutsche Lufthansa AG"";""Mini-Future Short"";""Endlos"";""14:36:35"";""DZ BANK"";""6","81 EUR"";""6","83 EUR""",
"DV058Y;""United Internet AG"";""Mini-Future Short"";""Endlos"";""14:18:52"";""DZ BANK"";""0","34 EUR"";""0","35 EUR""",
"DV055B;""Bayer AG"";""Mini-Future Short"";""Endlos"";""14:35:23"";""DZ BANK"";""0","51 EUR"";""0","52 EUR""",
"DV058N;""Telecom Italia S.p.A."";""Mini-Future Short"";""Endlos"";""13:05:00"";""DZ BANK"";""0","17 EUR"";""0","19 EUR""",
"DV056N;""General Electric Co."";""Mini-Future Short"";""Endlos"";""14:36:06"";""DZ BANK"";""0","82 EUR"";""0","84 EUR""",
"DV056G;""Fraport AG"";""Mini-Future Short"";""Endlos"";""14:09:25"";""DZ BANK"";""3","20 EUR"";""3","21 EUR""",
"DV056C;""E.ON SE"";""Mini-Future Short"";""Endlos"";""14:29:04"";""DZ BANK"";""0","48 EUR"";""0","49 EUR""",
"DV057S;""Patrizia AG"";""Mini-Future Short"";""Endlos"";""13:02:12"";""DZ BANK"";""0","25 EUR"";""0","26 EUR""",
"DV05ZZ;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:29:51"";""DZ BANK"";""4","83 EUR"";""4","84 EUR""",
"DV0542;""Anheuser-Busch InBev"";""Mini-Future Short"";""Endlos"";""14:24:34"";""DZ BANK"";""0","54 EUR"";""0","55 EUR""",
"DV0576;""Scout24 AG "";""Mini-Future Short"";""Endlos"";""14:09:52"";""DZ BANK"";""0","56 EUR"";""0","57 EUR""",
"DV0566;""Intesa Sanpaolo S.p.A."";""Mini-Future Short"";""Endlos"";""14:09:14"";""DZ BANK"";""1","22 EUR"";""1","23 EUR""",
"DV055X;""Crédit Agricole S.A."";""Mini-Future Short"";""Endlos"";""14:18:44"";""DZ BANK"";""6","51 EUR"";""6","52 EUR""",
"DV055G;""Bertrandt AG"";""Mini-Future Short"";""Endlos"";""13:17:21"";""DZ BANK"";""0","49 EUR"";""0","52 EUR""",
"DV058T;""TUI AG"";""Mini-Future Short"";""Endlos"";""14:34:06"";""DZ BANK"";""2","75 EUR"";""2","87 EUR""",
"DV059B;""Zalando SE"";""Mini-Future Short"";""Endlos"";""14:28:17"";""DZ BANK"";""0","51 EUR"";""0","52 EUR""",
"DV0571;""S+T AG (Z.REG.MK.Z.)O.N."";""Mini-Future Short"";""Endlos"";""14:27:59"";""DZ BANK"";""0","88 EUR"";""0","89 EUR""",
"DV056W;""Home Depot Inc."";""Mini-Future Short"";""Endlos"";""14:24:02"";""DZ BANK"";""2","22 EUR"";""2","24 EUR""",
"DV055U;""Continental AG"";""Mini-Future Short"";""Endlos"";""14:36:47"";""DZ BANK"";""1","26 EUR"";""1","27 EUR""",
"DV058K;""Symrise AG"";""Mini-Future Short"";""Endlos"";""14:38:09"";""DZ BANK"";""0","91 EUR"";""0","92 EUR""",
"DV056E;""Enel S.p.A."";""Mini-Future Short"";""Endlos"";""14:30:57"";""DZ BANK"";""0","63 EUR"";""0","64 EUR""",
"DV0564;""Infineon Technologies AG"";""Mini-Future Short"";""Endlos"";""14:25:52"";""DZ BANK"";""1","54 EUR"";""1","55 EUR""",
"DV058G;""Société Générale S.A."";""Mini-Future Short"";""Endlos"";""14:13:40"";""DZ BANK"";""1","15 EUR"";""1","16 EUR""",
"DV05WR;""WTI Crude Oil Future (NYMEX)"";""Mini-Future Short"";""Endlos"";""14:37:19"";""DZ BANK"";""35","970001 EUR"";""35","970001 EUR""",
"DV054Z;""AIXTRON AG"";""Mini-Future Short"";""Endlos"";""14:19:53"";""DZ BANK"";""11","45 EUR"";""11","47 EUR""",
"DV0563;""Infineon Technologies AG"";""Mini-Future Short"";""Endlos"";""14:22:40"";""DZ BANK"";""0","97 EUR"";""0","98 EUR""",
"DV054W;""Airbus Group SE"";""Mini-Future Short"";""Endlos"";""14:26:21"";""DZ BANK"";""6","27 EUR"";""6","28 EUR""",
"DV056A;""Deutz AG"";""Mini-Future Short"";""Endlos"";""14:29:09"";""DZ BANK"";""4","39 EUR"";""4","41 EUR""",
"DV0575;""Sartorius AG VZ."";""Mini-Future Short"";""Endlos"";""14:21:34"";""DZ BANK"";""4","21 EUR"";""4","27 EUR""",
"DV058A;""Siemens Healthineers AG"";""Mini-Future Short"";""Endlos"";""14:13:36"";""DZ BANK"";""0","47 EUR"";""0","48 EUR""",
"DV05Z0;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:33:55"";""DZ BANK"";""5","01 EUR"";""5","02 EUR""",
"DV056D;""Electronic Arts Inc."";""Mini-Future Short"";""Endlos"";""14:23:56"";""DZ BANK"";""0","93 EUR"";""0","95 EUR""",
"DV0480;""Gerresheimer AG"";""Mini-Future Short"";""Endlos"";""14:23:37"";""DZ BANK"";""0","85 EUR"";""0","86 EUR""",
"DV047X;""Biogen Idec Inc."";""Mini-Future Short"";""Endlos"";""14:24:35"";""DZ BANK"";""2","29 EUR"";""2","34 EUR""",
"DV0444;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:22:36"";""DZ BANK"";""21","35 EUR"";""21","41 EUR""",
"DV0479;""Dermapharm"";""Mini-Future Short"";""Endlos"";""14:24:57"";""DZ BANK"";""0","94 EUR"";""0","95 EUR""",
"DV047W;""Bertrandt AG"";""Mini-Future Short"";""Endlos"";""14:34:32"";""DZ BANK"";""3","29 EUR"";""3","33 EUR""",
"DV044X;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:22:17"";""DZ BANK"";""6","23 EUR"";""6","29 EUR""",
"DV0442;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:29:39"";""DZ BANK"";""20","68 EUR"";""20","74 EUR""",
"DV047U;""BB Biotech AG"";""Mini-Future Short"";""Endlos"";""14:34:18"";""DZ BANK"";""0","63 EUR"";""0","67 EUR""",
"DV045M;""Blei Future"";""Mini-Future Short"";""Endlos"";""14:38:05"";""DZ BANK"";""1","63 EUR"";""1","69 EUR""",
"DV048S;""Fielmann AG"";""Mini-Future Short"";""Endlos"";""14:30:46"";""DZ BANK"";""0","59 EUR"";""0","60 EUR""",
"DV049W;""Infineon Technologies AG"";""Mini-Future Short"";""Endlos"";""14:11:03"";""DZ BANK"";""1","11 EUR"";""1","12 EUR""",
"DV0448;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:24:15"";""DZ BANK"";""22","700001 EUR"";""22","76 EUR""",
"DV047P;""AUTO1 Group SE"";""Mini-Future Short"";""Endlos"";""14:36:07"";""DZ BANK"";""0","53 EUR"";""0","55 EUR""",
"DV049E;""home24 Br"";""Mini-Future Short"";""Endlos"";""14:31:08"";""DZ BANK"";""0","23 EUR"";""0","25 EUR""",
"DV047L;""Airbus Group SE"";""Mini-Future Short"";""Endlos"";""14:33:00"";""DZ BANK"";""5","64 EUR"";""5","65 EUR""",
"DV05BD;""Square Inc."";""Mini-Future Short"";""Endlos"";""14:36:14"";""DZ BANK"";""2","23 EUR"";""2","31 EUR""",
"DV045A;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:29:39"";""DZ BANK"";""23","34 EUR"";""23","40 EUR""",
"DV049S;""Infineon Technologies AG"";""Mini-Future Short"";""Endlos"";""14:22:40"";""DZ BANK"";""0","39 EUR"";""0","40 EUR""",
"DV046G;""Zinn Future"";""Mini-Future Short"";""Endlos"";""14:36:11"";""DZ BANK"";""10","59 EUR"";"" -- EUR""",,
"DV048K;""ECKERT & ZIEGLER"";""Mini-Future Short"";""Endlos"";""14:06:16"";""DZ BANK"";""0","87 EUR"";""0","97 EUR""",
"DV05M2;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:29:26"";""DZ BANK"";""6","15 EUR"";""6","16 EUR""",
"DV046D;""Zinn Future"";""Mini-Future Short"";""Endlos"";""14:21:58"";""DZ BANK"";""4","98 EUR"";"" -- EUR""",,
"DV049T;""Infineon Technologies AG"";""Mini-Future Short"";""Endlos"";""14:13:49"";""DZ BANK"";""0","57 EUR"";""0","58 EUR""",
"DV049X;""Infineon Technologies AG"";""Mini-Future Short"";""Endlos"";""14:15:12"";""DZ BANK"";""1","94 EUR"";""1","95 EUR""",
"DV046K;""Zinn Future"";""Mini-Future Short"";""Endlos"";""14:21:58"";""DZ BANK"";""11","63 EUR"";"" -- EUR""",,
"DV05AV;""SALESFORCE.COM"";""Mini-Future Short"";""Endlos"";""14:25:29"";""DZ BANK"";""3","03 EUR"";""3","06 EUR""",
"DV05AC;""New Work SE"";""Mini-Future Short"";""Endlos"";""13:02:56"";""DZ BANK"";""2","17 EUR"";""2","27 EUR""",
"DV0441;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:29:39"";""DZ BANK"";""20","35 EUR"";""20","41 EUR""",
"DV048N;""Encavis AG"";""Mini-Future Short"";""Endlos"";""14:26:12"";""DZ BANK"";""2","70 EUR"";""2","76 EUR""",
"DV05A9;""SMA Solar Technology AG"";""Mini-Future Short"";""Endlos"";""14:27:12"";""DZ BANK"";""0","52 EUR"";""0","53 EUR""",
"DV05AN;""Prosus N.V."";""Mini-Future Short"";""Endlos"";""14:33:17"";""DZ BANK"";""0","95 EUR"";""0","96 EUR""",
"DV046Q;""Zink Future"";""Mini-Future Short"";""Endlos"";""14:36:04"";""DZ BANK"";""1","77 EUR"";""1","81 EUR""",
"DV045G;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:20:33"";""DZ BANK"";""25","26 EUR"";""25","32 EUR""",
"DV045U;""Nickel Future"";""Mini-Future Short"";""Endlos"";""14:31:59"";""DZ BANK"";""9","51 EUR"";""9","57 EUR""",
"DV046J;""Zinn Future"";""Mini-Future Short"";""Endlos"";""14:08:01"";""DZ BANK"";""11","32 EUR"";"" -- EUR""",,
"DV049V;""Infineon Technologies AG"";""Mini-Future Short"";""Endlos"";""14:15:12"";""DZ BANK"";""0","83 EUR"";""0","84 EUR""",
"DV0447;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:23:36"";""DZ BANK"";""22","35 EUR"";""22","41 EUR""",
"DV045H;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:21:22"";""DZ BANK"";""25","610001 EUR"";""25","67 EUR""",
"DV045C;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:22:11"";""DZ BANK"";""23","99 EUR"";""24","049999 EUR""",
"DV045E;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:29:39"";""DZ BANK"";""24","67 EUR"";""24","73 EUR""",
"DV046F;""Zinn Future"";""Mini-Future Short"";""Endlos"";""14:21:58"";""DZ BANK"";""10","30 EUR"";"" -- EUR""",,
"DV049F;""home24 Br"";""Mini-Future Short"";""Endlos"";""14:32:30"";""DZ BANK"";""0","49 EUR"";""0","51 EUR""",
"DV0449;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:22:30"";""DZ BANK"";""23","02 EUR"";""23","08 EUR""",
"DV045D;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:22:36"";""DZ BANK"";""24","35 EUR"";""24","41 EUR""",
"DV05AM;""Pfizer Inc."";""Mini-Future Short"";""Endlos"";""12:30:32"";""DZ BANK"";""0","23 EUR"";""0","25 EUR""",
"DV044Y;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:22:35"";""DZ BANK"";""6","89 EUR"";""6","95 EUR""",
"DV05AS;""Qiagen N.V."";""Mini-Future Short"";""Endlos"";""14:26:39"";""DZ BANK"";""0","63 EUR"";""0","64 EUR""",
"DV0446;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:21:19"";""DZ BANK"";""21","940001 EUR"";""22","00 EUR""",
"DV05M1;""DAX (Performance)"";""Mini-Future Short"";""Endlos"";""14:29:26"";""DZ BANK"";""5","15 EUR"";""5","16 EUR""",
"DV0483;""Grenke AG"";""Mini-Future Short"";""Endlos"";""14:36:42"";""DZ BANK"";""0","59 EUR"";""0","65 EUR""",
"DV045K;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:22:36"";""DZ BANK"";""26","34 EUR"";""26","40 EUR""",
"DV045T;""Nickel Future"";""Mini-Future Short"";""Endlos"";""14:32:00"";""DZ BANK"";""9","18 EUR"";""9","24 EUR""",
"DV0440;""Kupfer"";""Mini-Future Short"";""Endlos"";""14:22:36"";""DZ BANK"";""20","02 EUR"";""20","08 EUR""",
"DV05AW;""SAP SE"";""Mini-Future Short"";""Endlos"";""14:28:56"";""DZ BANK"";""0","59 EUR"";""0","60 EUR""",
