"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,,
"DV0667;""Northern Data AG"";""Endlos Turbo Short"";""Endlos"";""14:36:03"";""DZ BANK"";""1","37 EUR"";""1","47 EUR""",
"DV06LY;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:29:23"";""DZ BANK"";""1","36 EUR"";""1","37 EUR""",
"DV06N2;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:29:48"";""DZ BANK"";""4","18 EUR"";""4","24 EUR""",
"DFP237;""EUR/ZAR"";""Endlos Turbo Short"";""Endlos"";""14:28:08"";""DZ BANK"";""2","39 EUR"";""2","46 EUR""",
"DV06NT;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:17:27"";""DZ BANK"";""2","35 EUR"";""2","41 EUR""",
"DV06PK;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:17:27"";""DZ BANK"";""24","879999 EUR"";""24","940001 EUR""",
"DV069V;""Westwing Group AG"";""Endlos Turbo Short"";""Endlos"";""14:20:37"";""DZ BANK"";""0","10 EUR"";""0","15 EUR""",
"DV06LB;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:40"";""DZ BANK"";""4","81 EUR"";""4","83 EUR""",
"DV0605;""Air Liquide S.A."";""Endlos Turbo Short"";""Endlos"";""14:14:56"";""DZ BANK"";""0","23 EUR"";""0","24 EUR""",
"DV069D;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""14:29:13"";""DZ BANK"";""0","55 EUR"";""0","61 EUR""",
"DV06NQ;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:29:48"";""DZ BANK"";""1","94 EUR"";""2","00 EUR""",
"DV0641;""Gilead Sciences Inc."";""Endlos Turbo Short"";""Endlos"";""14:31:02"";""DZ BANK"";""0","21 EUR"";""0","25 EUR""",
"DFP23Z;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""14:32:31"";""DZ BANK"";""1","21 EUR"";""1","22 EUR""",
"DV06LV;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:55"";""DZ BANK"";""1","11 EUR"";""1","12 EUR""",
"DV068D;""Shop Apotheke Europe N.V."";""Endlos Turbo Short"";""Endlos"";""14:22:59"";""DZ BANK"";""1","80 EUR"";""1","85 EUR""",
"DFP22M;""EUR/GBP"";""Endlos Turbo Short"";""Endlos"";""14:35:02"";""DZ BANK"";""1","03 EUR"";""1","04 EUR""",
"DV06N0;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:24:15"";""DZ BANK"";""3","57 EUR"";""3","63 EUR""",
"DV06PV;""Nickel Future"";""Endlos Turbo Short"";""Endlos"";""14:25:24"";""DZ BANK"";""0","86 EUR"";""0","92 EUR""",
"DV060U;""Aareal Bank AG"";""Endlos Turbo Short"";""Endlos"";""14:24:28"";""DZ BANK"";""0","12 EUR"";""0","14 EUR""",
"DV06LX;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:17:27"";""DZ BANK"";""1","20 EUR"";""1","21 EUR""",
"DV06K8;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:36"";""DZ BANK"";""4","31 EUR"";""4","33 EUR""",
"DV061S;""Banco Santander S.A."";""Endlos Turbo Short"";""Endlos"";""14:17:37"";""DZ BANK"";""0","069 EUR"";""0","089 EUR""",
"DV0687;""Union Pacific Corp."";""Endlos Turbo Short"";""Endlos"";""14:25:49"";""DZ BANK"";""0","42 EUR"";""0","52 EUR""",
"DFP22W;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""14:24:20"";""DZ BANK"";""0","68 EUR"";""0","69 EUR""",
"DV06N4;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:29:48"";""DZ BANK"";""5","84 EUR"";""5","90 EUR""",
"DV06P9;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""14:07:09"";""DZ BANK"";""4","26 EUR"";"" -- EUR""",,
"DV06QN;""Baumwolle Future"";""Endlos Turbo Short"";""Endlos"";""14:17:26"";""DZ BANK"";""0","26 EUR"";""0","27 EUR""",
"DV06K4;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:04"";""DZ BANK"";""3","67 EUR"";""3","69 EUR""",
"DV06PW;""Nickel Future"";""Endlos Turbo Short"";""Endlos"";""14:22:14"";""DZ BANK"";""1","02 EUR"";""1","08 EUR""",
"DV06PC;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:29:48"";""DZ BANK"";""22","639999 EUR"";""22","700001 EUR""",
"DV06QA;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""14:21:58"";""DZ BANK"";""10","73 EUR"";"" -- EUR""",,
"DV06P4;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""14:07:09"";""DZ BANK"";""3","43 EUR"";"" -- EUR""",,
"DV06LC;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:05"";""DZ BANK"";""5","00 EUR"";""5","02 EUR""",
"DV06PN;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:28:16"";""DZ BANK"";""25","90 EUR"";""25","959999 EUR""",
"DFP22V;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""14:23:58"";""DZ BANK"";""0","59 EUR"";""0","60 EUR""",
"DV060V;""Aareal Bank AG"";""Endlos Turbo Short"";""Endlos"";""14:14:19"";""DZ BANK"";""1","05 EUR"";""1","06 EUR""",
"DV0625;""Danone S.A."";""Endlos Turbo Short"";""Endlos"";""14:10:48"";""DZ BANK"";""0","27 EUR"";""0","28 EUR""",
"DV06PM;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:20:38"";""DZ BANK"";""25","50 EUR"";""25","559999 EUR""",
"DV06P6;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""14:21:58"";""DZ BANK"";""3","74 EUR"";"" -- EUR""",,
"DV0638;""Draegerwerk AG & CO. KGAA Vz."";""Endlos Turbo Short"";""Endlos"";""14:01:13"";""DZ BANK"";""0","21 EUR"";""0","23 EUR""",
"DV06PS;""Blei Future"";""Endlos Turbo Short"";""Endlos"";""14:38:05"";""DZ BANK"";""0","97 EUR"";""1","03 EUR""",
"DV0620;""Continental AG"";""Endlos Turbo Short"";""Endlos"";""14:18:21"";""DZ BANK"";""0","39 EUR"";""0","40 EUR""",
"DFP235;""EUR/ZAR"";""Endlos Turbo Short"";""Endlos"";""14:28:51"";""DZ BANK"";""1","55 EUR"";""1","62 EUR""",
"DFP22B;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""14:25:25"";""DZ BANK"";""0","29 EUR"";""0","30 EUR""",
"DV06PQ;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:17:24"";""DZ BANK"";""26","57 EUR"";""26","629999 EUR""",
"DV06NR;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:17:27"";""DZ BANK"";""2","02 EUR"";""2","08 EUR""",
"DV06MM;""Aluminium Future"";""Endlos Turbo Short"";""Endlos"";""14:28:31"";""DZ BANK"";""0","56 EUR"";""0","60 EUR""",
"DV06NU;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:17:27"";""DZ BANK"";""2","53 EUR"";""2","59 EUR""",
"DV06QC;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""14:07:09"";""DZ BANK"";""11","41 EUR"";"" -- EUR""",,
"DV06PJ;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:29:39"";""DZ BANK"";""24","620001 EUR"";""24","68 EUR""",
"DV06LU;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:17:31"";""DZ BANK"";""0","94 EUR"";""0","95 EUR""",
"DV069L;""Volkswagen AG Vz."";""Endlos Turbo Short"";""Endlos"";""14:26:14"";""DZ BANK"";""3","62 EUR"";""3","63 EUR""",
"DV065U;""Intesa Sanpaolo S.p.A."";""Endlos Turbo Short"";""Endlos"";""14:33:59"";""DZ BANK"";""0","032 EUR"";""0","052 EUR""",
"DV06P5;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""14:21:58"";""DZ BANK"";""3","58 EUR"";"" -- EUR""",,
"DV06K2;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:06"";""DZ BANK"";""3","34 EUR"";""3","36 EUR""",
"DFP23W;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""14:28:55"";""DZ BANK"";""0","95 EUR"";""0","96 EUR""",
"DV0640;""Gerresheimer AG"";""Endlos Turbo Short"";""Endlos"";""14:23:37"";""DZ BANK"";""0","98 EUR"";""0","99 EUR""",
"DV061T;""Barrick Gold Corporation"";""Endlos Turbo Short"";""Endlos"";""14:36:19"";""DZ BANK"";""0","54 EUR"";""0","56 EUR""",
"DV067S;""Repsol S.A."";""Endlos Turbo Short"";""Endlos"";""14:37:03"";""DZ BANK"";""0","21 EUR"";""0","23 EUR""",
"DV06N7;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:20:30"";""DZ BANK"";""20","889999 EUR"";""20","950001 EUR""",
"DV0614;""Bayer AG"";""Endlos Turbo Short"";""Endlos"";""14:34:24"";""DZ BANK"";""0","35 EUR"";""0","36 EUR""",
"DV067U;""Royal Dutch Shell plc"";""Endlos Turbo Short"";""Endlos"";""14:35:16"";""DZ BANK"";""0","054 EUR"";""0","074 EUR""",
"DV061F;""Anheuser-Busch InBev"";""Endlos Turbo Short"";""Endlos"";""14:34:20"";""DZ BANK"";""0","23 EUR"";""0","24 EUR""",
"DV064K;""Eni S.p.A."";""Endlos Turbo Short"";""Endlos"";""14:33:10"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DV0683;""TUI AG"";""Endlos Turbo Short"";""Endlos"";""14:35:15"";""DZ BANK"";""0","50 EUR"";""0","62 EUR""",
"DV06N1;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:21:19"";""DZ BANK"";""3","64 EUR"";""3","70 EUR""",
"DV06K5;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:22:33"";""DZ BANK"";""3","83 EUR"";""3","85 EUR""",
"DV06LW;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:17:25"";""DZ BANK"";""1","12 EUR"";""1","13 EUR""",
"DV06N8;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:28:50"";""DZ BANK"";""21","280001 EUR"";""21","34 EUR""",
"DV06K6;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:40"";""DZ BANK"";""3","98 EUR"";""4","00 EUR""",
"DV06QG;""Zink Future"";""Endlos Turbo Short"";""Endlos"";""14:21:54"";""DZ BANK"";""0","55 EUR"";""0","59 EUR""",
"DV06P8;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""14:08:01"";""DZ BANK"";""4","10 EUR"";"" -- EUR""",,
"DV067D;""Patrizia AG"";""Endlos Turbo Short"";""Endlos"";""13:02:12"";""DZ BANK"";""0","09 EUR"";""0","11 EUR""",
"DV0630;""DEUTSCHE PFAND AG"";""Endlos Turbo Short"";""Endlos"";""14:33:32"";""DZ BANK"";""5","17 EUR"";""5","20 EUR""",
"DV061B;""AIXTRON AG"";""Endlos Turbo Short"";""Endlos"";""14:34:00"";""DZ BANK"";""10","54 EUR"";""10","56 EUR""",
"DV06NZ;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:32:26"";""DZ BANK"";""3","52 EUR"";""3","58 EUR""",
"DV06K0;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:37"";""DZ BANK"";""2","97 EUR"";""2","99 EUR""",
"DFP22C;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""14:36:46"";""DZ BANK"";""0","39 EUR"";""0","40 EUR""",
"DV0655;""LEG Immobilien AG"";""Endlos Turbo Short"";""Endlos"";""14:30:12"";""DZ BANK"";""1","12 EUR"";""1","13 EUR""",
"DV06LS;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:23:46"";""DZ BANK"";""0","87 EUR"";""0","88 EUR""",
"DV06NS;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:29:47"";""DZ BANK"";""2","27 EUR"";""2","33 EUR""",
"DV064E;""ElringKlinger AG"";""Endlos Turbo Short"";""Endlos"";""14:17:28"";""DZ BANK"";""1","38 EUR"";""1","46 EUR""",
"DV06PP;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:28:49"";""DZ BANK"";""26","27 EUR"";""26","33 EUR""",
"DV06LK;""Palladium"";""Endlos Turbo Short"";""Endlos"";""14:26:51"";""DZ BANK"";""11","16 EUR"";""11","66 EUR""",
"DV063L;""Deutsche Bank AG"";""Endlos Turbo Short"";""Endlos"";""14:20:53"";""DZ BANK"";""4","64 EUR"";""4","65 EUR""",
"DV062J;""Caterpillar Inc."";""Endlos Turbo Short"";""Endlos"";""14:27:35"";""DZ BANK"";""0","56 EUR"";""0","90 EUR""",
"DV0637;""Deutz AG"";""Endlos Turbo Short"";""Endlos"";""14:29:09"";""DZ BANK"";""0","09 EUR"";""0","13 EUR""",
"DV064J;""Engie S.A."";""Endlos Turbo Short"";""Endlos"";""14:26:44"";""DZ BANK"";""0","73 EUR"";""0","74 EUR""",
"DFP22R;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""14:24:05"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DV068Z;""ThyssenKrupp AG"";""Endlos Turbo Short"";""Endlos"";""14:36:18"";""DZ BANK"";""0","21 EUR"";""0","24 EUR""",
"DV06LD;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:22:23"";""DZ BANK"";""5","15 EUR"";""5","17 EUR""",
"DV062H;""Carrefour S.A."";""Endlos Turbo Short"";""Endlos"";""14:17:42"";""DZ BANK"";""0","062 EUR"";""0","082 EUR""",
"DV0651;""L'Oreal S.A."";""Endlos Turbo Short"";""Endlos"";""14:36:43"";""DZ BANK"";""0","48 EUR"";""0","49 EUR""",
"DV06PB;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:29:36"";""DZ BANK"";""22","280001 EUR"";""22","34 EUR""",
"DV066W;""Newmont Mining Corporation"";""Endlos Turbo Short"";""Endlos"";""14:26:19"";""DZ BANK"";""0","31 EUR"";""0","33 EUR""",
"DV06QK;""Brent Crude Future Contract"";""Endlos Turbo Short"";""Endlos"";""14:37:42"";""DZ BANK"";""2","40 EUR"";""2","41 EUR""",
"DV06PT;""Nickel Future"";""Endlos Turbo Short"";""Endlos"";""14:23:16"";""DZ BANK"";""0","52 EUR"";""0","58 EUR""",
"DV068R;""Talanx AG"";""Endlos Turbo Short"";""Endlos"";""14:24:51"";""DZ BANK"";""0","09 EUR"";""0","13 EUR""",
"DV06PG;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:29:48"";""DZ BANK"";""23","969999 EUR"";""24","030001 EUR""",
"DV06LZ;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:31:01"";""DZ BANK"";""1","47 EUR"";""1","48 EUR""",
"DV06K9;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:06"";""DZ BANK"";""4","50 EUR"";""4","52 EUR""",
"DV06QH;""Zink Future"";""Endlos Turbo Short"";""Endlos"";""14:21:54"";""DZ BANK"";""0","72 EUR"";""0","76 EUR""",
"DV069E;""VERBIO"";""Endlos Turbo Short"";""Endlos"";""14:10:43"";""DZ BANK"";""0","16 EUR"";""0","17 EUR""",
"DV06LE;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:36"";""DZ BANK"";""5","30 EUR"";""5","32 EUR""",
"DV06QB;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""14:07:09"";""DZ BANK"";""11","08 EUR"";"" -- EUR""",,
"DV064Y;""Fuchs Petrolub SE Vz."";""Endlos Turbo Short"";""Endlos"";""14:16:06"";""DZ BANK"";""0","15 EUR"";""0","16 EUR""",
"DV066F;""McDonald's Corp."";""Endlos Turbo Short"";""Endlos"";""14:25:29"";""DZ BANK"";""0","55 EUR"";""0","57 EUR""",
"DV06PD;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:29:47"";""DZ BANK"";""22","969999 EUR"";""23","030001 EUR""",
"DFP22A;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""14:35:04"";""DZ BANK"";""0","12 EUR"";""0","22 EUR""",
"DFP22U;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""14:24:03"";""DZ BANK"";""0","51 EUR"";""0","52 EUR""",
"DV069F;""Vestas Wind Systems A/S"";""Endlos Turbo Short"";""Endlos"";""14:36:05"";""DZ BANK"";""1","42 EUR"";""1","43 EUR""",
"DV06QD;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""14:11:46"";""DZ BANK"";""11","75 EUR"";"" -- EUR""",,
"DV067B;""PAION"";""Endlos Turbo Short"";""Endlos"";""13:16:32"";""DZ BANK"";""0","29 EUR"";""0","36 EUR""",
"DV063K;""Deutsche Bank AG"";""Endlos Turbo Short"";""Endlos"";""14:20:22"";""DZ BANK"";""0","21 EUR"";""0","22 EUR""",
"DV0658;""Leoni AG"";""Endlos Turbo Short"";""Endlos"";""14:25:27"";""DZ BANK"";""0","92 EUR"";""0","96 EUR""",
"DV065J;""Home Depot Inc."";""Endlos Turbo Short"";""Endlos"";""14:12:30"";""DZ BANK"";""9","96 EUR"";""9","98 EUR""",
"DV07AH;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""14:31:01"";""DZ BANK"";""0","35 EUR"";""1","80 EUR""",
"DV06KZ;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:04"";""DZ BANK"";""2","84 EUR"";""2","86 EUR""",
"DV06NX;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:17:27"";""DZ BANK"";""3","00 EUR"";""3","06 EUR""",
"DV06LR;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:20:19"";""DZ BANK"";""0","75 EUR"";""0","76 EUR""",
"DV0662;""Nordex AG"";""Endlos Turbo Short"";""Endlos"";""14:18:13"";""DZ BANK"";""1","01 EUR"";""1","05 EUR""",
"DV067E;""Patrizia AG"";""Endlos Turbo Short"";""Endlos"";""13:02:12"";""DZ BANK"";""0","15 EUR"";""0","16 EUR""",
"DV065Z;""Knorr-Bremse AG"";""Endlos Turbo Short"";""Endlos"";""14:33:03"";""DZ BANK"";""0","38 EUR"";""0","39 EUR""",
"DV06PH;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:32:55"";""DZ BANK"";""24","40 EUR"";""24","459999 EUR""",
"DV06NV;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:32:26"";""DZ BANK"";""2","88 EUR"";""2","94 EUR""",
"DV068Q;""TAKKT AG"";""Endlos Turbo Short"";""Endlos"";""14:37:55"";""DZ BANK"";""1","78 EUR"";""1","88 EUR""",
"DV0650;""Krones AG"";""Endlos Turbo Short"";""Endlos"";""14:32:55"";""DZ BANK"";""0","42 EUR"";""0","43 EUR""",
"DV06PE;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""14:29:39"";""DZ BANK"";""23","290001 EUR"";""23","35 EUR""",
"DV06QJ;""Zink Future"";""Endlos Turbo Short"";""Endlos"";""14:23:59"";""DZ BANK"";""0","90 EUR"";""0","94 EUR""",
"DV06K7;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:05"";""DZ BANK"";""4","17 EUR"";""4","19 EUR""",
"DV06LA;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:37"";""DZ BANK"";""4","63 EUR"";""4","65 EUR""",
"DFP22S;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""14:24:20"";""DZ BANK"";""0","37 EUR"";""0","38 EUR""",
"DV06LG;""Palladium"";""Endlos Turbo Short"";""Endlos"";""14:32:57"";""DZ BANK"";""6","07 EUR"";""6","77 EUR""",
"DFP22T;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""14:28:00"";""DZ BANK"";""0","45 EUR"";""0","46 EUR""",
"DV06LQ;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:35:05"";""DZ BANK"";""0","77 EUR"";""0","78 EUR""",
"DV062D;""BNP Paribas S.A."";""Endlos Turbo Short"";""Endlos"";""14:25:41"";""DZ BANK"";""0","043 EUR"";""0","063 EUR""",
"DV064U;""Freeport-McMoRan Copper & Gold Inc."";""Endlos Turbo Short"";""Endlos"";""14:34:22"";""DZ BANK"";""0","89 EUR"";"" -- EUR""",,
"DV0627;""Dermapharm"";""Endlos Turbo Short"";""Endlos"";""14:28:59"";""DZ BANK"";""0","43 EUR"";""0","44 EUR""",
"DV067Q;""Qiagen N.V."";""Endlos Turbo Short"";""Endlos"";""14:13:23"";""DZ BANK"";""0","17 EUR"";""0","18 EUR""",
"DV063M;""Deutsche Bank AG"";""Endlos Turbo Short"";""Endlos"";""14:20:54"";""DZ BANK"";""5","16 EUR"";""5","17 EUR""",
"DV06LP;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:35:16"";""DZ BANK"";""0","69 EUR"";""0","70 EUR""",
"DFP2ZH;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""14:24:16"";""DZ BANK"";""0","81 EUR"";""0","82 EUR""",
"DFP2ZQ;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""14:29:38"";""DZ BANK"";""1","41 EUR"";""1","42 EUR""",
"DV05XM;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:22:43"";""DZ BANK"";""6","15 EUR"";""6","17 EUR""",
"DFP2ZG;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""14:25:22"";""DZ BANK"";""0","74 EUR"";""0","75 EUR""",
"DFP2ZP;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""14:32:07"";""DZ BANK"";""1","34 EUR"";""1","35 EUR""",
"DV05XL;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:37"";""DZ BANK"";""5","92 EUR"";""5","94 EUR""",
"DFP2X8;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""14:34:37"";""DZ BANK"";""0","19 EUR"";""0","25 EUR""",
"DV05XK;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:22:33"";""DZ BANK"";""5","79 EUR"";""5","81 EUR""",
"DFP2ZR;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""14:28:55"";""DZ BANK"";""1","50 EUR"";""1","51 EUR""",
"DFP2ZJ;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""14:24:03"";""DZ BANK"";""0","88 EUR"";""0","89 EUR""",
"DV05XV;""Palladium"";""Endlos Turbo Short"";""Endlos"";""14:30:09"";""DZ BANK"";""7","66 EUR"";""8","16 EUR""",
"DV05XN;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:18"";""DZ BANK"";""6","29 EUR"";""6","31 EUR""",
"DV05XJ;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:06"";""DZ BANK"";""5","62 EUR"";""5","64 EUR""",
"DV05XP;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:36"";""DZ BANK"";""6","43 EUR"";""6","45 EUR""",
"DV05WZ;""WTI Crude Oil Future (NYMEX)"";""Endlos Turbo Short"";""Endlos"";""14:17:32"";""DZ BANK"";""33","27 EUR"";""33","27 EUR""",
"DV05JG;""Northern Data AG"";""Endlos Turbo Short"";""Endlos"";""14:36:03"";""DZ BANK"";""2","47 EUR"";""2","57 EUR""",
"DV05PU;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""14:31:54"";""DZ BANK"";""2","74 EUR"";""2","75 EUR""",
"DV05H8;""Metro AG"";""Endlos Turbo Short"";""Endlos"";""14:30:46"";""DZ BANK"";""1","39 EUR"";""1","41 EUR""",
"DV05HE;""home24 Br"";""Endlos Turbo Short"";""Endlos"";""14:27:57"";""DZ BANK"";""0","41 EUR"";""0","43 EUR""",
"DV05HD;""Home Depot Inc."";""Endlos Turbo Short"";""Endlos"";""14:21:56"";""DZ BANK"";""1","09 EUR"";""1","30 EUR""",
"DV05EY;""Alphabet Inc. Class-C-Namensaktie"";""Endlos Turbo Short"";""Endlos"";""14:29:49"";""DZ BANK"";""0","31 EUR"";""0","37 EUR""",
"DV05PX;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""14:29:07"";""DZ BANK"";""3","26 EUR"";""3","27 EUR""",
"DV05PJ;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""14:29:15"";""DZ BANK"";""0","53 EUR"";""1","80 EUR""",
"DV05JJ;""Prosus N.V."";""Endlos Turbo Short"";""Endlos"";""14:36:05"";""DZ BANK"";""0","21 EUR"";""0","22 EUR""",
"DV05HR;""Infineon Technologies AG"";""Endlos Turbo Short"";""Endlos"";""14:15:40"";""DZ BANK"";""0","47 EUR"";""0","48 EUR""",
"DV043G;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""14:34:03"";""DZ BANK"";""1","68 EUR"";""1","69 EUR""",
"DV05GB;""Deutsche Post AG"";""Endlos Turbo Short"";""Endlos"";""14:24:33"";""DZ BANK"";""0","053 EUR"";""0","073 EUR""",
"DV05KL;""TAKE-TWO INTERACTIVE"";""Endlos Turbo Short"";""Endlos"";""14:30:02"";""DZ BANK"";""0","27 EUR"";""1","00 EUR""",
"DV05FE;""Bertrandt AG"";""Endlos Turbo Short"";""Endlos"";""13:17:21"";""DZ BANK"";""2","94 EUR"";""2","97 EUR""",
"DV05K1;""Zalando SE"";""Endlos Turbo Short"";""Endlos"";""14:23:40"";""DZ BANK"";""1","37 EUR"";""1","38 EUR""",
"DV05FQ;""Crédit Agricole S.A."";""Endlos Turbo Short"";""Endlos"";""14:33:36"";""DZ BANK"";""5","38 EUR"";""5","39 EUR""",
"DV0424;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:22:33"";""DZ BANK"";""6","94 EUR"";""6","96 EUR""",
"DV05PZ;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""14:29:10"";""DZ BANK"";""3","66 EUR"";""3","67 EUR""",
"DV05H5;""LPKF Laser & Electronics AG"";""Endlos Turbo Short"";""Endlos"";""14:32:43"";""DZ BANK"";""1","02 EUR"";""1","03 EUR""",
"DV05PP;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""14:29:36"";""DZ BANK"";""1","74 EUR"";""1","80 EUR""",
"DV05PN;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""14:32:09"";""DZ BANK"";""1","63 EUR"";""1","80 EUR""",
"DV05KE;""Square Inc."";""Endlos Turbo Short"";""Endlos"";""14:27:04"";""DZ BANK"";""0","13 EUR"";""0","60 EUR""",
"DV05E2;""AUTO1 Group SE"";""Endlos Turbo Short"";""Endlos"";""14:35:21"";""DZ BANK"";""0","31 EUR"";""0","33 EUR""",
"DV05PY;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""14:29:11"";""DZ BANK"";""3","46 EUR"";""3","47 EUR""",
"DV05HS;""Infineon Technologies AG"";""Endlos Turbo Short"";""Endlos"";""14:27:08"";""DZ BANK"";""1","18 EUR"";""1","19 EUR""",
"DV05J8;""Singulus Technologies AG"";""Endlos Turbo Short"";""Endlos"";""14:30:38"";""DZ BANK"";""0","62 EUR"";""0","82 EUR""",
"DV0423;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""14:21:37"";""DZ BANK"";""6","74 EUR"";""6","76 EUR""",
"DV05PL;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""14:31:57"";""DZ BANK"";""1","21 EUR"";""1","80 EUR""",
