"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,,
"DV03VB;""Fraport AG"";""Endlos Turbo Long"";""Endlos"";""15:53:33"";""DZ BANK"";""0","96 EUR"";""0","97 EUR""",
"DV03XH;""Total SE"";""Endlos Turbo Long"";""Endlos"";""15:44:32"";""DZ BANK"";""0","31 EUR"";""0","32 EUR""",
"DV03WU;""Salzgitter AG"";""Endlos Turbo Long"";""Endlos"";""15:52:47"";""DZ BANK"";""0","25 EUR"";""0","26 EUR""",
"DV03M3;""Brent Crude Future Contract"";""Endlos Turbo Long"";""Endlos"";""15:55:41"";""DZ BANK"";""1","87 EUR"";""1","88 EUR""",
"DV03UE;""COVESTRO AG"";""Endlos Turbo Long"";""Endlos"";""15:53:42"";""DZ BANK"";""0","34 EUR"";""0","35 EUR""",
"DV03UR;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:46:39"";""DZ BANK"";""0","89 EUR"";""0","90 EUR""",
"DV03UF;""COVESTRO AG"";""Endlos Turbo Long"";""Endlos"";""15:46:28"";""DZ BANK"";""0","31 EUR"";""0","32 EUR""",
"DV0265;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:41:32"";""DZ BANK"";""5","64 EUR"";""5","70 EUR""",
"DFP2HE;""EUR/CHF"";""Endlos Turbo Long"";""Endlos"";""15:52:39"";""DZ BANK"";""1","68 EUR"";""1","69 EUR""",
"DV03ET;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:42:25"";""DZ BANK"";""1","22 EUR"";""1","23 EUR""",
"DV027A;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:44:30"";""DZ BANK"";""4","97 EUR"";""5","03 EUR""",
"DV0269;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:55:17"";""DZ BANK"";""5","07 EUR"";""5","13 EUR""",
"DV0261;""Aluminium Future"";""Endlos Turbo Long"";""Endlos"";""15:42:45"";""DZ BANK"";""0","45 EUR"";""0","49 EUR""",
"DV03GK;""RWE AG"";""Endlos Turbo Long"";""Endlos"";""15:29:52"";""DZ BANK"";""0","26 EUR"";""0","27 EUR""",
"DV03EE;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:51:23"";""DZ BANK"";""0","40 EUR"";""0","41 EUR""",
"DV03FQ;""K+S AG"";""Endlos Turbo Long"";""Endlos"";""15:45:17"";""DZ BANK"";""1","38 EUR"";""1","39 EUR""",
"DFP2HD;""EUR/CHF"";""Endlos Turbo Long"";""Endlos"";""15:39:35"";""DZ BANK"";""1","69 EUR"";""1","70 EUR""",
"DV03EF;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:38:23"";""DZ BANK"";""0","37 EUR"";""0","38 EUR""",
"DV03HP;""Volkswagen AG Vz."";""Endlos Turbo Long"";""Endlos"";""15:40:07"";""DZ BANK"";""0","82 EUR"";""0","83 EUR""",
"DV0266;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:40:29"";""DZ BANK"";""5","50 EUR"";""5","56 EUR""",
"DV027C;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:51:02"";""DZ BANK"";""4","49 EUR"";""4","55 EUR""",
"DV03HM;""Volkswagen AG Vz."";""Endlos Turbo Long"";""Endlos"";""15:37:36"";""DZ BANK"";""0","94 EUR"";""0","95 EUR""",
"DV03GL;""RWE AG"";""Endlos Turbo Long"";""Endlos"";""15:41:29"";""DZ BANK"";""0","10 EUR"";""0","11 EUR""",
"DV0262;""Aluminium Future"";""Endlos Turbo Long"";""Endlos"";""15:42:33"";""DZ BANK"";""0","29 EUR"";""0","33 EUR""",
"DV03GJ;""RWE AG"";""Endlos Turbo Long"";""Endlos"";""15:51:02"";""DZ BANK"";""0","36 EUR"";""0","37 EUR""",
"DV03GC;""Porsche Automobil Holding SE"";""Endlos Turbo Long"";""Endlos"";""15:48:36"";""DZ BANK"";""0","50 EUR"";""0","51 EUR""",
"DV03HN;""Volkswagen AG Vz."";""Endlos Turbo Long"";""Endlos"";""15:46:48"";""DZ BANK"";""0","89 EUR"";""0","90 EUR""",
"DV03DG;""IBM Corporation"";""Endlos Turbo Long"";""Endlos"";""15:40:09"";""DZ BANK"";""0","25 EUR"";""0","30 EUR""",
"DV03GS;""SCHAEFFLER AG INHABER-VORZUGSAKT.O.ST. O.N."";""Endlos Turbo Long"";""Endlos"";""15:55:13"";""DZ BANK"";""0","68 EUR"";""0","70 EUR""",
"DV03EG;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:39:49"";""DZ BANK"";""0","35 EUR"";""0","36 EUR""",
"DV03HK;""Volkswagen AG Vz."";""Endlos Turbo Long"";""Endlos"";""15:48:24"";""DZ BANK"";""1","11 EUR"";""1","12 EUR""",
"DFP2HF;""EUR/CHF"";""Endlos Turbo Long"";""Endlos"";""15:49:42"";""DZ BANK"";""1","62 EUR"";""1","63 EUR""",
"DV03F4;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Long"";""Endlos"";""15:52:58"";""DZ BANK"";""1","54 EUR"";""1","55 EUR""",
"DV0260;""Aluminium Future"";""Endlos Turbo Long"";""Endlos"";""15:42:33"";""DZ BANK"";""0","63 EUR"";""0","67 EUR""",
"DV0264;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:45:24"";""DZ BANK"";""5","95 EUR"";""6","01 EUR""",
"DV03F5;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Long"";""Endlos"";""15:48:01"";""DZ BANK"";""1","42 EUR"";""1","43 EUR""",
"DV027D;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:51:00"";""DZ BANK"";""4","32 EUR"";""4","38 EUR""",
"DV03HJ;""Volkswagen AG Vz."";""Endlos Turbo Long"";""Endlos"";""15:40:06"";""DZ BANK"";""1","20 EUR"";""1","21 EUR""",
"DV026J;""Gold-Future"";""Endlos Turbo Long"";""Endlos"";""15:38:28"";""DZ BANK"";""22","040001 EUR"";""22","040001 EUR""",
"DV03FG;""Henkel AG & Co. KGaA Vz."";""Endlos Turbo Long"";""Endlos"";""15:43:07"";""DZ BANK"";""0","15 EUR"";""0","16 EUR""",
"DV03EY;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""15:38:13"";""DZ BANK"";""2","00 EUR"";""2","02 EUR""",
"DV027B;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:51:00"";""DZ BANK"";""4","65 EUR"";""4","71 EUR""",
"DV03HG;""Volkswagen AG"";""Endlos Turbo Long"";""Endlos"";""15:51:42"";""DZ BANK"";""1","40 EUR"";""1","42 EUR""",
"DV0267;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:45:25"";""DZ BANK"";""5","45 EUR"";""5","51 EUR""",
"DV03F9;""Northern Data AG"";""Endlos Turbo Long"";""Endlos"";""15:44:40"";""DZ BANK"";""1","40 EUR"";""1","55 EUR""",
"DV03HL;""Volkswagen AG Vz."";""Endlos Turbo Long"";""Endlos"";""15:51:41"";""DZ BANK"";""1","02 EUR"";""1","03 EUR""",
"DV026G;""Gold-Future"";""Endlos Turbo Long"";""Endlos"";""15:43:42"";""DZ BANK"";""72","790001 EUR"";""72","790001 EUR""",
"DV0263;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:41:32"";""DZ BANK"";""5","97 EUR"";""6","03 EUR""",
"DV026K;""Gold-Future"";""Endlos Turbo Long"";""Endlos"";""15:53:19"";""DZ BANK"";""20","969999 EUR"";""20","969999 EUR""",
"DV026H;""Gold-Future"";""Endlos Turbo Long"";""Endlos"";""15:54:21"";""DZ BANK"";""21","90 EUR"";""21","90 EUR""",
"DV03EN;""CTS Eventim AG"";""Endlos Turbo Long"";""Endlos"";""15:45:05"";""DZ BANK"";""0","20 EUR"";""0","21 EUR""",
"DV0268;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:51:00"";""DZ BANK"";""5","15 EUR"";""5","21 EUR""",
"DV03EU;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:39:44"";""DZ BANK"";""1","18 EUR"";""1","19 EUR""",
"DV064B;""ECKERT & ZIEGLER"";""Endlos Turbo Short"";""Endlos"";""15:46:11"";""DZ BANK"";""0","48 EUR"";""0","58 EUR""",
"DV06K1;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""15:53:14"";""DZ BANK"";""2","72 EUR"";""2","74 EUR""",
"DV066D;""Manz Automation AG"";""Endlos Turbo Short"";""Endlos"";""15:49:04"";""DZ BANK"";""0","11 EUR"";""0","29 EUR""",
"DV06N9;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:09"";""DZ BANK"";""21","82 EUR"";""21","879999 EUR""",
"DFP22D;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""15:41:10"";""DZ BANK"";""0","86 EUR"";""0","87 EUR""",
"DV0671;""SALESFORCE.COM"";""Endlos Turbo Short"";""Endlos"";""15:54:22"";""DZ BANK"";""1","15 EUR"";""1","16 EUR""",
"DV0672;""Sanofi S.A."";""Endlos Turbo Short"";""Endlos"";""15:53:27"";""DZ BANK"";""0","12 EUR"";""0","13 EUR""",
"DV064D;""ELMOS SEMICONDUCTOR AG"";""Endlos Turbo Short"";""Endlos"";""15:39:02"";""DZ BANK"";""0","32 EUR"";""0","35 EUR""",
"DV06LH;""Palladium"";""Endlos Turbo Short"";""Endlos"";""15:54:53"";""DZ BANK"";""10","05 EUR"";""10","55 EUR""",
"DV06P7;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""15:32:25"";""DZ BANK"";""3","92 EUR"";""4","02 EUR""",
"DV06NY;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:19"";""DZ BANK"";""3","44 EUR"";""3","50 EUR""",
"DV064P;""Fiserv Inc."";""Endlos Turbo Short"";""Endlos"";""15:47:49"";""DZ BANK"";""0","18 EUR"";""0","55 EUR""",
"DFP23Y;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""15:47:03"";""DZ BANK"";""0","95 EUR"";""0","96 EUR""",
"DV064N;""Fielmann AG"";""Endlos Turbo Short"";""Endlos"";""15:43:41"";""DZ BANK"";""0","11 EUR"";""0","13 EUR""",
"DV064H;""Enel S.p.A."";""Endlos Turbo Short"";""Endlos"";""15:42:11"";""DZ BANK"";""0","15 EUR"";""0","16 EUR""",
"DV068G;""Siemens Healthineers AG"";""Endlos Turbo Short"";""Endlos"";""15:44:01"";""DZ BANK"";""0","21 EUR"";""0","22 EUR""",
"DV067A;""OHB Technology AG"";""Endlos Turbo Short"";""Endlos"";""15:47:46"";""DZ BANK"";""0","33 EUR"";""0","35 EUR""",
"DV0644;""Hamburger Hafen und Logistik AG"";""Endlos Turbo Short"";""Endlos"";""14:38:53"";""DZ BANK"";""0","08 EUR"";""0","10 EUR""",
"DV0679;""SFC ENERGY AG"";""Endlos Turbo Short"";""Endlos"";""15:35:29"";""DZ BANK"";""2","01 EUR"";""2","21 EUR""",
"DV069X;""ZOOPLUS AG"";""Endlos Turbo Short"";""Endlos"";""15:47:46"";""DZ BANK"";""0","88 EUR"";""0","93 EUR""",
"DV0669;""NVIDIA Corp."";""Endlos Turbo Short"";""Endlos"";""15:55:26"";""DZ BANK"";""0","23 EUR"";""0","30 EUR""",
"DV06LT;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""15:44:23"";""DZ BANK"";""0","56 EUR"";""0","57 EUR""",
"DFP236;""EUR/ZAR"";""Endlos Turbo Short"";""Endlos"";""15:38:59"";""DZ BANK"";""2","38 EUR"";""2","45 EUR""",
"DV07FN;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""15:53:18"";""DZ BANK"";""1","35 EUR"";""1","36 EUR""",
"DV06PU;""Nickel Future"";""Endlos Turbo Short"";""Endlos"";""15:44:17"";""DZ BANK"";""0","65 EUR"";""0","71 EUR""",
"DFP218;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""15:39:43"";""DZ BANK"";""0","31 EUR"";""0","32 EUR""",
"DV0677;""Scout24 AG "";""Endlos Turbo Short"";""Endlos"";""15:53:47"";""DZ BANK"";""0","22 EUR"";""0","23 EUR""",
"DV065B;""Hella GmbH & Co KGaA"";""Endlos Turbo Short"";""Endlos"";""15:46:54"";""DZ BANK"";""0","20 EUR"";""0","21 EUR""",
"DV062K;""Ceconomy AG"";""Endlos Turbo Short"";""Endlos"";""15:45:55"";""DZ BANK"";""0","33 EUR"";""0","34 EUR""",
"DV0689;""United Internet AG"";""Endlos Turbo Short"";""Endlos"";""15:00:40"";""DZ BANK"";""0","10 EUR"";""0","12 EUR""",
"DV06PR;""Blei Future"";""Endlos Turbo Short"";""Endlos"";""15:55:21"";""DZ BANK"";""0","94 EUR"";""1","00 EUR""",
"DFP23V;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""15:47:18"";""DZ BANK"";""0","67 EUR"";""0","68 EUR""",
"DV06N6;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:44:12"";""DZ BANK"";""6","71 EUR"";""6","77 EUR""",
"DV06QL;""Brent Crude Future Contract"";""Endlos Turbo Short"";""Endlos"";""15:54:36"";""DZ BANK"";""23","02 EUR"";""23","02 EUR""",
"DV06PL;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:14"";""DZ BANK"";""25","469999 EUR"";""25","530001 EUR""",
"DV061R;""AXA S.A."";""Endlos Turbo Short"";""Endlos"";""15:52:33"";""DZ BANK"";""1","02 EUR"";""1","03 EUR""",
"DFP23S;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""15:47:18"";""DZ BANK"";""0","41 EUR"";""0","42 EUR""",
"DV06LF;""Palladium"";""Endlos Turbo Short"";""Endlos"";""15:53:46"";""DZ BANK"";""5","75 EUR"";""6","45 EUR""",
"DFP230;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""15:55:16"";""DZ BANK"";""1","13 EUR"";""1","14 EUR""",
"DV06N3;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:41:32"";""DZ BANK"";""5","03 EUR"";""5","09 EUR""",
"DV0626;""Delivery Hero SE"";""Endlos Turbo Short"";""Endlos"";""15:55:13"";""DZ BANK"";""0","52 EUR"";""0","57 EUR""",
"DV06KY;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""15:47:39"";""DZ BANK"";""2","00 EUR"";""2","02 EUR""",
"DV066U;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Short"";""Endlos"";""15:48:01"";""DZ BANK"";""0","42 EUR"";""0","43 EUR""",
"DV07AE;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""15:47:33"";""DZ BANK"";""1","51 EUR"";""1","80 EUR""",
"DV066V;""Netflix Inc."";""Endlos Turbo Short"";""Endlos"";""15:56:07"";""DZ BANK"";""0","10 EUR"";""0","14 EUR""",
"DV0675;""Sartorius AG VZ."";""Endlos Turbo Short"";""Endlos"";""15:35:16"";""DZ BANK"";""1","70 EUR"";""1","75 EUR""",
"DV0601;""ADVA Optical Networking SE"";""Endlos Turbo Short"";""Endlos"";""15:42:22"";""DZ BANK"";""0","64 EUR"";""0","67 EUR""",
"DFP23T;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""15:46:56"";""DZ BANK"";""0","56 EUR"";""0","57 EUR""",
"DV065Y;""Klöckner & Co. AG"";""Endlos Turbo Short"";""Endlos"";""15:39:49"";""DZ BANK"";""0","21 EUR"";""0","28 EUR""",
"DFP23X;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""15:55:12"";""DZ BANK"";""0","89 EUR"";""0","90 EUR""",
"DV0666;""Northern Data AG"";""Endlos Turbo Short"";""Endlos"";""15:44:40"";""DZ BANK"";""0","30 EUR"";""0","45 EUR""",
"DFP23U;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""15:51:35"";""DZ BANK"";""0","62 EUR"";""0","63 EUR""",
"DV066B;""LPKF Laser & Electronics AG"";""Endlos Turbo Short"";""Endlos"";""15:34:48"";""DZ BANK"";""0","22 EUR"";""0","23 EUR""",
"DV061A;""AIXTRON AG"";""Endlos Turbo Short"";""Endlos"";""15:39:42"";""DZ BANK"";""1","79 EUR"";""1","82 EUR""",
"DV068C;""Shop Apotheke Europe N.V."";""Endlos Turbo Short"";""Endlos"";""15:38:12"";""DZ BANK"";""0","86 EUR"";""0","91 EUR""",
"DV066G;""Medigene AG"";""Endlos Turbo Short"";""Endlos"";""15:48:02"";""DZ BANK"";""0","26 EUR"";""0","36 EUR""",
"DV0670;""S+T AG (Z.REG.MK.Z.)O.N."";""Endlos Turbo Short"";""Endlos"";""15:34:17"";""DZ BANK"";""0","67 EUR"";""0","68 EUR""",
"DV061P;""Autodesk Inc."";""Endlos Turbo Short"";""Endlos"";""15:51:38"";""DZ BANK"";""1","45 EUR"";""1","46 EUR""",
"DV0613;""Bayer AG"";""Endlos Turbo Short"";""Endlos"";""15:44:55"";""DZ BANK"";""0","19 EUR"";""0","20 EUR""",
"DV06PF;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:09"";""DZ BANK"";""23","809999 EUR"";""23","870001 EUR""",
"DV07AB;""NASDAQ 100"";""Endlos Turbo Short"";""Endlos"";""15:46:32"";""DZ BANK"";""0","59 EUR"";""1","80 EUR""",
"DV06PA;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:09"";""DZ BANK"";""22","15 EUR"";""22","209999 EUR""",
"DV061M;""AUTO1 Group SE"";""Endlos Turbo Short"";""Endlos"";""15:27:58"";""DZ BANK"";""2","77 EUR"";""2","79 EUR""",
"DV06LJ;""Palladium"";""Endlos Turbo Short"";""Endlos"";""15:54:53"";""DZ BANK"";""10","87 EUR"";""11","37 EUR""",
"DV067H;""Koninklijke Philips N.V."";""Endlos Turbo Short"";""Endlos"";""15:36:59"";""DZ BANK"";""0","077 EUR"";""0","097 EUR""",
"DV066Y;""Nokia Corp."";""Endlos Turbo Short"";""Endlos"";""15:47:20"";""DZ BANK"";""0","21 EUR"";""0","25 EUR""",
"DV06NW;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:21"";""DZ BANK"";""3","12 EUR"";""3","18 EUR""",
"DV07FM;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""15:52:06"";""DZ BANK"";""1","31 EUR"";""1","32 EUR""",
"DV068V;""Telefónica S.A."";""Endlos Turbo Short"";""Endlos"";""15:46:27"";""DZ BANK"";""0","044 EUR"";""0","064 EUR""",
"DV068U;""Telefónica Deutschland Holding AG"";""Endlos Turbo Short"";""Endlos"";""13:44:23"";""DZ BANK"";""0","15 EUR"";""0","17 EUR""",
"DV0688;""Uniper SE"";""Endlos Turbo Short"";""Endlos"";""15:39:13"";""DZ BANK"";""0","09 EUR"";""0","12 EUR""",
"DV06K3;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""15:43:44"";""DZ BANK"";""2","73 EUR"";""2","75 EUR""",
"DV0663;""Norma Group AG"";""Endlos Turbo Short"";""Endlos"";""15:40:44"";""DZ BANK"";""0","20 EUR"";""0","21 EUR""",
"DV064W;""Fresenius Medical Care AG & Co. KGaA"";""Endlos Turbo Short"";""Endlos"";""15:48:48"";""DZ BANK"";""0","066 EUR"";""0","086 EUR""",
"DV064C;""Electronic Arts Inc."";""Endlos Turbo Short"";""Endlos"";""15:43:34"";""DZ BANK"";""0","22 EUR"";""0","35 EUR""",
"DV0680;""ThyssenKrupp AG"";""Endlos Turbo Short"";""Endlos"";""15:35:41"";""DZ BANK"";""0","44 EUR"";""0","47 EUR""",
"DV06N5;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:14"";""DZ BANK"";""6","21 EUR"";""6","27 EUR""",
"DV0667;""Northern Data AG"";""Endlos Turbo Short"";""Endlos"";""15:44:40"";""DZ BANK"";""1","29 EUR"";""1","44 EUR""",
"DV06LY;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""15:44:11"";""DZ BANK"";""0","97 EUR"";""0","98 EUR""",
"DV06N2;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:19"";""DZ BANK"";""4","38 EUR"";""4","44 EUR""",
"DFP237;""EUR/ZAR"";""Endlos Turbo Short"";""Endlos"";""15:44:01"";""DZ BANK"";""2","91 EUR"";""2","98 EUR""",
"DV069T;""The Walt Disney Co."";""Endlos Turbo Short"";""Endlos"";""15:55:42"";""DZ BANK"";""0","13 EUR"";""0","55 EUR""",
"DV06NT;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:08"";""DZ BANK"";""2","63 EUR"";""2","69 EUR""",
"DV06PK;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:25"";""DZ BANK"";""25","15 EUR"";""25","209999 EUR""",
"DV069V;""Westwing Group AG"";""Endlos Turbo Short"";""Endlos"";""15:47:19"";""DZ BANK"";""0","07 EUR"";""0","12 EUR""",
"DV06LB;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""15:52:34"";""DZ BANK"";""4","45 EUR"";""4","47 EUR""",
"DV0605;""Air Liquide S.A."";""Endlos Turbo Short"";""Endlos"";""15:39:25"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DV069G;""VISA Inc."";""Endlos Turbo Short"";""Endlos"";""15:43:27"";""DZ BANK"";""0","24 EUR"";""0","45 EUR""",
"DV069D;""Varta AG"";""Endlos Turbo Short"";""Endlos"";""15:46:33"";""DZ BANK"";""0","61 EUR"";""0","67 EUR""",
"DV06NQ;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:25"";""DZ BANK"";""2","15 EUR"";""2","21 EUR""",
"DV0641;""Gilead Sciences Inc."";""Endlos Turbo Short"";""Endlos"";""15:41:24"";""DZ BANK"";""0","21 EUR"";""0","22 EUR""",
"DFP23Z;""EUR/USD"";""Endlos Turbo Short"";""Endlos"";""15:45:57"";""DZ BANK"";""1","09 EUR"";""1","10 EUR""",
"DV06LV;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""15:46:57"";""DZ BANK"";""0","70 EUR"";""0","71 EUR""",
"DV068D;""Shop Apotheke Europe N.V."";""Endlos Turbo Short"";""Endlos"";""15:38:11"";""DZ BANK"";""1","86 EUR"";""1","91 EUR""",
"DV06N0;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:44:19"";""DZ BANK"";""3","74 EUR"";""3","80 EUR""",
"DFP22M;""EUR/GBP"";""Endlos Turbo Short"";""Endlos"";""15:45:24"";""DZ BANK"";""0","96 EUR"";""0","97 EUR""",
"DV06PV;""Nickel Future"";""Endlos Turbo Short"";""Endlos"";""15:54:47"";""DZ BANK"";""0","82 EUR"";""0","88 EUR""",
"DV060U;""Aareal Bank AG"";""Endlos Turbo Short"";""Endlos"";""15:05:34"";""DZ BANK"";""0","13 EUR"";""0","15 EUR""",
"DV06LX;""Silber-Future"";""Endlos Turbo Short"";""Endlos"";""15:44:28"";""DZ BANK"";""0","88 EUR"";""0","89 EUR""",
"DV06K8;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""15:38:59"";""DZ BANK"";""3","39 EUR"";""3","41 EUR""",
"DV061S;""Banco Santander S.A."";""Endlos Turbo Short"";""Endlos"";""15:50:45"";""DZ BANK"";""0","10 EUR"";""0","11 EUR""",
"DV0687;""Union Pacific Corp."";""Endlos Turbo Short"";""Endlos"";""15:53:15"";""DZ BANK"";""0","36 EUR"";""0","50 EUR""",
"DV0659;""Linde PLC"";""Endlos Turbo Short"";""Endlos"";""15:54:02"";""DZ BANK"";""0","17 EUR"";""0","18 EUR""",
"DV06N4;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:09"";""DZ BANK"";""6","04 EUR"";""6","10 EUR""",
"DFP22W;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""15:45:35"";""DZ BANK"";""0","83 EUR"";""0","84 EUR""",
"DV06P9;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""15:32:25"";""DZ BANK"";""4","25 EUR"";""4","35 EUR""",
"DV06K4;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""15:54:52"";""DZ BANK"";""3","23 EUR"";""3","25 EUR""",
"DV06K4;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""15:54:52"";""DZ BANK"";""3","23 EUR"";""3","25 EUR""",
"DV06PW;""Nickel Future"";""Endlos Turbo Short"";""Endlos"";""15:53:37"";""DZ BANK"";""0","99 EUR"";""1","05 EUR""",
"DV06PC;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:21"";""DZ BANK"";""22","82 EUR"";""22","879999 EUR""",
"DV06QA;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""15:53:55"";""DZ BANK"";""10","72 EUR"";""10","82 EUR""",
"DV06P4;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""15:32:25"";""DZ BANK"";""3","42 EUR"";""3","52 EUR""",
"DV07FP;""DAX (Performance)"";""Endlos Turbo Short"";""Endlos"";""15:51:44"";""DZ BANK"";""1","48 EUR"";""1","49 EUR""",
"DV06LC;""Gold-Future"";""Endlos Turbo Short"";""Endlos"";""15:43:42"";""DZ BANK"";""4","23 EUR"";""4","25 EUR""",
"DV06PN;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:21"";""DZ BANK"";""26","139999 EUR"";""26","200001 EUR""",
"DFP22V;""EUR/JPY"";""Endlos Turbo Short"";""Endlos"";""15:45:53"";""DZ BANK"";""0","74 EUR"";""0","75 EUR""",
"DV060V;""Aareal Bank AG"";""Endlos Turbo Short"";""Endlos"";""15:38:15"";""DZ BANK"";""1","05 EUR"";""1","06 EUR""",
"DV0625;""Danone S.A."";""Endlos Turbo Short"";""Endlos"";""15:43:55"";""DZ BANK"";""0","21 EUR"";""0","22 EUR""",
"DV06PM;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:52:37"";""DZ BANK"";""25","860001 EUR"";""25","92 EUR""",
"DV06P6;""Zinn Future"";""Endlos Turbo Short"";""Endlos"";""15:44:17"";""DZ BANK"";""3","79 EUR"";""3","89 EUR""",
"DV0638;""Draegerwerk AG & CO. KGAA Vz."";""Endlos Turbo Short"";""Endlos"";""15:41:40"";""DZ BANK"";""0","18 EUR"";""0","20 EUR""",
"DV066X;""Nokia Corp."";""Endlos Turbo Short"";""Endlos"";""15:55:43"";""DZ BANK"";""0","06 EUR"";""0","11 EUR""",
"DV06PS;""Blei Future"";""Endlos Turbo Short"";""Endlos"";""15:55:22"";""DZ BANK"";""1","10 EUR"";""1","16 EUR""",
"DV0620;""Continental AG"";""Endlos Turbo Short"";""Endlos"";""15:44:37"";""DZ BANK"";""0","48 EUR"";""0","49 EUR""",
"DFP235;""EUR/ZAR"";""Endlos Turbo Short"";""Endlos"";""15:44:21"";""DZ BANK"";""2","07 EUR"";""2","14 EUR""",
"DFP22B;""EUR/CHF"";""Endlos Turbo Short"";""Endlos"";""15:39:29"";""DZ BANK"";""0","66 EUR"";""0","67 EUR""",
"DV06PQ;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:59"";""DZ BANK"";""26","809999 EUR"";""26","870001 EUR""",
"DV061N;""Autodesk Inc."";""Endlos Turbo Short"";""Endlos"";""15:33:31"";""DZ BANK"";""0","001 EUR"";"" -- EUR""",,
"DV0693;""Euro Stoxx 50 (Kursindex) EUR"";""Endlos Turbo Short"";""Endlos"";""15:48:15"";""DZ BANK"";""0","34 EUR"";""0","60 EUR""",
"DV06NR;""Kupfer"";""Endlos Turbo Short"";""Endlos"";""15:45:09"";""DZ BANK"";""2","30 EUR"";""2","36 EUR""",
