"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,,
"DV0634;""Deutsche Telekom AG"";""Endlos Turbo Long"";""Endlos"";""15:37:19"";""DZ BANK"";""0","32 EUR"";""0","33 EUR""",
"DV062P;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:44:52"";""DZ BANK"";""0","18 EUR"";""0","19 EUR""",
"DV062N;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:52:22"";""DZ BANK"";""0","21 EUR"";""0","22 EUR""",
"DV062L;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:38:23"";""DZ BANK"";""0","26 EUR"";""0","27 EUR""",
"DV06Z7;""Electronic Arts Inc."";""Endlos Turbo Long"";""Endlos"";""15:43:34"";""DZ BANK"";""1","74 EUR"";""1","75 EUR""",
"DFP23H;""EUR/SEK"";""Endlos Turbo Long"";""Endlos"";""15:47:12"";""DZ BANK"";""0","74 EUR"";""0","78 EUR""",
"DV06Z5;""Autodesk Inc."";""Endlos Turbo Long"";""Endlos"";""15:55:54"";""DZ BANK"";""7","55 EUR"";""7","56 EUR""",
"DFP23F;""EUR/SEK"";""Endlos Turbo Long"";""Endlos"";""15:47:01"";""DZ BANK"";""1","12 EUR"";""1","16 EUR""",
"DV0616;""Beiersdorf AG"";""Endlos Turbo Long"";""Endlos"";""15:44:45"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DV06MU;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:52:28"";""DZ BANK"";""3","21 EUR"";""3","27 EUR""",
"DV062A;""BMW AG"";""Endlos Turbo Long"";""Endlos"";""15:44:35"";""DZ BANK"";""0","22 EUR"";""0","23 EUR""",
"DV061X;""Bayer AG"";""Endlos Turbo Long"";""Endlos"";""15:44:55"";""DZ BANK"";""0","22 EUR"";""0","23 EUR""",
"DFP22Z;""EUR/NOK"";""Endlos Turbo Long"";""Endlos"";""15:52:20"";""DZ BANK"";""1","19 EUR"";""1","21 EUR""",
"DV063V;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""15:38:13"";""DZ BANK"";""0","80 EUR"";""0","82 EUR""",
"DV060H;""Square Inc."";""Endlos Turbo Long"";""Endlos"";""15:54:23"";""DZ BANK"";""10","46 EUR"";""10","49 EUR""",
"DV069A;""va-Q-tec AG"";""Endlos Turbo Long"";""Endlos"";""15:14:58"";""DZ BANK"";""1","05 EUR"";""1","07 EUR""",
"DV063E;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:50:55"";""DZ BANK"";""0","21 EUR"";""0","22 EUR""",
"DV062S;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:44:53"";""DZ BANK"";""0","10 EUR"";""0","11 EUR""",
"DV06MX;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:55:42"";""DZ BANK"";""2","64 EUR"";""2","70 EUR""",
"DV060X;""adidas AG"";""Endlos Turbo Long"";""Endlos"";""15:49:05"";""DZ BANK"";""0","51 EUR"";""0","53 EUR""",
"DV06KW;""Gold-Future"";""Endlos Turbo Long"";""Endlos"";""15:55:15"";""DZ BANK"";""22","68 EUR"";""22","68 EUR""",
"DV069Q;""Vonovia SE"";""Endlos Turbo Long"";""Endlos"";""15:43:10"";""DZ BANK"";""0","12 EUR"";""0","13 EUR""",
"DV06KU;""Gold-Future"";""Endlos Turbo Long"";""Endlos"";""15:53:17"";""DZ BANK"";""73","32 EUR"";""73","32 EUR""",
"DV0645;""HeidelbergCement AG"";""Endlos Turbo Long"";""Endlos"";""15:38:55"";""DZ BANK"";""0","22 EUR"";""0","23 EUR""",
"DV065N;""Hugo Boss AG"";""Endlos Turbo Long"";""Endlos"";""15:40:11"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DV065D;""Henkel AG & Co. KGaA Vz."";""Endlos Turbo Long"";""Endlos"";""15:33:38"";""DZ BANK"";""1","24 EUR"";""1","25 EUR""",
"DV066M;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Long"";""Endlos"";""15:52:55"";""DZ BANK"";""1","35 EUR"";""1","36 EUR""",
"DV060P;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""15:53:13"";""DZ BANK"";""0","31 EUR"";""0","32 EUR""",
"DV06M0;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:51:00"";""DZ BANK"";""2","12 EUR"";""2","18 EUR""",
"DV060F;""Pfizer Inc."";""Endlos Turbo Long"";""Endlos"";""15:43:40"";""DZ BANK"";""0","23 EUR"";""0","24 EUR""",
"DV061Q;""AXA S.A."";""Endlos Turbo Long"";""Endlos"";""13:38:29"";""DZ BANK"";""0","10 EUR"";""0","11 EUR""",
"DV067X;""RWE AG"";""Endlos Turbo Long"";""Endlos"";""15:32:14"";""DZ BANK"";""0","17 EUR"";""0","18 EUR""",
"DV06MT;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:52:39"";""DZ BANK"";""3","34 EUR"";""3","40 EUR""",
"DV061Y;""Bayer AG"";""Endlos Turbo Long"";""Endlos"";""15:34:27"";""DZ BANK"";""0","18 EUR"";""0","19 EUR""",
"DV06ZY;""Amazon.com Inc."";""Endlos Turbo Long"";""Endlos"";""15:46:43"";""DZ BANK"";""1","93 EUR"";""1","94 EUR""",
"DV0678;""SFC ENERGY AG"";""Endlos Turbo Long"";""Endlos"";""15:35:29"";""DZ BANK"";""2","22 EUR"";""2","42 EUR""",
"DV060R;""Aareal Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:53:29"";""DZ BANK"";""0","27 EUR"";""0","28 EUR""",
"DV067L;""Puma SE"";""Endlos Turbo Long"";""Endlos"";""15:47:54"";""DZ BANK"";""0","44 EUR"";""0","45 EUR""",
"DV062U;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:48:39"";""DZ BANK"";""0","049 EUR"";""0","069 EUR""",
"DV06Z9;""Electronic Arts Inc."";""Endlos Turbo Long"";""Endlos"";""15:43:35"";""DZ BANK"";""0","23 EUR"";""0","35 EUR""",
"DFP21U;""EUR/AUD"";""Endlos Turbo Long"";""Endlos"";""15:41:46"";""DZ BANK"";""1","06 EUR"";""1","08 EUR""",
"DV063F;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:46:59"";""DZ BANK"";""0","18 EUR"";""0","19 EUR""",
"DV064Q;""Fraport AG"";""Endlos Turbo Long"";""Endlos"";""15:53:33"";""DZ BANK"";""0","30 EUR"";""0","31 EUR""",
"DV060L;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""15:42:00"";""DZ BANK"";""0","41 EUR"";""0","42 EUR""",
"DV066Q;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Long"";""Endlos"";""15:52:58"";""DZ BANK"";""0","63 EUR"";""0","64 EUR""",
"DV064S;""freenet AG"";""Endlos Turbo Long"";""Endlos"";""15:34:20"";""DZ BANK"";""0","11 EUR"";""0","12 EUR""",
"DV066S;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Long"";""Endlos"";""15:34:44"";""DZ BANK"";""0","40 EUR"";""0","41 EUR""",
"DV063B;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:39:43"";""DZ BANK"";""0","40 EUR"";""0","41 EUR""",
"DFP227;""EUR/NZD"";""Endlos Turbo Long"";""Endlos"";""15:40:55"";""DZ BANK"";""1","12 EUR"";""1","14 EUR""",
"DV06MR;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:54:52"";""DZ BANK"";""3","63 EUR"";""3","69 EUR""",
"DV062X;""Continental AG"";""Endlos Turbo Long"";""Endlos"";""15:44:36"";""DZ BANK"";""0","13 EUR"";""0","14 EUR""",
"DV060W;""adidas AG"";""Endlos Turbo Long"";""Endlos"";""15:49:08"";""DZ BANK"";""0","65 EUR"";""0","67 EUR""",
"DV068B;""Shop Apotheke Europe N.V."";""Endlos Turbo Long"";""Endlos"";""15:38:12"";""DZ BANK"";""1","37 EUR"";""1","42 EUR""",
"DV065W;""K+S AG"";""Endlos Turbo Long"";""Endlos"";""15:40:49"";""DZ BANK"";""0","70 EUR"";""0","71 EUR""",
"DV06Z0;""Apple Inc."";""Endlos Turbo Long"";""Endlos"";""15:54:48"";""DZ BANK"";""3","06 EUR"";""3","07 EUR""",
"DV061C;""Allianz SE"";""Endlos Turbo Long"";""Endlos"";""15:42:25"";""DZ BANK"";""0","41 EUR"";""0","42 EUR""",
"DFP228;""EUR/NZD"";""Endlos Turbo Long"";""Endlos"";""15:40:55"";""DZ BANK"";""0","97 EUR"";""0","99 EUR""",
"DV063C;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:42:25"";""DZ BANK"";""0","34 EUR"";""0","35 EUR""",
"DV066N;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Long"";""Endlos"";""15:52:54"";""DZ BANK"";""0","87 EUR"";""0","88 EUR""",
"DV065P;""Infineon Technologies AG"";""Endlos Turbo Long"";""Endlos"";""15:44:07"";""DZ BANK"";""0","50 EUR"";""0","51 EUR""",
"DV060C;""NVIDIA Corp."";""Endlos Turbo Long"";""Endlos"";""15:55:48"";""DZ BANK"";""0","15 EUR"";""0","30 EUR""",
"DV06M6;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:52:20"";""DZ BANK"";""1","25 EUR"";""1","31 EUR""",
"DV06NA;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:52:39"";""DZ BANK"";""0","56 EUR"";""0","62 EUR""",
"DV061W;""Bauer AG"";""Endlos Turbo Long"";""Endlos"";""15:51:48"";""DZ BANK"";""0","78 EUR"";""0","88 EUR""",
"DV06M5;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:45:25"";""DZ BANK"";""1","43 EUR"";""1","49 EUR""",
"DV06M9;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:51:02"";""DZ BANK"";""0","64 EUR"";""0","70 EUR""",
"DV066A;""LPKF Laser & Electronics AG"";""Endlos Turbo Long"";""Endlos"";""15:33:34"";""DZ BANK"";""0","25 EUR"";""0","26 EUR""",
"DFP21R;""EUR/AUD"";""Endlos Turbo Long"";""Endlos"";""15:41:39"";""DZ BANK"";""1","54 EUR"";""1","56 EUR""",
"DFP221;""EUR/NOK"";""Endlos Turbo Long"";""Endlos"";""15:45:21"";""DZ BANK"";""0","68 EUR"";""0","70 EUR""",
"DV066Z;""Nordex AG"";""Endlos Turbo Long"";""Endlos"";""15:53:29"";""DZ BANK"";""1","84 EUR"";""1","87 EUR""",
"DV0635;""Deutsche Telekom AG"";""Endlos Turbo Long"";""Endlos"";""15:53:44"";""DZ BANK"";""0","26 EUR"";""0","27 EUR""",
"DV063Q;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""15:38:13"";""DZ BANK"";""1","10 EUR"";""1","12 EUR""",
"DV0628;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:52:14"";""DZ BANK"";""0","53 EUR"";""0","54 EUR""",
"DV062M;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:39:32"";""DZ BANK"";""0","24 EUR"";""0","25 EUR""",
"DV065F;""Henkel AG & Co. KGaA Vz."";""Endlos Turbo Long"";""Endlos"";""15:40:47"";""DZ BANK"";""0","43 EUR"";""0","44 EUR""",
"DV0633;""Deutsche Telekom AG"";""Endlos Turbo Long"";""Endlos"";""15:53:43"";""DZ BANK"";""0","40 EUR"";""0","41 EUR""",
"DFP21S;""EUR/AUD"";""Endlos Turbo Long"";""Endlos"";""15:40:28"";""DZ BANK"";""1","38 EUR"";""1","40 EUR""",
"DV06Z3;""Apple Inc."";""Endlos Turbo Long"";""Endlos"";""15:46:20"";""DZ BANK"";""0","55 EUR"";""0","56 EUR""",
"DV060M;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""15:54:22"";""DZ BANK"";""0","43 EUR"";""0","44 EUR""",
"DV068P;""TAKKT AG"";""Endlos Turbo Long"";""Endlos"";""15:50:45"";""DZ BANK"";""2","01 EUR"";""2","11 EUR""",
"DV062Q;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:39:49"";""DZ BANK"";""0","16 EUR"";""0","17 EUR""",
"DV062W;""Compagnie de Saint-Gobain S.A."";""Endlos Turbo Long"";""Endlos"";""15:43:24"";""DZ BANK"";""0","19 EUR"";""0","20 EUR""",
"DV06ZZ;""Amazon.com Inc."";""Endlos Turbo Long"";""Endlos"";""15:47:05"";""DZ BANK"";""1","70 EUR"";""1","71 EUR""",
"DFP21V;""EUR/AUD"";""Endlos Turbo Long"";""Endlos"";""15:40:28"";""DZ BANK"";""0","90 EUR"";""0","92 EUR""",
"DV06Z4;""Apple Inc."";""Endlos Turbo Long"";""Endlos"";""15:46:20"";""DZ BANK"";""0","45 EUR"";""0","46 EUR""",
"DFP22X;""EUR/NOK"";""Endlos Turbo Long"";""Endlos"";""15:45:21"";""DZ BANK"";""1","45 EUR"";""1","47 EUR""",
"DV06MS;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:45:24"";""DZ BANK"";""3","54 EUR"";""3","60 EUR""",
"DFP22Y;""EUR/NOK"";""Endlos Turbo Long"";""Endlos"";""15:45:22"";""DZ BANK"";""1","26 EUR"";""1","28 EUR""",
"DV066P;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Long"";""Endlos"";""15:52:53"";""DZ BANK"";""0","75 EUR"";""0","76 EUR""",
"DV060Q;""Aareal Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:24:32"";""DZ BANK"";""0","37 EUR"";""0","38 EUR""",
"DFP21X;""EUR/AUD"";""Endlos Turbo Long"";""Endlos"";""15:41:39"";""DZ BANK"";""0","58 EUR"";""0","60 EUR""",
"DV060B;""Home Depot Inc."";""Endlos Turbo Long"";""Endlos"";""15:38:08"";""DZ BANK"";""6","84 EUR"";""6","85 EUR""",
"DV06KX;""Gold-Future"";""Endlos Turbo Long"";""Endlos"";""15:44:02"";""DZ BANK"";""22","48 EUR"";""22","48 EUR""",
"DV069N;""Vonovia SE"";""Endlos Turbo Long"";""Endlos"";""15:25:09"";""DZ BANK"";""0","25 EUR"";""0","26 EUR""",
"DV069H;""Volkswagen AG Vz."";""Endlos Turbo Long"";""Endlos"";""15:40:40"";""DZ BANK"";""1","27 EUR"";""1","28 EUR""",
"DV06M3;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:51:00"";""DZ BANK"";""1","63 EUR"";""1","69 EUR""",
"DV066R;""Muenchener Rueckversicherungs AG"";""Endlos Turbo Long"";""Endlos"";""15:52:55"";""DZ BANK"";""0","51 EUR"";""0","52 EUR""",
"DV063W;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""15:38:13"";""DZ BANK"";""0","74 EUR"";""0","76 EUR""",
"DV06M8;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:51:00"";""DZ BANK"";""0","81 EUR"";""0","87 EUR""",
"DV066C;""Manz Automation AG"";""Endlos Turbo Long"";""Endlos"";""15:49:00"";""DZ BANK"";""0","33 EUR"";""0","43 EUR""",
"DV0656;""Leoni AG"";""Endlos Turbo Long"";""Endlos"";""15:47:26"";""DZ BANK"";""0","54 EUR"";""0","57 EUR""",
"DV060D;""NVIDIA Corp."";""Endlos Turbo Long"";""Endlos"";""15:54:46"";""DZ BANK"";""0","14 EUR"";""0","30 EUR""",
"DV064F;""Encavis AG"";""Endlos Turbo Long"";""Endlos"";""15:35:49"";""DZ BANK"";""2","30 EUR"";""2","34 EUR""",
"DFP231;""EUR/ZAR"";""Endlos Turbo Long"";""Endlos"";""15:43:45"";""DZ BANK"";""1","01 EUR"";""1","08 EUR""",
"DV063P;""Deutsche EuroShop AG"";""Endlos Turbo Long"";""Endlos"";""15:47:49"";""DZ BANK"";""0","18 EUR"";""0","19 EUR""",
"DFP222;""EUR/NOK"";""Endlos Turbo Long"";""Endlos"";""15:45:22"";""DZ BANK"";""0","48 EUR"";""0","50 EUR""",
"DV067T;""Royal Dutch Shell plc"";""Endlos Turbo Long"";""Endlos"";""15:46:02"";""DZ BANK"";""0","072 EUR"";""0","092 EUR""",
"DFP220;""EUR/NOK"";""Endlos Turbo Long"";""Endlos"";""15:52:20"";""DZ BANK"";""1","00 EUR"";""1","02 EUR""",
"DV0629;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:50:55"";""DZ BANK"";""0","47 EUR"";""0","48 EUR""",
"DV060J;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""15:39:19"";""DZ BANK"";""0","85 EUR"";""0","86 EUR""",
"DFP23G;""EUR/SEK"";""Endlos Turbo Long"";""Endlos"";""15:47:02"";""DZ BANK"";""0","92 EUR"";""0","96 EUR""",
"DV06MZ;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:45:16"";""DZ BANK"";""2","41 EUR"";""2","47 EUR""",
"DV063G;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:44:02"";""DZ BANK"";""0","11 EUR"";""0","13 EUR""",
"DV063T;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""15:38:13"";""DZ BANK"";""0","92 EUR"";""0","94 EUR""",
"DV063R;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""15:38:14"";""DZ BANK"";""1","04 EUR"";""1","06 EUR""",
"DFP226;""EUR/NZD"";""Endlos Turbo Long"";""Endlos"";""15:43:52"";""DZ BANK"";""1","21 EUR"";""1","23 EUR""",
"DV0685;""UmweltBank"";""Endlos Turbo Long"";""Endlos"";""15:12:36"";""DZ BANK"";""0","14 EUR"";""0","17 EUR""",
"DV060A;""Facebook Inc."";""Endlos Turbo Long"";""Endlos"";""15:51:03"";""DZ BANK"";""1","10 EUR"";""1","11 EUR""",
"DFP21T;""EUR/AUD"";""Endlos Turbo Long"";""Endlos"";""15:41:46"";""DZ BANK"";""1","22 EUR"";""1","24 EUR""",
"DFP21W;""EUR/AUD"";""Endlos Turbo Long"";""Endlos"";""15:40:28"";""DZ BANK"";""0","74 EUR"";""0","76 EUR""",
"DV063S;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""15:38:13"";""DZ BANK"";""0","98 EUR"";""1","00 EUR""",
"DV06Z1;""Apple Inc."";""Endlos Turbo Long"";""Endlos"";""15:46:13"";""DZ BANK"";""1","70 EUR"";""1","71 EUR""",
"DFP229;""EUR/NZD"";""Endlos Turbo Long"";""Endlos"";""15:40:55"";""DZ BANK"";""0","82 EUR"";""0","84 EUR""",
"DV06MP;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:39:33"";""DZ BANK"";""3","85 EUR"";""3","91 EUR""",
"DV0619;""BMW AG"";""Endlos Turbo Long"";""Endlos"";""15:54:30"";""DZ BANK"";""0","24 EUR"";""0","25 EUR""",
"DV060N;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""15:42:34"";""DZ BANK"";""0","34 EUR"";""0","35 EUR""",
"DV0676;""SCHAEFFLER AG INHABER-VORZUGSAKT.O.ST. O.N."";""Endlos Turbo Long"";""Endlos"";""15:35:28"";""DZ BANK"";""0","48 EUR"";""0","50 EUR""",
"DV062R;""Commerzbank AG"";""Endlos Turbo Long"";""Endlos"";""15:52:22"";""DZ BANK"";""0","13 EUR"";""0","14 EUR""",
"DV069P;""Vonovia SE"";""Endlos Turbo Long"";""Endlos"";""15:25:10"";""DZ BANK"";""0","17 EUR"";""0","18 EUR""",
"DV063U;""Deutsche Lufthansa AG"";""Endlos Turbo Long"";""Endlos"";""15:38:14"";""DZ BANK"";""0","86 EUR"";""0","88 EUR""",
"DV065E;""Henkel AG & Co. KGaA Vz."";""Endlos Turbo Long"";""Endlos"";""15:38:29"";""DZ BANK"";""0","51 EUR"";""0","52 EUR""",
"DV068T;""Telefónica Deutschland Holding AG"";""Endlos Turbo Long"";""Endlos"";""15:26:56"";""DZ BANK"";""0","12 EUR"";""0","14 EUR""",
"DV06MY;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:46:01"";""DZ BANK"";""2","59 EUR"";""2","65 EUR""",
"DFP23A;""EUR/NZD"";""Endlos Turbo Long"";""Endlos"";""15:40:55"";""DZ BANK"";""0","67 EUR"";""0","69 EUR""",
"DV0642;""Grenke AG"";""Endlos Turbo Long"";""Endlos"";""15:47:02"";""DZ BANK"";""0","32 EUR"";""0","38 EUR""",
"DV068S;""Telecom Italia S.p.A."";""Endlos Turbo Long"";""Endlos"";""14:18:02"";""DZ BANK"";""0","025 EUR"";""0","055 EUR""",
"DV06M4;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:51:00"";""DZ BANK"";""1","47 EUR"";""1","53 EUR""",
"DV0664;""Northern Data AG"";""Endlos Turbo Long"";""Endlos"";""15:44:40"";""DZ BANK"";""5","75 EUR"";""5","90 EUR""",
"DV06Z2;""Apple Inc."";""Endlos Turbo Long"";""Endlos"";""15:50:45"";""DZ BANK"";""0","65 EUR"";""0","66 EUR""",
"DV060S;""Aareal Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:40:52"";""DZ BANK"";""0","16 EUR"";""0","17 EUR""",
"DV063Z;""DEUTSCHE PFAND AG"";""Endlos Turbo Long"";""Endlos"";""15:50:56"";""DZ BANK"";""0","53 EUR"";""0","56 EUR""",
"DV0615;""BayWa AG"";""Endlos Turbo Long"";""Endlos"";""15:35:59"";""DZ BANK"";""0","20 EUR"";""0","21 EUR""",
"DV067W;""RWE AG"";""Endlos Turbo Long"";""Endlos"";""15:29:15"";""DZ BANK"";""0","39 EUR"";""0","40 EUR""",
"DV06KV;""Gold-Future"";""Endlos Turbo Long"";""Endlos"";""15:43:42"";""DZ BANK"";""23","17 EUR"";""23","17 EUR""",
"DV067V;""RWE AG"";""Endlos Turbo Long"";""Endlos"";""15:52:18"";""DZ BANK"";""0","46 EUR"";""0","47 EUR""",
"DV06M2;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:45:10"";""DZ BANK"";""1","92 EUR"";""1","98 EUR""",
"DV06M1;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:45:26"";""DZ BANK"";""2","09 EUR"";""2","15 EUR""",
"DV06MW;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:45:27"";""DZ BANK"";""2","90 EUR"";""2","96 EUR""",
"DV069M;""Vonovia SE"";""Endlos Turbo Long"";""Endlos"";""15:24:55"";""DZ BANK"";""0","57 EUR"";""0","58 EUR""",
"DV067Z;""S+T AG (Z.REG.MK.Z.)O.N."";""Endlos Turbo Long"";""Endlos"";""15:22:54"";""DZ BANK"";""0","21 EUR"";""0","22 EUR""",
"DV06ZW;""Adobe"";""Endlos Turbo Long"";""Endlos"";""15:53:55"";""DZ BANK"";""0","56 EUR"";""0","57 EUR""",
"DV063A;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:39:44"";""DZ BANK"";""0","45 EUR"";""0","46 EUR""",
"DV069C;""Varta AG"";""Endlos Turbo Long"";""Endlos"";""15:46:28"";""DZ BANK"";""0","60 EUR"";""0","66 EUR""",
"DV06ZX;""Amazon.com Inc."";""Endlos Turbo Long"";""Endlos"";""15:55:45"";""DZ BANK"";""4","06 EUR"";""4","07 EUR""",
"DV06MN;""Kupfer"";""Endlos Turbo Long"";""Endlos"";""15:46:02"";""DZ BANK"";""4","18 EUR"";""4","24 EUR""",
"DV0622;""COVESTRO AG"";""Endlos Turbo Long"";""Endlos"";""15:37:05"";""DZ BANK"";""0","13 EUR"";""0","14 EUR""",
"DV063D;""Deutsche Bank AG"";""Endlos Turbo Long"";""Endlos"";""15:52:15"";""DZ BANK"";""0","27 EUR"";""0","28 EUR""",
"DV060K;""Tesla Inc"";""Endlos Turbo Long"";""Endlos"";""15:54:22"";""DZ BANK"";""0","54 EUR"";""0","55 EUR""",
"DV0621;""COVESTRO AG"";""Endlos Turbo Long"";""Endlos"";""15:39:52"";""DZ BANK"";""0","28 EUR"";""0","29 EUR""",
"DV065Q;""Infineon Technologies AG"";""Endlos Turbo Long"";""Endlos"";""15:40:05"";""DZ BANK"";""0","23 EUR"";""0","24 EUR""",
"DV060G;""Qualcomm Inc."";""Endlos Turbo Long"";""Endlos"";""15:46:20"";""DZ BANK"";""5","90 EUR"";""5","91 EUR""",
"DV061J;""Aumann Br"";""Endlos Turbo Long"";""Endlos"";""15:22:15"";""DZ BANK"";""0","21 EUR"";""0","25 EUR""",
"DV06Z8;""Electronic Arts Inc."";""Endlos Turbo Long"";""Endlos"";""15:43:38"";""DZ BANK"";""0","73 EUR"";""0","74 EUR""",
"DFP2XW;""EUR/CAD"";""Endlos Turbo Long"";""Endlos"";""15:38:02"";""DZ BANK"";""0","31 EUR"";""0","33 EUR""",
"DFP2ZU;""EUR/ZAR"";""Endlos Turbo Long"";""Endlos"";""15:38:53"";""DZ BANK"";""2","45 EUR"";""2","52 EUR""",
"DV05W2;""Kakao Future"";""Endlos Turbo Long"";""Endlos"";""15:40:47"";""DZ BANK"";""1","71 EUR"";""1","74 EUR""",
"DFP2XV;""EUR/CAD"";""Endlos Turbo Long"";""Endlos"";""15:44:31"";""DZ BANK"";""0","33 EUR"";""0","35 EUR""",
"DV05XA;""Kaffee Future"";""Endlos Turbo Long"";""Endlos"";""15:41:24"";""DZ BANK"";""0","77 EUR"";""0","78 EUR""",
