"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,
"DV05WF;""WASHTEC AG O.N."";""Aktienanleihe Classic"";""18.03.2022"";""15:26:31"";""DZ BANK"";""104","43 %"";""104","629997 %"""
"DV05S8;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""17.12.2021"";""15:47:16"";""DZ BANK"";""102","599998 %"";""102","699997 %"""
"DV05RD;""Carrefour S.A."";""Aktienanleihe Classic"";""18.03.2022"";""15:41:36"";""DZ BANK"";""98","800003 %"";""98","82 %"""
"DV05RD;""Carrefour S.A."";""Aktienanleihe Classic"";""18.03.2022"";""15:41:36"";""DZ BANK"";""98","800003 %"";""98","82 %"""
"DV05Q9;""Capgemini S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:54:48"";""DZ BANK"";""100","559998 %"";""100","660004 %"""
"DV05QM;""ASML Holding N.V."";""Aktienanleihe Classic"";""18.03.2022"";""15:45:18"";""DZ BANK"";""101","400002 %"";""101","50 %"""
"DV05RH;""CTS Eventim AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:46:45"";""DZ BANK"";""102","879997 %"";""102","980003 %"""
"DV05T3;""Patrizia AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:45:10"";""DZ BANK"";""102","309998 %"";""102","410004 %"""
"DV05Q3;""Bertrandt AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:29:12"";""DZ BANK"";""102","610001 %"";""102","809998 %"""
"DV05TA;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""18.03.2022"";""15:47:16"";""DZ BANK"";""103","040001 %"";""103","139999 %"""
"DV05TF;""Kion Group AG"";""Aktienanleihe Classic"";""17.12.2021"";""15:41:35"";""DZ BANK"";""102","239998 %"";""102","440002 %"""
"DV05V3;""VERBIO"";""Aktienanleihe Classic"";""17.12.2021"";""15:35:53"";""DZ BANK"";""104","349998 %"";""104","449997 %"""
"DV05S5;""IVU TRAFFIC TECHNOLOGIES"";""Aktienanleihe Classic"";""18.03.2022"";""14:46:08"";""DZ BANK"";""104","44 %"";""104","54 %"""
"DV05QN;""ASML Holding N.V."";""Aktienanleihe Classic"";""18.03.2022"";""15:51:37"";""DZ BANK"";""101","169998 %"";""101","269997 %"""
"DV05VG;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""18.03.2022"";""15:54:26"";""DZ BANK"";""99","50 %"";""99","599998 %"""
"DV05RB;""Capgemini S.A."";""Aktienanleihe Classic"";""18.03.2022"";""15:54:47"";""DZ BANK"";""100","75 %"";""100","849998 %"""
"DV05QY;""Banco Santander S.A."";""Aktienanleihe Classic"";""18.03.2022"";""15:34:59"";""DZ BANK"";""100","389999 %"";""100","589996 %"""
"DV05VR;""TeamViewer AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:53:02"";""DZ BANK"";""102","589996 %"";""102","690002 %"""
"DV05P8;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""15:46:08"";""DZ BANK"";""101","349998 %"";""101","449997 %"""
"DV05RX;""Enel S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""15:49:41"";""DZ BANK"";""99","690002 %"";""99","790001 %"""
"DV05UP;""Repsol S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:39:27"";""DZ BANK"";""101","129997 %"";""101","230003 %"""
"DV05S0;""Inditex S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:38:04"";""DZ BANK"";""102","870003 %"";""102","970001 %"""
"DV05UB;""Prosus N.V."";""Aktienanleihe Classic"";""18.03.2022"";""15:43:20"";""DZ BANK"";""101","800003 %"";""101","900002 %"""
"DV05UU;""S+T AG (Z.REG.MK.Z.)O.N."";""Aktienanleihe Classic"";""17.12.2021"";""15:54:55"";""DZ BANK"";""105","68 %"";""105","779999 %"""
"DV05TB;""Jenoptik AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:35:21"";""DZ BANK"";""103","010002 %"";""103","110001 %"""
"DV05U4;""SMA Solar Technology AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:38:17"";""DZ BANK"";""102","669998 %"";""102","870003 %"""
"DV05UH;""Qiagen N.V."";""Aktienanleihe Classic"";""17.12.2021"";""15:41:25"";""DZ BANK"";""100","169998 %"";""100","370003 %"""
"DV05TM;""Koenig & Bauer AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:36:28"";""DZ BANK"";""103","669998 %"";""103","870003 %"""
"DV05U9;""Stellantis N.V."";""Aktienanleihe Classic"";""17.12.2021"";""15:53:56"";""DZ BANK"";""106","720001 %"";""106","82 %"""
"DV05VY;""Unicredito Italiano S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""15:45:32"";""DZ BANK"";""100","769997 %"";""100","870003 %"""
"DV05QU;""AUTO1 Group SE"";""Aktienanleihe Classic"";""18.03.2022"";""15:35:54"";""DZ BANK"";""106","959999 %"";""107","059998 %"""
"DV05R7;""EssilorLuxottica"";""Aktienanleihe Classic"";""18.03.2022"";""15:41:25"";""DZ BANK"";""100","839996 %"";""100","940002 %"""
"DV05UY;""Sartorius AG VZ."";""Aktienanleihe Classic"";""17.12.2021"";""15:43:33"";""DZ BANK"";""100","959999 %"";""101","260002 %"""
"DV05UJ;""Qiagen N.V."";""Aktienanleihe Classic"";""18.03.2022"";""15:41:25"";""DZ BANK"";""101","230003 %"";""101","43 %"""
"DV05SH;""GFT TECHNOLOGIES"";""Aktienanleihe Classic"";""17.12.2021"";""15:43:44"";""DZ BANK"";""104","169998 %"";""104","269997 %"""
"DV05VN;""Talanx AG"";""Aktienanleihe Classic"";""17.12.2021"";""15:45:56"";""DZ BANK"";""100","419998 %"";""100","519997 %"""
"DV05VF;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""18.03.2022"";""15:54:27"";""DZ BANK"";""100","160004 %"";""100","260002 %"""
"DV05SB;""Fuchs Petrolub SE Vz."";""Aktienanleihe Classic"";""18.03.2022"";""15:43:35"";""DZ BANK"";""101","760002 %"";""101","860001 %"""
"DV05TX;""Medigene AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:48:48"";""DZ BANK"";""107","449997 %"";""107","650002 %"""
"DV05SU;""Hella GmbH & Co KGaA"";""Aktienanleihe Classic"";""18.03.2022"";""15:44:09"";""DZ BANK"";""102","629997 %"";""102","830002 %"""
"DV05P9;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""15:53:38"";""DZ BANK"";""101","029999 %"";""101","129997 %"""
"DV05SX;""Iberdrola S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:40:32"";""DZ BANK"";""99","690002 %"";""99","790001 %"""
"DV05SZ;""Inditex S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:41:19"";""DZ BANK"";""102","269997 %"";""102","370003 %"""
"DV05SC;""Fuchs Petrolub SE Vz."";""Aktienanleihe Classic"";""18.03.2022"";""15:43:35"";""DZ BANK"";""101","190002 %"";""101","290001 %"""
"DV041B;""Merck KGaA"";""Aktienanleihe Classic"";""16.03.2022"";""15:41:41"";""DZ BANK"";""99","540001 %"";""99","639999 %"""
"DV041C;""MorphoSys AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:46:41"";""DZ BANK"";""101","050003 %"";""101","150002 %"""
"DV041D;""Muenchener Rueckversicherungs AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:52:57"";""DZ BANK"";""96","839996 %"";""96","940002 %"""
"DV0406;""Fraport AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:39:05"";""DZ BANK"";""102","029999 %"";""102","129997 %"""
"DV0402;""BMW AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:44:42"";""DZ BANK"";""98","360001 %"";""98","459999 %"""
"DV041F;""Nordex AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:37:38"";""DZ BANK"";""98","68 %"";""98","879997 %"""
"DV041H;""Total SE"";""Aktienanleihe Classic"";""16.03.2022"";""15:42:37"";""DZ BANK"";""95","68 %"";""95","779999 %"""
"DV0401;""Bilfinger SE"";""Aktienanleihe Classic"";""16.03.2022"";""15:47:41"";""DZ BANK"";""96","010002 %"";""96","110001 %"""
"DV0405;""Evonik Industries AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:45:51"";""DZ BANK"";""98","660004 %"";""98","760002 %"""
"DV0400;""Beiersdorf AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:41:34"";""DZ BANK"";""98","480003 %"";""98","580002 %"""
"DV041J;""United Internet AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:46:39"";""DZ BANK"";""99","68 %"";""99","779999 %"""
"DV041A;""LVMH Moët Hennessy Louis Vuitton S.E."";""Aktienanleihe Classic"";""16.03.2022"";""15:37:17"";""DZ BANK"";""98","519997 %"";""98","620003 %"""
"DV041E;""Nokia Corp."";""Aktienanleihe Classic"";""16.03.2022"";""15:55:13"";""DZ BANK"";""101","230003 %"";""101","43 %"""
"DV041G;""Royal Dutch Shell plc"";""Aktienanleihe Classic"";""16.03.2022"";""15:52:18"";""DZ BANK"";""99","099998 %"";""99","199997 %"""
"DV0409;""Linde PLC"";""Aktienanleihe Classic"";""16.03.2022"";""15:54:02"";""DZ BANK"";""99","190002 %"";""99","290001 %"""
"DV041K;""Wacker Chemie AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:40:42"";""DZ BANK"";""101","089996 %"";""101","190002 %"""
"DV0404;""Dürr AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:35:40"";""DZ BANK"";""99","25 %"";""99","449997 %"""
"DV0403;""Compagnie de Saint-Gobain S.A."";""Aktienanleihe Classic"";""16.03.2022"";""15:40:06"";""DZ BANK"";""99","919998 %"";""100","019997 %"""
"DV040Z;""Aurubis AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:43:38"";""DZ BANK"";""100","800003 %"";""100","900002 %"""
"DV0408;""ING Groep N.V."";""Aktienanleihe Classic"";""16.03.2022"";""15:48:56"";""DZ BANK"";""97","809998 %"";""97","910004 %"""
"DV0407;""Hugo Boss AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:41:20"";""DZ BANK"";""104","870003 %"";""105","07 %"""
"DFP2J7;""Deutsche Post AG"";""Aktienanleihe Classic"";""20.08.2021"";""15:38:22"";""DZ BANK"";""99","489998 %"";""99","690002 %"""
"DFP2G5;""Kering S.A."";""Aktienanleihe Classic"";""18.03.2022"";""15:45:05"";""DZ BANK"";""99","010002 %"";""99","110001 %"""
"DFP2G3;""Allianz SE"";""Aktienanleihe Classic"";""21.01.2022"";""15:54:00"";""DZ BANK"";""100","529999 %"";""100","629997 %"""
"DFP2G4;""Vonovia SE"";""Aktienanleihe Classic"";""21.01.2022"";""15:38:13"";""DZ BANK"";""100","080002 %"";""100","18 %"""
"DFP2G2;""Hugo Boss AG"";""Aktienanleihe Classic"";""21.01.2022"";""15:42:33"";""DZ BANK"";""103","459999 %"";""103","660004 %"""
"DV04G5;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""15:42:16"";""DZ BANK"";""100","080002 %"";""100","18 %"""
"DV04GU;""Danone S.A."";""Aktienanleihe Protect"";""15.09.2021"";""15:42:21"";""DZ BANK"";""100","480003 %"";""100","580002 %"""
"DV04HL;""Repsol S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:47:51"";""DZ BANK"";""100","900002 %"";""101","00 %"""
"DV04H4;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.12.2021"";""15:37:30"";""DZ BANK"";""100","599998 %"";""100","699997 %"""
"DV04HQ;""RWE AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:46:24"";""DZ BANK"";""100","849998 %"";""100","949997 %"""
"DV04G2;""Engie S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:51:30"";""DZ BANK"";""97","269997 %"";""97","370003 %"""
"DV04G0;""Deutsche Telekom AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:41:56"";""DZ BANK"";""100","970001 %"";""101","07 %"""
"DV04H0;""TUI AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:39:06"";""DZ BANK"";""102","18 %"";"" -- %""",
"DV04H5;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""16.03.2022"";""15:37:29"";""DZ BANK"";""100","25 %"";""100","349998 %"""
"DV04HH;""ProSiebenSat.1 Media SE"";""Aktienanleihe Protect"";""16.03.2022"";""15:46:18"";""DZ BANK"";""101","010002 %"";""101","110001 %"""
"DV04HG;""ProSiebenSat.1 Media SE"";""Aktienanleihe Protect"";""15.12.2021"";""15:49:16"";""DZ BANK"";""100","330002 %"";""100","43 %"""
"DV04G7;""Henkel AG & Co. KGaA Vz."";""Aktienanleihe Protect"";""16.03.2022"";""15:45:36"";""DZ BANK"";""99","129997 %"";""99","230003 %"""
"DV04G4;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""15:43:40"";""DZ BANK"";""100","300003 %"";""100","400002 %"""
"DV04G4;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""15:43:40"";""DZ BANK"";""100","300003 %"";""100","400002 %"""
"DV04GF;""BASF SE"";""Aktienanleihe Protect"";""15.12.2021"";""15:35:42"";""DZ BANK"";""99","970001 %"";""100","07 %"""
"DV04G9;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.12.2021"";""15:36:57"";""DZ BANK"";""99","269997 %"";""99","370003 %"""
"DV04HA;""Infineon Technologies AG"";""Aktienanleihe Protect"";""16.03.2022"";""15:38:20"";""DZ BANK"";""99","209999 %"";""99","309998 %"""
"DV04GW;""Danone S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:42:21"";""DZ BANK"";""100","309998 %"";""100","410004 %"""
"DV04HZ;""Total SE"";""Aktienanleihe Protect"";""15.09.2021"";""15:39:01"";""DZ BANK"";""100","940002 %"";""101","040001 %"""
"DV04GX;""Deutsche Bank AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:41:33"";""DZ BANK"";""101","519997 %"";""101","620003 %"""
"DV04G3;""Fresenius Medical Care AG & Co. KGaA"";""Aktienanleihe Protect"";""15.09.2021"";""15:54:38"";""DZ BANK"";""100","650002 %"";""100","75 %"""
"DV04HM;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""15.09.2021"";""15:39:40"";""DZ BANK"";""101","360001 %"";""101","459999 %"""
"DV04GB;""Airbus Group SE"";""Aktienanleihe Protect"";""15.09.2021"";""15:43:35"";""DZ BANK"";""101","199997 %"";""101","300003 %"""
"DV04H7;""Vonovia SE"";""Aktienanleihe Protect"";""16.03.2022"";""15:43:24"";""DZ BANK"";""100","220001 %"";""100","32 %"""
"DV04HY;""Société Générale S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:46:52"";""DZ BANK"";""101","120003 %"";""101","220001 %"""
"DV04H6;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""16.03.2022"";""15:37:28"";""DZ BANK"";""100","360001 %"";""100","459999 %"""
"DV04HK;""Repsol S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:39:27"";""DZ BANK"";""101","269997 %"";""101","370003 %"""
"DV04GD;""Airbus Group SE"";""Aktienanleihe Protect"";""16.03.2022"";""15:42:46"";""DZ BANK"";""101","080002 %"";""101","18 %"""
"DV04GQ;""Crédit Agricole S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:46:31"";""DZ BANK"";""99","879997 %"";""99","980003 %"""
"DV04HT;""Sanofi S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:39:35"";""DZ BANK"";""99","629997 %"";""99","730003 %"""
"DV04GC;""Airbus Group SE"";""Aktienanleihe Protect"";""15.12.2021"";""15:41:14"";""DZ BANK"";""101","360001 %"";""101","459999 %"""
"DV04HR;""RWE AG"";""Aktienanleihe Protect"";""15.12.2021"";""15:49:02"";""DZ BANK"";""100","709999 %"";""100","809998 %"""
"DV04G8;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:38:49"";""DZ BANK"";""99","550003 %"";""99","650002 %"""
"DV04G8;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:38:49"";""DZ BANK"";""99","550003 %"";""99","650002 %"""
"DV04F9;""AEGON N.V."";""Aktienanleihe Protect"";""15.12.2021"";""15:34:43"";""DZ BANK"";""100","32 %"";""100","419998 %"""
"DV04GM;""Continental AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:52:19"";""DZ BANK"";""100","230003 %"";""100","330002 %"""
"DV04HU;""Sanofi S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:46:08"";""DZ BANK"";""100","110001 %"";""100","209999 %"""
"DV04HD;""Linde PLC"";""Aktienanleihe Protect"";""16.03.2022"";""15:37:32"";""DZ BANK"";""99","879997 %"";""99","980003 %"""
"DV04GP;""Crédit Agricole S.A."";""Aktienanleihe Protect"";""15.09.2021"";""15:46:31"";""DZ BANK"";""100","099998 %"";""100","199997 %"""
"DV04HP;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""16.03.2022"";""15:54:31"";""DZ BANK"";""101","510002 %"";""101","610001 %"""
"DV04G6;""Henkel AG & Co. KGaA Vz."";""Aktienanleihe Protect"";""15.09.2021"";""15:45:13"";""DZ BANK"";""99","080002 %"";""99","18 %"""
"DV04GN;""Continental AG"";""Aktienanleihe Protect"";""15.12.2021"";""15:52:31"";""DZ BANK"";""100","230003 %"";""100","330002 %"""
"DV04HS;""RWE AG"";""Aktienanleihe Protect"";""16.03.2022"";""15:46:24"";""DZ BANK"";""100","269997 %"";""100","370003 %"""
"DV04F8;""AEGON N.V."";""Aktienanleihe Protect"";""15.09.2021"";""15:41:54"";""DZ BANK"";""100","349998 %"";""100","449997 %"""
"DV04GA;""AEGON N.V."";""Aktienanleihe Protect"";""16.03.2022"";""15:45:50"";""DZ BANK"";""100","00 %"";""100","099998 %"""
"DV04GH;""BNP Paribas S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:40:46"";""DZ BANK"";""99","860001 %"";""99","959999 %"""
"DV04HC;""K+S AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:44:38"";""DZ BANK"";""102","290001 %"";""102","389999 %"""
"DV04GS;""Daimler AG"";""Aktienanleihe Protect"";""15.12.2021"";""15:41:41"";""DZ BANK"";""99","150002 %"";""99","25 %"""
"DV04GE;""Allianz SE"";""Aktienanleihe Protect"";""15.12.2021"";""15:48:31"";""DZ BANK"";""101","769997 %"";""101","870003 %"""
"DV04GT;""Daimler AG"";""Aktienanleihe Protect"";""16.03.2022"";""15:41:41"";""DZ BANK"";""99","199997 %"";""99","300003 %"""
"DV04H3;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.12.2021"";""15:37:28"";""DZ BANK"";""100","339996 %"";""100","440002 %"""
"DV04H2;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.09.2021"";""15:37:29"";""DZ BANK"";""100","32 %"";""100","419998 %"""
"DV04GK;""Commerzbank AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:50:26"";""DZ BANK"";""100","989998 %"";"" -- %""",
"DV04G1;""E.ON SE"";""Aktienanleihe Protect"";""15.12.2021"";""15:46:15"";""DZ BANK"";""99","059998 %"";""99","160004 %"""
"DV04HW;""Société Générale S.A."";""Aktienanleihe Protect"";""15.09.2021"";""15:46:52"";""DZ BANK"";""100","550003 %"";""100","650002 %"""
"DV04HV;""SAP SE"";""Aktienanleihe Protect"";""16.03.2022"";""15:40:26"";""DZ BANK"";""99","07 %"";""99","169998 %"""
"DV04GJ;""BNP Paribas S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:44:28"";""DZ BANK"";""99","919998 %"";""100","019997 %"""
"DV04HN;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""15.12.2021"";""15:34:57"";""DZ BANK"";""101","269997 %"";""101","370003 %"""
"DV04H1;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.09.2021"";""15:37:28"";""DZ BANK"";""100","290001 %"";""100","389999 %"""
"DV04GR;""Daimler AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:37:02"";""DZ BANK"";""99","529999 %"";""99","629997 %"""
"DV04GL;""Commerzbank AG"";""Aktienanleihe Protect"";""15.12.2021"";""15:51:13"";""DZ BANK"";""101","389999 %"";"" -- %""",
"DV04GG;""BMW AG"";""Aktienanleihe Protect"";""16.03.2022"";""15:38:53"";""DZ BANK"";""100","110001 %"";""100","209999 %"""
"DV04HJ;""Repsol S.A."";""Aktienanleihe Protect"";""15.09.2021"";""15:47:52"";""DZ BANK"";""100","650002 %"";""100","75 %"""
"DV04HB;""ING Groep N.V."";""Aktienanleihe Protect"";""15.12.2021"";""15:54:52"";""DZ BANK"";""101","540001 %"";""101","639999 %"""
"DV04GY;""Deutsche Lufthansa AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:41:25"";""DZ BANK"";""102","779999 %"";"" -- %""",
"DV04HE;""Merck KGaA"";""Aktienanleihe Protect"";""15.12.2021"";""15:53:08"";""DZ BANK"";""99","660004 %"";""99","760002 %"""
"DV04HF;""Merck KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""15:45:36"";""DZ BANK"";""99","900002 %"";""100","00 %"""
"DV04HX;""Société Générale S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:44:02"";""DZ BANK"";""100","849998 %"";""100","949997 %"""
"DV06JR;""Sanofi S.A."";""Bonus Cap"";""18.03.2022"";""15:46:08"";""DZ BANK"";""82","589996 EUR"";""82","599998 EUR"""
"DV06HR;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.09.2021"";""15:38:39"";""DZ BANK"";""17","959999 EUR"";""17","969999 EUR"""
"DV06E1;""Beiersdorf AG"";""Bonus Cap"";""17.12.2021"";""15:41:35"";""DZ BANK"";""91","010002 EUR"";""91","019997 EUR"""
"DV06KN;""Zalando SE"";""Bonus Cap"";""18.03.2022"";""15:38:30"";""DZ BANK"";""85","690002 EUR"";""85","699997 EUR"""
"DV06G3;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.06.2022"";""15:45:13"";""DZ BANK"";""89","480003 EUR"";""89","489998 EUR"""
"DV06JM;""Repsol S.A."";""Bonus Cap"";""17.06.2022"";""15:48:39"";""DZ BANK"";""10","20 EUR"";""10","22 EUR"""
"DV06EH;""Air Liquide S.A."";""Bonus Cap"";""17.09.2021"";""15:44:52"";""DZ BANK"";""134","339996 EUR"";""134","350006 EUR"""
"DV06GY;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.12.2021"";""15:47:13"";""DZ BANK"";""75","440002 EUR"";""75","449997 EUR"""
"DV06GB;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""18.06.2021"";""15:30:47"";""DZ BANK"";""8","50 EUR"";""8","52 EUR"""
"DV06E5;""Beiersdorf AG"";""Bonus Cap"";""17.06.2022"";""15:41:35"";""DZ BANK"";""87","43 EUR"";""87","440002 EUR"""
"DV06GU;""Eni S.p.A."";""Bonus Cap"";""17.06.2022"";""15:39:53"";""DZ BANK"";""8","52 EUR"";""8","54 EUR"""
"DV06G7;""Hugo Boss AG"";""Bonus Cap"";""17.12.2021"";""15:36:54"";""DZ BANK"";""34","360001 EUR"";""34","369999 EUR"""
"DV06JV;""Société Générale S.A."";""Bonus Cap"";""18.06.2021"";""15:45:14"";""DZ BANK"";""18","860001 EUR"";""18","870001 EUR"""
"DV06EL;""Air Liquide S.A."";""Bonus Cap"";""17.06.2022"";""15:35:11"";""DZ BANK"";""139","800003 EUR"";""139","850006 EUR"""
"DV06H2;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""15:53:28"";""DZ BANK"";""15","11 EUR"";""15","12 EUR"""
"DV06EG;""AEGON N.V."";""Bonus Cap"";""17.06.2022"";""15:32:21"";""DZ BANK"";""4","08 EUR"";""4","09 EUR"""
"DV06HG;""ING Groep N.V."";""Bonus Cap"";""18.03.2022"";""15:42:28"";""DZ BANK"";""10","21 EUR"";""10","22 EUR"""
"DV06GE;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""17.06.2022"";""15:51:35"";""DZ BANK"";""8","44 EUR"";""8","46 EUR"""
"DV06JK;""Repsol S.A."";""Bonus Cap"";""18.03.2022"";""15:50:55"";""DZ BANK"";""10","42 EUR"";""10","43 EUR"""
"DV06G0;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""18.03.2022"";""15:45:13"";""DZ BANK"";""81","650002 EUR"";""81","660004 EUR"""
"DV06GG;""Eni S.p.A."";""Bonus Cap"";""18.06.2021"";""15:48:38"";""DZ BANK"";""9","48 EUR"";""9","50 EUR"""
"DV06H6;""Repsol S.A."";""Bonus Cap"";""18.06.2021"";""15:29:05"";""DZ BANK"";""11","75 EUR"";""11","77 EUR"""
"DV06J6;""Unicredito Italiano S.p.A."";""Bonus Cap"";""18.06.2021"";""15:41:30"";""DZ BANK"";""7","66 EUR"";""7","68 EUR"""
"DV06HY;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""15:41:55"";""DZ BANK"";""17","280001 EUR"";""17","290001 EUR"""
"DV06ES;""Banco Santander S.A."";""Bonus Cap"";""17.09.2021"";""15:40:42"";""DZ BANK"";""2","65 EUR"";""2","66 EUR"""
"DV06GL;""Eni S.p.A."";""Bonus Cap"";""17.12.2021"";""15:40:27"";""DZ BANK"";""11","09 EUR"";""11","10 EUR"""
"DV06ED;""AEGON N.V."";""Bonus Cap"";""17.12.2021"";""15:39:09"";""DZ BANK"";""4","63 EUR"";""4","64 EUR"""
"DV06J4;""Symrise AG"";""Bonus Cap"";""17.06.2022"";""15:40:31"";""DZ BANK"";""109","279999 EUR"";""109","290001 EUR"""
"DV06EZ;""Beiersdorf AG"";""Bonus Cap"";""17.09.2021"";""15:42:30"";""DZ BANK"";""93","650002 EUR"";""93","660004 EUR"""
"DV06HV;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.12.2021"";""15:41:55"";""DZ BANK"";""16","809999 EUR"";""16","82 EUR"""
"DV06H7;""Repsol S.A."";""Bonus Cap"";""18.06.2021"";""15:44:26"";""DZ BANK"";""11","53 EUR"";""11","55 EUR"""
"DV06GV;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""18.06.2021"";""15:42:28"";""DZ BANK"";""78","099998 EUR"";""78","110001 EUR"""
"DV06G1;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""18.03.2022"";""15:45:59"";""DZ BANK"";""74","25 EUR"";""74","260002 EUR"""
"DV06JP;""Sanofi S.A."";""Bonus Cap"";""17.09.2021"";""15:42:40"";""DZ BANK"";""77","239998 EUR"";""77","25 EUR"""
"DV06JL;""Repsol S.A."";""Bonus Cap"";""17.06.2022"";""15:49:18"";""DZ BANK"";""10","65 EUR"";""10","67 EUR"""
"DV06HM;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:53:28"";""DZ BANK"";""16","889999 EUR"";""16","90 EUR"""
"DV06G8;""Hugo Boss AG"";""Bonus Cap"";""17.12.2021"";""15:34:39"";""DZ BANK"";""37","48 EUR"";""37","50 EUR"""
"DV06F3;""Delivery Hero SE"";""Bonus Cap"";""17.06.2022"";""15:39:36"";""DZ BANK"";""93","540001 EUR"";""93","559998 EUR"""
"DV06KT;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""15:38:30"";""DZ BANK"";""72","660004 EUR"";""72","669998 EUR"""
"DV06FD;""BNP Paribas S.A."";""Bonus Cap"";""17.12.2021"";""15:46:34"";""DZ BANK"";""44","16 EUR"";""44","169998 EUR"""
