Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Aktien-Anleihe;DE000LB2ULC0;MünchenerRück;26.08.2022 00:00:00;101,10;101,20;3,00 %;21,91 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJP6;Deutsche Post;26.08.2022 00:00:00;97,87;97,97;5,76 %;9,00 %;4,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHA2;BASF;26.08.2022 00:00:00;99,89;99,99;5,62 %;11,28 %;5,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UGY4;Airbus;26.08.2022 00:00:00;101,84;101,94;4,78 %;21,63 %;6,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMW6;Royal Dutch Shell;23.09.2022 00:00:00;101,87;101,97;5,32 %;15,85 %;6,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMU0;Nokia;23.09.2022 00:00:00;96,70;96,90;7,75 %;12,29 %;5,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMP0;Zalando;26.08.2022 00:00:00;94,41;94,61;6,77 %;23,58 %;2,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UML9;Vonovia;26.08.2022 00:00:00;98,32;98,52;4,49 %;11,19 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMG9;Volkswagen;26.08.2022 00:00:00;101,34;101,44;2,08 %;33,79 %;3,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UM81;thyssenkrupp;26.08.2022 00:00:00;100,76;100,86;8,88 %;26,74 %;9,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM40;Südzucker;26.08.2022 00:00:00;101,27;101,37;2,83 %;21,78 %;3,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM08;Siemens;26.08.2022 00:00:00;98,84;98,94;4,24 %;12,76 %;3,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULV0;SAP;26.08.2022 00:00:00;98,19;98,29;4,65 %;11,73 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULN7;ProSiebenSat.1 Media;26.08.2022 00:00:00;102,16;102,36;5,13 %;29,41 %;6,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULA4;MTU Aero Engines;26.08.2022 00:00:00;98,43;98,63;5,64 %;21,40 %;4,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL58;L'Oreal;26.08.2022 00:00:00;99,63;99,73;2,81 %;14,30 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL25;Linde;26.08.2022 00:00:00;99,47;99,57;3,94 %;11,50 %;3,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL17;Linde;26.08.2022 00:00:00;99,58;99,68;2,85 %;16,42 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQK2;adidas;25.03.2022 00:00:00;100,24;100,34;4,70 %;15,46 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USV5;HOCHTIEF;25.03.2022 00:00:00;97,86;98,06;4,68 %;19,35 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQX5;AXA;25.03.2022 00:00:00;101,75;101,85;4,23 %;18,01 %;6,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US28;Deutsche Post;25.03.2022 00:00:00;99,20;99,30;2,44 %;21,14 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US85;Deutsche Wohnen;25.03.2022 00:00:00;97,52;97,72;5,28 %;8,97 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT35;Infineon;25.03.2022 00:00:00;101,22;101,32;6,92 %;13,82 %;8,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUW9;Carl Zeiss Meditec;25.04.2022 00:00:00;96,91;97,11;8,56 %;3,38 %;5,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUX7;Linde;25.04.2022 00:00:00;98,97;99,07;2,44 %;18,88 %;1,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUL2;Südzucker;25.03.2022 00:00:00;100,65;100,75;3,50 %;17,94 %;4,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUH0;Societe Generale;25.03.2022 00:00:00;103,24;103,34;1,84 %;39,74 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU65;Royal Dutch Shell;25.03.2022 00:00:00;102,16;102,26;6,20 %;14,07 %;8,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTZ4;Porsche;25.03.2022 00:00:00;102,59;102,80;2,35 %;24,68 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTW1;Philips;25.03.2022 00:00:00;98,85;98,95;3,09 %;15,60 %;2,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTU5;Orange;25.03.2022 00:00:00;100,19;100,29;2,34 %;17,66 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTR1;Nokia;25.03.2022 00:00:00;98,84;99,04;11,05 %;6,25 %;10,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTL4;MünchenerRück;25.03.2022 00:00:00;100,58;100,68;1,12 %;30,13 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTK6;Morphosys;25.03.2022 00:00:00;94,37;94,57;11,15 %;-2,04 %;7,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTH2;Morphosys;25.03.2022 00:00:00;96,34;96,54;6,55 %;15,97 %;3,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTE9;LVMH;25.03.2022 00:00:00;98,79;98,89;5,94 %;8,80 %;4,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTA7;LANXESS;25.03.2022 00:00:00;99,99;100,19;2,44 %;26,61 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT43;ING;25.03.2022 00:00:00;101,81;101,91;0,57 %;46,41 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USP7;Hannover Rück;25.03.2022 00:00:00;100,32;100,52;4,23 %;14,71 %;4,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USK8;Fresenius M.C.;25.03.2022 00:00:00;100,40;100,50;1,34 %;24,93 %;1,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR86;Bechtle;25.03.2022 00:00:00;96,88;97,08;9,03 %;6,75 %;6,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQR7;Allianz;25.03.2022 00:00:00;100,76;100,86;3,20 %;17,44 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUP3;Volkswagen;25.03.2022 00:00:00;101,70;101,80;3,44 %;25,16 %;5,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUE7;Siemens;25.03.2022 00:00:00;98,81;98,91;4,35 %;14,32 %;3,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU73;RWE;25.03.2022 00:00:00;99,37;99,47;2,88 %;25,56 %;2,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UU57;Royal Dutch Shell;25.03.2022 00:00:00;101,69;101,79;3,65 %;22,96 %;5,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTP5;Nokia;25.03.2022 00:00:00;99,84;100,04;4,04 %;24,39 %;4,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USW3;HOCHTIEF;25.03.2022 00:00:00;97,05;97,25;7,83 %;9,95 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USM4;Fresenius M.C.;25.03.2022 00:00:00;100,54;100,64;4,41 %;12,71 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USL6;Fresenius M.C.;25.03.2022 00:00:00;100,49;100,59;2,71 %;18,82 %;3,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US93;E.ON;25.03.2022 00:00:00;99,45;99,55;2,45 %;19,74 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URX3;Deutsche Bank;25.03.2022 00:00:00;102,63;102,78;2,95 %;36,73 %;5,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URD5;BMW;25.03.2022 00:00:00;100,43;100,53;2,52 %;22,75 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQY3;Banco Santander;25.03.2022 00:00:00;99,77;99,87;4,16 %;29,10 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQT3;ArcelorMittal;25.03.2022 00:00:00;100,23;100,33;5,21 %;31,49 %;5,50 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUC1;SAP;25.03.2022 00:00:00;96,92;97,02;8,69 %;1,92 %;5,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV15;Telefonica;25.04.2022 00:00:00;97,48;97,68;7,45 %;16,78 %;5,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV23;Telefonica;25.04.2022 00:00:00;96,82;97,02;10,54 %;8,32 %;7,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUU3;Carl Zeiss Meditec;25.04.2022 00:00:00;98,14;98,34;3,67 %;19,48 %;2,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUS7;Vonovia;25.03.2022 00:00:00;98,61;98,81;4,80 %;9,67 %;3,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUM0;Unilever;25.03.2022 00:00:00;99,31;99,41;2,84 %;14,71 %;2,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UU81;RWE;25.03.2022 00:00:00;98,42;98,52;6,26 %;14,48 %;4,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UT84;K+S;25.03.2022 00:00:00;97,96;98,11;9,34 %;18,41 %;7,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTT7;OMV;25.03.2022 00:00:00;102,15;102,35;3,75 %;21,91 %;6,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV07;Telefonica;25.04.2022 00:00:00;98,63;98,83;3,07 %;32,30 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU08;Porsche;25.03.2022 00:00:00;103,40;103,61;4,31 %;17,14 %;7,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTM2;MünchenerRück;25.03.2022 00:00:00;100,92;101,02;2,55 %;21,91 %;3,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTG4;Merck;25.03.2022 00:00:00;98,36;98,46;5,41 %;7,75 %;3,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTD1;LVMH;25.03.2022 00:00:00;99,01;99,11;4,20 %;14,50 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT68;ING;25.03.2022 00:00:00;103,88;103,98;4,21 %;26,52 %;8,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USY9;HUGO BOSS;25.03.2022 00:00:00;102,09;102,29;1,35 %;33,16 %;3,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USQ5;HeidelbergCement;25.03.2022 00:00:00;101,35;101,45;1,39 %;31,57 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USH4;Fresenius;25.03.2022 00:00:00;100,76;100,86;3,35 %;16,19 %;4,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USC5;Enel;25.03.2022 00:00:00;98,21;98,31;5,00 %;13,73 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USB7;E.ON;25.03.2022 00:00:00;98,89;98,99;6,30 %;7,34 %;5,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US77;Deutsche Telekom;25.03.2022 00:00:00;100,41;100,51;4,19 %;8,33 %;4,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US36;Deutsche Post;25.03.2022 00:00:00;98,97;99,07;4,34 %;13,86 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URY1;Deutsche Bank;25.03.2022 00:00:00;103,49;103,64;4,33 %;28,95 %;7,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URU9;Daimler;25.03.2022 00:00:00;99,51;99,61;7,59 %;9,58 %;7,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URL8;Continental;25.03.2022 00:00:00;99,25;99,45;3,92 %;24,43 %;3,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URG8;Carrefour;25.03.2022 00:00:00;99,57;99,77;4,26 %;15,49 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UR78;Bechtle;25.03.2022 00:00:00;97,61;97,81;6,01 %;16,40 %;3,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR03;BASF;25.03.2022 00:00:00;99,39;99,49;3,52 %;18,68 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQN6;Airbus;25.03.2022 00:00:00;100,23;100,33;6,51 %;16,41 %;6,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQL0;adidas;25.03.2022 00:00:00;100,22;100,32;6,22 %;10,28 %;6,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUV1;Carl Zeiss Meditec;25.04.2022 00:00:00;97,53;97,73;6,12 %;10,63 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV56;Total;25.04.2022 00:00:00;101,95;102,05;4,51 %;21,82 %;6,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV31;Total;25.04.2022 00:00:00;101,29;101,39;1,79 %;34,85 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUZ2;Linde;25.04.2022 00:00:00;98,22;98,32;5,92 %;6,59 %;4,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUT5;Wacker Chemie;25.03.2022 00:00:00;96,19;96,39;7,69 %;20,82 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUR9;Vonovia;25.03.2022 00:00:00;98,95;99,15;3,20 %;14,97 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUN8;Vinci;25.03.2022 00:00:00;99,65;99,85;5,19 %;16,59 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUK4;Südzucker;25.03.2022 00:00:00;100,23;100,33;2,05 %;24,85 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUF4;Siemens;25.03.2022 00:00:00;98,47;98,57;6,93 %;6,53 %;5,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUA5;Sanofi;25.03.2022 00:00:00;98,38;98,48;3,40 %;11,64 %;1,90 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUB3;SAP;25.03.2022 00:00:00;97,94;98,04;4,04 %;14,67 %;2,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU99;RWE;25.03.2022 00:00:00;97,39;97,49;10,04 %;4,97 %;7,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UT92;K+S;25.03.2022 00:00:00;97,40;97,55;12,64 %;8,07 %;10,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU24;ProSiebenSat.1 Media;25.03.2022 00:00:00;100,36;100,56;4,94 %;29,41 %;5,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU16;ProSiebenSat.1 Media;25.03.2022 00:00:00;100,01;100,21;2,17 %;42,35 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTY7;Porsche;25.03.2022 00:00:00;101,58;101,78;0,89 %;32,21 %;2,55 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTS9;OMV;25.03.2022 00:00:00;101,30;101,50;1,59 %;33,25 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTQ3;Nokia;25.03.2022 00:00:00;99,30;99,50;7,30 %;15,32 %;6,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTN0;MünchenerRück;25.03.2022 00:00:00;101,15;101,25;3,47 %;17,80 %;4,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTJ8;Morphosys;25.03.2022 00:00:00;95,35;95,55;9,63 %;6,96 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTB5;LANXESS;25.03.2022 00:00:00;99,92;100,12;4,37 %;18,46 %;4,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT50;ING;25.03.2022 00:00:00;102,87;102,97;2,34 %;35,36 %;5,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT27;Infineon;25.03.2022 00:00:00;101,07;101,17;4,39 %;22,16 %;5,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT19;Infineon;25.03.2022 00:00:00;100,89;100,99;2,33 %;30,50 %;3,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT01;HUGO BOSS;25.03.2022 00:00:00;103,18;103,39;4,38 %;20,43 %;7,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USZ6;HUGO BOSS;25.03.2022 00:00:00;102,65;102,86;2,73 %;26,80 %;5,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USS1;HeidelbergCement;25.03.2022 00:00:00;102,02;102,12;4,81 %;16,36 %;6,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USR3;HeidelbergCement;25.03.2022 00:00:00;101,70;101,80;2,90 %;23,97 %;4,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USJ0;Fresenius;25.03.2022 00:00:00;100,75;100,85;5,05 %;10,51 %;5,85 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USD3;Freenet;25.03.2022 00:00:00;98,82;98,92;2,81 %;20,75 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US69;Deutsche Telekom;25.03.2022 00:00:00;100,45;100,55;2,60 %;13,33 %;3,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US10;Deutsche Börse;25.03.2022 00:00:00;100,12;100,22;5,52 %;8,16 %;5,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URS3;Daimler;25.03.2022 00:00:00;99,52;99,62;3,60 %;24,65 %;3,20 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URT1;Daimler;25.03.2022 00:00:00;99,54;99,64;5,39 %;17,12 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URM6;Continental;25.03.2022 00:00:00;99,08;99,28;6,06 %;16,04 %;5,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URK0;Commerzbank;25.03.2022 00:00:00;99,64;99,79;10,26 %;11,76 %;10,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URB9;Bilfinger;25.03.2022 00:00:00;97,32;97,52;5,59 %;23,68 %;3,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URA1;Beiersdorf;25.03.2022 00:00:00;95,98;96,08;6,97 %;0,53 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UR94;Beiersdorf;25.03.2022 00:00:00;96,68;96,78;5,05 %;5,39 %;1,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URE3;BMW;25.03.2022 00:00:00;100,56;100,66;4,19 %;15,73 %;4,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UR60;Bayer;25.03.2022 00:00:00;94,95;95,05;11,19 %;-3,07 %;8,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR52;Bayer;25.03.2022 00:00:00;96,05;96,15;9,76 %;6,84 %;5,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR29;BASF;25.03.2022 00:00:00;99,22;99,32;8,34 %;3,89 %;7,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQZ0;BASF;25.03.2022 00:00:00;99,45;99,55;2,50 %;23,11 %;2,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQV9;AXA;25.03.2022 00:00:00;101,07;101,17;2,20 %;27,66 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQP1;Airbus;25.03.2022 00:00:00;100,23;100,33;8,51 %;10,14 %;8,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQH8;adidas;25.03.2022 00:00:00;100,16;100,26;1,52 %;29,26 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV49;Total;25.04.2022 00:00:00;101,47;101,57;3,02 %;28,34 %;4,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUY5;Linde;25.04.2022 00:00:00;98,59;98,69;4,36 %;11,50 %;3,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUQ1;Volkswagen;25.03.2022 00:00:00;102,17;102,27;5,40 %;18,25 %;7,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUJ6;Societe Generale;25.03.2022 00:00:00;104,35;104,45;3,91 %;28,96 %;8,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUG2;Siemens Healthineers;25.03.2022 00:00:00;98,10;98,30;3,88 %;6,06 %;2,20 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUD9;Siemens;25.03.2022 00:00:00;99,21;99,31;2,68 %;20,55 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU40;Royal Dutch Shell;25.03.2022 00:00:00;101,30;101,40;1,69 %;31,85 %;3,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UU32;ProSiebenSat.1 Media;25.03.2022 00:00:00;100,74;100,94;7,35 %;20,59 %;8,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTX9;Philips;25.03.2022 00:00:00;98,59;98,69;4,82 %;9,57 %;3,50 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTV3;Orange;25.03.2022 00:00:00;100,04;100,14;4,30 %;11,40 %;4,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTF6;Merck;25.03.2022 00:00:00;98,70;98,80;3,28 %;15,13 %;2,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTC3;LVMH;25.03.2022 00:00:00;99,22;99,32;2,73 %;20,20 %;2,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT76;K+S;25.03.2022 00:00:00;98,67;98,82;4,74 %;36,36 %;3,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USX1;HOCHTIEF;25.03.2022 00:00:00;96,17;96,37;11,09 %;1,88 %;7,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USU7;Henkel;25.03.2022 00:00:00;97,09;97,19;6,39 %;2,22 %;3,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UST9;Henkel;25.03.2022 00:00:00;97,69;97,79;4,24 %;8,34 %;2,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USN2;Hannover Rück;25.03.2022 00:00:00;100,32;100,52;2,52 %;21,82 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USG6;Fresenius;25.03.2022 00:00:00;100,64;100,74;1,36 %;24,72 %;2,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USF8;Freenet;25.03.2022 00:00:00;97,89;97,99;7,93 %;6,59 %;5,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USE1;Freenet;25.03.2022 00:00:00;98,38;98,48;5,08 %;13,67 %;3,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USA9;E.ON;25.03.2022 00:00:00;99,12;99,22;4,45 %;12,65 %;3,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US51;Deutsche Telekom;25.03.2022 00:00:00;100,45;100,55;1,34 %;18,33 %;1,85 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US44;Deutsche Post;25.03.2022 00:00:00;98,74;98,84;6,75 %;6,58 %;5,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US02;Deutsche Börse;25.03.2022 00:00:00;100,20;100,30;3,39 %;15,50 %;3,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URZ8;Deutsche Börse;25.03.2022 00:00:00;100,15;100,25;1,78 %;22,85 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URW5;Deutsche Bank;25.03.2022 00:00:00;101,31;101,46;0,99 %;51,33 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URV7;Danone;25.03.2022 00:00:00;101,40;101,60;0,51 %;24,00 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URR5;Covestro;25.03.2022 00:00:00;100,93;101,13;6,42 %;13,42 %;7,50 %;EUR;;;ESG (nachhaltig)
