Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Aktien-Anleihe;DE000LB2UHF1;Bayer;26.08.2022 00:00:00;97,08;97,18;10,62 %;0,89 %;8,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UH88;BASF;26.08.2022 00:00:00;99,93;100,03;2,30 %;26,07 %;2,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UH62;AXA;26.08.2022 00:00:00;101,50;101,60;3,97 %;22,84 %;5,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UH05;Allianz;26.08.2022 00:00:00;100,53;100,63;1,84 %;27,45 %;2,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UGW8;Air Liquide;26.08.2022 00:00:00;97,41;97,51;4,03 %;8,00 %;2,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULW8;SAP;26.08.2022 00:00:00;97,93;98,03;5,98 %;6,83 %;4,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJH3;Deutsche Börse;26.08.2022 00:00:00;100,09;100,19;4,36 %;11,83 %;4,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMV8;Royal Dutch Shell;23.09.2022 00:00:00;101,54;101,64;2,70 %;28,88 %;3,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMR6;ING;23.09.2022 00:00:00;102,96;103,06;2,56 %;38,12 %;4,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMQ8;Zalando;26.08.2022 00:00:00;92,80;93,00;11,00 %;5,95 %;5,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMH7;Volkswagen;26.08.2022 00:00:00;101,78;101,88;3,82 %;25,16 %;5,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULZ1;Siemens;26.08.2022 00:00:00;98,99;99,09;3,06 %;18,21 %;2,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULY4;Siemens;26.08.2022 00:00:00;99,10;99,20;2,32 %;22,11 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULS6;Sanofi;26.08.2022 00:00:00;96,69;96,79;4,97 %;7,69 %;2,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULQ0;RWE;26.08.2022 00:00:00;93,33;93,43;10,11 %;1,81 %;5,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULH9;Philips;26.08.2022 00:00:00;99,05;99,15;3,78 %;12,92 %;3,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULE6;MünchenerRück;26.08.2022 00:00:00;101,50;101,60;6,37 %;7,52 %;7,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULB2;MünchenerRück;26.08.2022 00:00:00;100,85;100,95;1,62 %;30,13 %;2,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL74;LVMH;26.08.2022 00:00:00;100,18;100,28;3,89 %;14,50 %;4,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL09;LANXESS;26.08.2022 00:00:00;97,06;97,26;6,45 %;9,49 %;4,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKT6;Infineon;26.08.2022 00:00:00;100,68;100,78;2,84 %;29,11 %;3,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKK5;HeidelbergCement;26.08.2022 00:00:00;99,33;99,43;5,36 %;14,08 %;4,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKJ7;HeidelbergCement;26.08.2022 00:00:00;99,52;99,62;3,19 %;23,97 %;2,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKA6;Fresenius;26.08.2022 00:00:00;98,38;98,48;3,39 %;17,61 %;2,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UK00;E.ON;26.08.2022 00:00:00;97,68;97,78;7,09 %;5,57 %;5,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJX0;Deutsche Wohnen;26.08.2022 00:00:00;96,21;96,41;6,40 %;3,59 %;3,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJG5;Deutsche Börse;26.08.2022 00:00:00;100,10;100,20;3,19 %;17,34 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJ11;Daimler;26.08.2022 00:00:00;102,03;102,13;2,56 %;32,19 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJ03;Daimler;26.08.2022 00:00:00;101,49;101,59;1,53 %;39,72 %;2,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHR6;Carl Zeiss Meditec;26.08.2022 00:00:00;93,79;93,99;7,84 %;3,38 %;3,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHQ8;Carl Zeiss Meditec;26.08.2022 00:00:00;94,56;94,76;5,65 %;11,43 %;1,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHK1;Beiersdorf;26.08.2022 00:00:00;95,73;95,83;5,80 %;-0,68 %;3,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHD6;Bayer;26.08.2022 00:00:00;97,99;98,09;6,24 %;15,76 %;4,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHG9;Bechtle;26.08.2022 00:00:00;94,73;94,93;7,21 %;9,97 %;3,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UH70;AXA;26.08.2022 00:00:00;101,86;101,96;5,62 %;15,60 %;6,95 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UH13;Allianz;26.08.2022 00:00:00;100,74;100,84;3,65 %;17,44 %;4,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJ29;Daimler;26.08.2022 00:00:00;102,76;102,86;3,79 %;24,65 %;5,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMN5;Wacker Chemie;26.08.2022 00:00:00;93,44;93,64;10,37 %;8,71 %;5,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMB0;Total;26.08.2022 00:00:00;101,41;101,51;6,34 %;14,01 %;7,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJV4;Deutsche Telekom;26.08.2022 00:00:00;99,54;99,64;7,45 %;0,00 %;7,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UH47;Anheuser-Busch InBev;26.08.2022 00:00:00;94,31;94,51;7,86 %;5,23 %;3,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMT2;Nokia;23.09.2022 00:00:00;97,81;98,01;4,38 %;24,39 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMK1;Vonovia;26.08.2022 00:00:00;98,81;99,01;2,50 %;19,69 %;1,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM99;Total;26.08.2022 00:00:00;101,04;101,14;2,94 %;29,64 %;3,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM24;Siemens Healthineers;26.08.2022 00:00:00;100,82;101,02;1,42 %;13,71 %;2,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UL41;Linde;26.08.2022 00:00:00;99,05;99,15;6,54 %;1,67 %;5,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKW0;Infineon;26.08.2022 00:00:00;100,86;100,96;8,71 %;4,09 %;9,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKN9;Henkel;26.08.2022 00:00:00;95,69;95,79;6,25 %;-0,22 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKD0;Fresenius;26.08.2022 00:00:00;96,11;96,21;7,05 %;-3,69 %;6,55 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJW2;Deutsche Wohnen;26.08.2022 00:00:00;96,47;96,67;4,70 %;9,74 %;2,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJ94;Delivery Hero;26.08.2022 00:00:00;91,75;91,95;9,19 %;24,46 %;3,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHV8;Continental;26.08.2022 00:00:00;99,62;99,82;4,83 %;20,24 %;4,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHL9;Bilfinger;26.08.2022 00:00:00;100,21;100,41;5,22 %;21,98 %;5,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHB0;BASF;26.08.2022 00:00:00;99,86;99,96;7,78 %;3,89 %;7,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UH39;Allianz;26.08.2022 00:00:00;100,96;101,06;6,82 %;4,93 %;7,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMM7;Wacker Chemie;26.08.2022 00:00:00;95,01;95,21;6,68 %;23,61 %;3,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UME4;Vinci;26.08.2022 00:00:00;101,24;101,44;2,98 %;24,70 %;3,95 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULM9;ProSiebenSat.1 Media;26.08.2022 00:00:00;101,71;101,91;3,11 %;39,71 %;4,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULF3;OMV;26.08.2022 00:00:00;102,30;102,51;2,74 %;26,32 %;4,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKM1;Henkel;26.08.2022 00:00:00;96,11;96,21;5,30 %;3,45 %;2,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKE8;Fresenius M.C.;26.08.2022 00:00:00;92,52;92,62;7,35 %;3,98 %;1,90 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJQ4;Deutsche Post;26.08.2022 00:00:00;97,43;97,53;7,54 %;2,94 %;5,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJA8;Delivery Hero;26.08.2022 00:00:00;88,35;88,55;15,30 %;0,85 %;6,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHX4;Covestro;26.08.2022 00:00:00;101,23;101,43;1,94 %;33,40 %;2,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHS4;Commerzbank;26.08.2022 00:00:00;98,20;98,35;6,00 %;24,63 %;4,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHE4;Bayer;26.08.2022 00:00:00;97,68;97,78;7,61 %;10,80 %;5,90 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UGU2;adidas;26.08.2022 00:00:00;99,98;100,08;3,33 %;20,63 %;3,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMS4;ING;23.09.2022 00:00:00;104,04;104,14;4,81 %;25,97 %;7,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMF1;Vivendi;26.08.2022 00:00:00;104,44;104,54;-0,18 %;23,69 %;2,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM73;thyssenkrupp;26.08.2022 00:00:00;100,16;100,26;6,59 %;37,08 %;6,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM65;Telefonica;26.08.2022 00:00:00;98,30;98,50;8,31 %;12,55 %;7,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULX6;SAP;26.08.2022 00:00:00;97,72;97,82;7,43 %;1,92 %;5,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULJ5;Porsche;26.08.2022 00:00:00;102,07;102,27;1,92 %;29,95 %;3,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UL82;Merck;26.08.2022 00:00:00;97,75;97,85;3,94 %;11,44 %;2,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL66;LVMH;26.08.2022 00:00:00;100,13;100,23;2,36 %;22,10 %;2,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKZ3;LANXESS;26.08.2022 00:00:00;98,00;98,20;3,95 %;20,09 %;2,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKR0;HUGO BOSS;26.08.2022 00:00:00;103,00;103,21;3,60 %;23,62 %;5,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKS8;Iberdrola;26.08.2022 00:00:00;93,68;93,78;7,36 %;1,58 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKQ2;HUGO BOSS;26.08.2022 00:00:00;102,20;102,40;1,78 %;33,16 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKU4;Infineon;26.08.2022 00:00:00;100,80;100,90;4,56 %;20,77 %;5,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKH1;Hannover Rück;26.08.2022 00:00:00;100,72;100,92;3,39 %;18,27 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKG3;Fresenius M.C.;26.08.2022 00:00:00;89,15;89,25;4,76 %;-13,48 %;4,95 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UKC2;Fresenius;26.08.2022 00:00:00;96,74;96,84;7,65 %;1,99 %;5,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UKB4;Fresenius;26.08.2022 00:00:00;97,65;97,75;5,15 %;10,51 %;3,50 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UKF5;Fresenius M.C.;26.08.2022 00:00:00;90,77;90,87;7,03 %;-4,75 %;3,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UK83;Freenet;26.08.2022 00:00:00;99,48;99,58;3,32 %;23,58 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UK26;Eni;26.08.2022 00:00:00;102,64;102,74;3,13 %;24,79 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJZ5;E.ON;26.08.2022 00:00:00;98,06;98,16;5,26 %;11,47 %;3,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UK18;Enel;26.08.2022 00:00:00;96,64;96,74;6,21 %;7,98 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJY8;E.ON;26.08.2022 00:00:00;98,53;98,63;3,23 %;19,15 %;2,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJT8;Deutsche Telekom;26.08.2022 00:00:00;100,01;100,11;3,31 %;13,33 %;3,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJS0;Deutsche Telekom;26.08.2022 00:00:00;100,13;100,23;2,11 %;18,33 %;2,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJR2;Deutsche Post;26.08.2022 00:00:00;97,07;97,17;7,41 %;-3,13 %;7,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJK7;Deutsche Lufthansa;26.08.2022 00:00:00;102,92;103,02;2,20 %;51,26 %;4,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJJ9;Deutsche Börse;26.08.2022 00:00:00;100,06;100,16;5,70 %;6,32 %;5,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJE0;Deutsche Bank;26.08.2022 00:00:00;103,03;103,18;5,94 %;20,19 %;8,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJD2;Deutsche Bank;26.08.2022 00:00:00;102,32;102,47;4,31 %;29,43 %;6,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJF7;Deutsche Börse;26.08.2022 00:00:00;100,08;100,18;2,20 %;22,85 %;2,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJB6;Delivery Hero;26.08.2022 00:00:00;86,72;86,92;10,46 %;-13,31 %;8,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHW6;Continental;26.08.2022 00:00:00;99,60;99,80;6,67 %;11,84 %;6,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHZ9;Covestro;26.08.2022 00:00:00;101,76;101,96;5,42 %;16,75 %;6,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHY2;Covestro;26.08.2022 00:00:00;101,47;101,67;3,52 %;25,07 %;4,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHU0;Continental;26.08.2022 00:00:00;99,66;99,86;2,52 %;32,83 %;2,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHT2;Commerzbank;26.08.2022 00:00:00;97,44;97,59;9,68 %;9,01 %;7,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHN5;BMW;26.08.2022 00:00:00;99,99;100,09;3,77 %;18,54 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHJ3;Beiersdorf;26.08.2022 00:00:00;96,47;96,57;4,51 %;5,39 %;2,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHH7;Bechtle;26.08.2022 00:00:00;93,20;93,40;8,75 %;-2,89 %;5,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHC8;Bayer;26.08.2022 00:00:00;98,33;98,43;4,96 %;20,71 %;3,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UH96;BASF;26.08.2022 00:00:00;99,98;100,08;3,78 %;18,68 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJ37;Daimler;26.08.2022 00:00:00;103,40;103,50;5,27 %;17,12 %;7,70 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UH54;AXA;26.08.2022 00:00:00;101,13;101,23;2,63 %;30,07 %;3,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UH21;Allianz;26.08.2022 00:00:00;100,86;100,96;5,43 %;9,94 %;6,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UGX6;Airbus;26.08.2022 00:00:00;101,47;101,57;2,74 %;32,08 %;3,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UGV0;adidas;26.08.2022 00:00:00;99,99;100,09;5,19 %;12,01 %;5,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UGT4;adidas;26.08.2022 00:00:00;99,95;100,05;2,08 %;27,54 %;2,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMD6;United Internet;26.08.2022 00:00:00;98,24;98,44;5,06 %;13,39 %;3,90 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMC8;United Internet;26.08.2022 00:00:00;98,60;98,80;3,31 %;21,64 %;2,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UM57;Telefonica;26.08.2022 00:00:00;98,94;99,14;4,86 %;25,25 %;4,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULP2;RWE;26.08.2022 00:00:00;94,63;94,73;7,53 %;9,72 %;3,60 %;EUR;;;Basic (nicht nachhaltig)
