Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Bonus-Zertifikat;DE000LB2LNA9;Covestro;28.03.2025 00:00:00;61,62;62,12;-0,05 %;47,64 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LN57;Bayer;28.03.2025 00:00:00;51,97;52,24;4,08 %;37,76 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LP55;Volkswagen;28.03.2025 00:00:00;174,21;175,09;3,32 %;41,07 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNX1;Royal Dutch Shell;28.03.2025 00:00:00;17,27;17,36;5,98 %;36,62 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNB7;Covestro;28.03.2025 00:00:00;61,72;62,22;2,75 %;40,28 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LN24;BASF;28.03.2025 00:00:00;67,66;68,00;0,71 %;50,05 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LP71;Total;28.04.2025 00:00:00;37,83;38,03;3,22 %;53,97 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LNY9;Sanofi;28.03.2025 00:00:00;75,86;76,25;2,70 %;38,64 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNG6;Deutsche Post;28.03.2025 00:00:00;41,57;41,78;1,84 %;39,21 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LN40;Bayer;28.03.2025 00:00:00;51,86;52,13;1,77 %;43,51 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LN08;AXA;28.03.2025 00:00:00;21,00;21,11;3,20 %;50,83 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LP22;Siemens;28.03.2025 00:00:00;133,28;133,95;4,46 %;30,85 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LNN2;Fresenius;28.03.2025 00:00:00;35,49;35,67;3,23 %;23,70 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNK8;Deutsche Telekom;28.03.2025 00:00:00;14,95;15,03;1,93 %;43,37 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LN73;BMW;28.03.2025 00:00:00;70,87;71,23;2,25 %;39,50 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LN81;BMW;28.03.2025 00:00:00;70,87;71,23;3,98 %;33,94 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LMZ8;AXA;28.03.2025 00:00:00;20,58;20,69;1,52 %;56,92 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LP48;Volkswagen;28.03.2025 00:00:00;172,63;173,50;-0,50 %;49,65 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LP30;Siemens;28.03.2025 00:00:00;133,47;134,15;6,29 %;26,24 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LNZ6;Sanofi;28.03.2025 00:00:00;75,52;75,90;4,55 %;32,11 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNW3;Royal Dutch Shell;28.03.2025 00:00:00;17,12;17,21;2,46 %;44,76 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNU7;MünchenerRück;28.03.2025 00:00:00;246,12;247,36;6,11 %;32,87 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LNP7;Fresenius;28.03.2025 00:00:00;35,47;35,65;4,82 %;19,53 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNQ5;HeidelbergCement;28.03.2025 00:00:00;66,08;66,42;0,40 %;35,49 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LNJ0;Deutsche Post;28.03.2025 00:00:00;41,45;41,66;5,69 %;27,57 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LNE1;Daimler;28.03.2025 00:00:00;65,39;65,72;3,46 %;43,81 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LN65;Bayer;28.03.2025 00:00:00;52,09;52,36;6,62 %;32,02 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LMW5;Allianz;28.03.2025 00:00:00;198,74;199,74;1,24 %;51,41 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LP89;Total;28.04.2025 00:00:00;38,19;38,39;6,14 %;45,18 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LP63;Volkswagen;28.03.2025 00:00:00;175,56;176,45;6,72 %;34,20 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LP14;Siemens;28.03.2025 00:00:00;133,04;133,71;1,49 %;40,07 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LP06;Sanofi;28.03.2025 00:00:00;75,73;76,12;6,92 %;25,59 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNS1;MünchenerRück;28.03.2025 00:00:00;240,65;241,86;0,32 %;49,15 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LND3;Daimler;28.03.2025 00:00:00;64,77;65,10;0,34 %;52,42 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LMY1;Allianz;28.03.2025 00:00:00;203,54;204,57;6,65 %;34,06 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LNL6;Deutsche Telekom;28.03.2025 00:00:00;14,99;15,07;4,10 %;36,71 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LN99;BMW;28.03.2025 00:00:00;71,20;71,56;5,79 %;29,76 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LMS3;EURO STOXX 50®;22.01.2027 00:00:00;36,44;36,63;1,29 %;45,80 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LMT1;EURO STOXX 50®;22.01.2027 00:00:00;36,56;36,75;2,29 %;40,38 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LMU9;EURO STOXX 50®;22.01.2027 00:00:00;36,69;36,88;3,43 %;34,96 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAB4;Deutsche Bank;27.01.2023 00:00:00;9,58;9,63;7,98 %;44,89 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9P3;AXA;27.01.2023 00:00:00;20,35;20,46;4,12 %;48,39 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBC0;Porsche;27.01.2023 00:00:00;59,83;60,14;2,04 %;51,75 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAP4;Fresenius;27.01.2023 00:00:00;36,13;36,32;13,81 %;19,44 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAF5;Deutsche Post;27.01.2023 00:00:00;41,14;41,35;2,81 %;47,66 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAD0;Deutsche Börse;27.01.2023 00:00:00;135,25;135,93;8,91 %;26,25 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAC2;Deutsche Börse;27.01.2023 00:00:00;136,86;137,55;4,64 %;41,00 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA60;Covestro;27.01.2023 00:00:00;56,67;57,13;6,13 %;43,95 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9Z2;BMW;27.01.2023 00:00:00;71,22;71,58;2,83 %;50,49 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9R9;BASF;27.01.2023 00:00:00;67,51;67,85;3,53 %;44,79 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9M0;Allianz;27.01.2023 00:00:00;200,99;202,01;7,03 %;33,00 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9G2;adidas;27.01.2023 00:00:00;289,45;290,91;3,38 %;48,77 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9D9;DAX®;27.01.2023 00:00:00;138,39;139,09;4,40 %;27,42 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBY4;Total;24.02.2023 00:00:00;36,76;36,95;7,43 %;42,64 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBT4;Wacker Chemie;27.01.2023 00:00:00;109,91;110,47;11,07 %;45,43 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBS6;Vonovia;27.01.2023 00:00:00;55,68;56,13;4,90 %;38,16 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBR8;Volkswagen;27.01.2023 00:00:00;159,08;159,88;4,85 %;48,19 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBJ5;SAP;27.01.2023 00:00:00;102,33;102,85;4,07 %;40,65 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBH9;Sanofi;27.01.2023 00:00:00;77,12;77,51;4,95 %;32,03 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBA4;Orange;27.01.2023 00:00:00;9,62;9,67;7,24 %;32,39 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LB69;MünchenerRück;27.01.2023 00:00:00;242,66;243,88;3,41 %;47,13 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LB10;Linde;27.01.2023 00:00:00;214,00;215,08;4,75 %;36,62 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LB02;LANXESS;27.01.2023 00:00:00;62,58;62,90;5,76 %;41,75 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAV2;HUGO BOSS;27.01.2023 00:00:00;29,01;29,16;1,68 %;57,70 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAT6;HeidelbergCement;27.01.2023 00:00:00;66,23;66,57;9,02 %;34,65 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAQ2;Fresenius M.C.;27.01.2023 00:00:00;61,04;61,35;11,09 %;27,03 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAJ7;Deutsche Telekom;27.01.2023 00:00:00;15,04;15,12;7,96 %;25,43 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAE8;Deutsche Lufthansa;27.01.2023 00:00:00;11,41;11,47;6,78 %;59,01 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAA6;Deutsche Bank;27.01.2023 00:00:00;9,49;9,54;5,15 %;55,43 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA86;Daimler;27.01.2023 00:00:00;60,03;60,34;5,22 %;47,53 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9X7;Beiersdorf;27.01.2023 00:00:00;85,94;86,38;7,97 %;22,02 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9W9;Bayer;27.01.2023 00:00:00;52,32;52,59;13,17 %;29,92 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9U3;Bayer;27.01.2023 00:00:00;52,74;53,01;4,44 %;49,69 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9L2;Allianz;27.01.2023 00:00:00;202,57;203,59;4,14 %;42,93 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBF3;RWE;27.01.2023 00:00:00;32,73;32,90;12,22 %;31,85 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAX8;Infineon;27.01.2023 00:00:00;33,39;33,56;7,46 %;43,11 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAS8;HeidelbergCement;27.01.2023 00:00:00;66,54;66,88;4,32 %;48,92 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAK5;E.ON;27.01.2023 00:00:00;8,92;8,97;5,86 %;37,38 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAH1;Deutsche Telekom;27.01.2023 00:00:00;15,16;15,24;4,25 %;34,75 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LB85;Nokia;27.01.2023 00:00:00;3,19;3,24;4,90 %;50,61 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAG3;Deutsche Post;27.01.2023 00:00:00;41,25;41,46;6,79 %;33,86 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA78;Daimler;27.01.2023 00:00:00;58,86;59,16;3,35 %;56,32 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA29;Commerzbank;27.01.2023 00:00:00;5,58;5,63;9,54 %;48,24 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA11;Carl Zeiss Meditec;27.01.2023 00:00:00;111,82;112,39;3,49 %;48,49 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9S7;BASF;27.01.2023 00:00:00;67,63;67,97;6,39 %;35,35 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9N8;Allianz;27.01.2023 00:00:00;199,40;200,41;9,90 %;25,56 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9H0;adidas;27.01.2023 00:00:00;289,68;291,14;8,46 %;31,69 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9F4;EURO STOXX 50®;27.01.2023 00:00:00;36,00;36,19;5,38 %;26,65 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9E7;EURO STOXX 50®;27.01.2023 00:00:00;35,94;36,13;3,38 %;37,52 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBQ0;Volkswagen;27.01.2023 00:00:00;154,28;155,06;2,32 %;56,83 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBP2;United Internet;27.01.2023 00:00:00;36,51;36,70;5,97 %;42,41 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAW0;Infineon;27.01.2023 00:00:00;32,62;32,79;3,47 %;55,51 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAU4;Henkel;27.01.2023 00:00:00;83,75;84,18;7,12 %;22,46 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAN9;Fresenius;27.01.2023 00:00:00;37,65;37,84;7,18 %;34,72 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA52;Covestro;27.01.2023 00:00:00;55,30;55,75;2,65 %;56,08 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA45;Continental;27.01.2023 00:00:00;115,64;116,58;9,23 %;37,45 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9Y5;Beiersdorf;27.01.2023 00:00:00;85,13;85,56;10,20 %;16,03 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9T5;BASF;27.01.2023 00:00:00;67,86;68,21;9,06 %;28,81 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9Q1;AXA;27.01.2023 00:00:00;20,53;20,64;8,45 %;34,32 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9K4;Airbus;27.01.2023 00:00:00;93,61;94,09;6,97 %;44,94 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9C1;DAX®;27.01.2023 00:00:00;138,52;139,22;2,89 %;37,48 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBX6;Total;24.02.2023 00:00:00;36,86;37,05;4,58 %;52,20 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBU2;Siemens;24.02.2023 00:00:00;126,29;126,93;3,15 %;44,56 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBN7;Telefonica;27.01.2023 00:00:00;3,37;3,42;5,67 %;53,42 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBL1;Siemens Healthineers;27.01.2023 00:00:00;44,88;45,25;2,57 %;34,92 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBM9;Südzucker;27.01.2023 00:00:00;12,54;12,61;2,42 %;49,89 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBK3;SAP;27.01.2023 00:00:00;102,71;103,23;8,20 %;28,97 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBE6;Royal Dutch Shell;27.01.2023 00:00:00;16,89;16,98;8,95 %;37,70 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9V1;Bayer;27.01.2023 00:00:00;52,60;52,87;8,33 %;39,52 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBD8;Royal Dutch Shell;27.01.2023 00:00:00;16,61;16,70;5,51 %;47,10 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LB93;Nokia;27.01.2023 00:00:00;3,19;3,24;11,67 %;37,14 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LB77;MünchenerRück;27.01.2023 00:00:00;241,62;242,84;7,74 %;32,90 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LB51;Morphosys;27.01.2023 00:00:00;87,64;88,09;10,72 %;35,46 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LB28;Linde;27.01.2023 00:00:00;207,97;209,02;8,67 %;24,43 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LB36;LVMH;27.01.2023 00:00:00;506,68;509,23;5,10 %;36,13 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAZ3;K+S;27.01.2023 00:00:00;9,68;9,73;10,38 %;50,79 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAY6;ING;27.01.2023 00:00:00;8,70;8,75;4,40 %;55,70 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAR0;Fresenius M.C.;27.01.2023 00:00:00;58,67;58,97;17,32 %;14,15 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAM1;Fraport;27.01.2023 00:00:00;46,94;47,18;4,16 %;51,64 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LAL3;E.ON;27.01.2023 00:00:00;8,46;8,51;12,19 %;23,20 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA94;Daimler;27.01.2023 00:00:00;61,42;61,73;7,60 %;38,73 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA03;BMW;27.01.2023 00:00:00;71,09;71,45;6,10 %;37,94 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2L9J6;Airbus;27.01.2023 00:00:00;92,48;92,95;3,90 %;54,95 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBV0;Siemens;24.02.2023 00:00:00;127,63;128,28;6,36 %;33,00 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBG1;RWE;27.01.2023 00:00:00;31,27;31,43;20,68 %;17,83 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBB2;Philips;27.01.2023 00:00:00;44,47;44,70;4,70 %;35,01 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LB44;Merck;27.01.2023 00:00:00;137,48;138,18;6,20 %;28,91 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA37;Continental;27.01.2023 00:00:00;116,82;117,77;5,31 %;50,30 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBW8;thyssenkrupp;24.02.2023 00:00:00;9,53;9,58;4,72 %;68,91 %;;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LD26;Bayer;23.04.2027 00:00:00;980,76;992,67;5,61 %;36,87 %;5,70 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LD42;Volkswagen;23.04.2027 00:00:00;1.004,54;1.016,74;3,35 %;48,64 %;5,60 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LD00;Allianz;23.04.2027 00:00:00;996,00;1.008,10;2,74 %;35,80 %;4,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LDD4;Fresenius;26.02.2027 00:00:00;987,41;999,40;4,82 %;29,72 %;4,70 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LDB8;Deutsche Telekom;26.02.2027 00:00:00;995,59;1.007,68;4,00 %;30,83 %;4,75 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LDA0;AXA;26.02.2027 00:00:00;1.020,33;1.032,72;5,12 %;37,23 %;8,50 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LDC6;E.ON;26.02.2027 00:00:00;960,96;972,63;9,09 %;27,69 %;6,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLN6;Royal Dutch Shell;23.04.2027 00:00:00;990,69;1.002,72;5,03 %;46,97 %;6,10 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLR7;Volkswagen;23.04.2027 00:00:00;1.001,89;1.014,06;5,20 %;43,99 %;7,50 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLD7;EURO STOXX 50®;23.04.2027 00:00:00;985,08;995,03;2,00 %;59,60 %;1,80 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLE5;EURO STOXX 50®;23.04.2027 00:00:00;984,34;994,28;2,33 %;49,50 %;2,10 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLM8;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.04.2027 00:00:00;976,32;991,19;3,39 %;43,27 %;3,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LL91;Daimler;23.04.2027 00:00:00;991,15;1.003,19;4,90 %;50,91 %;6,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLH8;EURO STOXX 50®;23.04.2027 00:00:00;984,11;994,05;2,70 %;44,45 %;2,50 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLP1;SAP;23.04.2027 00:00:00;967,49;979,24;4,67 %;36,98 %;3,20 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLQ9;Siemens;23.04.2027 00:00:00;982,40;994,33;3,81 %;39,91 %;3,80 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLL0;Fresenius;23.04.2027 00:00:00;995,22;1.007,31;2,81 %;39,62 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLJ4;EURO STOXX 50®;23.04.2027 00:00:00;993,89;1.003,93;2,25 %;39,41 %;3,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLG0;EURO STOXX 50®;23.04.2027 00:00:00;984,11;994,05;2,70 %;44,45 %;2,50 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLC9;EURO STOXX 50®;23.04.2027 00:00:00;988,23;998,21;1,11 %;69,70 %;1,10 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLB1;Deutsche Telekom;23.04.2027 00:00:00;997,02;1.009,13;2,65 %;40,91 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLA3;Deutsche Post;23.04.2027 00:00:00;983,43;995,37;3,97 %;38,73 %;4,10 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LL75;Bayer;23.04.2027 00:00:00;984,20;996,15;5,55 %;42,55 %;6,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LL59;Allianz;23.04.2027 00:00:00;994,59;1.006,67;3,73 %;40,81 %;5,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLK2;EURO STOXX 50®;23.04.2027 00:00:00;993,89;1.003,93;2,25 %;39,41 %;3,00 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLF2;EURO STOXX 50®;23.04.2027 00:00:00;984,34;994,28;2,33 %;49,50 %;2,10 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LL67;BASF;23.04.2027 00:00:00;999,92;1.012,06;2,57 %;41,22 %;4,20 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L834;Daimler;23.04.2027 00:00:00;998,38;1.010,51;2,53 %;50,56 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L875;Volkswagen;23.04.2027 00:00:00;1.000,85;1.013,01;2,48 %;43,97 %;4,20 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L818;Allianz;23.04.2027 00:00:00;996,41;1.008,51;2,45 %;33,05 %;3,70 %;EUR;;;ESG (nachhaltig)
