Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Discount-Zertifikat;DE000LB2LT10;DAX®;28.01.2022 00:00:00;118,67;118,79;3,41 %;11,14 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSP6;Continental;28.01.2022 00:00:00;103,76;103,86;11,74 %;3,28 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSM3;Continental;28.01.2022 00:00:00;92,26;92,35;5,50 %;18,42 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSH3;Commerzbank;28.01.2022 00:00:00;3,35;3,38;3,87 %;35,54 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVA2;LVMH;28.01.2022 00:00:00;432,44;432,87;4,32 %;14,27 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV99;LVMH;28.01.2022 00:00:00;409,77;410,18;2,61 %;19,98 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV24;K+S;28.01.2022 00:00:00;5,91;5,94;5,70 %;32,34 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUZ1;Infineon;28.01.2022 00:00:00;29,28;29,31;8,17 %;12,50 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUX6;Infineon;28.01.2022 00:00:00;26,13;26,16;3,50 %;25,00 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUU2;HUGO BOSS;28.01.2022 00:00:00;22,41;22,45;2,67 %;26,61 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUR8;HOCHTIEF;28.01.2022 00:00:00;55,69;55,75;4,41 %;21,46 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUQ0;Henkel;28.01.2022 00:00:00;74,93;75,01;7,27 %;1,94 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUP2;Henkel;28.01.2022 00:00:00;71,91;71,98;4,58 %;8,07 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUL1;HeidelbergCement;28.01.2022 00:00:00;48,64;48,69;2,93 %;23,64 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRW4;Banco Santander;28.01.2022 00:00:00;2,15;2,19;7,99 %;18,60 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LRS2;AXA;28.01.2022 00:00:00;15,52;15,54;3,23 %;23,17 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRT0;AXA;28.01.2022 00:00:00;16,30;16,32;4,55 %;18,37 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRQ6;ASML Holding;28.01.2022 00:00:00;366,95;367,32;3,77 %;18,88 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRM5;Allianz;28.01.2022 00:00:00;173,86;174,03;6,89 %;7,41 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRK9;Allianz;28.01.2022 00:00:00;159,93;160,09;3,35 %;17,42 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRG7;Airbus;28.01.2022 00:00:00;63,66;63,72;2,19 %;32,95 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LRF9;adidas;28.01.2022 00:00:00;250,14;250,39;8,56 %;6,54 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRE2;adidas;28.01.2022 00:00:00;237,46;237,70;5,65 %;13,46 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUC0;Fresenius M.C.;28.01.2022 00:00:00;50,39;50,44;7,71 %;5,86 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LUD8;Generali;28.01.2022 00:00:00;12,28;12,32;3,37 %;17,75 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LU90;Fresenius M.C.;28.01.2022 00:00:00;46,49;46,54;3,42 %;16,32 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LU17;Fraport;28.01.2022 00:00:00;38,74;38,82;6,13 %;21,61 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTZ3;Fraport;28.01.2022 00:00:00;32,77;32,84;2,19 %;35,95 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LU09;Fraport;28.01.2022 00:00:00;35,68;35,75;3,82 %;29,25 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTW0;EURO STOXX 50®;28.01.2022 00:00:00;29,79;29,82;2,49 %;16,13 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTS8;E.ON;28.01.2022 00:00:00;7,43;7,45;8,07 %;5,33 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTU4;Eni;28.01.2022 00:00:00;6,38;6,42;1,36 %;31,56 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTP4;Deutsche Wohnen;28.01.2022 00:00:00;34,52;34,59;7,61 %;5,01 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXP6;Siemens;25.03.2022 00:00:00;108,04;108,15;5,90 %;10,14 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXM3;Siemens;25.03.2022 00:00:00;101,20;101,30;3,41 %;17,96 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXK7;Zalando;28.01.2022 00:00:00;67,19;67,39;12,36 %;11,79 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXL5;Zalando;28.01.2022 00:00:00;72,61;72,83;18,34 %;0,02 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXJ9;Zalando;28.01.2022 00:00:00;60,58;60,76;7,63 %;23,55 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXG5;Wacker Chemie;28.01.2022 00:00:00;85,46;85,67;11,92 %;11,67 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LXC4;Volkswagen;28.01.2022 00:00:00;136,33;136,47;6,83 %;16,19 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LX71;Vinci;28.01.2022 00:00:00;70,42;70,49;6,99 %;12,71 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LX55;Vinci;28.01.2022 00:00:00;63,22;63,28;2,97 %;24,35 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWX2;Total;28.01.2022 00:00:00;24,70;24,72;1,23 %;34,90 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWW4;Telefonica;28.01.2022 00:00:00;2,94;2,96;14,44 %;4,88 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWV6;Telefonica;28.01.2022 00:00:00;2,76;2,78;8,65 %;14,82 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWS2;Südzucker;28.01.2022 00:00:00;9,77;9,81;2,11 %;23,25 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWK9;SAP;28.01.2022 00:00:00;88,79;88,88;7,52 %;6,92 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWF9;Sanofi;28.01.2022 00:00:00;63,37;63,43;2,70 %;14,52 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LWE2;Salzgitter;28.01.2022 00:00:00;16,14;16,16;3,65 %;32,50 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWB8;RWE;28.01.2022 00:00:00;26,99;27,02;12,07 %;4,28 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LW64;Royal Dutch Shell;28.01.2022 00:00:00;11,33;11,35;1,44 %;32,03 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LW49;Repsol;28.01.2022 00:00:00;5,87;5,91;0,74 %;42,40 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LW15;ProSiebenSat.1 Media;28.01.2022 00:00:00;11,00;11,04;4,55 %;32,27 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LW07;Porsche;28.01.2022 00:00:00;50,75;50,85;3,54 %;20,91 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVN5;Nokia;28.01.2022 00:00:00;2,52;2,55;6,43 %;18,42 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVK1;MünchenerRück;28.01.2022 00:00:00;189,53;189,72;3,04 %;19,75 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVJ3;MünchenerRück;28.01.2022 00:00:00;172,89;173,06;1,22 %;27,98 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVG9;MTU Aero Engines;28.01.2022 00:00:00;138,81;139,09;4,64 %;26,40 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTJ7;Deutsche Post;28.01.2022 00:00:00;35,57;35,61;7,33 %;7,45 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTD0;Deutsche Lufthansa;28.01.2022 00:00:00;5,87;5,89;2,04 %;51,16 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LT85;Deutsche Bank;28.01.2022 00:00:00;6,90;6,93;4,25 %;29,51 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT69;Deutsche Bank;28.01.2022 00:00:00;5,21;5,24;1,25 %;48,11 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT36;Delivery Hero;28.01.2022 00:00:00;69,11;69,25;9,08 %;29,04 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT28;DAX®;28.01.2022 00:00:00;124,25;124,37;4,94 %;5,70 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSZ5;DAX®;28.01.2022 00:00:00;108,35;108,46;1,55 %;20,21 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSV4;Daimler;28.01.2022 00:00:00;50,64;50,69;4,98 %;20,00 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LST8;Daimler;28.01.2022 00:00:00;44,11;44,15;2,10 %;32,08 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSN1;Continental;28.01.2022 00:00:00;97,78;97,88;7,95 %;11,69 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSK7;Commerzbank;28.01.2022 00:00:00;4,11;4,14;9,51 %;17,13 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSJ9;Commerzbank;28.01.2022 00:00:00;3,75;3,78;6,36 %;26,34 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS86;BMW;28.01.2022 00:00:00;53,79;53,84;2,35 %;23,08 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS78;Bilfinger;28.01.2022 00:00:00;21,95;21,99;7,50 %;20,34 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LRZ7;BASF;28.01.2022 00:00:00;56,64;56,70;6,36 %;11,41 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRY0;BASF;28.01.2022 00:00:00;53,13;53,18;3,73 %;18,80 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS37;Bayer;28.01.2022 00:00:00;41,45;41,49;9,25 %;10,22 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LV81;L'Oreal;28.01.2022 00:00:00;257,58;257,84;3,03 %;12,57 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV65;Linde;28.01.2022 00:00:00;165,63;165,80;2,76 %;16,75 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV57;LANXESS;28.01.2022 00:00:00;47,97;48,02;4,50 %;18,46 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV32;K+S;28.01.2022 00:00:00;6,93;6,96;10,85 %;17,19 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV16;ING;28.01.2022 00:00:00;6,17;6,19;3,70 %;29,11 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUY4;Infineon;28.01.2022 00:00:00;27,97;28,00;5,85 %;18,06 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUV0;HUGO BOSS;28.01.2022 00:00:00;23,92;23,97;4,69 %;20,23 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUT4;HUGO BOSS;28.01.2022 00:00:00;20,75;20,79;1,10 %;32,99 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUS6;HOCHTIEF;28.01.2022 00:00:00;60,47;60,53;8,07 %;11,98 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRU8;AXA;28.01.2022 00:00:00;17,35;17,37;7,11 %;11,16 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRV6;Banco Santander;28.01.2022 00:00:00;1,90;1,94;3,37 %;30,72 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LRP8;ArcelorMittal;28.01.2022 00:00:00;12,85;12,87;5,34 %;31,49 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LRR4;AXA;28.01.2022 00:00:00;14,68;14,70;2,23 %;27,97 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRN3;Anheuser-Busch InBev;28.01.2022 00:00:00;41,22;41,30;9,80 %;5,34 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRL7;Allianz;28.01.2022 00:00:00;167,31;167,48;4,90 %;12,41 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRJ1;Allianz;28.01.2022 00:00:00;147,64;147,79;1,63 %;24,92 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRD4;adidas;28.01.2022 00:00:00;226,72;226,95;3,87 %;18,66 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUK3;HeidelbergCement;28.01.2022 00:00:00;46,18;46,23;1,82 %;28,22 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUJ5;Hannover Rück;28.01.2022 00:00:00;118,44;118,68;5,82 %;10,91 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUH9;Hannover Rück;28.01.2022 00:00:00;111,28;111,50;3,42 %;18,03 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUF3;Hamburger Hafen;28.01.2022 00:00:00;17,20;17,24;1,64 %;16,86 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUB2;Fresenius M.C.;28.01.2022 00:00:00;49,21;49,26;6,08 %;9,34 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LUA4;Fresenius M.C.;28.01.2022 00:00:00;47,90;47,95;4,67 %;12,83 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LU58;Fresenius;28.01.2022 00:00:00;28,25;28,28;2,78 %;18,17 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LU74;Fresenius;28.01.2022 00:00:00;29,69;29,72;4,70 %;12,53 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LU33;Freenet;28.01.2022 00:00:00;14,62;14,64;6,42 %;12,60 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LU25;Freenet;28.01.2022 00:00:00;13,83;13,85;3,55 %;19,37 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTX8;EURO STOXX 50®;28.01.2022 00:00:00;30,99;31,02;3,45 %;12,00 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTT6;ENGIE;28.01.2022 00:00:00;9,81;9,85;4,43 %;15,15 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTQ2;E.ON;28.01.2022 00:00:00;6,78;6,80;3,21 %;17,16 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV73;Linde;28.01.2022 00:00:00;176,11;176,29;5,39 %;9,40 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LU41;Freenet;28.01.2022 00:00:00;15,15;15,17;9,59 %;6,96 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTV2;Eni;28.01.2022 00:00:00;7,05;7,09;3,23 %;23,13 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTN9;Deutsche Wohnen;28.01.2022 00:00:00;32,65;32,72;4,27 %;12,71 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRC6;adidas;28.01.2022 00:00:00;215,00;215,22;2,42 %;23,85 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV40;LANXESS;28.01.2022 00:00:00;44,05;44,09;2,25 %;26,61 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LX48;United Internet;28.01.2022 00:00:00;31,87;31,93;10,52 %;4,06 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LWN3;Schneider Electric;28.01.2022 00:00:00;104,53;104,63;5,60 %;10,61 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUN7;HeidelbergCement;28.01.2022 00:00:00;54,74;54,79;7,40 %;10,66 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRX2;BASF;28.01.2022 00:00:00;50,36;50,41;2,36 %;23,96 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LU66;Fresenius;28.01.2022 00:00:00;28,99;29,02;3,68 %;15,35 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LUG1;Hannover Rück;28.01.2022 00:00:00;103,23;103,44;1,64 %;25,16 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTY6;EURO STOXX 50®;28.01.2022 00:00:00;32,10;32,13;4,65 %;7,88 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTM1;Deutsche Telekom;28.01.2022 00:00:00;13,03;13,05;3,76 %;10,18 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LUW8;Infineon;28.01.2022 00:00:00;24,11;24,13;1,67 %;31,94 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUM9;HeidelbergCement;28.01.2022 00:00:00;52,41;52,46;5,29 %;16,00 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRH5;Airbus;28.01.2022 00:00:00;71,57;71,64;5,12 %;22,63 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LUE6;Hamburger Hafen;28.01.2022 00:00:00;16,36;16,40;0,66 %;21,62 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LU82;Fresenius;28.01.2022 00:00:00;30,34;30,37;5,86 %;9,71 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTR0;E.ON;28.01.2022 00:00:00;7,13;7,15;5,34 %;11,24 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVB0;Merck;28.01.2022 00:00:00;111,27;111,38;3,55 %;14,53 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV08;ING;28.01.2022 00:00:00;5,41;5,43;1,41 %;39,08 %;;EUR;;;ESG (nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2U7R2;Allianz;23.06.2023 00:00:00;99,80;99,90;2,25 %;18,78 %;2,20 %;EUR;;;ESG (nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2U7U6;Deutsche Post;23.06.2023 00:00:00;98,85;98,95;2,73 %;12,98 %;2,25 %;EUR;;;ESG (nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2U7T8;Daimler;23.06.2023 00:00:00;100,59;100,69;1,79 %;34,81 %;2,10 %;EUR;;;Basic (nicht nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2U7S0;BASF;23.06.2023 00:00:00;99,99;100,09;2,16 %;19,02 %;2,20 %;EUR;;;ESG (nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2U7V4;Siemens;23.06.2023 00:00:00;99,31;99,41;2,27 %;13,85 %;2,00 %;EUR;;;ESG (nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2UGM9;Deutsche Post;25.08.2023 00:00:00;99,07;99,17;2,35 %;12,74 %;2,00 %;EUR;;;ESG (nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2UGN7;SAP;25.08.2023 00:00:00;98,85;98,95;2,65 %;6,32 %;2,20 %;EUR;;;ESG (nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2UGL1;Daimler;25.08.2023 00:00:00;99,31;99,41;3,00 %;19,23 %;2,75 %;EUR;;;Basic (nicht nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2UGH9;Allianz;25.08.2023 00:00:00;100,10;100,20;2,32 %;17,10 %;2,40 %;EUR;;;ESG (nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2UGK3;Bayer;25.08.2023 00:00:00;98,66;98,76;2,93 %;15,24 %;2,40 %;EUR;;;Basic (nicht nachhaltig)
DuoRendite Aktien-Anleihe;DE000LB2UGJ5;BASF;25.08.2023 00:00:00;99,91;100,01;2,20 %;15,89 %;2,20 %;EUR;;;ESG (nachhaltig)
Express-Aktien-Anleihe;DE000LB2UFD0;SAP;28.03.2025 00:00:00;96,22;97,42;4,52 %;15,91 %;2,00 %;EUR;;;ESG (nachhaltig)
Express-Aktien-Anleihe;DE000LB2UFB4;Deutsche Post;28.03.2025 00:00:00;97,46;98,66;3,59 %;18,44 %;2,30 %;EUR;;;ESG (nachhaltig)
Express-Aktien-Anleihe;DE000LB2UF98;Bayer;28.03.2025 00:00:00;96,29;97,49;5,47 %;19,05 %;3,00 %;EUR;;;Basic (nicht nachhaltig)
Express-Aktien-Anleihe;DE000LB2UFC2;Infineon;28.03.2025 00:00:00;99,98;101,19;1,96 %;29,22 %;3,10 %;EUR;;;ESG (nachhaltig)
Express-Aktien-Anleihe;DE000LB2UFA6;Daimler;28.03.2025 00:00:00;98,40;99,60;3,48 %;26,32 %;3,10 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2U8X8;Volkswagen;28.02.2025 00:00:00;101,02;102,25;1,70 %;42,91 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2U8S8;EURO STOXX 50®;26.02.2027 00:00:00;98,38;99,38;2,14 %;44,91 %;1,50 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2U8W0;Deutsche Post;28.02.2025 00:00:00;97,91;99,11;3,93 %;34,83 %;3,00 %;EUR;;;ESG (nachhaltig)
Express-Anleihe;DE000LB2U8V2;Daimler;28.02.2025 00:00:00;97,94;99,14;5,11 %;35,35 %;4,20 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2U8U4;Covestro;28.02.2025 00:00:00;98,51;100,51;2,77 %;40,96 %;3,30 %;EUR;;;ESG (nachhaltig)
Express-Anleihe;DE000LB2U8T6;Bayer;28.02.2025 00:00:00;95,45;96,65;7,83 %;29,65 %;4,20 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2UP62;Daimler;28.04.2025 00:00:00;98,96;100,16;3,84 %;45,27 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2UNW4;EURO STOXX 50®;30.03.2027 00:00:00;98,86;99,86;1,63 %;54,40 %;1,50 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2UP88;Royal Dutch Shell;28.04.2025 00:00:00;98,09;99,29;4,78 %;43,20 %;4,15 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2UP70;Deutsche Post;28.04.2025 00:00:00;98,46;99,66;3,30 %;34,61 %;3,00 %;EUR;;;ESG (nachhaltig)
Express-Anleihe;DE000LB2UNY0;EURO STOXX 50®;30.03.2027 00:00:00;98,76;99,76;2,23 %;39,19 %;2,00 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2UP96;Volkswagen;28.04.2025 00:00:00;99,59;100,80;3,27 %;45,62 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2UP54;Bayer;28.04.2025 00:00:00;96,98;98,18;5,65 %;33,10 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Express-Anleihe;DE000LB2UP47;Allianz;28.04.2025 00:00:00;98,60;99,80;3,67 %;34,28 %;3,50 %;EUR;;;ESG (nachhaltig)
Express-Anleihe;DE000LB2UNZ7;MSCI EMU SRI Select 30 Decrement 3,5% Index;30.03.2027 00:00:00;98,31;99,81;2,28 %;45,00 %;2,10 %;EUR;;;ESG (nachhaltig)
Express-Anleihe;DE000LB2UNX2;EURO STOXX 50®;30.03.2027 00:00:00;98,86;99,86;1,98 %;44,26 %;1,85 %;EUR;;;Basic (nicht nachhaltig)
Festzins-Safe-Anleihe mit Cap;DE000LB2UNK9;EURO STOXX® Select Dividend 30;30.03.2027 00:00:00;100,44;101,05;0,33 %;;0,33 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UK42;EURO STOXX 50®;26.08.2022 00:00:00;99,98;100,08;3,55 %;10,63 %;3,60 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UK34;EURO STOXX 50®;26.08.2022 00:00:00;99,93;100,03;2,38 %;17,50 %;2,40 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UJ86;DAX®;26.08.2022 00:00:00;99,44;99,54;4,64 %;2,08 %;4,30 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UK59;EURO STOXX 50®;26.08.2022 00:00:00;99,97;100,07;4,41 %;6,50 %;4,45 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UJ60;DAX®;26.08.2022 00:00:00;99,59;99,69;2,67 %;12,96 %;2,45 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UJ52;DAX®;26.08.2022 00:00:00;99,67;99,77;1,66 %;20,21 %;1,50 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UJ78;DAX®;26.08.2022 00:00:00;99,52;99,62;3,57 %;7,52 %;3,30 %;EUR;;;Basic (nicht nachhaltig)
