Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit,,,,,,
Aktien-Anleihe;DE000LB2URJ2;Commerzbank;25.03.2022 00:00:00;100,42;100,57;6,41 %;23,75 %;7,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URC7;BMW;25.03.2022 00:00:00;100,84;100,94;0,71 %;31,21 %;1,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URF0;BNP Paribas;25.03.2022 00:00:00;102,29;102,39;1,41 %;35,83 %;3,70 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UR45;Bayer;25.03.2022 00:00:00;98,29;98,39;5,40 %;17,48 %;3,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UR37;Bayer;25.03.2022 00:00:00;98,68;98,78;3,75 %;23,24 %;2,55 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UR11;BASF;25.03.2022 00:00:00;100,69;100,79;4,27 %;13,69 %;5,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQW7;AXA;25.03.2022 00:00:00;102,41;102,51;2,13 %;25,63 %;4,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQU1;AXA;25.03.2022 00:00:00;101,44;101,54;0,84 %;34,93 %;2,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQS5;Allianz;25.03.2022 00:00:00;102,20;102,30;3,84 %;12,49 %;6,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQQ9;Allianz;25.03.2022 00:00:00;101,23;101,33;0,93 %;27,08 %;2,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQM8;Airbus;25.03.2022 00:00:00;100,82;100,92;3,15 %;29,51 %;4,05 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UQJ4;adidas;25.03.2022 00:00:00;100,39;100,49;2,68 %;22,68 %;3,15 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VAD9;Linde;28.04.2023 00:00:00;100,85;100,95;3,53 %;11,74 %;4,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VAE7;Total;28.04.2023 00:00:00;101,16;101,26;3,28 %;30,48 %;3,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UWU9;adidas;24.03.2023 00:00:00;99,57;99,67;3,42 %;19,24 %;3,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UWT1;adidas;24.03.2023 00:00:00;99,66;99,76;2,42 %;26,12 %;2,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VA84;Vonovia;24.03.2023 00:00:00;99,93;100,13;3,64 %;12,57 %;3,70 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VA68;Volkswagen;24.03.2023 00:00:00;101,07;101,17;5,93 %;12,68 %;6,55 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2VA43;Volkswagen;24.03.2023 00:00:00;100,75;100,85;3,86 %;23,94 %;4,30 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2VA35;Volkswagen;24.03.2023 00:00:00;100,47;100,57;2,51 %;32,39 %;2,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2VA27;Unilever;24.03.2023 00:00:00;98,50;98,60;3,52 %;13,48 %;2,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UZZ1;Telefonica;24.03.2023 00:00:00;98,52;98,72;3,66 %;34,84 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZW8;Siemens;24.03.2023 00:00:00;99,61;99,71;3,50 %;15,90 %;3,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZV0;Siemens;24.03.2023 00:00:00;99,63;99,73;2,34 %;23,55 %;2,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZQ0;RWE;24.03.2023 00:00:00;99,34;99,44;6,75 %;5,78 %;6,45 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UZP2;RWE;24.03.2023 00:00:00;99,49;99,59;5,47 %;12,17 %;5,25 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UZN7;RWE;24.03.2023 00:00:00;99,68;99,78;4,27 %;18,56 %;4,15 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UZM9;RWE;24.03.2023 00:00:00;99,77;99,87;2,92 %;26,54 %;2,85 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UZG1;Orange;24.03.2023 00:00:00;98,85;98,95;3,59 %;16,79 %;3,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZH9;Philips;24.03.2023 00:00:00;99,06;99,16;3,58 %;12,34 %;3,15 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UZE6;Nokia;24.03.2023 00:00:00;100,16;100,36;4,12 %;25,42 %;4,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZ86;MTU Aero Engines;24.03.2023 00:00:00;103,08;103,29;4,05 %;25,44 %;5,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZ60;MTU Aero Engines;24.03.2023 00:00:00;101,84;102,04;1,68 %;44,68 %;2,70 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZ78;MTU Aero Engines;24.03.2023 00:00:00;102,57;102,78;3,09 %;32,66 %;4,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZ11;LANXESS;24.03.2023 00:00:00;100,22;100,42;2,89 %;24,17 %;3,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZ03;K+S;24.03.2023 00:00:00;102,76;102,91;5,03 %;31,24 %;6,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYY7;ING;24.03.2023 00:00:00;101,43;101,53;2,28 %;39,64 %;3,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYM2;HeidelbergCement;24.03.2023 00:00:00;100,94;101,04;2,08 %;31,80 %;2,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYR1;HUGO BOSS;24.03.2023 00:00:00;102,88;103,09;1,56 %;37,31 %;3,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYT7;Iberdrola;24.03.2023 00:00:00;99,24;99,34;3,34 %;15,55 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYP5;Henkel;24.03.2023 00:00:00;99,26;99,36;2,12 %;15,95 %;1,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYK6;Fresenius M.C.;24.03.2023 00:00:00;99,25;99,35;3,34 %;17,46 %;3,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UYJ8;Fresenius M.C.;24.03.2023 00:00:00;99,37;99,47;2,27 %;24,28 %;2,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UYH2;Fresenius;24.03.2023 00:00:00;99,75;99,85;5,38 %;5,90 %;5,30 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UYE9;Fresenius;24.03.2023 00:00:00;99,97;100,07;2,12 %;24,83 %;2,15 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UYB5;E.ON;24.03.2023 00:00:00;99,46;99,56;2,12 %;23,76 %;1,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYC3;E.ON;24.03.2023 00:00:00;99,06;99,16;3,89 %;13,79 %;3,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UY95;Deutsche Wohnen;24.03.2023 00:00:00;99,21;99,41;2,40 %;19,11 %;2,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UY87;Deutsche Telekom;24.03.2023 00:00:00;100,66;100,76;3,61 %;10,88 %;4,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UY38;Deutsche Post;24.03.2023 00:00:00;99,89;99,99;3,11 %;19,02 %;3,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UY79;Deutsche Telekom;24.03.2023 00:00:00;100,57;100,67;2,56 %;16,56 %;2,90 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UY12;Deutsche Börse;24.03.2023 00:00:00;99,45;99,55;4,14 %;11,44 %;3,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UY20;Deutsche Post;24.03.2023 00:00:00;99,90;100,00;2,10 %;25,85 %;2,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UY04;Deutsche Börse;24.03.2023 00:00:00;99,52;99,62;3,00 %;18,82 %;2,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXV5;Daimler;24.03.2023 00:00:00;100,20;100,30;5,49 %;12,22 %;5,65 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UXU7;Daimler;24.03.2023 00:00:00;100,14;100,24;4,33 %;19,53 %;4,45 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UXN2;Continental;24.03.2023 00:00:00;100,04;100,24;5,87 %;10,94 %;6,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UXM4;Continental;24.03.2023 00:00:00;99,89;100,09;4,51 %;19,42 %;4,55 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UXL6;Continental;24.03.2023 00:00:00;99,89;100,09;3,26 %;27,91 %;3,30 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UXF8;BMW;24.03.2023 00:00:00;100,42;100,52;2,49 %;24,33 %;2,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXE1;Beiersdorf;24.03.2023 00:00:00;99,04;99,14;2,94 %;10,65 %;2,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXD3;Bayer;24.03.2023 00:00:00;99,12;99,22;7,07 %;5,58 %;6,65 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UXB7;Bayer;24.03.2023 00:00:00;99,41;99,51;3,91 %;22,09 %;3,65 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UX70;BASF;24.03.2023 00:00:00;101,16;101,26;2,81 %;20,89 %;3,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UX54;Banco Santander;24.03.2023 00:00:00;99,62;99,72;4,40 %;26,67 %;4,25 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UX62;BASF;24.03.2023 00:00:00;100,96;101,06;1,82 %;28,08 %;2,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UX47;AXA;24.03.2023 00:00:00;102,13;102,23;4,39 %;16,34 %;5,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UWY1;Allianz;24.03.2023 00:00:00;101,11;101,21;2,49 %;22,22 %;3,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UWX3;Allianz;24.03.2023 00:00:00;100,82;100,92;1,59 %;29,51 %;2,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UWW5;Airbus;24.03.2023 00:00:00;100,69;100,79;3,60 %;29,51 %;4,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2VAF4;Total;28.04.2023 00:00:00;101,73;101,83;5,32 %;17,60 %;6,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VAC1;Linde;28.04.2023 00:00:00;100,80;100,90;2,42 %;18,89 %;2,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VAB3;Linde;28.04.2023 00:00:00;100,71;100,81;1,47 %;26,05 %;1,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VA76;Vonovia;24.03.2023 00:00:00;99,94;100,14;2,13 %;21,88 %;2,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VA01;Telefonica;24.03.2023 00:00:00;98,46;98,66;6,32 %;19,90 %;5,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZY4;Siemens;24.03.2023 00:00:00;99,54;99,64;5,59 %;4,43 %;5,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZT4;SAP;24.03.2023 00:00:00;99,05;99,15;4,34 %;10,87 %;3,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZU2;SAP;24.03.2023 00:00:00;99,03;99,13;5,66 %;4,16 %;5,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZR8;SAP;24.03.2023 00:00:00;99,40;99,50;2,25 %;23,33 %;2,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZL1;Royal Dutch Shell;24.03.2023 00:00:00;101,76;101,86;4,39 %;20,59 %;5,35 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UZJ5;Porsche;24.03.2023 00:00:00;101,74;101,94;3,46 %;21,07 %;4,45 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UZD8;MünchenerRück;24.03.2023 00:00:00;102,27;102,37;4,86 %;9,71 %;6,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZB2;MünchenerRück;24.03.2023 00:00:00;101,56;101,66;2,27 %;25,76 %;3,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZA4;MünchenerRück;24.03.2023 00:00:00;101,35;101,45;1,28 %;33,79 %;2,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZ45;Merck;24.03.2023 00:00:00;99,43;99,53;2,24 %;19,21 %;2,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZ29;LVMH;24.03.2023 00:00:00;99,88;99,98;2,41 %;22,28 %;2,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYW1;Infineon;24.03.2023 00:00:00;100,12;100,22;5,54 %;14,53 %;5,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYX9;Infineon;24.03.2023 00:00:00;100,07;100,17;7,16 %;5,59 %;7,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYF6;Fresenius;24.03.2023 00:00:00;99,90;100,00;3,05 %;18,71 %;3,05 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UYU5;Infineon;24.03.2023 00:00:00;100,09;100,19;2,01 %;37,15 %;2,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYN0;HeidelbergCement;24.03.2023 00:00:00;101,42;101,52;3,82 %;19,33 %;4,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYL4;Fresenius M.C.;24.03.2023 00:00:00;98,97;99,07;4,79 %;9,28 %;4,30 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UYD1;E.ON;24.03.2023 00:00:00;98,77;98,87;5,50 %;6,17 %;4,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UY61;Deutsche Telekom;24.03.2023 00:00:00;100,55;100,65;1,53 %;23,23 %;1,85 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UY46;Deutsche Post;24.03.2023 00:00:00;99,89;99,99;4,31 %;11,96 %;4,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXZ6;Deutsche Börse;24.03.2023 00:00:00;99,64;99,74;2,03 %;26,20 %;1,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXY9;Deutsche Bank;24.03.2023 00:00:00;102,87;103,02;5,02 %;22,38 %;6,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXR3;Covestro;24.03.2023 00:00:00;102,66;102,87;4,41 %;19,28 %;5,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXT9;Daimler;24.03.2023 00:00:00;100,00;100,10;3,30 %;26,85 %;3,35 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UXP7;Covestro;24.03.2023 00:00:00;101,80;102,00;2,00 %;35,42 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXK8;Commerzbank;24.03.2023 00:00:00;101,22;101,37;5,53 %;22,84 %;6,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXG6;BMW;24.03.2023 00:00:00;100,47;100,57;3,51 %;17,45 %;3,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXA9;Bayer;24.03.2023 00:00:00;99,65;99,75;2,28 %;32,45 %;2,15 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UX96;BASF;24.03.2023 00:00:00;101,40;101,50;4,67 %;10,10 %;5,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UX13;ArcelorMittal;24.03.2023 00:00:00;101,62;101,72;5,20 %;27,33 %;6,10 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UX05;Allianz;24.03.2023 00:00:00;101,56;101,66;4,00 %;12,49 %;4,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UX39;AXA;24.03.2023 00:00:00;101,55;101,65;3,31 %;23,31 %;4,15 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VAA5;Carl Zeiss Meditec;28.04.2023 00:00:00;98,32;98,52;3,88 %;16,73 %;3,15 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VA19;Telefonica;24.03.2023 00:00:00;98,49;98,69;8,52 %;9,04 %;7,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZS6;SAP;24.03.2023 00:00:00;99,32;99,42;3,30 %;16,62 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZF3;Nokia;24.03.2023 00:00:00;99,87;100,07;6,21 %;14,98 %;6,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZ94;MTU Aero Engines;24.03.2023 00:00:00;103,66;103,87;5,46 %;15,82 %;7,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYZ4;ING;24.03.2023 00:00:00;102,02;102,12;4,80 %;23,09 %;5,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYS9;HUGO BOSS;24.03.2023 00:00:00;103,75;103,96;3,09 %;26,75 %;5,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYA7;Deutsche Wohnen;24.03.2023 00:00:00;99,13;99,33;3,80 %;11,02 %;3,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXW3;Deutsche Bank;24.03.2023 00:00:00;102,13;102,28;2,94 %;38,10 %;4,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXS1;Daimler;24.03.2023 00:00:00;99,89;99,99;2,41 %;34,16 %;2,40 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UXJ0;Commerzbank;24.03.2023 00:00:00;100,89;101,04;3,47 %;36,46 %;4,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXC5;Bayer;24.03.2023 00:00:00;99,22;99,32;5,46 %;13,64 %;5,10 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UX21;AXA;24.03.2023 00:00:00;101,12;101,22;2,39 %;30,28 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UWV7;adidas;24.03.2023 00:00:00;99,46;99,56;4,53 %;12,37 %;4,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2VA92;Wacker Chemie;24.03.2023 00:00:00;99,81;100,01;5,85 %;23,11 %;5,85 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2VA50;Volkswagen;24.03.2023 00:00:00;100,92;101,02;4,87 %;18,31 %;5,40 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UZX6;Siemens;24.03.2023 00:00:00;99,60;99,70;4,16 %;12,08 %;4,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZK3;Royal Dutch Shell;24.03.2023 00:00:00;101,53;101,63;3,17 %;28,24 %;4,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UZC0;MünchenerRück;24.03.2023 00:00:00;101,94;102,04;3,46 %;17,74 %;4,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZ52;Morphosys;24.03.2023 00:00:00;99,29;99,49;4,32 %;18,85 %;4,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UZ37;LVMH;24.03.2023 00:00:00;99,87;99,97;3,82 %;13,03 %;3,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYV3;Infineon;24.03.2023 00:00:00;100,16;100,26;4,07 %;23,18 %;4,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYQ3;HOCHTIEF;24.03.2023 00:00:00;99,92;100,12;3,09 %;24,15 %;3,15 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UYG4;Fresenius;24.03.2023 00:00:00;99,89;99,99;4,21 %;12,03 %;4,20 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UY53;Deutsche Post;24.03.2023 00:00:00;99,85;99,95;5,38 %;6,31 %;5,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXX1;Deutsche Bank;24.03.2023 00:00:00;102,56;102,71;4,15 %;28,57 %;5,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXQ5;Covestro;24.03.2023 00:00:00;102,20;102,40;3,13 %;27,35 %;4,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UXH4;BMW;24.03.2023 00:00:00;100,55;100,65;4,66 %;10,57 %;5,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UX88;BASF;24.03.2023 00:00:00;101,32;101,42;3,62 %;15,85 %;4,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UWZ8;Allianz;24.03.2023 00:00:00;101,40;101,50;3,58 %;14,92 %;4,35 %;EUR;;;ESG (nachhaltig),
Bonitätsabhängige Schuldverschreibung;DE000LB2CWP7;Telefonica;12.01.2029 00:00:00;99,12;100,62;0,92 %;;1,00 %;EUR;;;ESG (nachhaltig),,
Bonitätsabhängige Schuldverschreibung;DE000LB2CWQ5;Volkswagen;12.01.2029 00:00:00;98,65;100,15;0,98 %;;1,00 %;EUR;;;Basic (nicht nachhaltig),,
Bonitätsabhängige Schuldverschreibung;DE000LB2CWR3;Peugeot;12.01.2028 00:00:00;99,10;100,60;1,16 %;;1,25 %;EUR;;;Basic (nicht nachhaltig),,
Bonitätsabhängige Schuldverschreibung;DE000LB2CWY9;Anglo American;12.01.2029 00:00:00;96,79;98,29;1,23 %;;1,00 %;EUR;;;ESG (nachhaltig),,
Bonitätsabhängige Schuldverschreibung;DE000LB2CWX1;Südzucker;12.01.2028 00:00:00;98,93;100,43;1,04 %;;1,10 %;EUR;;;ESG (nachhaltig),,
Bonitätsabhängige Schuldverschreibung;DE000LB2CW08;Volkswagen;14.01.2030 00:00:00;98,47;99,97;1,10 %;;1,10 %;EUR;;;Basic (nicht nachhaltig),,
Bonitätsabhängige Schuldverschreibung;DE000LB2CWZ6;Telefonica;14.01.2030 00:00:00;98,85;100,35;1,11 %;;1,15 %;EUR;;;ESG (nachhaltig),,
Bonitätsabhängige Schuldverschreibung;DE000LB2CXG4;ArcelorMittal;12.01.2027 00:00:00;98,15;99,40;1,21 %;;1,10 %;EUR;;;Basic (nicht nachhaltig),,
Bonitätsabhängige Schuldverschreibung;DE000LB2CXH2;Südzucker;12.01.2028 00:00:00;99,12;100,62;1,06 %;;1,15 %;EUR;;;ESG (nachhaltig),,
Bonitätsabhängige Schuldverschreibung;DE000LB2CXK6;Bayer;13.01.2031 00:00:00;98,71;100,21;0,98 %;;1,00 %;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNV5;Royal Dutch Shell;28.03.2025 00:00:00;16,97;17,06;0,34 %;50,00 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNT9;MünchenerRück;28.03.2025 00:00:00;245,82;247,06;2,66 %;41,81 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNM4;Deutsche Telekom;28.03.2025 00:00:00;14,96;15,04;6,31 %;30,91 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNR3;HeidelbergCement;28.03.2025 00:00:00;68,24;68,59;1,20 %;32,53 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNH4;Deutsche Post;28.03.2025 00:00:00;42,05;42,27;3,95 %;32,20 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LN16;AXA;28.03.2025 00:00:00;21,77;21,88;5,30 %;44,22 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNF8;Daimler;28.03.2025 00:00:00;68,37;68,72;5,51 %;38,84 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNC5;Covestro;28.03.2025 00:00:00;63,00;63,51;5,01 %;34,61 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LN32;BASF;28.03.2025 00:00:00;68,98;69,33;2,93 %;42,46 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LMX3;Allianz;28.03.2025 00:00:00;204,33;205,36;2,93 %;44,09 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LMV7;EURO STOXX 50®;28.03.2025 00:00:00;36,78;36,97;1,95 %;35,45 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LP97;Total;28.04.2025 00:00:00;38,62;38,82;9,30 %;37,69 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNA9;Covestro;28.03.2025 00:00:00;62,65;63,16;-0,45 %;48,34 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LN57;Bayer;28.03.2025 00:00:00;51,73;51,99;4,21 %;37,63 %;;EUR;;;Basic (nicht nachhaltig),,
